concept_code	display_name	applicability	current_weight	target_weight	change_status	comparison_group	anchor_code	rationale	exception_reference	source_reference
SALMON	Lachs	APPLICABLE	1.0000	0.7500	CHANGED	OILY_FISH	OILY_FISH	Semantik: Lachs als fettreicher Fisch mit festem, saftigem Fleisch; frisch oder tiefgekühlt, nicht bereits geräuchert oder gebeizt. Vergleich: fettreicher Fisch (1.0000) in OILY_FISH. Entscheidungsgrund: Die Art beziehungsweise Tiergruppe ist festgelegt, Zuschnitt, Würzung und mehrere Gartechniken bleiben aber wählbar; das trägt eine eigenständige, gegenüber der offenen Familie leicht verdichtete Präsenz.		MAIN_C604408_FULL_MASTER_POSTGRESQL17;ISSUE_288_AGENTIC_REVIEW_2026-09-17
SALMON_ROE	Lachsrogen	APPLICABLE	0.2800	0.7500	CHANGED	FISH_ROE	FISH_ROE	Semantik: Lachsrogen mit großen orangefarbenen, salzig platzenden Eiern; meist gesalzen als Ikura erhältlich. Vergleich: Fischrogen (1.0000) in FISH_ROE. Entscheidungsgrund: Die benannte Zutat ist gegenüber dem Oberbegriff konkretisiert, behält aber mehrere eigenständige Kochfunktionen und Zubereitungswege; die Familienüberschneidung rechtfertigt die maßvolle Verdichtung.		MAIN_C604408_FULL_MASTER_POSTGRESQL17;ISSUE_288_AGENTIC_REVIEW_2026-09-17
SALSA	Salsa	APPLICABLE	0.5500	0.5000	CHANGED	READY_SAUCES_AND_PASTES	MAYONNAISE	Semantik: Fertige oder frisch zubereitete mexikanisch geprägte Würzsauce; Tomaten-, Chili-, Frucht- und Rohvarianten sind möglich. Vergleich: Mayonnaise (0.5000) in READY_SAUCES_AND_PASTES. Entscheidungsgrund: Die fertige Würzform bringt ein eigenes Aroma- und häufig Texturprofil mit; gegenüber dem Anker ist sie eigenständig, beschränkt aber freie Würzung und Gerichtsausrichtung, weshalb die Familie kompakt auf dieser Stufe bleibt.		MAIN_C604408_FULL_MASTER_POSTGRESQL17;ISSUE_288_AGENTIC_REVIEW_2026-09-17
SALTED_DUCK_EGG	gesalzenes Entenei	APPLICABLE	0.2500	0.7500	CHANGED	DUCK_EGG	DUCK_EGG	Semantik: Durch Salz beziehungsweise Lake konserviertes Entenei, philippinisch insbesondere als itlog na maalat bekannt. Gemeint ist das ganze Ei; nicht Balut und nicht Salted-Egg-Pulver oder bloßes Salted-Egg-Aroma. Vergleich: Entenei (0.7500) in DUCK_EGG. Entscheidungsgrund: Die benannte Zutat ist gegenüber dem Oberbegriff konkretisiert, behält aber mehrere eigenständige Kochfunktionen und Zubereitungswege; die Familienüberschneidung rechtfertigt die maßvolle Verdichtung.		MAIN_C604408_FULL_MASTER_POSTGRESQL17;ISSUE_288_AGENTIC_REVIEW_2026-09-17
SALTY_LIQUORICE	Salzlakritz	APPLICABLE	0.2000	0.5000	CHANGED	LIQUORICE	LIQUORICE	Semantik: Salzige Lakritzware mit Süßholz und typischerweise Salmiak (Ammoniumchlorid); bewusst von allgemeiner beziehungsweise rein süßer Lakritzware abgegrenzt. Vergleich: Lakritz (0.5000) in LIQUORICE. Entscheidungsgrund: Salmiak und salzige Ausprägung verengen die mit 0,50 bewertete Lakritzfamilie; die klare Eigenständigkeit trägt Gleichstand, aber keine höhere Familienpräsenz.		MAIN_C604408_FULL_MASTER_POSTGRESQL17;ISSUE_288_AGENTIC_REVIEW_2026-09-17
SAMBAL	Sambal	APPLICABLE	0.6500	0.5000	CHANGED	CHILI_CONDIMENTS	CHILI_CONDIMENTS	Semantik: Chilipaste oder Chilisauce mit je nach Variante unterschiedlicher Schärfe, Konsistenz und Aromatik; nicht auf Sambal Oelek beschränkt. Vergleich: Chilisauce oder -paste (1.0000) in CHILI_CONDIMENTS. Entscheidungsgrund: Die fertige Würzform bringt ein eigenes Aroma- und häufig Texturprofil mit; gegenüber dem Anker ist sie eigenständig, beschränkt aber freie Würzung und Gerichtsausrichtung, weshalb die Familie kompakt auf dieser Stufe bleibt.		MAIN_C604408_FULL_MASTER_POSTGRESQL17;ISSUE_288_AGENTIC_REVIEW_2026-09-17
SAMBAL_BRANDAL	Sambal Brandal	APPLICABLE	0.3500	0.5000	CHANGED	SAMBAL	SAMBAL	Semantik: Gebratenes indonesisches Sambal mit Chili, Aromaten und häufig süßlich-würziger Tiefe; nicht Sambal Oelek. Vergleich: Sambal (0.5000) in SAMBAL. Entscheidungsgrund: Braten, Aromaten und süßlich-würzige Tiefe legen eine konkrete Sambal-Variante fest; sie bleibt deshalb auf der Stufe der bereits engen Sambal-Familie.		MAIN_C604408_FULL_MASTER_POSTGRESQL17;ISSUE_288_AGENTIC_REVIEW_2026-09-17
SAMBAL_OELEK	Sambal Oelek	APPLICABLE	0.5500	0.5000	CHANGED	SAMBAL	SAMBAL	Semantik: Schlichte grobe Chilipaste vor allem aus roten Chilis, Salz und Säure; nicht süßes oder komplex gebratenes Sambal. Vergleich: Sambal (0.5000) in SAMBAL. Entscheidungsgrund: Die schlichte Chili-Salz-Säure-Rezeptur ist eine konkrete Ausprägung der bereits mit 0,50 bewerteten Sambal-Familie; ihre Einfachheit erweitert die Familienbreite nicht.		MAIN_C604408_FULL_MASTER_POSTGRESQL17;ISSUE_288_AGENTIC_REVIEW_2026-09-17
SANSHO	Sanshō	APPLICABLE	1.0000	0.7500	CHANGED	SPICES	CUMIN	Semantik: Getrocknete aromatische Fruchtschalen des japanischen Sanshō mit zitrischer Schärfe und leicht betäubender Wirkung. Ganze oder gemahlene Schalen gehören dazu; Blätter, grüne Früchte und Szechuanpfeffer bleiben getrennt. Vergleich: Kreuzkümmel (0.7500) in SPICES. Entscheidungsgrund: Das einzelne Aroma ist klar festgelegt, kann aber über mehrere Gerichte, Techniken und Kombinationen eingesetzt werden; wie beim Anker bleibt ausreichend eigenständige Kochbreite.		MAIN_C604408_FULL_MASTER_POSTGRESQL17;ISSUE_288_AGENTIC_REVIEW_2026-09-17
SARDINES	Sardinen	APPLICABLE	0.7000	0.7500	CHANGED	OILY_FISH	OILY_FISH	Semantik: Sardinen als kleine fettreiche Meeresfische; frisch oder tiefgekühlt, Dosenware ist eine eigene Produktform. Vergleich: fettreicher Fisch (1.0000) in OILY_FISH. Entscheidungsgrund: Die Art beziehungsweise Tiergruppe ist festgelegt, Zuschnitt, Würzung und mehrere Gartechniken bleiben aber wählbar; das trägt eine eigenständige, gegenüber der offenen Familie leicht verdichtete Präsenz.		MAIN_C604408_FULL_MASTER_POSTGRESQL17;ISSUE_288_AGENTIC_REVIEW_2026-09-17
SAUCES_AND_PASTES	Sauce, Würzmittel oder Paste	APPLICABLE	0.3500	1.0000	CHANGED	SAUCES_AND_PASTES	SAUCES_AND_PASTES	Semantik: Offene Vorgabe für Saucen, Würzmittel und Pasten, die ein Gericht geschmacklich prägen; konkrete Basis bleibt offen. Vergleich: Sauce, Würzmittel oder Paste (1.0000) in SAUCES_AND_PASTES. Entscheidungsgrund: Die Vorgabe lässt innerhalb ihrer Semantik mehrere konkrete Produktformen, Kombinationen und Zubereitungen offen und bildet deshalb den breiten Referenzpunkt der Vergleichsgruppe.		MAIN_C604408_FULL_MASTER_POSTGRESQL17;ISSUE_288_AGENTIC_REVIEW_2026-09-17
SAUERKRAUT	Sauerkraut	APPLICABLE	0.5500	0.5000	CHANGED	PRESERVED_PRODUCE	PRESERVED_PRODUCE	Semantik: Milchsauer fermentierter fein geschnittener Weißkohl mit deutlicher Säure; roh oder gegart verwendbar. Vergleich: konservierte pflanzliche Zutat (1.0000) in PRESERVED_PRODUCE. Entscheidungsgrund: Konservierung und konkrete Produktform prägen Geschmack, Textur oder weitere Verarbeitung bereits vor; innerhalb der Familie bleibt die Zutat eigenständig, aber enger als der unverarbeitete Rohstoff.		MAIN_C604408_FULL_MASTER_POSTGRESQL17;ISSUE_288_AGENTIC_REVIEW_2026-09-17
SAUSAGE	Wurst	APPLICABLE	0.5500	1.0000	CHANGED	MEAT	MEAT	Semantik: Offene Wurstfamilie; Tierart, Brüh-, Koch-, Brat- oder Reifeform und Würzung bleiben bewusst wählbar. Vergleich: Fleisch (1.0000) in MEAT. Entscheidungsgrund: Der Oberbegriff lässt Tierart oder Zuschnitt und die spätere Garmethode offen und bildet damit den breiten Referenzpunkt der Fleischfamilie.		MAIN_C604408_FULL_MASTER_POSTGRESQL17;ISSUE_288_AGENTIC_REVIEW_2026-09-17
SAVOY_CABBAGE	Wirsing	APPLICABLE	0.9500	0.7500	CHANGED	CABBAGE_VEGETABLES	CABBAGE_VEGETABLES	Semantik: Wirsing mit gekräuselten zarten Blättern und mild-würzigem Kohlaroma; roh nur bei zarten Blättern, sonst gegart. Vergleich: Kohlgemüse (1.0000) in CABBAGE_VEGETABLES. Entscheidungsgrund: Art oder Sorte sind festgelegt, doch Zuschnitt, Garmethode und Kombination bleiben in mehreren süßen beziehungsweise herzhaften Anwendungen offen; das entspricht den eigenständigen Rohstoff-Peers der Familie.		MAIN_C604408_FULL_MASTER_POSTGRESQL17;ISSUE_288_AGENTIC_REVIEW_2026-09-17
SCALLOPS	Jakobsmuscheln	APPLICABLE	0.3000	0.7500	CHANGED	BIVALVES	BIVALVES	Semantik: Jakobsmuscheln mit festem, süßlichem Muskelfleisch; mit oder ohne Rogen und frisch oder tiefgekühlt verwendbar. Vergleich: Muscheln (1.0000) in BIVALVES. Entscheidungsgrund: Die Art beziehungsweise Tiergruppe ist festgelegt, Zuschnitt, Würzung und mehrere Gartechniken bleiben aber wählbar; das trägt eine eigenständige, gegenüber der offenen Familie leicht verdichtete Präsenz.		MAIN_C604408_FULL_MASTER_POSTGRESQL17;ISSUE_288_AGENTIC_REVIEW_2026-09-17
SCOTTISH_OATCAKES	schottische Oatcakes	APPLICABLE	0.6500	0.7500	CHANGED	FLATBREAD	FLATBREAD	Semantik: Flaches schottisches Haferbrot beziehungsweise -gebäck, traditionell aus Hafermehl oder Haferflocken und meist dünn sowie fest bis knusprig. Weiche Staffordshire-/Derbyshire-Oatcakes und süße Haferkekse sind nicht gemeint. Vergleich: Fladenbrot (1.0000) in FLATBREAD. Entscheidungsgrund: Rezeptur, Verarbeitung und typische Textur sind bei diesem benannten Produkt bereits wesentlich festgelegt; die Eigenständigkeit bleibt erhalten, die Familienverdichtung begrenzt aber seine relative Präsenz.		MAIN_C604408_FULL_MASTER_POSTGRESQL17;ISSUE_288_AGENTIC_REVIEW_2026-09-17
SEAFOOD	Fisch und Meeresfrüchte	APPLICABLE	0.5500	1.0000	CHANGED	SEAFOOD	SEAFOOD	Semantik: Offene Vorgabe für Fisch und essbare Meerestiere; konkrete Tiergruppe, Fettgehalt und Produktform bleiben wählbar. Vergleich: Fisch und Meeresfrüchte (1.0000) in SEAFOOD. Entscheidungsgrund: Die drawable Familienvorgabe lässt Art, Zuschnitt und Garmethode offen und bildet damit den breiten Referenzpunkt für konkrete Meeres- und Süßwasserprodukte.		MAIN_C604408_FULL_MASTER_POSTGRESQL17;ISSUE_288_AGENTIC_REVIEW_2026-09-17
SEAWEED	Algen	APPLICABLE	0.5000	1.0000	CHANGED	VEGETABLES	VEGETABLES	Semantik: Essbare Meeresalgen; konkrete Arten und Produkte können geschmacklich stark variieren. Vergleich: Gemüse (1.0000) in VEGETABLES. Entscheidungsgrund: Die Zeile ist eine breite drawable Rohstofffamilie und lässt Sorte sowie rohe, gegarte oder weiterverarbeitete Umsetzung offen; sie bleibt deshalb der volle Referenzpunkt.		MAIN_C604408_FULL_MASTER_POSTGRESQL17;ISSUE_288_AGENTIC_REVIEW_2026-09-17
SEA_BASS	Wolfsbarsch	APPLICABLE	0.6500	0.7500	CHANGED	WHITE_FISH	WHITE_FISH	Semantik: Wolfsbarsch mit mildem, festem und magerem Fleisch; ganz oder als Filet verwendbar. Vergleich: weißfleischiger Fisch (1.0000) in WHITE_FISH. Entscheidungsgrund: Die Art beziehungsweise Tiergruppe ist festgelegt, Zuschnitt, Würzung und mehrere Gartechniken bleiben aber wählbar; das trägt eine eigenständige, gegenüber der offenen Familie leicht verdichtete Präsenz.		MAIN_C604408_FULL_MASTER_POSTGRESQL17;ISSUE_288_AGENTIC_REVIEW_2026-09-17
SEA_BREAM	Dorade	APPLICABLE	0.7000	0.7500	CHANGED	WHITE_FISH	WHITE_FISH	Semantik: Dorade beziehungsweise Meerbrasse mit festem, mildem Fleisch; ganz oder als Filet verwendbar. Vergleich: weißfleischiger Fisch (1.0000) in WHITE_FISH. Entscheidungsgrund: Die Art beziehungsweise Tiergruppe ist festgelegt, Zuschnitt, Würzung und mehrere Gartechniken bleiben aber wählbar; das trägt eine eigenständige, gegenüber der offenen Familie leicht verdichtete Präsenz.		MAIN_C604408_FULL_MASTER_POSTGRESQL17;ISSUE_288_AGENTIC_REVIEW_2026-09-17
SEA_BUCKTHORN	Sanddorn	APPLICABLE	0.4500	0.7500	CHANGED	BERRIES	BERRIES	Semantik: Sanddornbeeren mit sehr ausgeprägter Säure, leichter Bitterkeit und intensiv fruchtig-herbem Aroma; auch daraus hergestellte Produkte wie Saft, Sirup, Fruchtaufstrich oder Öl sind umfasst. Vergleich: Beeren (1.0000) in BERRIES. Entscheidungsgrund: Art oder Sorte sind festgelegt, doch Zuschnitt, Garmethode und Kombination bleiben in mehreren süßen beziehungsweise herzhaften Anwendungen offen; das entspricht den eigenständigen Rohstoff-Peers der Familie.		MAIN_C604408_FULL_MASTER_POSTGRESQL17;ISSUE_288_AGENTIC_REVIEW_2026-09-17
SEA_SNAILS	Meeresschnecken	APPLICABLE	0.1200	0.7500	CHANGED	EDIBLE_SNAILS	EDIBLE_SNAILS	Semantik: Offene Vorgabe für kulinarisch verwendete Meeresschnecken; Art, Größe und Zuschnitt bleiben wählbar. Nicht Muscheln, Tintenfische oder Landschnecken. Vergleich: essbare Schnecken (1.0000) in EDIBLE_SNAILS. Entscheidungsgrund: Art, Größe, ganzer oder ausgelöster Zuschnitt und Gartechnik bleiben innerhalb der Meeresschnecken offen; der historische Wert spiegelte diese fachliche Auswahlbreite nicht.		MAIN_C604408_FULL_MASTER_POSTGRESQL17;ISSUE_288_AGENTIC_REVIEW_2026-09-17
SEEDS	Kerne und Samen	APPLICABLE	0.5500	1.0000	CHANGED	SEEDS	SEEDS	Semantik: Offene Vorgabe für kulinarisch genutzte Kerne und Samen; Sorte, Röstung und Zerkleinerung bleiben wählbar. Vergleich: Kerne und Samen (1.0000) in SEEDS. Entscheidungsgrund: Die Zeile ist eine breite drawable Rohstofffamilie und lässt Sorte sowie rohe, gegarte oder weiterverarbeitete Umsetzung offen; sie bleibt deshalb der volle Referenzpunkt.		MAIN_C604408_FULL_MASTER_POSTGRESQL17;ISSUE_288_AGENTIC_REVIEW_2026-09-17
SEITAN	Seitan	APPLICABLE	0.5500	0.7500	CHANGED	PLANT_PROTEIN_PRODUCTS	PLANT_PROTEIN_PRODUCTS	Semantik: Festes proteinreiches Lebensmittel aus ausgewaschenem oder isoliertem Weizengluten; natur oder neutral vorgewürzt verwendbar. Vergleich: pflanzliches Proteinprodukt (1.0000) in PLANT_PROTEIN_PRODUCTS. Entscheidungsgrund: Die benannte Zutat ist gegenüber dem Oberbegriff konkretisiert, behält aber mehrere eigenständige Kochfunktionen und Zubereitungswege; die Familienüberschneidung rechtfertigt die maßvolle Verdichtung.		MAIN_C604408_FULL_MASTER_POSTGRESQL17;ISSUE_288_AGENTIC_REVIEW_2026-09-17
SEMOLINA	Hartweizengrieß	APPLICABLE	0.6500	0.7500	CHANGED	GRAINS	GRAINS	Semantik: Körniger Hartweizengrieß für Teige, Breie oder Bindung; nicht feines Weizenmehl. Vergleich: Getreide oder Pseudogetreide (1.0000) in GRAINS. Entscheidungsgrund: Getreideart oder Produktform sind benannt, lassen aber süße und herzhafte Anwendungen sowie mehrere Garmethoden zu; diese Breite trägt die eigenständige Zwischenstufe.		MAIN_C604408_FULL_MASTER_POSTGRESQL17;ISSUE_288_AGENTIC_REVIEW_2026-09-17
SERRANO_CHILI	Serrano-Chili	APPLICABLE	0.3500	0.7500	CHANGED	CHILI	CHILI	Semantik: Schlanke frische Serrano-Chili mit mittlerer bis hoher Schärfe und frischem grünen Aroma. Vergleich: frische Chili (1.0000) in CHILI. Entscheidungsgrund: Das einzelne Aroma ist klar festgelegt, kann aber über mehrere Gerichte, Techniken und Kombinationen eingesetzt werden; wie beim Anker bleibt ausreichend eigenständige Kochbreite.		MAIN_C604408_FULL_MASTER_POSTGRESQL17;ISSUE_288_AGENTIC_REVIEW_2026-09-17
SERRANO_HAM	Serrano-Schinken	APPLICABLE	0.4500	0.5000	CHANGED	HAM	HAM	Semantik: Spanischer luftgetrockneter Rohschinken nach Serrano-Art; nicht italienischer Prosciutto. Vergleich: Schinken (1.0000) in HAM. Entscheidungsgrund: Rezeptur, Verarbeitung und typische Textur sind bei diesem benannten Produkt bereits wesentlich festgelegt; die Eigenständigkeit bleibt erhalten, die Familienverdichtung begrenzt aber seine relative Präsenz.		MAIN_C604408_FULL_MASTER_POSTGRESQL17;ISSUE_288_AGENTIC_REVIEW_2026-09-17
SESAME_OIL	Sesamöl	APPLICABLE	0.5500	0.7500	CHANGED	OILS	OILS	Semantik: Öl aus Sesam; geröstetes Öl ist intensiv würzend, helles ungeröstetes Öl milder und hitzetauglicher. Vergleich: Speiseöl (1.0000) in OILS. Entscheidungsgrund: Die konkrete Produktausprägung besitzt ein eigenes Profil, bleibt aber über mehrere Koch-, Back- oder Servierfunktionen einsetzbar; das trägt die Zwischenstufe gegenüber dem offenen Oberbegriff.		MAIN_C604408_FULL_MASTER_POSTGRESQL17;ISSUE_288_AGENTIC_REVIEW_2026-09-17
SESAME_SEEDS	Sesam	APPLICABLE	0.7000	0.7500	CHANGED	SEEDS	SEEDS	Semantik: Sesamsamen mit nussigem Aroma; hell oder schwarz, roh oder geröstet verwendbar. Vergleich: Kerne und Samen (1.0000) in SEEDS. Entscheidungsgrund: Art oder Sorte sind festgelegt, doch Zuschnitt, Garmethode und Kombination bleiben in mehreren süßen beziehungsweise herzhaften Anwendungen offen; das entspricht den eigenständigen Rohstoff-Peers der Familie.		MAIN_C604408_FULL_MASTER_POSTGRESQL17;ISSUE_288_AGENTIC_REVIEW_2026-09-17
SHALLOT	Schalotte	APPLICABLE	0.8500	0.7500	CHANGED	ALLIUM_VEGETABLES	ALLIUM_VEGETABLES	Semantik: Kleine längliche Schalotte mit feinerem, milderem Zwiebelaroma; nicht Frühlingszwiebel. Vergleich: Lauch- und Zwiebelgemüse (1.0000) in ALLIUM_VEGETABLES. Entscheidungsgrund: Art oder Sorte sind festgelegt, doch Zuschnitt, Garmethode und Kombination bleiben in mehreren süßen beziehungsweise herzhaften Anwendungen offen; das entspricht den eigenständigen Rohstoff-Peers der Familie.		MAIN_C604408_FULL_MASTER_POSTGRESQL17;ISSUE_288_AGENTIC_REVIEW_2026-09-17
SHAOXING_WINE	Shaoxing-Reiswein	APPLICABLE	0.3000	0.2500	CHANGED	COOKING_ALCOHOL	COOKING_ALCOHOL	Semantik: Chinesischer fermentierter Reiswein nach Shaoxing-Art mit nussig-oxidativem Aroma; als Kochwein, nicht Reisessig. Vergleich: Kochalkohol (0.2500) in COOKING_ALCOHOL. Entscheidungsgrund: Der Alkohol ist als Kochzutat eine geschmacks- und verfahrensprägende Pflichtvorgabe; Sorte und Stil unterscheiden die Aufgabe zusätzlich, weshalb der einheitliche Kochalkoholvertrag 0,25 vorsieht.	COOKING_ALCOHOL_INDEPENDENT_LOW_WEIGHT	MAIN_C604408_FULL_MASTER_POSTGRESQL17;ISSUE_288_AGENTIC_REVIEW_2026-09-17
SHELLFISH	Schalen- und Krustentiere	APPLICABLE	0.6500	1.0000	CHANGED	SEAFOOD	SEAFOOD	Semantik: Offene Vorgabe für Schalen- und Krustentiere, insbesondere Krebstiere und zweischalige Muscheln. Vergleich: Fisch und Meeresfrüchte (1.0000) in SEAFOOD. Entscheidungsgrund: Die drawable Familienvorgabe lässt Art, Zuschnitt und Garmethode offen und bildet damit den breiten Referenzpunkt für konkrete Meeres- und Süßwasserprodukte.		MAIN_C604408_FULL_MASTER_POSTGRESQL17;ISSUE_288_AGENTIC_REVIEW_2026-09-17
SHERRY	Sherry	APPLICABLE	0.2500	0.2500	UNCHANGED	COOKING_ALCOHOL	COOKING_ALCOHOL	Semantik: Aufgespriteter spanischer Wein nach Sherry-Art; trocken-oxidative bis süße Stile sind je nach Gericht möglich. Vergleich: Kochalkohol (0.2500) in COOKING_ALCOHOL. Entscheidungsgrund: Der Alkohol ist als Kochzutat eine geschmacks- und verfahrensprägende Pflichtvorgabe; Sorte und Stil unterscheiden die Aufgabe zusätzlich, weshalb der einheitliche Kochalkoholvertrag 0,25 vorsieht.	COOKING_ALCOHOL_INDEPENDENT_LOW_WEIGHT	MAIN_C604408_FULL_MASTER_POSTGRESQL17;ISSUE_288_AGENTIC_REVIEW_2026-09-17
SHERRY_VINEGAR	Sherryessig	APPLICABLE	0.4500	0.7500	CHANGED	VINEGAR	VINEGAR	Semantik: Aus Sherrywein erzeugter gereifter Essig mit nussig-komplexer Säure; nicht Sherry oder Rotweinessig. Vergleich: Essig (1.0000) in VINEGAR. Entscheidungsgrund: Die konkrete Produktausprägung besitzt ein eigenes Profil, bleibt aber über mehrere Koch-, Back- oder Servierfunktionen einsetzbar; das trägt die Zwischenstufe gegenüber dem offenen Oberbegriff.		MAIN_C604408_FULL_MASTER_POSTGRESQL17;ISSUE_288_AGENTIC_REVIEW_2026-09-17
SHICHIMI_TOGARASHI	Shichimi Tōgarashi	APPLICABLE	1.0000	0.5000	CHANGED	SPICE_BLENDS	SPICE_BLENDS	Semantik: Japanische trockene Mehrgewürzmischung auf Chili-Basis mit aromatischen Komponenten wie Sanshō, Sesam, Zitrusschale oder Algen. Die genaue Zusammensetzung darf variieren; reines Ichimi ist nicht gemeint. Vergleich: Gewürzmischung (1.0000) in SPICE_BLENDS. Entscheidungsgrund: Die siebenkomponentige japanische Gewürzmischung bringt ein fertiges Aroma- und Schärfeprofil mit; einzelne Gewürze können nicht frei zusammengestellt werden, daher 0,50.		MAIN_C604408_FULL_MASTER_POSTGRESQL17;ISSUE_288_AGENTIC_REVIEW_2026-09-17
SHIITAKE	Shiitake	APPLICABLE	0.8000	0.7500	CHANGED	MUSHROOMS	MUSHROOMS	Semantik: Shiitake mit fleischigem Biss und kräftigem Umami; frisch oder getrocknet, wobei Trockenware intensiver schmeckt. Vergleich: Pilze (1.0000) in MUSHROOMS. Entscheidungsgrund: Art oder Sorte sind festgelegt, doch Zuschnitt, Garmethode und Kombination bleiben in mehreren süßen beziehungsweise herzhaften Anwendungen offen; das entspricht den eigenständigen Rohstoff-Peers der Familie.		MAIN_C604408_FULL_MASTER_POSTGRESQL17;ISSUE_288_AGENTIC_REVIEW_2026-09-17
SHIMEJI	Shimeji	APPLICABLE	0.4000	0.7500	CHANGED	MUSHROOMS	MUSHROOMS	Semantik: Büschelig wachsende japanische Zuchtpilze mit festem Biss und mild-nussigem Aroma; braune und weiße Formen sind umfasst. Vergleich: Pilze (1.0000) in MUSHROOMS. Entscheidungsgrund: Art oder Sorte sind festgelegt, doch Zuschnitt, Garmethode und Kombination bleiben in mehreren süßen beziehungsweise herzhaften Anwendungen offen; das entspricht den eigenständigen Rohstoff-Peers der Familie.		MAIN_C604408_FULL_MASTER_POSTGRESQL17;ISSUE_288_AGENTIC_REVIEW_2026-09-17
SHIRATAKI	Shirataki-Nudeln	APPLICABLE	0.4500	0.7500	CHANGED	NOODLES	NOODLES	Semantik: Transparente, sehr stärkearme Nudeln aus Konjak mit elastischem Biss; nicht Glas- oder Reisnudeln. Vergleich: Nudeln (1.0000) in NOODLES. Entscheidungsgrund: Getreideart oder Produktform sind benannt, lassen aber süße und herzhafte Anwendungen sowie mehrere Garmethoden zu; diese Breite trägt die eigenständige Zwischenstufe.		MAIN_C604408_FULL_MASTER_POSTGRESQL17;ISSUE_288_AGENTIC_REVIEW_2026-09-17
SHRIMP	Garnelen	APPLICABLE	1.0000	0.7500	CHANGED	CRUSTACEANS	CRUSTACEANS	Semantik: Tiergruppe mit festem, leicht süßlichem Fleisch. Ganze oder geschälte Tiere, frisch, tiefgekühlt, gegart oder getrocknet, sind zulässig; Nordseekrabben gehören dazu, während Pasten, Saucen und Extrakte nicht allein über ihren Rohstoff zählen. Vergleich: Krustentiere (1.0000) in CRUSTACEANS. Entscheidungsgrund: Die benannte Zutat ist gegenüber dem Oberbegriff konkretisiert, behält aber mehrere eigenständige Kochfunktionen und Zubereitungswege; die Familienüberschneidung rechtfertigt die maßvolle Verdichtung.		MAIN_C604408_FULL_MASTER_POSTGRESQL17;ISSUE_288_AGENTIC_REVIEW_2026-09-17
SHRIMP_PASTE	Garnelenpaste	APPLICABLE	0.3500	0.5000	CHANGED	FERMENTED_SEASONINGS	FERMENTED_SEASONINGS	Semantik: Offene Familie fermentierter Garnelenpasten mit sehr intensivem salzigem Umami; regionale feste und weiche Formen sind umfasst. Vergleich: fermentierte Würzzutat (1.0000) in FERMENTED_SEASONINGS. Entscheidungsgrund: Die fertige Würzform bringt ein eigenes Aroma- und häufig Texturprofil mit; gegenüber dem Anker ist sie eigenständig, beschränkt aber freie Würzung und Gerichtsausrichtung, weshalb die Familie kompakt auf dieser Stufe bleibt.		MAIN_C604408_FULL_MASTER_POSTGRESQL17;ISSUE_288_AGENTIC_REVIEW_2026-09-17
SICHUAN_PEPPER	Szechuanpfeffer	APPLICABLE	0.4500	0.7500	CHANGED	SPICES	CUMIN	Semantik: Aromatische Samenkapseln verschiedener Zanthoxylum-Arten mit zitrischem Duft und prickelnd-betäubender Wirkung; kein echter Pfeffer. Vergleich: Kreuzkümmel (0.7500) in SPICES. Entscheidungsgrund: Das einzelne Aroma ist klar festgelegt, kann aber über mehrere Gerichte, Techniken und Kombinationen eingesetzt werden; wie beim Anker bleibt ausreichend eigenständige Kochbreite.		MAIN_C604408_FULL_MASTER_POSTGRESQL17;ISSUE_288_AGENTIC_REVIEW_2026-09-17
SILKEN_TOFU	Seidentofu	APPLICABLE	0.6500	0.7500	CHANGED	TOFU	TOFU	Semantik: Sehr weicher, kaum gepresster Tofu mit glatter puddingartiger Textur; nicht fester Tofu. Vergleich: Tofu (0.7500) in TOFU. Entscheidungsgrund: Die benannte Zutat ist gegenüber dem Oberbegriff konkretisiert, behält aber mehrere eigenständige Kochfunktionen und Zubereitungswege; die Familienüberschneidung rechtfertigt die maßvolle Verdichtung.		MAIN_C604408_FULL_MASTER_POSTGRESQL17;ISSUE_288_AGENTIC_REVIEW_2026-09-17
SLIPPER_LOBSTER	Bärenkrebse	APPLICABLE	0.1500	0.5000	CHANGED	CRAYFISH_AND_LOBSTERS	CRAYFISH_AND_LOBSTERS	Semantik: Abgeflachter Körper und essbares Schwanzfleisch. Ganze Tiere und eindeutig ausgewiesene Schwänze sind zulässig; Langusten, Hummer und Kaisergranat zählen nicht. Vergleich: Krebse (1.0000) in CRAYFISH_AND_LOBSTERS. Entscheidungsgrund: Konservierung oder stark festgelegte Produktform begrenzen Textur und Einsatz gegenüber frischer Rohware; die benannte Zutat bleibt dennoch ein eigenständiger Familienfall.		MAIN_C604408_FULL_MASTER_POSTGRESQL17;ISSUE_288_AGENTIC_REVIEW_2026-09-17
