"concept_code"	"display_name"	"review_applicability"	"product_form_basis"	"proposed_availability_georgia"	"availability_note_georgia"	"availability_evidence_georgia"	"proposed_availability_tobias"	"availability_note_tobias"	"availability_evidence_tobias"	"review_flags"	"approval_status"
"TOMATILLO"	"Tomatillo"	"APPLICABLE"	"Grüne bis gelbliche Physalis-Verwandte mit papierartiger Hülle und frischer, deutlich säuerlicher Frucht; nicht grüne Tomate."	"DIFFICULT"	"Georgia: Mexikanische Fachhändler führen konservierte Tomatillos, doch ein verlässlich bestätigter Weg zur geforderten frischen Frucht fehlt."	"EV11|EV34"	"DIFFICULT"	"Tobias: Mexikanische Fachhändler führen konservierte Tomatillos, doch für die geforderte frische Frucht fehlt im Rostocker Umfeld und Versand ein verlässlich bestätigter Weg."	"EV11|EV34"	""	"PROPOSED_FOR_HUMAN_REVIEW"
"TOMATO"	"Tomate"	"APPLICABLE"	"Frische Tomate als saftig-säuerliches Fruchtgemüse; Sorte, Farbe und Größe bleiben offen."	"EASY"	"Georgia: Die definierte Produktform ist in der Bornheimer Basisversorgung über den großen Edeka oder eine vergleichbar alltägliche Bezugsquelle spontan und zuverlässig erhältlich."	""	"EASY"	"Tobias: Die definierte Produktform ist in der Rostocker Basisversorgung über den großen Edeka, einen kleineren breit sortierten Asia-Laden oder eine vergleichbar alltägliche Quelle spontan und zuverlässig erhältlich."	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"TOMATO_PASSATA"	"passierte Tomaten"	"APPLICABLE"	"Fein passierte, unkonzentrierte Tomaten ohne Schale und Kerne; nicht Tomatensauce oder Tomatenmark."	"EASY"	"Georgia: Die definierte Produktform ist in der Bornheimer Basisversorgung über den großen Edeka oder eine vergleichbar alltägliche Bezugsquelle spontan und zuverlässig erhältlich."	""	"EASY"	"Tobias: Die definierte Produktform ist in der Rostocker Basisversorgung über den großen Edeka, einen kleineren breit sortierten Asia-Laden oder eine vergleichbar alltägliche Quelle spontan und zuverlässig erhältlich."	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"TOMATO_PASTE"	"Tomatenmark"	"APPLICABLE"	"Stark konzentriertes Tomatenpüree mit dichtem Umami; einfach bis mehrfach konzentriert, nicht Ketchup."	"EASY"	"Georgia: Die definierte Produktform ist in der Bornheimer Basisversorgung über den großen Edeka oder eine vergleichbar alltägliche Bezugsquelle spontan und zuverlässig erhältlich."	""	"EASY"	"Tobias: Die definierte Produktform ist in der Rostocker Basisversorgung über den großen Edeka, einen kleineren breit sortierten Asia-Laden oder eine vergleichbar alltägliche Quelle spontan und zuverlässig erhältlich."	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"TOMATO_PRODUCTS"	"Tomatenprodukt"	"APPLICABLE"	"Offene Vorgabe für verarbeitete Tomatenprodukte wie Konserve, Passata, Mark oder schlichte Sauce."	"EASY"	"Georgia: Die definierte Produktform ist in der Bornheimer Basisversorgung über den großen Edeka oder eine vergleichbar alltägliche Bezugsquelle spontan und zuverlässig erhältlich."	""	"EASY"	"Tobias: Die definierte Produktform ist in der Rostocker Basisversorgung über den großen Edeka, einen kleineren breit sortierten Asia-Laden oder eine vergleichbar alltägliche Quelle spontan und zuverlässig erhältlich."	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"TOMATO_SAUCE"	"einfache Tomatensauce"	"APPLICABLE"	"Schlichte fertige Tomatensauce ohne Bindung an eine konkrete Gewürzrichtung."	"EASY"	"Georgia: Die definierte Produktform ist in der Bornheimer Basisversorgung über den großen Edeka oder eine vergleichbar alltägliche Bezugsquelle spontan und zuverlässig erhältlich."	""	"EASY"	"Tobias: Die definierte Produktform ist in der Rostocker Basisversorgung über den großen Edeka, einen kleineren breit sortierten Asia-Laden oder eine vergleichbar alltägliche Quelle spontan und zuverlässig erhältlich."	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"TORTILLA"	"Tortilla"	"APPLICABLE"	"Dünnes ungesäuertes Fladenbrot aus nixtamalisiertem Mais oder Weizen; nicht spanische Eier-Kartoffel-Tortilla."	"EASY"	"Georgia: Die definierte Produktform ist in der Bornheimer Basisversorgung über den großen Edeka oder eine vergleichbar alltägliche Bezugsquelle spontan und zuverlässig erhältlich."	""	"EASY"	"Tobias: Die definierte Produktform ist in der Rostocker Basisversorgung über den großen Edeka, einen kleineren breit sortierten Asia-Laden oder eine vergleichbar alltägliche Quelle spontan und zuverlässig erhältlich."	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"TRIPE"	"Kutteln"	"APPLICABLE"	"Gereinigte essbare Vormägen, meist vom Rind, mit fester wabenartiger Textur; ausreichend vorgaren."	"PLANNED"	"Georgia: Die definierte Produktform ist über einen konkret planbaren gut sortierten Markt, einen bekannten erreichbaren Fachladen oder unkomplizierten deutschen Versand zuverlässig beschaffbar."	""	"PLANNED"	"Tobias: Die definierte Produktform ist über einen konkret planbaren gut sortierten Markt, ein bekanntes Rostocker Fachsortiment oder unkomplizierten deutschen Versand zuverlässig beschaffbar."	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"TROPICAL_FRUIT"	"Tropenfrucht"	"APPLICABLE"	"Offene Vorgabe für kulinarisch als tropisch verstandenes Obst; Art, Reife und Säure-Süße-Profil bleiben wählbar."	"EASY"	"Georgia: Die definierte Produktform ist in der Bornheimer Basisversorgung über den großen Edeka oder eine vergleichbar alltägliche Bezugsquelle spontan und zuverlässig erhältlich."	""	"EASY"	"Tobias: Die definierte Produktform ist in der Rostocker Basisversorgung über den großen Edeka, einen kleineren breit sortierten Asia-Laden oder eine vergleichbar alltägliche Quelle spontan und zuverlässig erhältlich."	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"TROUT"	"Forelle"	"APPLICABLE"	"Forelle als fettreicher Süßwasserfisch mit zartem Fleisch; frisch oder tiefgekühlt, nicht geräuchert."	"EASY"	"Georgia: Die definierte Produktform ist in der Bornheimer Basisversorgung über den großen Edeka oder eine vergleichbar alltägliche Bezugsquelle spontan und zuverlässig erhältlich."	""	"EASY"	"Tobias: Die definierte Produktform ist in der Rostocker Basisversorgung über den großen Edeka, einen kleineren breit sortierten Asia-Laden oder eine vergleichbar alltägliche Quelle spontan und zuverlässig erhältlich."	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"TROUT_ROE"	"Forellenrogen"	"APPLICABLE"	"Forellenrogen mit kleinen orangefarbenen, salzig platzenden Eiern; meist leicht gesalzen erhältlich."	"PLANNED"	"Georgia: Die definierte Produktform ist über einen konkret planbaren gut sortierten Markt, einen bekannten erreichbaren Fachladen oder unkomplizierten deutschen Versand zuverlässig beschaffbar."	""	"PLANNED"	"Tobias: Die definierte Produktform ist über einen konkret planbaren gut sortierten Markt, ein bekanntes Rostocker Fachsortiment oder unkomplizierten deutschen Versand zuverlässig beschaffbar."	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"TRUFFLE"	"Trüffel"	"APPLICABLE"	"Essbare Trüffel mit intensiv erdigem Aroma; frisch oder als hochwertiges Produkt mit erkennbarem Trüffelanteil verwendbar."	"PLANNED"	"Georgia: Die definierte Produktform ist über einen konkret planbaren gut sortierten Markt, einen bekannten erreichbaren Fachladen oder unkomplizierten deutschen Versand zuverlässig beschaffbar."	""	"PLANNED"	"Tobias: Die definierte Produktform ist über einen konkret planbaren gut sortierten Markt, ein bekanntes Rostocker Fachsortiment oder unkomplizierten deutschen Versand zuverlässig beschaffbar."	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"TUNA"	"Thunfisch"	"APPLICABLE"	"Gemeint ist Thunfisch als eigenständige Kochzutat, nicht zwingend Dosenware."	"EASY"	"Georgia: Die definierte Produktform ist in der Bornheimer Basisversorgung über den großen Edeka oder eine vergleichbar alltägliche Bezugsquelle spontan und zuverlässig erhältlich."	""	"EASY"	"Tobias: Die definierte Produktform ist in der Rostocker Basisversorgung über den großen Edeka, einen kleineren breit sortierten Asia-Laden oder eine vergleichbar alltägliche Quelle spontan und zuverlässig erhältlich."	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"TURKEY"	"Pute"	"APPLICABLE"	"Putenfleisch ohne Festlegung auf Brust, Keule oder Hack; Zuschnitt und Fettanteil bleiben offen."	"EASY"	"Georgia: Die definierte Produktform ist in der Bornheimer Basisversorgung über den großen Edeka oder eine vergleichbar alltägliche Bezugsquelle spontan und zuverlässig erhältlich."	""	"EASY"	"Tobias: Die definierte Produktform ist in der Rostocker Basisversorgung über den großen Edeka, einen kleineren breit sortierten Asia-Laden oder eine vergleichbar alltägliche Quelle spontan und zuverlässig erhältlich."	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"TURKEY_BREAST"	"Putenbrust"	"APPLICABLE"	"Mageres helles Brustfleisch der Pute; als Filet, Schnitzel oder größeres Stück verwendbar."	"EASY"	"Georgia: Die definierte Produktform ist in der Bornheimer Basisversorgung über den großen Edeka oder eine vergleichbar alltägliche Bezugsquelle spontan und zuverlässig erhältlich."	""	"EASY"	"Tobias: Die definierte Produktform ist in der Rostocker Basisversorgung über den großen Edeka, einen kleineren breit sortierten Asia-Laden oder eine vergleichbar alltägliche Quelle spontan und zuverlässig erhältlich."	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"TURKEY_MINCE"	"Putenhack"	"APPLICABLE"	"Zerkleinertes Putenfleisch mit geringem bis mittlerem Fettanteil; nicht gemischtes Geflügelhack."	"EASY"	"Georgia: Die definierte Produktform ist in der Bornheimer Basisversorgung über den großen Edeka oder eine vergleichbar alltägliche Bezugsquelle spontan und zuverlässig erhältlich."	""	"EASY"	"Tobias: Die definierte Produktform ist in der Rostocker Basisversorgung über den großen Edeka, einen kleineren breit sortierten Asia-Laden oder eine vergleichbar alltägliche Quelle spontan und zuverlässig erhältlich."	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"TURMERIC"	"Kurkuma"	"APPLICABLE"	"Getrocknetes gemahlenes Kurkuma mit erdig-warmem Aroma und starker gelber Färbung; nicht frisches Rhizom."	"EASY"	"Georgia: Die definierte Produktform ist in der Bornheimer Basisversorgung über den großen Edeka oder eine vergleichbar alltägliche Bezugsquelle spontan und zuverlässig erhältlich."	""	"EASY"	"Tobias: Die definierte Produktform ist in der Rostocker Basisversorgung über den großen Edeka, einen kleineren breit sortierten Asia-Laden oder eine vergleichbar alltägliche Quelle spontan und zuverlässig erhältlich."	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"TURNIP"	"Speiserübe"	"APPLICABLE"	"Speiserübe mit weißem bis gelblichem, mild scharfem Wurzelfleisch; nicht Steckrübe."	"EASY"	"Georgia: Die definierte Produktform ist in der Bornheimer Basisversorgung über den großen Edeka oder eine vergleichbar alltägliche Bezugsquelle spontan und zuverlässig erhältlich."	""	"EASY"	"Tobias: Die definierte Produktform ist in der Rostocker Basisversorgung über den großen Edeka, einen kleineren breit sortierten Asia-Laden oder eine vergleichbar alltägliche Quelle spontan und zuverlässig erhältlich."	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"TURRON"	"Turrón"	"APPLICABLE"	"Spanische Turrón-Süßwarenfamilie; umfasst insbesondere klassische harte und weiche nussbasierte Varianten wie Alicante und Jijona sowie etablierte weitere Ausprägungen. Nicht generisch jedes Nougat."	"PLANNED"	"Georgia: Die definierte Produktform ist über einen konkret planbaren gut sortierten Markt, einen bekannten erreichbaren Fachladen oder unkomplizierten deutschen Versand zuverlässig beschaffbar."	""	"PLANNED"	"Tobias: Die definierte Produktform ist über einen konkret planbaren gut sortierten Markt, ein bekanntes Rostocker Fachsortiment oder unkomplizierten deutschen Versand zuverlässig beschaffbar."	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"TVP"	"Sojagranulat"	"APPLICABLE"	"Texturiertes Sojaprotein, häufig als Granulat oder Schnetzel verkauft."	"EASY"	"Georgia: Die definierte Produktform ist in der Bornheimer Basisversorgung über den großen Edeka oder eine vergleichbar alltägliche Bezugsquelle spontan und zuverlässig erhältlich."	""	"EASY"	"Tobias: Die definierte Produktform ist in der Rostocker Basisversorgung über den großen Edeka, einen kleineren breit sortierten Asia-Laden oder eine vergleichbar alltägliche Quelle spontan und zuverlässig erhältlich."	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"TWAROG"	"Twaróg"	"APPLICABLE"	"Polnischer frischer Sauermilch- oder Bruchkäse mit krümeligem bis cremigem Gefüge; Quark ist als Ersatz ähnlich, aber nicht identisch. Nicht mit körnigem Hüttenkäse gleichsetzen."	"PLANNED"	"Georgia: Exakter Twaróg ist über einen gezielten osteuropäischen Markt planbar, gehört aber nicht verlässlich zur Bornheimer Basisversorgung."	""	"EASY"	"Tobias: Exakter Twaróg gehört zum stärkeren russisch-/osteuropäischen Rostocker Sortiment und ist über die persönliche Alltagsroute spontan und zuverlässig erreichbar."	""	"PERSON_DIFFERENCE"	"PROPOSED_FOR_HUMAN_REVIEW"
"UBE"	"Ube"	"APPLICABLE"	"Violette Yamswurzel mit mild-süßlichem, nussigem Aroma; frisch, tiefgekühlt oder als ungesüßtes Püree, nicht violette Süßkartoffel."	"SPECIALTY"	"Georgia: Frische oder tiefgekühlte Ube beziehungsweise ungesüßtes reines Püree ist über philippinische Spezialwege beschaffbar; Pulver und gesüßte Zubereitungen zählen nicht."	"EV27"	"DIFFICULT"	"Tobias: Im deutschen Versand wurden vor allem Pulver oder gesüßte Ube-Zubereitungen gefunden; frisch, TK oder ungesüßtes reines Püree ist für Rostock nicht zuverlässig belegt."	"EV27"	"PERSON_DIFFERENCE|REFERENCE_ANCHOR"	"APPROVED_REFERENCE_ANCHOR"
"UDON"	"Udon"	"APPLICABLE"	"Dicke japanische Weizennudeln mit weichem, elastischem Biss; frisch, gefroren oder getrocknet verwendbar."	"PLANNED"	"Georgia: Die definierte Produktform ist über einen konkret planbaren gut sortierten Markt, einen bekannten erreichbaren Fachladen oder unkomplizierten deutschen Versand zuverlässig beschaffbar."	""	"PLANNED"	"Tobias: Die definierte Produktform ist über einen konkret planbaren gut sortierten Markt, ein bekanntes Rostocker Fachsortiment oder unkomplizierten deutschen Versand zuverlässig beschaffbar."	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"VANILLA"	"Vanille"	"APPLICABLE"	"Echte Vanille als Schote, Mark oder reiner Extrakt mit floral-süßem Aroma; nicht Vanillinzucker."	"EASY"	"Georgia: Die definierte Produktform ist in der Bornheimer Basisversorgung über den großen Edeka oder eine vergleichbar alltägliche Bezugsquelle spontan und zuverlässig erhältlich."	""	"EASY"	"Tobias: Die definierte Produktform ist in der Rostocker Basisversorgung über den großen Edeka, einen kleineren breit sortierten Asia-Laden oder eine vergleichbar alltägliche Quelle spontan und zuverlässig erhältlich."	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"VEAL"	"Kalbfleisch"	"APPLICABLE"	"Offene Vorgabe für Kalbfleisch; Zuschnitt, Fettanteil und Garmethode bleiben bewusst wählbar."	"EASY"	"Georgia: Die definierte Produktform ist in der Bornheimer Basisversorgung über den großen Edeka oder eine vergleichbar alltägliche Bezugsquelle spontan und zuverlässig erhältlich."	""	"EASY"	"Tobias: Die definierte Produktform ist in der Rostocker Basisversorgung über den großen Edeka, einen kleineren breit sortierten Asia-Laden oder eine vergleichbar alltägliche Quelle spontan und zuverlässig erhältlich."	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"VEAL_CHEEK"	"Kalbsbäckchen"	"APPLICABLE"	"Kleines, stark beanspruchtes Muskelstück aus der Backe mit viel Kollagen und feiner Faser. Es benötigt langes Schmoren, wird dann sehr zart und ergibt eine kräftige, gelatinebetonte Sauce."	"PLANNED"	"Georgia: Die definierte Produktform ist über einen konkret planbaren gut sortierten Markt, einen bekannten erreichbaren Fachladen oder unkomplizierten deutschen Versand zuverlässig beschaffbar."	""	"PLANNED"	"Tobias: Die definierte Produktform ist über einen konkret planbaren gut sortierten Markt, ein bekanntes Rostocker Fachsortiment oder unkomplizierten deutschen Versand zuverlässig beschaffbar."	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"VEAL_CHOP"	"Kalbskotelett"	"APPLICABLE"	"Knochenhaltige Scheibe aus dem Kalbsrücken beziehungsweise Karree mit magerem Fleischauge und meist etwas Randfett. Sie wird kurz gebraten oder gegrillt; der Knochen grenzt sie vom ausgelösten Kalbssteak ab."	"EASY"	"Georgia: Die definierte Produktform ist in der Bornheimer Basisversorgung über den großen Edeka oder eine vergleichbar alltägliche Bezugsquelle spontan und zuverlässig erhältlich."	""	"EASY"	"Tobias: Die definierte Produktform ist in der Rostocker Basisversorgung über den großen Edeka, einen kleineren breit sortierten Asia-Laden oder eine vergleichbar alltägliche Quelle spontan und zuverlässig erhältlich."	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"VEAL_CUTLET"	"Kalbsschnitzel"	"APPLICABLE"	"Dünne Kalbfleischscheibe für Schnitzel; paniert oder unpaniert, gemeint ist der Zuschnitt."	"EASY"	"Georgia: Die definierte Produktform ist in der Bornheimer Basisversorgung über den großen Edeka oder eine vergleichbar alltägliche Bezugsquelle spontan und zuverlässig erhältlich."	""	"EASY"	"Tobias: Die definierte Produktform ist in der Rostocker Basisversorgung über den großen Edeka, einen kleineren breit sortierten Asia-Laden oder eine vergleichbar alltägliche Quelle spontan und zuverlässig erhältlich."	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"VEAL_GOULASH"	"Kalbsgulasch"	"APPLICABLE"	"Rohe Würfel oder grobe Stücke vom Kalb für Ragouts und andere langsam gegarte Gerichte; nicht das fertig gewürzte Gericht. Bindegewebsreichere Zuschnitte werden durch Schmoren zart und geben der Sauce Körper."	"EASY"	"Georgia: Die definierte Produktform ist in der Bornheimer Basisversorgung über den großen Edeka oder eine vergleichbar alltägliche Bezugsquelle spontan und zuverlässig erhältlich."	""	"EASY"	"Tobias: Die definierte Produktform ist in der Rostocker Basisversorgung über den großen Edeka, einen kleineren breit sortierten Asia-Laden oder eine vergleichbar alltägliche Quelle spontan und zuverlässig erhältlich."	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"VEAL_LIVER"	"Kalbsleber"	"APPLICABLE"	"Zarte Kalbsleber mit milderem Geschmack als Rinderleber; kurze Garung bewahrt die weiche Textur."	"EASY"	"Georgia: Die definierte Produktform ist in der Bornheimer Basisversorgung über den großen Edeka oder eine vergleichbar alltägliche Bezugsquelle spontan und zuverlässig erhältlich."	""	"EASY"	"Tobias: Die definierte Produktform ist in der Rostocker Basisversorgung über den großen Edeka, einen kleineren breit sortierten Asia-Laden oder eine vergleichbar alltägliche Quelle spontan und zuverlässig erhältlich."	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"VEAL_MINCE"	"Kalbshackfleisch"	"APPLICABLE"	"Gewolftes Kalbfleisch mit mildem Geschmack und meist geringerem Fettanteil als gemischtes Hack. Es eignet sich etwa für Füllungen, Klöße, Frikadellen oder Saucen, verlangt wegen seiner mageren Struktur aber vorsichtige Garung."	"EASY"	"Georgia: Die definierte Produktform ist in der Bornheimer Basisversorgung über den großen Edeka oder eine vergleichbar alltägliche Bezugsquelle spontan und zuverlässig erhältlich."	""	"EASY"	"Tobias: Die definierte Produktform ist in der Rostocker Basisversorgung über den großen Edeka, einen kleineren breit sortierten Asia-Laden oder eine vergleichbar alltägliche Quelle spontan und zuverlässig erhältlich."	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"VEAL_ROAST"	"Kalbsbraten"	"APPLICABLE"	"Größeres zusammenhängendes Stück Kalbfleisch zum Braten oder Schmoren; der anatomische Zuschnitt bleibt bewusst offen. Garmethode und Garzeit richten sich nach Fett- und Bindegewebsanteil des gewählten Stücks."	"EASY"	"Georgia: Die definierte Produktform ist in der Bornheimer Basisversorgung über den großen Edeka oder eine vergleichbar alltägliche Bezugsquelle spontan und zuverlässig erhältlich."	""	"EASY"	"Tobias: Die definierte Produktform ist in der Rostocker Basisversorgung über den großen Edeka, einen kleineren breit sortierten Asia-Laden oder eine vergleichbar alltägliche Quelle spontan und zuverlässig erhältlich."	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"VEAL_SHANK"	"Kalbshaxe"	"APPLICABLE"	"Quergeschnittene oder ganze Kalbshaxe mit Knochen und Kollagen; für langsames Schmoren wie bei Ossobuco geeignet."	"EASY"	"Georgia: Die definierte Produktform ist in der Bornheimer Basisversorgung über den großen Edeka oder eine vergleichbar alltägliche Bezugsquelle spontan und zuverlässig erhältlich."	""	"EASY"	"Tobias: Die definierte Produktform ist in der Rostocker Basisversorgung über den großen Edeka, einen kleineren breit sortierten Asia-Laden oder eine vergleichbar alltägliche Quelle spontan und zuverlässig erhältlich."	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"VEAL_STEAK"	"Kalbssteak"	"APPLICABLE"	"Dicke, ausgelöste Scheibe aus einem zarten Kalbsteilstück, etwa Rücken oder Hüfte; nicht das dünne Kalbsschnitzel. Sie eignet sich zum kurzen Braten oder Grillen und sollte wegen ihrer mageren, feinen Struktur nicht übergart werden."	"EASY"	"Georgia: Die definierte Produktform ist in der Bornheimer Basisversorgung über den großen Edeka oder eine vergleichbar alltägliche Bezugsquelle spontan und zuverlässig erhältlich."	""	"EASY"	"Tobias: Die definierte Produktform ist in der Rostocker Basisversorgung über den großen Edeka, einen kleineren breit sortierten Asia-Laden oder eine vergleichbar alltägliche Quelle spontan und zuverlässig erhältlich."	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"VEAL_STRIPS"	"Kalbsgeschnetzeltes"	"APPLICABLE"	"In schmale Streifen geschnittenes, meist mageres Kalbfleisch zum sehr kurzen Anbraten. Gemeint ist der rohe Zuschnitt; eine Sauce oder ein bestimmtes Gericht wie Zürcher Geschnetzeltes ist nicht vorgegeben."	"EASY"	"Georgia: Die definierte Produktform ist in der Bornheimer Basisversorgung über den großen Edeka oder eine vergleichbar alltägliche Bezugsquelle spontan und zuverlässig erhältlich."	""	"EASY"	"Tobias: Die definierte Produktform ist in der Rostocker Basisversorgung über den großen Edeka, einen kleineren breit sortierten Asia-Laden oder eine vergleichbar alltägliche Quelle spontan und zuverlässig erhältlich."	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"VEAL_SWEETBREAD"	"Kalbsbries"	"APPLICABLE"	"Kalbsbries bezeichnet eine zarte Drüse des jungen Kalbes, vor allem den Thymus, mit feiner, cremiger Textur. Vor der Zubereitung wird es meist gewässert, blanchiert und von Häuten befreit; es ist weder Hirn noch gewöhnliches Muskelfleisch."	"SPECIALTY"	"Georgia: Die definierte Produktform verlangt einen spezialisierten Anbieter beziehungsweise eine gezielte Fahrt nach Köln oder Düsseldorf, ist über diesen Weg aber mit vernünftiger Zuverlässigkeit beschaffbar."	"EV21"	"SPECIALTY"	"Tobias: Die definierte Produktform verlangt spezialisierten deutschen beziehungsweise europäischen Versand oder einen seltenen Fachanbieter; eine Georgienreise ist nur für haltbare passende Ware ein möglicher Zusatzweg."	"EV21"	""	"PROPOSED_FOR_HUMAN_REVIEW"
"VEGETABLE_STOCK"	"Gemüsebrühe"	"APPLICABLE"	"Pflanzliche Brühe oder Fond aus Gemüse und Aromaten; selbst gekocht oder als schlichtes Fertigprodukt verwendbar."	"EASY"	"Georgia: Die definierte Produktform ist in der Bornheimer Basisversorgung über den großen Edeka oder eine vergleichbar alltägliche Bezugsquelle spontan und zuverlässig erhältlich."	""	"EASY"	"Tobias: Die definierte Produktform ist in der Rostocker Basisversorgung über den großen Edeka, einen kleineren breit sortierten Asia-Laden oder eine vergleichbar alltägliche Quelle spontan und zuverlässig erhältlich."	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"VEGETABLES"	"Gemüse"	"APPLICABLE"	"Offene Vorgabe für kulinarisch als Gemüse verwendete Pflanzen und Pflanzenteile; Art und Textur bleiben wählbar."	"EASY"	"Georgia: Die definierte Produktform ist in der Bornheimer Basisversorgung über den großen Edeka oder eine vergleichbar alltägliche Bezugsquelle spontan und zuverlässig erhältlich."	""	"EASY"	"Tobias: Die definierte Produktform ist in der Rostocker Basisversorgung über den großen Edeka, einen kleineren breit sortierten Asia-Laden oder eine vergleichbar alltägliche Quelle spontan und zuverlässig erhältlich."	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"VENISON"	"Hirschfleisch"	"APPLICABLE"	"Hirschfleisch mit magerem, kräftigem Wildaroma; konkrete Hirschart und Zuschnitt bleiben offen."	"PLANNED"	"Georgia: Die definierte Produktform ist über einen konkret planbaren gut sortierten Markt, einen bekannten erreichbaren Fachladen oder unkomplizierten deutschen Versand zuverlässig beschaffbar."	""	"PLANNED"	"Tobias: Die definierte Produktform ist über einen konkret planbaren gut sortierten Markt, ein bekanntes Rostocker Fachsortiment oder unkomplizierten deutschen Versand zuverlässig beschaffbar."	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"VIETNAMESE_CORIANDER"	"vietnamesischer Koriander"	"APPLICABLE"	"Vietnamesischer Koriander beziehungsweise Rau răm mit pfeffrig-zitrischem Aroma; botanisch kein echter Koriander."	"SPECIALTY"	"Georgia: Die definierte Produktform verlangt einen spezialisierten Anbieter beziehungsweise eine gezielte Fahrt nach Köln oder Düsseldorf, ist über diesen Weg aber mit vernünftiger Zuverlässigkeit beschaffbar."	"EV31"	"SPECIALTY"	"Tobias: Die definierte Produktform verlangt spezialisierten deutschen beziehungsweise europäischen Versand oder einen seltenen Fachanbieter; eine Georgienreise ist nur für haltbare passende Ware ein möglicher Zusatzweg."	"EV31"	""	"PROPOSED_FOR_HUMAN_REVIEW"
"VIETNAMESE_SOYBEAN_PASTE"	"Tương oder vietnamesische Sojabohnenpaste"	"APPLICABLE"	"Vietnamesische fermentierte Würze aus Sojabohnen, häufig mit Reis beziehungsweise Klebreis und Salz; je nach regionaler Form dickflüssig bis pastös. Nicht mit flüssiger Sojasauce, Miso oder Hoisinsauce gleichsetzen."	"SPECIALTY"	"Georgia: Die definierte Produktform verlangt einen spezialisierten Anbieter beziehungsweise eine gezielte Fahrt nach Köln oder Düsseldorf, ist über diesen Weg aber mit vernünftiger Zuverlässigkeit beschaffbar."	"EV04"	"SPECIALTY"	"Tobias: Die definierte Produktform verlangt spezialisierten deutschen beziehungsweise europäischen Versand oder einen seltenen Fachanbieter; eine Georgienreise ist nur für haltbare passende Ware ein möglicher Zusatzweg."	"EV04"	""	"PROPOSED_FOR_HUMAN_REVIEW"
"VINEGAR"	"Essig"	"APPLICABLE"	"Offene Vorgabe für Speiseessig; Rohstoff, Reife, Süße und Säureprofil bleiben wählbar."	"EASY"	"Georgia: Die definierte Produktform ist in der Bornheimer Basisversorgung über den großen Edeka oder eine vergleichbar alltägliche Bezugsquelle spontan und zuverlässig erhältlich."	""	"EASY"	"Tobias: Die definierte Produktform ist in der Rostocker Basisversorgung über den großen Edeka, einen kleineren breit sortierten Asia-Laden oder eine vergleichbar alltägliche Quelle spontan und zuverlässig erhältlich."	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"WAFFLES"	"Waffel"	"APPLICABLE"	"Offene Waffelfamilie für süße und herzhafte Waffelprodukte. Bekannte Varianten sind Stroopwafel, Brüsseler Waffel und Lütticher Waffel; Belag oder Füllung werden nicht vorausgesetzt."	"EASY"	"Georgia: Die definierte Produktform ist in der Bornheimer Basisversorgung über den großen Edeka oder eine vergleichbar alltägliche Bezugsquelle spontan und zuverlässig erhältlich."	""	"EASY"	"Tobias: Die definierte Produktform ist in der Rostocker Basisversorgung über den großen Edeka, einen kleineren breit sortierten Asia-Laden oder eine vergleichbar alltägliche Quelle spontan und zuverlässig erhältlich."	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
