"concept_code","display_name","challenge_specificity","direct_parent_codes","direct_child_codes","curator_note","review_applicability"
"INVERTEBRATES","wirbellose Tiere","OPEN","","CRUSTACEANS|MOLLUSCS","Übergeordnete Familie essbarer wirbelloser Tiere wie Weichtiere und Krebstiere; weitere kulinarisch eigenständige Gruppen wie Insekten oder Ringelwürmer können separat darunter eingeordnet werden.","APPLICABLE"
"JACKFRUIT","Jackfruit","SPECIFIC","TROPICAL_FRUIT","","Gemeint ist je nach Gericht junge grüne oder reife Jackfruit; für herzhafte Anwendungen meist junge Jackfruit.","APPLICABLE"
"JALAPENO","Jalapeño","SPECIFIC","CHILI","","Dickfleischige frische Chili mit milder bis mittlerer Schärfe; grüne und reife rote Früchte sind umfasst.","APPLICABLE"
"JASMINE_RICE","Jasminreis","SPECIFIC","RICE","","Duftender südostasiatischer Langkornreis mit weicherem, leicht haftendem Korn; nicht Basmatireis.","APPLICABLE"
"JENEVER","Jenever","SPECIFIC","COOKING_ALCOHOL","","Jenever/Genever: wacholderaromatisierte Spirituose mit Getreidedestillat beziehungsweise Moutwijn-Anteil; nicht mit Gin gleichsetzen.","APPLICABLE"
"JERK_SEASONING","Jerk-Gewürzmischung","SPECIFIC","SPICE_BLENDS","","Jamaikanisch geprägte Gewürzmischung mit typischerweise Piment, Thymian und Chili; trocken oder als Marinadenbasis verwendbar.","APPLICABLE"
"JERUSALEM_ARTICHOKE","Topinambur","SPECIFIC","ROOT_VEGETABLES|STARCHES","","Topinamburknolle mit nussig-süßlichem Geschmack und knackiger bis cremiger Textur; nicht Artischocke.","APPLICABLE"
"JUNIPER_BERRIES","Wacholderbeeren","SPECIFIC","SPICES","","Getrocknete Wacholderbeeren als kräftiges Würzmittel insbesondere für Kohl-, Wild-, Fleisch-, Fisch- und Schmorgerichte; nicht Wacholderholz, Gin oder Wacholderextrakt.","APPLICABLE"
"KAFFIR_LIME_LEAVES","Makrut-Limettenblätter","SPECIFIC","FRESH_HERBS","","Aromatische Blätter der Makrut-Limette mit intensiv zitrischem Duft; frisch, tiefgekühlt oder getrocknet verwendbar.","APPLICABLE"
"KALE","Grünkohl","SPECIFIC","CABBAGE_VEGETABLES|LEAFY_GREENS","","Grünkohl mit robusten krausen oder glatten Blättern und kräftig-grünem Geschmack; Stiele je nach Zartheit mitverwenden.","APPLICABLE"
"KASHMIRI_CHILI_POWDER","Kashmiri-Chilipulver","SPECIFIC","CHILI_POWDER","","Leuchtend rotes Chilipulver nach Kashmiri-Art mit fruchtigem Aroma und meist moderater Schärfe.","APPLICABLE"
"KASSELER","Kasseler","SPECIFIC","CURED_MEAT|PORK","","Gepökeltes und geräuchertes Schweinefleisch aus geeigneten Teilstücken wie Rücken, Nacken oder Rippe; nicht das fertig zubereitete Gericht.","APPLICABLE"
"KECAP_MANIS","Kecap Manis","SPECIFIC","SOY_SAUCE|SWEETENERS","","Indonesische dicke süße Sojasauce mit Palmzucker beziehungsweise vergleichbarer Süße; nicht helle Sojasauce.","APPLICABLE"
"KEFIR","Kefir","SPECIFIC","CULTURED_DAIRY","","Fermentiertes Milchgetränk aus Kefirkulturen mit säuerlicher, leicht hefiger Note; nicht Buttermilch oder Joghurt.","APPLICABLE"
"KETCHUP","Ketchup","SPECIFIC","READY_SAUCES_AND_PASTES|TOMATO_PRODUCTS","","Glatte süß-säuerliche Tomatenwürzsauce; Gewürzung und Süße können variieren, Bananenketchup bleibt getrennt.","APPLICABLE"
"KIDNEY_BEANS","Kidneybohnen","SPECIFIC","BEANS","","Nierenförmige rote Bohnen mit fester Schale und cremigem Inneren; getrocknet ausreichend garen oder vorgegart verwenden.","APPLICABLE"
"KIMCHI","Kimchi","SPECIFIC","PRESERVED_PRODUCE","","Koreanisches milchsauer fermentiertes Gemüse, meist Chinakohl oder Rettich, mit kräftiger Würzung; konkrete Sorte bleibt offen.","APPLICABLE"
"KING_OYSTER_MUSHROOM","Kräuterseitlinge","SPECIFIC","MUSHROOMS","","Kräuterseitling mit dickem, festem Stiel und mildem, umamireichem Aroma; Stiel und Hut sind essbar.","APPLICABLE"
"KIWI","Kiwi","SPECIFIC","FRUIT","","Kiwi mit saftigem süß-säuerlichem Fruchtfleisch und essbaren kleinen Samen; grüne und goldene Sorten sind umfasst.","APPLICABLE"
"KLIPPFISH","Klippfisch","SPECIFIC","PRESERVED_FISH","","Stark gesalzener und anschließend getrockneter Fisch nach Klippfisch-/Klippfisk-Art, häufig Kabeljau oder anderer geeigneter Weißfisch; vor der Zubereitung typischerweise zu wässern. Nicht mit ungesalzenem Stockfisch gleichsetzen.","APPLICABLE"
"KOHLRABI","Kohlrabi","SPECIFIC","CABBAGE_VEGETABLES","","Knackige verdickte Kohlrabi-Sprossachse mit mild-kohligem Geschmack; Blätter können mitverwendet werden.","APPLICABLE"
"KOLACHE","Kolatschen","OPEN","BAKED_GOODS|CONFECTIONERY","","Rundes mitteleuropäisches Hefeteiggebäck der tschechischen Koláč-Familie mit typischerweise zentraler Füllung, etwa Mohn, Quark, Pflaumenmus oder Obst. Nicht beliebiges Hefegebäck und nicht Trdelník.","APPLICABLE"
"KOMBU","Kombu","SPECIFIC","SEAWEED","","Dicke getrocknete Braunalge, besonders zum Ansetzen umamireicher Fonds wie Dashi; nicht Nori oder Wakame.","APPLICABLE"
"LA_LOT_LEAVES","Lá-lốt-Blätter","SPECIFIC","FRESH_HERBS","","Als Lá lốt gehandelte herzförmige Pfefferblätter mit warm-würzigem Aroma, besonders zum Umwickeln und Grillen von Fleischfüllungen. Nicht mit Betelblättern zum Kauen oder gewöhnlichem Pfefferblatt gleichsetzen.","APPLICABLE"
"LAKSA_PASTE","Laksa-Paste","SPECIFIC","READY_CURRY_PASTE","","Fertige südostasiatische Gewürzpaste für Laksa mit Chili, Aromaten und Gewürzen; regional unterschiedliche Stile sind umfasst.","APPLICABLE"
"LAMB","Lamm","SPECIFIC","MEAT","LAMB_CHOP|LAMB_LEG|LAMB_MINCE|LAMB_SHOULDER","Lammfleisch ohne Festlegung auf Zuschnitt oder Garmethode; gemeint ist Fleisch vom jungen Schaf.","APPLICABLE"
"LAMB_CHOP","Lammkotelett","SPECIFIC","LAMB","","Lammkotelett mit Knochen aus Rücken oder Rippenbereich; zum kurzen Braten oder Grillen geeignet.","APPLICABLE"
"LAMB_LEG","Lammkeule","SPECIFIC","LAMB","","Lammkeule als großer, relativ magerer Braten- oder Schmorcut; ganz oder ausgelöst verwendbar.","APPLICABLE"
"LAMB_MINCE","Lammhack","SPECIFIC","LAMB|MINCED_MEAT","","Zerkleinertes Lammfleisch mit charakteristischem Eigengeschmack; nicht gemischtes Hackfleisch.","APPLICABLE"
"LAMB_SHOULDER","Lammschulter","SPECIFIC","LAMB","","Kollagenreiche Lammschulter mit kräftigem Geschmack; besonders für langsames Braten oder Schmoren geeignet.","APPLICABLE"
"LAMBIC","Lambic","SPECIFIC","BEER","","Traditioneller belgischer Bierstil aus spontan vergorener Würze. Gemeint ist der Grundstil; Gueuze, Kriek und andere Frucht- oder Blendvarianten sind nicht automatisch eingeschlossen.","APPLICABLE"
"LAMBS_LETTUCE","Feldsalat","SPECIFIC","SALAD_GREENS","","Feldsalat mit kleinen zarten Blättern und mild-nussigem Geschmack; überwiegend roh verwendet.","APPLICABLE"
"LAND_SNAILS","Landschnecken","OPEN","EDIBLE_SNAILS","ESCARGOT","Essbare Landschnecken als küchenfertige Zutat; umfasst Weinbergschnecken und mögliche weitere terrestrische Arten. Nicht Süßwasser- oder Meeresschnecken.","APPLICABLE"
"LARD","Schweineschmalz","SPECIFIC","COOKING_FATS","","Ausgelassenes Schweinefett zum Braten, Backen oder Verfeinern; natur gemeint, nicht fertiger Griebenschmalzaufstrich.","APPLICABLE"
"LASAGNE_SHEETS","Lasagneplatten","SPECIFIC","WHEAT_PASTA","","Breite flache Weizenpastablätter für geschichtete Gerichte; frisch, getrocknet oder vorgekocht verwendbar.","APPLICABLE"
"LEAFY_GREENS","Blattgemüse","OPEN","VEGETABLES","CHARD|KALE|MORINGA_LEAVES|PAK_CHOI|PURSLANE|SALAD_GREENS|SPINACH|WATERCRESS|WATER_SPINACH","Offene Vorgabe für Gemüse, dessen Blätter kulinarisch im Mittelpunkt stehen; Salate und Kochgemüse sind möglich.","APPLICABLE"
"LEBERKAESE","Leberkäse","SPECIFIC","SAUSAGE","","Fein zerkleinertes, gebackenes Fleisch- oder Brühwursterzeugnis nach Leberkäse- beziehungsweise Fleischkäse-Art; konkrete Fleischmischung kann variieren. Nicht gewöhnlicher Hackbraten.","APPLICABLE"
"LEEK","Lauch","SPECIFIC","ALLIUM_VEGETABLES","","Lauch mit mild-süßlichem Zwiebelaroma; weißer und grüner Teil sind je nach Gericht verwendbar.","APPLICABLE"
"LEFSE","Lefse","SPECIFIC","FLATBREAD","","Weiches norwegisches Fladenbrot nach Lefse-Art; je nach Variante auf Kartoffel- oder Mehlbasis. Gemeint ist die Lefse selbst, nicht eine bestimmte süße oder herzhafte Füllung beziehungsweise ein fertig belegtes Gericht.","APPLICABLE"
"LEGUMES","Hülsenfrüchte","OPEN","","BEANS|CHICKPEAS|LENTILS|LUPIN|PEAS|SOY_PRODUCTS","Offene Vorgabe für Hülsenfrüchte wie Bohnen, Linsen, Erbsen oder Kichererbsen; Produktform bleibt wählbar.","APPLICABLE"
"LEMON","Zitrone","SPECIFIC","CITRUS_FRUIT","PRESERVED_LEMON","Zitrone mit aromatischer Schale und deutlich saurem Saft; Fruchtfleisch und unbehandelte Schale sind ebenfalls nutzbar.","APPLICABLE"
"LEMONGRASS","Zitronengras","SPECIFIC","FRESH_HERBS","","Faserige aromatische Halme mit klarem Zitronenduft; meist angedrückt, fein geschnitten oder zum Mitkochen verwendet.","APPLICABLE"
"LENTILS","Linsen","SPECIFIC","LEGUMES","BELUGA_LENTILS|RED_LENTILS|YELLOW_LENTILS","Linsen als kleine trockene Hülsenfrüchte; Sorte, Farbe und Formstabilität bleiben offen.","APPLICABLE"
"LETTUCE","Kopfsalat","SPECIFIC","SALAD_GREENS","","Kopfsalat mit zarten bis knackigen Blättern und mildem Geschmack; nicht die gesamte Blattsalatfamilie.","APPLICABLE"
"LIEGE_SYRUP","Sirop de Liège","SPECIFIC","PRESERVED_PRODUCE|SYRUP","","Dick eingekochter belgischer Apfel-/Birnen-Fruchtsirup beziehungsweise Fruchtaufstrich nach Lütticher Tradition. Kein Markenbegriff; Zuckerzusatz und konkrete Fruchtanteile können variieren. Nicht mit dünnflüssigem Getränkesirup oder beliebigem Fruchtsirup gleichsetzen.","APPLICABLE"
"LIEGE_WAFFLE","Lütticher Waffel","SPECIFIC","CONFECTIONERY|WAFFLES","","Kleinere, kompakte belgische Waffel nach Lütticher Art mit eingebackenem Perl- beziehungsweise Hagelzucker und typischerweise karamellisierten Rändern. Nicht mit der größeren, luftigen Brüsseler Waffel gleichsetzen.","APPLICABLE"
"LIGHT_SOY_SAUCE","helle Sojasauce","SPECIFIC","SOY_SAUCE","","Dünnflüssige salzige Sojasauce für Würze und Umami; nicht die süßlichere dunkle Sojasauce.","APPLICABLE"
"LIME","Limette","SPECIFIC","CITRUS_FRUIT","","Limette mit intensiv aromatischer Schale und saurem Saft; konkrete Sorte bleibt offen.","APPLICABLE"
"LINGONBERRY","Preiselbeeren","SPECIFIC","BERRIES","LINGONBERRY_PRESERVES","Preiselbeeren mit herber Säure; frisch oder ungesüßt tiefgekühlt gemeint, nicht Konfitüre.","APPLICABLE"
"LINGONBERRY_PRESERVES","Preiselbeer-Konfitüre/-kompott","SPECIFIC","LINGONBERRY|PRESERVED_PRODUCE","","Gesüßte Preiselbeerzubereitung wie Konfitüre, Kompott oder gerührte Preiselbeeren; nicht die ungesüßte frische Beere.","APPLICABLE"
"LIQUORICE","Lakritz","OPEN","CONFECTIONERY","SALTY_LIQUORICE","Lakritzware mit süßen und salzigen Ausprägungen, auch als Kochzutat verwendbar; nicht Süßholzwurzel oder reiner Lakritzextrakt.","APPLICABLE"
"LIVER_PATE","Leberpastete","SPECIFIC","OFFAL","","Streichfähige Pastete auf Leberbasis; umfasst typische Schweine-, Geflügel- und vergleichbare Leberpasteten, nicht reine Leber und nicht automatisch Leberwurst.","APPLICABLE"
"LIVER_SAUSAGE","Leberwurst","SPECIFIC","OFFAL|SAUSAGE","","Leberhaltige Koch- oder Streichwurst; Tierart, Körnung und Rezeptur können variieren. Nicht mit Leberpastete gleichsetzen.","APPLICABLE"
"LOBSTER","Hummer","SPECIFIC","CRUSTACEANS","","Hummer mit festem, süßlichem Fleisch aus Schwanz und Scheren; ganz, ausgelöst, frisch oder tiefgekühlt verwendbar.","APPLICABLE"
"LONGGANISA","Longganisa","OPEN","SAUSAGE","","Offene philippinische Wurstfamilie mit regional stark unterschiedlichen Rezepturen, von süßlichen bis kräftig knoblauchbetonten Varianten. Üblicherweise, aber nicht zwingend, aus Schweinefleisch; keine bestimmte regionale Longganisa wird vorausgesetzt.","APPLICABLE"
"LOTUS_ROOT","Lotuswurzel","SPECIFIC","ROOT_VEGETABLES","","Rhizom der Lotuspflanze mit charakteristischen Hohlkammern und knackiger Textur; frisch, tiefgekühlt oder schlicht konserviert.","APPLICABLE"
"LOTUS_SEEDS","Lotussamen","SPECIFIC","SEEDS","","Essbare reife Lotussamen mit mild-nussigem, leicht süßlichem Geschmack; frisch, getrocknet oder vorgegart für Suppen, Reisgerichte, Füllungen und Süßspeisen. Nicht Lotuswurzel oder der bittere Keim als eigenes Produkt.","APPLICABLE"
"LOVAGE","Liebstöckel","SPECIFIC","FRESH_HERBS","","Liebstöckelblätter mit kräftigem sellerieartig-würzigem Aroma; frisch oder sparsam getrocknet, nicht Maggi-Würze.","APPLICABLE"
"LUPIN","Lupinen","SPECIFIC","LEGUMES","","Essbare, fachgerecht entbitterte Lupinensamen beziehungsweise schlichtes Lupinenprodukt; nicht rohe bittere Samen.","APPLICABLE"
"LUTEFISK","Lutefisk","SPECIFIC","PRESERVED_FISH","","Aus getrocknetem Weißfisch durch Wässern und Laugenbehandlung hergestelltes und anschließend gründlich gespültes, küchenfertiges Fischprodukt nach Lutefisk-Art. Nicht trockener Stockfisch, Lauge oder das fertig zubereitete Gericht.","APPLICABLE"
"LYCHEE","Litschi","SPECIFIC","TROPICAL_FRUIT","","Litschi mit saftigem, floral-süßem Fruchtfleisch; frisch oder schlicht konserviert, ohne Schale und Kern.","APPLICABLE"
"MACADAMIA","Macadamianüsse","SPECIFIC","NUTS","","Sehr fettreiche, cremig-knackige Macadamianüsse mit mild-buttrigem Geschmack; natur oder geröstet verwendbar.","APPLICABLE"
"MACAPUNO","Macapuno","SPECIFIC","COCONUT","","Weiches bis gelatinöses Endosperm einer besonderen Kokosnussausprägung; frisch, tiefgekühlt oder konserviert verwendbar. Nicht gewöhnliches Kokosfleisch, Kokoscreme oder bloß mit Kokos aromatisierte Süßware.","APPLICABLE"
"MACKEREL","Makrele","SPECIFIC","OILY_FISH","","Makrele als fettreicher Fisch mit kräftigem Eigengeschmack; frisch oder tiefgekühlt, nicht automatisch geräuchert.","APPLICABLE"
"MAGGI_SEASONING","Maggi-Würze","SPECIFIC","READY_SAUCES_AND_PASTES","","Dunkle flüssige Würzsauce nach Maggi-Art mit salzig-würzigem Umami; nicht Liebstöckel, Sojasauce oder Brühwürfel.","APPLICABLE"
"MAITAKE","Maitake","SPECIFIC","MUSHROOMS","","Maitake beziehungsweise Klapperschwamm mit vielgliedrigen Büscheln und kräftig-würzigem Pilzaroma.","APPLICABLE"
"MALT_VINEGAR","Malzessig","SPECIFIC","VINEGAR","","Essig aus vermälztem Getreide mit malzig-röstigem Aroma; nicht Bier oder chinesischer schwarzer Essig.","APPLICABLE"
"MAM_NEM","Mắm nêm","SPECIFIC","FERMENTED_SEASONINGS|READY_SAUCES_AND_PASTES","","Kräftige vietnamesische Würzpaste aus salzfermentiertem, weitgehend unfiltriertem Fisch, häufig Sardellen. Handelsprodukte können bereits mit Ananas, Zucker, Chili oder Aromaten abgeschmeckt sein; nicht flüssige Fischsauce.","APPLICABLE"
"MAM_RUOC","Mắm ruốc","SPECIFIC","SHRIMP_PASTE","","Vietnamesische fermentierte Garnelenpaste mit intensiv salzigem Aroma, meist sparsam als Würze verwendet. Nicht mit Mắm tôm gleichsetzen; regionale Produktbezeichnungen und Übergänge können sich jedoch überschneiden.","APPLICABLE"
"MAM_TOM","Mắm tôm","SPECIFIC","SHRIMP_PASTE","","Sehr kräftige vietnamesische fermentierte Garnelenpaste, besonders als Dip zu Bún đậu und als Würze zu Chả cá bekannt. Nicht mit Mắm ruốc gleichsetzen; regionale Produktbezeichnungen und Übergänge können sich jedoch überschneiden.","APPLICABLE"
"MANCHEGO","Manchego","SPECIFIC","CHEESE","","Spanischer Käse aus Manchega-Schafmilch aus La Mancha; nicht generisch jeder Schafskäse.","APPLICABLE"
"MANDARIN","Mandarine","SPECIFIC","CITRUS_FRUIT","","Mandarine als leicht schälbare, süß-aromatische Zitrusfrucht; Clementinen und ähnliche handelsübliche Formen sind umfasst.","APPLICABLE"
"MANGO","Mango","SPECIFIC","TROPICAL_FRUIT","","Mango mit saftigem, süß-aromatischem Fruchtfleisch; Sorte und Reifegrad bleiben offen.","APPLICABLE"
"MAPLE_SYRUP","Ahornsirup","SPECIFIC","SYRUP","","Eingekochter Saft des Zuckerahorns mit karamellig-holzigem Aroma; nicht künstlich aromatisierter Pancake-Sirup.","APPLICABLE"
"MARJORAM","Majoran","SPECIFIC","FRESH_HERBS","","Majoranblätter mit warmem, leicht süßlichem und herbem Aroma; frisch oder getrocknet verwendbar.","APPLICABLE"
"MARSALA","Marsala","SPECIFIC","COOKING_ALCOHOL","","Aufgespriteter sizilianischer Wein nach Marsala-Art, trocken bis süß; als Kochwein, nicht beliebiger Likörwein.","APPLICABLE"
"MARZIPAN","Marzipan","SPECIFIC","ALMOND|CONFECTIONERY","","Süße Mandel-Zucker-Masse einschließlich als Backzutat verwendbarer Marzipanmasse; nicht Persipan oder bloßes Mandelaroma.","APPLICABLE"
"MASA_HARINA","Masa Harina","SPECIFIC","CORN","","Nixtamalisiertes Maismehl für Tortillas und ähnliche Teige; nicht gewöhnliches Maismehl oder Maisstärke.","APPLICABLE"
"MASCARPONE","Mascarpone","SPECIFIC","CHEESE","","Sehr fettreicher, milder italienischer Frischkäse aus Rahm mit dichter cremiger Textur.","APPLICABLE"
"MASSAMAN_CURRY_PASTE","Massaman-Currypaste","SPECIFIC","READY_CURRY_PASTE","","Fertige Thai-Currypaste nach Massaman-Art mit warmen Gewürzen, Chili und Aromaten; Markenrezepturen variieren.","APPLICABLE"
"MATCHA","Matcha","SPECIFIC","GREEN_TEA","","Fein vermahlener japanischer Grüntee mit intensiv grasigem, herbem Umami; kein gesüßtes Matcha-Getränkepulver.","APPLICABLE"
"MATJES","Matjes","SPECIFIC","HERRING|PRESERVED_FISH","","Mild gesalzener und enzymatisch gereifter Hering beziehungsweise Matjes. Umfasst klassische norddeutsche und niederländische Matjesformen; nicht automatisch essigsauer und nicht auf Hollandse Nieuwe beschränkt.","APPLICABLE"
"MAYONNAISE","Mayonnaise","SPECIFIC","READY_SAUCES_AND_PASTES","","Kalte Emulsionssauce aus Öl und Ei beziehungsweise Eigelb mit Säure; Würzung und Ölsorte bleiben offen.","APPLICABLE"
"MEAT","Fleisch","OPEN","","BEEF|CURED_MEAT|FROG_LEGS|GAME_MEAT|GOAT|LAMB|MEAT_ASPIC|MINCED_MEAT|OFFAL|PORK|POULTRY|RILLETTES|SAUSAGE|VEAL","Offene Vorgabe für Fleisch von Säugetieren; Tierart, Zuschnitt, Fettanteil und Garmethode bleiben wählbar.","APPLICABLE"
"MEAT_ASPIC","Fleischsülze","SPECIFIC","MEAT","","Kalt schnittfähiges Fleischprodukt aus gegarten Fleischstücken in natürlichem oder zugesetztem Aspik beziehungsweise Gelee; umfasst unter anderem tschechische Tlačenka und vergleichbare Fleischsülzen. Keine beliebige Fisch-, Gemüse- oder Dessertsülze.","APPLICABLE"
"MELONS","Melone","OPEN","FRUIT","CANTALOUPE|HONEYDEW_MELON|WATERMELON","Offene Vorgabe für süße Melonenfrüchte; Wasser-, Honig- und Cantaloupe-Melonen sind mögliche Ausprägungen.","APPLICABLE"
"MEMBRILLO","Quittenpaste","SPECIFIC","PRESERVED_PRODUCE|QUINCE","","Feste bis schnittfähige süße Quittenpaste (dulce de membrillo) aus eingekochter Quitte; nicht frische Quitte, Quittengelee oder beliebige Fruchtkonfitüre.","APPLICABLE"
"MERGUEZ","Merguez","SPECIFIC","SAUSAGE","","Kräftig gewürzte nordafrikanische Bratwurst, typischerweise aus Lamm- und/oder Rindfleisch mit Chili; nicht Schweinewurst.","APPLICABLE"
"MILK","Milch","SPECIFIC","FRESH_DAIRY_PRODUCTS","","Flüssige Kuhmilch als Kochzutat; Fettstufe bleibt offen, Pflanzendrinks und gesäuerte Milchprodukte sind getrennt.","APPLICABLE"
"MILK_CHOCOLATE","Milchschokolade","SPECIFIC","CHOCOLATE","","Schokolade mit Milchbestandteilen und deutlicher Süße; Kakaoanteil und konkrete Milchform können variieren.","APPLICABLE"
"MILKFISH","Milchfisch oder Bangus","SPECIFIC","FISH","","Milchfisch (Chanos chanos), auf den Philippinen Bangus; frischer oder tiefgekühlter ganzer Fisch, Stück oder Filet. Nicht automatisch getrocknete, geräucherte oder anderweitig konservierte Bangus-Produkte.","APPLICABLE"
"MILLET","Hirse","SPECIFIC","GRAINS","","Glutenfreie kleine Hirsekörner mit mild-nussigem Geschmack; Sorte und geschälte Produktform bleiben offen.","APPLICABLE"
"MINCED_MEAT","Hackfleisch","OPEN","MEAT","BEEF_MINCE|LAMB_MINCE|PORK_MINCE|TURKEY_MINCE|VEAL_MINCE","Offene Vorgabe für zerkleinertes rohes Fleisch; Tierart und Fettanteil sind bewusst nicht festgelegt.","APPLICABLE"
"MINT","Minze","SPECIFIC","FRESH_HERBS","","Frische Minzblätter mit kühlendem, aromatischem Geschmack; konkrete Minzart bleibt offen.","APPLICABLE"
"MIRABELLE","Mirabelle","SPECIFIC","STONE_FRUIT","","Kleine gelbe Mirabellenpflaume mit süßem, intensiv aromatischem Fruchtfleisch; frisch oder ungesüßt tiefgekühlt.","APPLICABLE"
"MIRIN","Mirin","SPECIFIC","COOKING_ALCOHOL|SWEETENERS","","Süßer japanischer Reiswürzwein mit Alkohol und ausgeprägter Süße; nicht Reisessig oder bloß gesüßter Sirup.","APPLICABLE"
"MISO","Miso","SPECIFIC","FERMENTED_SEASONINGS|READY_SAUCES_AND_PASTES","","Japanische fermentierte Würzpaste auf Sojabohnenbasis, häufig mit Reis oder Gerste; Farbe, Salzgehalt und Reifegrad bleiben offen.","APPLICABLE"
"MOLASSES","Melasse","SPECIFIC","SWEETENERS","","Dunkler zähflüssiger Rückstand der Zuckerherstellung mit kräftig karamellig-herbem Aroma; nicht heller Sirup.","APPLICABLE"
"MOLE_PASTE","Mole-Paste","SPECIFIC","READY_SAUCES_AND_PASTES","","Konzentrierte mexikanische Würzpaste für Mole-Saucen mit Chili, Gewürzen und weiteren variablen Zutaten; nicht fertige Sauce.","APPLICABLE"
"MOLLUSCS","Weichtiere","OPEN","INVERTEBRATES","BIVALVES|CUTTLEFISH|EDIBLE_SNAILS|OCTOPUS|SQUID","Offene Vorgabe für essbare Weichtiere wie Muscheln, Schnecken, Oktopus oder Kalmar; aquatische und terrestrische Formen sind umfasst. Krebstiere, Insekten und Würmer sind nicht gemeint.","APPLICABLE"
"MONKFISH","Seeteufel","SPECIFIC","WHITE_FISH","","Seeteufel mit festem, magerem und nahezu grätenfreiem Fleisch; meist als Schwanzfilet erhältlich.","APPLICABLE"
"MOOSE","Elchfleisch","SPECIFIC","GAME_MEAT","","Elchfleisch als frisches oder tiefgekühltes Fleischstück beziehungsweise geeignetes Gulasch-/Geschnetzeltesfleisch. Nicht Elchwurst, Trockenfleisch oder ein bereits zubereitetes Wildgericht.","APPLICABLE"
"MORCILLA","Morcilla","SPECIFIC","BLOOD_SAUSAGE|PORK","","Spanische Blutwurstfamilie mit regional stark variierenden Rezepturen, etwa mit Zwiebel, Reis oder Nüssen; Schweineblut ist charakteristisch. Nicht generisch jede Blutwurst und nicht auf Morcilla de Burgos beschränkt.","APPLICABLE"
"MOREL","Morcheln","SPECIFIC","MUSHROOMS","","Morcheln mit wabenartigem Hut und intensivem Waldpilzaroma; nur vollständig gegart verwenden.","APPLICABLE"
"MORINGA_LEAVES","Moringablätter oder Malunggay","SPECIFIC","LEAFY_GREENS","","Blätter von Moringa oleifera, auf den Philippinen Malunggay; frisch, tiefgekühlt oder als kulinarisch verwendete getrocknete Blattform. Nicht Samen, Öl oder Nahrungsergänzungskapseln.","APPLICABLE"
"MOZZARELLA","Mozzarella","SPECIFIC","CHEESE","","Milder Pasta-filata-Käse mit elastischer bis weicher Textur; Kuh- und Büffelmilchvarianten sind umfasst.","APPLICABLE"
"MSG","Mononatriumglutamat","SPECIFIC","SPICES","","Reines Mononatriumglutamat als kristalline Umami-Würze; kein vollständiger Gewürzmix oder Brühpulver.","APPLICABLE"
"MULBERRY","Maulbeeren","SPECIFIC","BERRIES","","Maulbeeren mit süßem, mild-säuerlichem Aroma; frisch oder getrocknet verwendbar.","APPLICABLE"
"MUNG_BEANS","Mungbohnen","SPECIFIC","BEANS","","Kleine grüne Mungbohnen mit mildem Geschmack; ganz, geschält oder vorgegart verwendbar, nicht ihre Sprossen.","APPLICABLE"
"MUOI_TOM","Muối tôm","SPECIFIC","SPICE_BLENDS","","Vietnamesische trockene Würzmischung aus Salz, Chili und getrockneten Garnelen, häufig zusätzlich mit Knoblauch, Zucker oder Zitronengras. Besonders als Dip für Obst und Gemüse sowie zum Würzen von Reispapiersnacks verwendet.","APPLICABLE"
"MUSHROOM_STOCK","Pilzfond","SPECIFIC","STOCKS","","Brühe oder Fond mit Pilzen als prägender Aromabasis; selbst gekocht oder als schlichtes Fertigprodukt verwendbar.","APPLICABLE"
"MUSHROOMS","Pilze","OPEN","VEGETABLES","CHAMPIGNONS|CHANTERELLE|DRIED_WILD_MUSHROOMS|ENOKI|KING_OYSTER_MUSHROOM|MAITAKE|MOREL|OYSTER_MUSHROOM|PICKLED_MUSHROOMS|PORCINI|SHIITAKE|SHIMEJI|TRUFFLE|WOOD_EAR","Offene Vorgabe für essbare Pilze; Art, Kultur- oder Waldpilz und frisch oder getrocknet bleiben wählbar.","APPLICABLE"
"MUSSELS","Miesmuscheln","SPECIFIC","BIVALVES","","Miesmuscheln mit dunkler Schale und saftigem, jodig-süßlichem Fleisch; frisch, tiefgekühlt oder ausgelöst verwendbar.","APPLICABLE"
"MUSTARD","Senf","SPECIFIC","READY_SAUCES_AND_PASTES","DIJON_MUSTARD|HOT_MUSTARD|WHOLEGRAIN_MUSTARD","Verzehrfertige Senfzubereitung aus Senfsaat, Flüssigkeit und Würzung; Schärfe und Körnung bleiben offen.","APPLICABLE"
"MUSTARD_SEED","Senfsaat","SPECIFIC","SPICES","","Ganze Senfsamen mit nussiger bis stechend-scharfer Wirkung; gelbe, braune und schwarze Saat sind umfasst.","APPLICABLE"
"MYCOPROTEIN","Mykoprotein","SPECIFIC","PLANT_PROTEIN_PRODUCTS","","Pilzproteinbasierte Fleischalternative; Marke, Produktform und Würzung können variieren.","APPLICABLE"
"NAM_PRIK_PAO","Nam Prik Pao","SPECIFIC","CHILI_CONDIMENTS","","Geröstete thailändische Chilipaste mit Öl, süßlich-rauchigem Profil und kräftigem Umami; häufig mit Schalotten, Knoblauch, Tamarinde sowie Garnelen- oder Fischbestandteilen. Nicht bloß Chiliöl oder Sriracha.","APPLICABLE"
