"concept_code","display_name","review_applicability","product_form_basis","market_class","market_basis","proposed_availability","availability_note","evidence_requirement","evidence_search_terms","review_flags"
"SAMBAL_OELEK","Sambal Oelek","APPLICABLE","Schlichte grobe Chilipaste vor allem aus roten Chilis, Salz und Säure; nicht süßes oder komplex gebratenes Sambal.","GENERAL_LOCAL","Katalogpfad Sambal → Chilisauce oder -paste → fertige Sauce oder Würzpaste → Sauce, Würzmittel oder Paste. Warengruppe Sauce, Würzpaste oder verarbeitete Würzzutat, formrelevanter Prüfhinweis aus der vollständigen Definition: »nicht süßes oder komplex gebratenes Sambal«. Regelweg in Bornheim über das örtliche Sortiment »Saucen-, Würzpasten- und Feinkostregal« beim Wocheneinkauf in Bornheim.","EASY","Sambal Oelek: gewöhnlicher lokaler Bezugsweg über den Bereich »Saucen-, Würzpasten- und Feinkostregal«.","OPTIONAL","Sambal Oelek | Form: nicht süßes oder komplex gebratenes Sambal | Bornheim Saucen-, Würzpasten- und Feinkostregal gewöhnlicher Handel",""
"SARDINES","Sardinen","APPLICABLE","Sardinen als kleine fettreiche Meeresfische; frisch oder tiefgekühlt, Dosenware ist eine eigene Produktform.","GENERAL_BROAD","Katalogpfad fettreicher Fisch → Fisch → Fisch und Meeresfrüchte. Warengruppe Fisch oder Meeresfrucht, formrelevanter Prüfhinweis aus der vollständigen Definition: »frisch oder tiefgekühlt, Dosenware ist eine eigene Produktform«. Allgemein planbarer, aber nicht lokal garantierter Weg über eine gezielte Bestellung oder Sortimentsprüfung bei Globus – Escal whole raw frozen sardines.","PLANNED","Sardinen ist über eine gezielte Bestellung oder Sortimentsprüfung bei Globus – Escal whole raw frozen sardines im allgemeinen deutschen Handel planbar, lokal aber kein verlässlicher Standardartikel.","REQUIRED","Sardinen | Form: frisch oder tiefgekühlt, Dosenware ist eine eigene Produktform | Bornheim gezielter Einkauf Deutschland Fischkühlung, Fischtheke oder Tiefkühlabteilung | geprüfte Quellen: Globus – Escal whole raw frozen sardines","RATING_RECONCILED_V2"
"SAUCES_AND_PASTES","Sauce, Würzmittel oder Paste","APPLICABLE","Offene Vorgabe für Saucen, Würzmittel und Pasten, die ein Gericht geschmacklich prägen; konkrete Basis bleibt offen.","GENERAL_LOCAL","Katalogpfad eigenständige Katalogwurzel. Warengruppe Sauce, Würzpaste oder verarbeitete Würzzutat, formrelevanter Prüfhinweis aus der vollständigen Definition: »konkrete Basis bleibt offen«. Regelweg in Bornheim über nahe Supermarktfilialen in Bornheim mit dem Bereich »Saucen-, Würzpasten- und Feinkostregal«.","EASY","Sauce, Würzmittel oder Paste: gewöhnlicher lokaler Bezugsweg über den Bereich »Saucen-, Würzpasten- und Feinkostregal«.","OPTIONAL","Sauce, Würzmittel oder Paste | Form: konkrete Basis bleibt offen | Bornheim Saucen-, Würzpasten- und Feinkostregal gewöhnlicher Handel",""
"SAUERKRAUT","Sauerkraut","APPLICABLE","Milchsauer fermentierter fein geschnittener Weißkohl mit deutlicher Säure; roh oder gegart verwendbar.","GENERAL_LOCAL","Katalogpfad konservierte pflanzliche Zutat. Warengruppe konservierte Pflanzenware, formrelevanter Prüfhinweis aus der vollständigen Definition: »roh oder gegart verwendbar«. Regelweg in Bornheim über nahe Supermarktfilialen in Bornheim mit dem Bereich »Konserven-, Glas- oder internationales Feinkostregal«.","EASY","Sauerkraut: Konserve, Beutel oder Kühlware sind im allgemeinen lokalen Handel regelmäßig vorhanden.","OPTIONAL","Sauerkraut | Form: roh oder gegart verwendbar | Bornheim Konserven-, Glas- oder internationales Feinkostregal gewöhnlicher Handel","REFERENCE_ANCHOR"
"SAUSAGE","Wurst","APPLICABLE","Offene Wurstfamilie; Tierart, Brüh-, Koch-, Brat- oder Reifeform und Würzung bleiben bewusst wählbar.","GENERAL_LOCAL","Katalogpfad Fleisch. Warengruppe Wurst oder Pökelfleisch, formrelevanter Prüfhinweis aus der vollständigen Definition: »Tierart, Brüh-, Koch-, Brat- oder Reifeform und Würzung bleiben bewusst wählbar«. Regelweg in Bornheim über den regulären Bornheimer Regalweg »Wurstkühlung oder Bedientheke«.","EASY","Wurst: gewöhnlicher lokaler Bezugsweg über den Bereich »Wurstkühlung oder Bedientheke«.","OPTIONAL","Wurst | Form: Tierart, Brüh-, Koch-, Brat- oder Reifeform und Würzung bleiben bewusst wählbar | Bornheim Wurstkühlung oder Bedientheke gewöhnlicher Handel",""
"SAVOY_CABBAGE","Wirsing","APPLICABLE","Wirsing mit gekräuselten zarten Blättern und mild-würzigem Kohlaroma; roh nur bei zarten Blättern, sonst gegart.","GENERAL_LOCAL","Katalogpfad Kohlgemüse → Gemüse. Warengruppe Gemüse oder Pilz, formrelevanter Prüfhinweis aus der vollständigen Definition: »roh nur bei zarten Blättern, sonst gegart«. Regelweg in Bornheim über den regulären Bornheimer Regalweg »Obst- und Gemüseabteilung«.","EASY","Wirsing: gewöhnlicher lokaler Bezugsweg über den Bereich »Obst- und Gemüseabteilung«.","OPTIONAL","Wirsing | Form: roh nur bei zarten Blättern, sonst gegart | Bornheim Obst- und Gemüseabteilung gewöhnlicher Handel",""
"SCALLOPS","Jakobsmuscheln","APPLICABLE","Jakobsmuscheln mit festem, süßlichem Muskelfleisch; mit oder ohne Rogen und frisch oder tiefgekühlt verwendbar.","GENERAL_BROAD","Deutsche See – Jakobsmuschelfleisch TK 200 g belegt: Deutsche See führt verfügbares Jakobsmuschelfleisch der Art Pecten maximus roh, ohne Rogen, glasiert und einzeln tiefgefroren. Der Bezug erfolgt über Deutschland und Österreich; tiefgekühlte GO!-Express-Lieferung zum Wunschtermin; maßgeblich ist FROZEN_SHIPPING. Der Treffer deckt die Variante ohne Rogen ab; Schalen- und Frischware sind nicht garantiert, die Tiefkühlkette bleibt erforderlich.","PLANNED","Jakobsmuscheln: Deutsche See führt verfügbares Jakobsmuschelfleisch der Art Pecten maximus roh, ohne Rogen, glasiert und einzeln tiefgefroren.","REQUIRED","Jakobsmuschelfleisch Pecten maximus ohne Rogen tiefgekühlt Deutsche See verfügbar | Georgia Bornheim Rheinland | Deutsche See – Jakobsmuschelfleisch TK 200 g | IN_STOCK FROZEN_SHIPPING","EVIDENCE_REQUIRED|BORDERLINE_PLANNED"
"SEA_BASS","Wolfsbarsch","APPLICABLE","Wolfsbarsch mit mildem, festem und magerem Fleisch; ganz oder als Filet verwendbar.","GENERAL_BROAD","Deutsche See – frischer Wolfsbarsch belegt: Der aktuell verfügbare Wolfsbarsch kommt frisch als ganzer ausgenommener Fisch mit Haut und wird gekühlt zum gewählten Termin zugestellt. Der Bezug erfolgt über Deutschland und Österreich; gekühlte GO!-Express-Lieferung zum Wunschtermin; maßgeblich ist CHILLED_SHIPPING. Der Beleg betrifft die ganze Frischfischform, nicht ein jederzeit verfügbares Filet; Gewicht und Haltbarkeit erfordern Vorplanung.","PLANNED","Wolfsbarsch: Der aktuell verfügbare Wolfsbarsch kommt frisch als ganzer ausgenommener Fisch mit Haut und wird gekühlt zum gewählten Termin zugestellt.","REQUIRED","Wolfsbarsch frisch ganz ausgenommen Deutsche See verfügbar gekühlte Lieferung | Georgia Bornheim Rheinland | Deutsche See – frischer Wolfsbarsch | IN_STOCK CHILLED_SHIPPING","EVIDENCE_REQUIRED|BORDERLINE_PLANNED"
"SEA_BREAM","Dorade","APPLICABLE","Dorade beziehungsweise Meerbrasse mit festem, mildem Fleisch; ganz oder als Filet verwendbar.","GENERAL_BROAD","Deutsche See – Dorade Royal handfiletierte Portionen TK belegt: Die verfügbare Dorade Royal liegt als handfiletierte geschuppte Portion mit Haut praktisch grätenfrei und tiefgekühlt vor. Der Bezug erfolgt über Deutschland und Österreich; tiefgekühlte GO!-Express-Lieferung zum Wunschtermin; maßgeblich ist FROZEN_SHIPPING. Damit ist eine zulässige Filetform belegt, nicht jede ganze Meerbrasse; die Tiefkühlzustellung ist einzuplanen.","PLANNED","Dorade: Die verfügbare Dorade Royal liegt als handfiletierte geschuppte Portion mit Haut praktisch grätenfrei und tiefgekühlt vor.","REQUIRED","Dorade Royal Filet handfiletiert mit Haut tiefgekühlt Deutsche See verfügbar | Georgia Bornheim Rheinland | Deutsche See – Dorade Royal handfiletierte Portionen TK | IN_STOCK FROZEN_SHIPPING","EVIDENCE_REQUIRED|BORDERLINE_PLANNED"
"SEA_SNAILS","Meeresschnecken","APPLICABLE","Offene Vorgabe für kulinarisch verwendete Meeresschnecken; Art, Größe und Zuschnitt bleiben wählbar. Nicht Muscheln, Tintenfische oder Landschnecken.","NICHE_IMPORT","Katalogpfad essbare Schnecken → Schalen- und Krustentiere → Weichtiere → Fisch und Meeresfrüchte. Warengruppe Fisch oder Meeresfrucht, formrelevanter Prüfhinweis aus der vollständigen Definition: »Nicht Muscheln, Tintenfische oder Landschnecken«. Der v2-Anker hält den Engpass fest: Einige koreanische Dosenprodukte belegen Beschaffbarkeit aber der Markt bleibt eng und produktformspezifisch.","DIFFICULT","Meeresschnecken: Einige koreanische Dosenprodukte belegen Beschaffbarkeit aber der Markt bleibt eng und produktformspezifisch.","REQUIRED","Meeresschnecken | Form: Nicht Muscheln, Tintenfische oder Landschnecken | Deutschland EU Exakttreffer Bestand Logistik Fisch oder Meeresfrucht | freigegebener v2-Anker","REFERENCE_ANCHOR|EVIDENCE_REQUIRED|FORM_OR_ROUTE_FRAGILE"
"SEAFOOD","Fisch und Meeresfrüchte","APPLICABLE","Offene Vorgabe für Fisch und essbare Meerestiere; konkrete Tiergruppe, Fettgehalt und Produktform bleiben wählbar.","GENERAL_LOCAL","Katalogpfad eigenständige Katalogwurzel. Warengruppe Fisch oder Meeresfrucht, formrelevanter Prüfhinweis aus der vollständigen Definition: »konkrete Tiergruppe, Fettgehalt und Produktform bleiben wählbar«. Regelweg in Bornheim über die gewöhnliche Bornheimer Auslage »Fischkühlung, Fischtheke oder Tiefkühlabteilung«.","EASY","Fisch und Meeresfrüchte: gewöhnlicher lokaler Bezugsweg über den Bereich »Fischkühlung, Fischtheke oder Tiefkühlabteilung«.","OPTIONAL","Fisch und Meeresfrüchte | Form: konkrete Tiergruppe, Fettgehalt und Produktform bleiben wählbar | Bornheim Fischkühlung, Fischtheke oder Tiefkühlabteilung gewöhnlicher Handel",""
"SEAWEED","Algen","APPLICABLE","Essbare Meeresalgen; konkrete Arten und Produkte können geschmacklich stark variieren.","GENERAL_BROAD","Katalogpfad Gemüse. Warengruppe getrocknete Alge, formrelevanter Prüfhinweis aus der vollständigen Definition: »konkrete Arten und Produkte können geschmacklich stark variieren«. Allgemein planbarer, aber nicht lokal garantierter Weg über eine reguläre Onlinebestellung im allgemeinen Handel mit formgenauer Artikelsuche.","PLANNED","Algen ist über eine reguläre Onlinebestellung im allgemeinen Handel mit formgenauer Artikelsuche im allgemeinen deutschen Handel planbar, lokal aber kein verlässlicher Standardartikel.","OPTIONAL","Algen | Form: konkrete Arten und Produkte können geschmacklich stark variieren | Bornheim gezielter Einkauf Deutschland Asia- oder internationales Trockenwarenregal",""
"SEEDS","Kerne und Samen","APPLICABLE","Offene Vorgabe für kulinarisch genutzte Kerne und Samen; Sorte, Röstung und Zerkleinerung bleiben wählbar.","GENERAL_LOCAL","Katalogpfad eigenständige Katalogwurzel. Warengruppe Nuss, Saat oder Mus, formrelevanter Prüfhinweis aus der vollständigen Definition: »Sorte, Röstung und Zerkleinerung bleiben wählbar«. Regelweg in Bornheim über ortsübliche Vollsortimenter rund um Bornheim, konkret im Bereich »Nuss-, Saaten- oder Nussmusregal«.","EASY","Kerne und Samen: gewöhnlicher lokaler Bezugsweg über den Bereich »Nuss-, Saaten- oder Nussmusregal«.","OPTIONAL","Kerne und Samen | Form: Sorte, Röstung und Zerkleinerung bleiben wählbar | Bornheim Nuss-, Saaten- oder Nussmusregal gewöhnlicher Handel",""
"SEITAN","Seitan","APPLICABLE","Festes proteinreiches Lebensmittel aus ausgewaschenem oder isoliertem Weizengluten; natur oder neutral vorgewürzt verwendbar.","GENERAL_BROAD","Katalogpfad pflanzliches Proteinprodukt. Warengruppe pflanzliches Proteinprodukt, formrelevanter Prüfhinweis aus der vollständigen Definition: »natur oder neutral vorgewürzt verwendbar«. Allgemein planbarer, aber nicht lokal garantierter Weg über eine konkrete Vorbestellung oder Bestandsabfrage für pflanzliches Proteinprodukt.","PLANNED","Seitan ist über eine konkrete Vorbestellung oder Bestandsabfrage für pflanzliches Proteinprodukt im allgemeinen deutschen Handel planbar, lokal aber kein verlässlicher Standardartikel.","OPTIONAL","Seitan | Form: natur oder neutral vorgewürzt verwendbar | Bornheim gezielter Einkauf Deutschland Kühlregal für Tofu und pflanzliche Proteinprodukte",""
"SEMOLINA","Hartweizengrieß","APPLICABLE","Körniger Hartweizengrieß für Teige, Breie oder Bindung; nicht feines Weizenmehl.","GENERAL_LOCAL","Katalogpfad Getreide oder Pseudogetreide → stärkehaltige Zutat oder Sättigungsbeilage. Warengruppe Getreide- oder Stärkeware, formrelevanter Prüfhinweis aus der vollständigen Definition: »nicht feines Weizenmehl«. Regelweg in Bornheim über den Bereich »Reis-, Mehl-, Nudel- oder Trockenwarenregal« eines gewöhnlichen Bornheimer Vollsortimenters.","EASY","Hartweizengrieß: gewöhnlicher lokaler Bezugsweg über den Bereich »Reis-, Mehl-, Nudel- oder Trockenwarenregal«.","OPTIONAL","Hartweizengrieß | Form: nicht feines Weizenmehl | Bornheim Reis-, Mehl-, Nudel- oder Trockenwarenregal gewöhnlicher Handel",""
"SERRANO_CHILI","Serrano-Chili","APPLICABLE","Schlanke frische Serrano-Chili mit mittlerer bis hoher Schärfe und frischem grünen Aroma.","NICHE_IMPORT","Katalogpfad frische Chili → Fruchtgemüse → Gemüse. Warengruppe Gemüse oder Pilz, formrelevanter Prüfhinweis aus der vollständigen Definition: »mittlerer bis hoher Schärfe und frischem grünen Aroma«. Nur der schmale Händlerweg über México Mágico – fresh Serrano listing ist positiv belegt; Frischeversand begrenzt Form, Bestand oder Logistik.","DIFFICULT","Serrano-Chili: Nur der schmale Händlerweg über México Mágico – fresh Serrano listing ist positiv belegt; Frischeversand begrenzt Form, Bestand oder Logistik.","REQUIRED","Serrano-Chili | Form: mittlerer bis hoher Schärfe und frischem grünen Aroma | Deutschland EU Exakttreffer Bestand Logistik Gemüse oder Pilz | geprüfte Quellen: México Mágico – fresh Serrano listing","EVIDENCE_REQUIRED|FORM_OR_ROUTE_FRAGILE"
"SERRANO_HAM","Serrano-Schinken","APPLICABLE","Spanischer luftgetrockneter Rohschinken nach Serrano-Art; nicht italienischer Prosciutto.","GENERAL_LOCAL","Katalogpfad Schinken → gepökeltes oder luftgetrocknetes Fleisch → Schweinefleisch → Fleisch. Warengruppe Wurst oder Pökelfleisch, formrelevanter Prüfhinweis aus der vollständigen Definition: »nicht italienischer Prosciutto«. Regelweg in Bornheim über das örtliche Sortiment »Wurstkühlung oder Bedientheke« beim Wocheneinkauf in Bornheim.","EASY","Serrano-Schinken: gewöhnlicher lokaler Bezugsweg über den Bereich »Wurstkühlung oder Bedientheke«.","OPTIONAL","Serrano-Schinken | Form: nicht italienischer Prosciutto | Bornheim Wurstkühlung oder Bedientheke gewöhnlicher Handel","RATING_RECONCILED_V2"
"SESAME_OIL","Sesamöl","APPLICABLE","Öl aus Sesam; geröstetes Öl ist intensiv würzend, helles ungeröstetes Öl milder und hitzetauglicher.","GENERAL_BROAD","Katalogpfad Speiseöl → Kochfett. Warengruppe Speiseöl oder Kochfett, formrelevanter Prüfhinweis aus der vollständigen Definition: »intensiv würzend, helles ungeröstetes Öl milder und hitzetauglicher«. Allgemein planbarer, aber nicht lokal garantierter Weg über eine konkrete Vorbestellung oder Bestandsabfrage für Speiseöl oder Kochfett.","PLANNED","Sesamöl ist über eine konkrete Vorbestellung oder Bestandsabfrage für Speiseöl oder Kochfett im allgemeinen deutschen Handel planbar, lokal aber kein verlässlicher Standardartikel.","OPTIONAL","Sesamöl | Form: intensiv würzend, helles ungeröstetes Öl milder und hitzetauglicher | Bornheim gezielter Einkauf Deutschland Öl- und Kochfettregal",""
"SESAME_SEEDS","Sesam","APPLICABLE","Sesamsamen mit nussigem Aroma; hell oder schwarz, roh oder geröstet verwendbar.","GENERAL_LOCAL","Katalogpfad Kerne und Samen. Warengruppe Nuss, Saat oder Mus, formrelevanter Prüfhinweis aus der vollständigen Definition: »hell oder schwarz, roh oder geröstet verwendbar«. Regelweg in Bornheim über den regulären Bornheimer Regalweg »Nuss-, Saaten- oder Nussmusregal«.","EASY","Sesam: gewöhnlicher lokaler Bezugsweg über den Bereich »Nuss-, Saaten- oder Nussmusregal«.","OPTIONAL","Sesam | Form: hell oder schwarz, roh oder geröstet verwendbar | Bornheim Nuss-, Saaten- oder Nussmusregal gewöhnlicher Handel",""
"SHALLOT","Schalotte","APPLICABLE","Kleine längliche Schalotte mit feinerem, milderem Zwiebelaroma; nicht Frühlingszwiebel.","GENERAL_LOCAL","Katalogpfad Lauch- und Zwiebelgemüse → Gemüse. Warengruppe Gemüse oder Pilz, formrelevanter Prüfhinweis aus der vollständigen Definition: »nicht Frühlingszwiebel«. Regelweg in Bornheim über die gewöhnliche Bornheimer Auslage »Obst- und Gemüseabteilung«.","EASY","Schalotte: gewöhnlicher lokaler Bezugsweg über den Bereich »Obst- und Gemüseabteilung«.","OPTIONAL","Schalotte | Form: nicht Frühlingszwiebel | Bornheim Obst- und Gemüseabteilung gewöhnlicher Handel",""
"SHAOXING_WINE","Shaoxing-Reiswein","APPLICABLE","Chinesischer fermentierter Reiswein nach Shaoxing-Art mit nussig-oxidativem Aroma; als Kochwein, nicht Reisessig.","SPECIALTY_BROAD","Katalogpfad Kochalkohol. Warengruppe Kochalkohol, formrelevanter Prüfhinweis aus der vollständigen Definition: »als Kochwein, nicht Reisessig«. Breiter einschlägiger Spezialmarkt über die voneinander unabhängigen Händler My-Asia-Shop – Shaoxing cooking rice wine 750 ml sowie Asia Street Food – Shaoxing rice wine 750 ml.","SPECIALTY","Shaoxing-Reiswein ist im einschlägigen Spezialmarkt breit etabliert; dokumentierte reguläre Wege sind die voneinander unabhängigen Händler My-Asia-Shop – Shaoxing cooking rice wine 750 ml sowie Asia Street Food – Shaoxing rice wine 750 ml.","REQUIRED","Shaoxing-Reiswein | Form: als Kochwein, nicht Reisessig | Deutschland unabhängige Spezialhändler Kochalkohol | geprüfte Quellen: My-Asia-Shop – Shaoxing cooking rice wine 750 ml ; Asia Street Food – Shaoxing rice wine 750 ml","EVIDENCE_REQUIRED"
"SHELLFISH","Schalen- und Krustentiere","APPLICABLE","Offene Vorgabe für Schalen- und Krustentiere, insbesondere Krebstiere und zweischalige Muscheln.","GENERAL_LOCAL","Katalogpfad Fisch und Meeresfrüchte. Warengruppe Fisch oder Meeresfrucht, formrelevanter Prüfhinweis aus der vollständigen Definition: »Schalen- und Krustentiere, insbesondere Krebstiere und zweischalige Muscheln«. Regelweg in Bornheim über die regulären lokalen Sortimente REWE ja! – Eismeergarnelen 100 g sowie EDEKA – Eismeer-Garnelen 225 g.","EASY","Schalen- und Krustentiere: gewöhnlicher lokaler Bezugsweg über die regulären lokalen Sortimente REWE ja! – Eismeergarnelen 100 g sowie EDEKA – Eismeer-Garnelen 225 g.","REQUIRED","Schalen- und Krustentiere | Form: Schalen- und Krustentiere, insbesondere Krebstiere und zweischalige Muscheln | Bornheim Fischkühlung, Fischtheke oder Tiefkühlabteilung gewöhnlicher Handel | geprüfte Quellen: REWE ja! – Eismeergarnelen 100 g ; EDEKA – Eismeer-Garnelen 225 g","EVIDENCE_REQUIRED|BORDERLINE_PLANNED|RATING_RECONCILED_V2"
"SHERRY","Sherry","APPLICABLE","Aufgespriteter spanischer Wein nach Sherry-Art; trocken-oxidative bis süße Stile sind je nach Gericht möglich.","GENERAL_BROAD","Katalogpfad Kochalkohol. Warengruppe Kochalkohol, formrelevanter Prüfhinweis aus der vollständigen Definition: »trocken-oxidative bis süße Stile sind je nach Gericht möglich«. Allgemein planbarer, aber nicht lokal garantierter Weg über eine gezielte Bestellung oder Sortimentsprüfung bei REWE – Lustau Medium Dry Sherry 0.75 l.","PLANNED","Sherry ist über eine gezielte Bestellung oder Sortimentsprüfung bei REWE – Lustau Medium Dry Sherry 0.75 l im allgemeinen deutschen Handel planbar, lokal aber kein verlässlicher Standardartikel.","REQUIRED","Sherry | Form: trocken-oxidative bis süße Stile sind je nach Gericht möglich | Bornheim gezielter Einkauf Deutschland Getränke-, Wein- oder Spirituosenregal | geprüfte Quellen: REWE – Lustau Medium Dry Sherry 0.75 l","EVIDENCE_REQUIRED|BORDERLINE_PLANNED"
"SHERRY_VINEGAR","Sherryessig","APPLICABLE","Aus Sherrywein erzeugter gereifter Essig mit nussig-komplexer Säure; nicht Sherry oder Rotweinessig.","GENERAL_BROAD","Katalogpfad Essig. Warengruppe Speiseessig, formrelevanter Prüfhinweis aus der vollständigen Definition: »nicht Sherry oder Rotweinessig«. Allgemein planbarer, aber nicht lokal garantierter Weg über den im v2-Anker festgehaltenen Planweg: Breiter allgemeiner Feinkost- und deutscher Onlinehandel ohne Abhängigkeit von einem engen spanischen Importmarkt.","PLANNED","Sherryessig: Breiter allgemeiner Feinkost- und deutscher Onlinehandel ohne Abhängigkeit von einem engen spanischen Importmarkt.","REQUIRED","Sherryessig | Form: nicht Sherry oder Rotweinessig | Bornheim gezielter Einkauf Deutschland Essig- und Ölregal | freigegebener v2-Anker","REFERENCE_ANCHOR|EVIDENCE_REQUIRED|BORDERLINE_PLANNED"
"SHIITAKE","Shiitake","APPLICABLE","Shiitake mit fleischigem Biss und kräftigem Umami; frisch oder getrocknet, wobei Trockenware intensiver schmeckt.","GENERAL_BROAD","Katalogpfad Pilze → Gemüse. Warengruppe Gemüse oder Pilz, formrelevanter Prüfhinweis aus der vollständigen Definition: »frisch oder getrocknet, wobei Trockenware intensiver schmeckt«. Allgemein planbarer, aber nicht lokal garantierter Weg über eine konkrete Vorbestellung oder Bestandsabfrage für Gemüse oder Pilz.","PLANNED","Shiitake ist über eine konkrete Vorbestellung oder Bestandsabfrage für Gemüse oder Pilz im allgemeinen deutschen Handel planbar, lokal aber kein verlässlicher Standardartikel.","OPTIONAL","Shiitake | Form: frisch oder getrocknet, wobei Trockenware intensiver schmeckt | Bornheim gezielter Einkauf Deutschland Obst- und Gemüseabteilung",""
"SHIMEJI","Shimeji","APPLICABLE","Büschelig wachsende japanische Zuchtpilze mit festem Biss und mild-nussigem Aroma; braune und weiße Formen sind umfasst.","GENERAL_BROAD","Asia4Friends zeigt frische braune Shimeji-Buchenpilze im 150-g-Pack aktuell lagernd. Die braune Form ist ausdrücklich umfasst; Frischversand mit Isoliertasche und Kühlakkus erreicht Bornheim nur bei terminierter Bestellung.","PLANNED","Shimeji: Asia4Friends zeigt frische braune Shimeji-Buchenpilze im 150-g-Pack aktuell lagernd. Die braune Form ist ausdrücklich umfasst; Frischversand mit Isoliertasche und Kühlakkus erreicht Bornheim nur bei terminierter Bestellung.","REQUIRED","frische braune Shimeji Buchenpilze 150 g Asia4Friends Kühlakku Lagerbestand Bornheim","EVIDENCE_REQUIRED|BORDERLINE_PLANNED"
"SHIRATAKI","Shirataki-Nudeln","APPLICABLE","Transparente, sehr stärkearme Nudeln aus Konjak mit elastischem Biss; nicht Glas- oder Reisnudeln.","GENERAL_BROAD","Katalogpfad Nudeln → stärkehaltige Zutat oder Sättigungsbeilage. Warengruppe Getreide- oder Stärkeware, formrelevanter Prüfhinweis aus der vollständigen Definition: »nicht Glas- oder Reisnudeln«. Allgemein planbarer, aber nicht lokal garantierter Weg über eine konkrete Vorbestellung oder Bestandsabfrage für Getreide- oder Stärkeware.","PLANNED","Shirataki-Nudeln ist über eine konkrete Vorbestellung oder Bestandsabfrage für Getreide- oder Stärkeware im allgemeinen deutschen Handel planbar, lokal aber kein verlässlicher Standardartikel.","OPTIONAL","Shirataki-Nudeln | Form: nicht Glas- oder Reisnudeln | Bornheim gezielter Einkauf Deutschland Reis-, Mehl-, Nudel- oder Trockenwarenregal",""
"SHRIMP","Garnelen","APPLICABLE","Garnelen als Krebstiere mit festem, leicht süßlichem Fleisch; Größe, Schale und frisch oder tiefgekühlt bleiben offen.","GENERAL_LOCAL","Katalogpfad Krustentiere → wirbellose Tiere → Schalen- und Krustentiere → Fisch und Meeresfrüchte. Warengruppe Fisch oder Meeresfrucht, formrelevanter Prüfhinweis aus der vollständigen Definition: »Größe, Schale und frisch oder tiefgekühlt bleiben offen«. Regelweg in Bornheim über ortsübliche Vollsortimenter rund um Bornheim, konkret im Bereich »Fischkühlung, Fischtheke oder Tiefkühlabteilung«.","EASY","Garnelen: gewöhnlicher lokaler Bezugsweg über den Bereich »Fischkühlung, Fischtheke oder Tiefkühlabteilung«.","OPTIONAL","Garnelen | Form: Größe, Schale und frisch oder tiefgekühlt bleiben offen | Bornheim Fischkühlung, Fischtheke oder Tiefkühlabteilung gewöhnlicher Handel",""
"SHRIMP_PASTE","Garnelenpaste","APPLICABLE","Offene Familie fermentierter Garnelenpasten mit sehr intensivem salzigem Umami; regionale feste und weiche Formen sind umfasst.","SPECIALTY_BROAD","Katalogpfad fermentierte Würzzutat → fertige Sauce oder Würzpaste → Sauce, Würzmittel oder Paste. Warengruppe Sauce oder Würzpaste, formrelevanter Prüfhinweis aus der vollständigen Definition: »regionale feste und weiche Formen sind umfasst«. Breiter einschlägiger Spezialmarkt über die voneinander unabhängigen Händler Village Foods – Por Kwan shrimp paste 200 g sowie Asiashoponline – Mae Pranom shrimp paste 350 g.","SPECIALTY","Garnelenpaste ist im einschlägigen Spezialmarkt breit etabliert; dokumentierte reguläre Wege sind die voneinander unabhängigen Händler Village Foods – Por Kwan shrimp paste 200 g sowie Asiashoponline – Mae Pranom shrimp paste 350 g.","REQUIRED","Garnelenpaste | Form: regionale feste und weiche Formen sind umfasst | Deutschland unabhängige Spezialhändler Sauce oder Würzpaste | geprüfte Quellen: Village Foods – Por Kwan shrimp paste 200 g ; Asiashoponline – Mae Pranom shrimp paste 350 g","EVIDENCE_REQUIRED"
"SICHUAN_PEPPER","Szechuanpfeffer","APPLICABLE","Aromatische Samenkapseln verschiedener Zanthoxylum-Arten mit zitrischem Duft und prickelnd-betäubender Wirkung; kein echter Pfeffer.","SPECIALTY_BROAD","Katalogpfad Gewürz oder trockenes Würzmittel. Warengruppe Gewürz, formrelevanter Prüfhinweis aus der vollständigen Definition: »kein echter Pfeffer«. Breiter einschlägiger Spezialmarkt über die voneinander unabhängigen Händler Asiafoodland – whole wild Sichuan pepper 50 g sowie Gewürze der Welt – Sichuan pepper range.","SPECIALTY","Szechuanpfeffer ist im einschlägigen Spezialmarkt breit etabliert; dokumentierte reguläre Wege sind die voneinander unabhängigen Händler Asiafoodland – whole wild Sichuan pepper 50 g sowie Gewürze der Welt – Sichuan pepper range.","REQUIRED","Szechuanpfeffer | Form: kein echter Pfeffer | Deutschland unabhängige Spezialhändler Gewürz | geprüfte Quellen: Asiafoodland – whole wild Sichuan pepper 50 g ; Gewürze der Welt – Sichuan pepper range","EVIDENCE_REQUIRED"
