"concept_code","display_name","review_applicability","product_form_basis","market_class","market_basis","proposed_availability","availability_note","evidence_requirement","evidence_search_terms","review_flags"
"ROOT_VEGETABLES","Wurzel- und Knollengemüse","APPLICABLE","Offene Vorgabe für kulinarisch genutzte Wurzeln und Knollen; Art, Stärkegehalt und Süße bleiben wählbar.","GENERAL_LOCAL","Die Beschaffung von „Wurzel- und Knollengemüse“ erfolgt in Rostock über die Gemüseabteilung eines gewöhnlichen großen Rostocker Supermarkts.","EASY","Wurzel- und Knollengemüse: gewöhnlicher lokaler Bezugsweg über den Bereich »Wurzel- und Knollengemüse«.","OPTIONAL","Wurzel- und Knollengemüse Offene Vorgabe für kulinarisch genutzte Wurzeln und Knollen; Tobias Rostock Gemüse frisch TK genaue Sorte; Gemüse; Die Gemüseabteilung eines gewöhnlichen großen Rostocker Supermarkts; reguläres Sortiment Filialverfügbarkeit; die exakt festgelegte Darreichung","TOBIAS_ROSTOCK_PROFILE"
"ROQUEFORT","Roquefort","APPLICABLE","Französischer Blauschimmelkäse aus Schafmilch nach Roquefort-AOP; kräftig, salzig und ausgeprägt würzig. Nicht generischer Blauschimmelkäse.","GENERAL_BROAD","Formatta – Roquefort AOP Papillon belegt formgenau: Formatta führt Roquefort AOP Papillon aus Schafrohmilch als aktuell lieferbaren, formgenauen Blauschimmelkäse. Für Tobias in Rostock gilt: Deutschlandweiter Kühlversand in Thermobox; 1–3 Werktage; Logistik CHILLED_SHIPPING. Thermobox und Versandkosten bleiben nötig; generischer Kuhmilch-Blauschimmelkäse trägt den Nachweis nicht.","PLANNED","Roquefort: Formatta führt Roquefort AOP Papillon aus Schafrohmilch als aktuell lieferbaren, formgenauen Blauschimmelkäse.","OPTIONAL","Formatta Roquefort AOP Papillon Schafrohmilch lieferbar | Tobias in Rostock | IN_STOCK CHILLED_SHIPPING","TOBIAS_ROSTOCK_PROFILE"
"ROSEMARY","Rosmarin","APPLICABLE","Rosmarinnadeln mit harzigem, kampferartigem Aroma; frisch oder getrocknet sparsam verwendbar.","GENERAL_LOCAL","Tobias prüft „Rosmarin“ in Rostock über die Kräuterkühlung der Obst- und Gemüseabteilung eines gewöhnlichen großen Rostocker Supermarkts.","EASY","Rosmarin: Rostocker Bezugsweg über die Kräuterkühlung der Obst- und Gemüseabteilung eines gewöhnlichen großen Rostocker Supermarkts.","OPTIONAL","Rosmarin Rosmarinnadeln mit harzigem, kampferartigem Aroma; Tobias Rostock frische Kräuter Bund Topf genaue Art; Kräuter und Würzblätter; Die Kräuterkühlung der Obst- und Gemüseabteilung eines gewöhnlichen großen Rostocker Supermarkts; reguläres Sortiment Filialverfügbarkeit; die verlangte frische Form","TOBIAS_ROSTOCK_PROFILE|FORM_SENSITIVE"
"RUM","Rum","APPLICABLE","Spirituose aus Zuckerrohrprodukten; weißer, goldener oder dunkler Rum und Süßegrad bleiben offen.","GENERAL_LOCAL","Beim Einkauf von „Rum“ nutzt Tobias das Spirituosen- oder Weinregal eines gewöhnlichen großen Rostocker Supermarkts.","EASY","Rum: gewöhnlicher lokaler Bezugsweg über den Bereich »Rum«.","OPTIONAL","Rum Spirituose aus Zuckerrohrprodukten; weißer, goldener oder dunkler Rum und…; Tobias Rostock Getränkehandel Kochalkohol genaue Sorte; Kochalkohol; Das Spirituosen- oder Weinregal eines gewöhnlichen großen Rostocker Supermarkts; reguläres Sortiment Filialverfügbarkeit; die exakt festgelegte Darreichung","TOBIAS_ROSTOCK_PROFILE"
"RUTABAGA","Steckrübe","APPLICABLE","Steckrübe mit dichtem gelblichem Fleisch und mild erdig-süßlichem Kohlaroma; nicht Speiserübe.","GENERAL_LOCAL","Beim Einkauf von „Steckrübe“ nutzt Tobias die Gemüseabteilung eines gewöhnlichen großen Rostocker Supermarkts.","EASY","Steckrübe: gewöhnlicher lokaler Bezugsweg über den Bereich »Steckrübe«.","OPTIONAL","Steckrübe Steckrübe mit dichtem gelblichem Fleisch und mild erdig-süßlichem Kohlaroma; Tobias Rostock Gemüse frisch TK genaue Sorte; Wurzel- und Knollengemüse; Die Gemüseabteilung eines gewöhnlichen großen Rostocker Supermarkts; reguläres Sortiment Filialverfügbarkeit; die exakt festgelegte Darreichung","TOBIAS_ROSTOCK_PROFILE"
"RYE_BREAD","Roggenbrot","APPLICABLE","Brot mit Roggen als prägendem Getreide; Misch- und Vollkornformen sind umfasst, Sauerteig wird nicht zwingend vorausgesetzt.","GENERAL_LOCAL","Die Beschaffung von „Roggenbrot“ erfolgt in Rostock über das Back-, Süßwaren- oder Brotregal eines gewöhnlichen großen Rostocker Supermarkts.","EASY","Roggenbrot: gewöhnlicher lokaler Bezugsweg über den Bereich »Roggenbrot«.","OPTIONAL","Roggenbrot Brot mit Roggen als prägendem Getreide; Misch- und Vollkornformen sind…; Tobias Rostock Backware Süßungsmittel exakte Form; Brot oder Fladenbrot; Das Back-, Süßwaren- oder Brotregal eines gewöhnlichen großen Rostocker Supermarkts; reguläres Sortiment Filialverfügbarkeit; die exakt festgelegte Darreichung","TOBIAS_ROSTOCK_PROFILE"
"RYE_FLOUR","Roggenmehl","APPLICABLE","Mehl aus Roggen mit kräftigem Getreidearoma; Ausmahlungsgrad bleibt offen.","GENERAL_LOCAL","Der konkrete Bezug von „Roggenmehl“ läuft über das Getreide-, Mehl-, Reis- oder Teigwarenregal eines gewöhnlichen großen Rostocker Supermarkts.","EASY","Roggenmehl: gewöhnlicher lokaler Bezugsweg über den Bereich »Roggenmehl«.","OPTIONAL","Roggenmehl Mehl aus Roggen mit kräftigem Getreidearoma; Tobias Rostock Getreide Stärke Teigware genaue Form; Mehl; Das Getreide-, Mehl-, Reis- oder Teigwarenregal eines gewöhnlichen großen Rostocker Supermarkts; reguläres Sortiment Filialverfügbarkeit; die exakt festgelegte Darreichung","TOBIAS_ROSTOCK_PROFILE"
"SAFFRON","Safran","APPLICABLE","Getrocknete Safranfäden beziehungsweise Narben mit intensiv floral-honigartigem Aroma und starker gelber Färbekraft; sparsam dosieren.","GENERAL_LOCAL","Der konkrete Bezug von „Safran“ läuft über das Gewürz- oder Backregal eines gewöhnlichen großen Rostocker Supermarkts, wobei die Evidenz die menschliche v2-Freigabe für diesen Weg und eine lokale Standortprüfung ausweist.","EASY","Safran: Safran ist normalerweise im gewöhnlichen Gewürzsortiment von Supermärkten erhältlich; der Preis verschlechtert die Beschaffbarkeit nicht.","OPTIONAL","Safran Getrocknete Safranfäden beziehungsweise Narben mit intensiv…; Tobias Rostock Gewürz ganze gemahlene getrocknete Form; Gewürz oder trockenes Würzmittel; Das Gewürz- oder Backregal eines gewöhnlichen großen Rostocker Supermarkts; reguläres Sortiment Filialverfügbarkeit; die getrocknete Produktform","REFERENCE_ANCHOR|TOBIAS_ROSTOCK_PROFILE"
"SAGE","Salbei","APPLICABLE","Salbeiblätter mit kräftig herbem, kampferartigem Aroma; frisch oder getrocknet und meist sparsam verwendet.","GENERAL_LOCAL","Für „Salbei“ führt der Rostocker Marktweg über die Kräuterkühlung der Obst- und Gemüseabteilung eines gewöhnlichen großen Rostocker Supermarkts.","EASY","Salbei: Rostocker Bezugsweg über die Kräuterkühlung der Obst- und Gemüseabteilung eines gewöhnlichen großen Rostocker Supermarkts.","OPTIONAL","Salbei Salbeiblätter mit kräftig herbem, kampferartigem Aroma; Tobias Rostock frische Kräuter Bund Topf genaue Art; Kräuter und Würzblätter; Die Kräuterkühlung der Obst- und Gemüseabteilung eines gewöhnlichen großen Rostocker Supermarkts; reguläres Sortiment Filialverfügbarkeit; die verlangte frische Form","TOBIAS_ROSTOCK_PROFILE|FORM_SENSITIVE"
"SAI_UA","Sai Ua","APPLICABLE","Nordthailändische grobe Schweinewurst mit Zitronengras, Makrut-Limettenblatt, Chili und weiteren Kräutern; meist gegrillt und aromatisch-intensiv. Nicht mit der fermentierten Sai Krok Isan gleichsetzen.","NICHE_IMPORT","Tobias prüft „Sai Ua“ in Rostock über Yak Thai – Sai Ua 2 x 250 g, wobei die Evidenz beim Abruf verfügbaren Bestand und Kühlversand ausweist.","DIFFICULT","Sai Ua: Rostocker Bezugsweg über Yak Thai – Sai Ua 2 x 250 g; dokumentiert sind beim Abruf verfügbaren Bestand und Kühlversand.","REQUIRED","Sai Ua Nordthailändische grobe Schweinewurst mit Zitronengras, Makrut-Limettenblatt…; Tobias Rostock Fleisch Wurst exakte Tierart Zuschnitt; Schweinefleisch / Wurst; Yak Thai – Sai Ua 2 x 250 g; Bestand Produktform Versandlogistik; die präzise tierische Produktform","TOBIAS_ROSTOCK_PROFILE|FORM_OR_LOGISTICS_RISK|RESEARCH_REQUIRED"
"SAKE","Sake","APPLICABLE","Japanisches vergorenes Reisgetränk; trocken bis süß und als Kochsake oder Trinkqualität verwendbar, nicht Mirin.","GENERAL_BROAD","Bremer Weinkolleg – Akashi Sake Junmai belegt formgenau: Der etablierte Weinhandel bietet Akashi Junmai als traditionell aus fermentiertem Reis gebrauten Trink-Sake sofort verfügbar an. Für Tobias in Rostock gilt: DHL-Versand ausschließlich innerhalb Deutschlands; 2–4 Werktage nach Bornheim und Rostock; Logistik STANDARD_SHIPPING. Altersprüfung und Versandkosten gelten; Mirin sowie beliebige Kochsake-Produkte werden nicht als Formersatz verwendet.","PLANNED","Sake: Der etablierte Weinhandel bietet Akashi Junmai als traditionell aus fermentiertem Reis gebrauten Trink-Sake sofort verfügbar an.","OPTIONAL","Bremer Weinkolleg Akashi Sake Junmai sofort verfügbar Deutschland | Tobias in Rostock | IN_STOCK STANDARD_SHIPPING","TOBIAS_ROSTOCK_PROFILE"
"SALAD_GREENS","Blattsalat","APPLICABLE","Offene Vorgabe für roh geeignete Blattsalate; Sorte, Bitterkeit und Blattstruktur bleiben wählbar.","GENERAL_LOCAL","Für „Blattsalat“ wird das Angebot über die Gemüseabteilung eines gewöhnlichen großen Rostocker Supermarkts kontrolliert.","EASY","Blattsalat: gewöhnlicher lokaler Bezugsweg über den Bereich »Blattsalat«.","OPTIONAL","Blattsalat Offene Vorgabe für roh geeignete Blattsalate; Tobias Rostock Gemüse frisch TK genaue Sorte; Blattgemüse; Die Gemüseabteilung eines gewöhnlichen großen Rostocker Supermarkts; reguläres Sortiment Filialverfügbarkeit; die exakt festgelegte Darreichung","TOBIAS_ROSTOCK_PROFILE"
"SALAMI","Salami","APPLICABLE","Luftgetrocknete beziehungsweise gereifte Rohwurst der Salami-Familie; Tierart, Körnung und Würzung können variieren.","GENERAL_LOCAL","Beim Einkauf von „Salami“ nutzt Tobias die Fleischkühlung oder Bedientheke eines gewöhnlichen großen Rostocker Supermarkts.","EASY","Salami: gewöhnlicher lokaler Bezugsweg über den Bereich »Salami«.","OPTIONAL","Salami Luftgetrocknete beziehungsweise gereifte Rohwurst der Salami-Familie; Tobias Rostock Fleisch Wurst exakte Tierart Zuschnitt; gepökeltes oder luftgetrocknetes Fleisch / Schweinefleisch; Die Fleischkühlung oder Bedientheke eines gewöhnlichen großen Rostocker Supermarkts; reguläres Sortiment Filialverfügbarkeit; die getrocknete Produktform","TOBIAS_ROSTOCK_PROFILE"
"SALMON","Lachs","APPLICABLE","Lachs als fettreicher Fisch mit festem, saftigem Fleisch; frisch oder tiefgekühlt, nicht bereits geräuchert oder gebeizt.","GENERAL_LOCAL","Für „Lachs“ wird das Angebot über die Fischkühlung, Tiefkühltruhe oder Fischtheke eines gewöhnlichen großen Rostocker Supermarkts kontrolliert.","EASY","Lachs: gewöhnlicher lokaler Bezugsweg über den Bereich »Lachs«.","OPTIONAL","Lachs Lachs als fettreicher Fisch mit festem, saftigem Fleisch; Tobias Rostock Fisch Seafood Frische TK genauer Zuschnitt; fettreicher Fisch; Die Fischkühlung, Tiefkühltruhe oder Fischtheke eines gewöhnlichen großen Rostocker Supermarkts; reguläres Sortiment Filialverfügbarkeit; die zugelassene Frisch- oder Tiefkühlform","TOBIAS_ROSTOCK_PROFILE|FORM_SENSITIVE"
"SALMON_ROE","Lachsrogen","APPLICABLE","Lachsrogen mit großen orangefarbenen, salzig platzenden Eiern; meist gesalzen als Ikura erhältlich.","GENERAL_BROAD","Deutsche See – Keta-Wildlachs Kaviar 100 g belegt: Der verfügbare Keta-Wildlachs-Kaviar enthält große bernsteinfarbene Lachsrogeneier und wird gekühlt bei minus drei bis plus drei Grad Celsius geführt. Der Bezug erfolgt über Deutschland und Österreich; gekühlte GO!-Express-Lieferung zum Wunschtermin; maßgeblich ist CHILLED_SHIPPING. Die Route belegt gesalzenen Keta-Lachsrogen, nicht andere Lachsarten oder ungesalzenen Rogen.","PLANNED","Lachsrogen: Der verfügbare Keta-Wildlachs-Kaviar enthält große bernsteinfarbene Lachsrogeneier und wird gekühlt bei minus drei bis plus drei Grad Celsius geführt.","REQUIRED","Keta Wildlachs Kaviar Lachsrogen gesalzen orange 100 g Deutsche See verfügbar | Tobias Rostock | Deutsche See – Keta-Wildlachs Kaviar 100 g | IN_STOCK CHILLED_SHIPPING","TOBIAS_ROSTOCK_PROFILE|RESEARCH_REQUIRED"
"SALSA","Salsa","APPLICABLE","Fertige oder frisch zubereitete mexikanisch geprägte Würzsauce; Tomaten-, Chili-, Frucht- und Rohvarianten sind möglich.","GENERAL_LOCAL","Für „Salsa“ führt der Rostocker Marktweg über das Saucen-, Essig- oder Feinkostregal eines gewöhnlichen großen Rostocker Supermarkts.","EASY","Salsa: Rostocker Bezugsweg über das Saucen-, Essig- oder Feinkostregal eines gewöhnlichen großen Rostocker Supermarkts.","OPTIONAL","Salsa Fertige oder frisch zubereitete mexikanisch geprägte Würzsauce; Tobias Rostock Würzsauce Paste Essig exakte Sorte; fertige Sauce oder Würzpaste; Das Saucen-, Essig- oder Feinkostregal eines gewöhnlichen großen Rostocker Supermarkts; reguläres Sortiment Filialverfügbarkeit; die verlangte frische Form","TOBIAS_ROSTOCK_PROFILE|FORM_SENSITIVE"
"SALTED_DUCK_EGG","gesalzenes Entenei","APPLICABLE","Durch Salz beziehungsweise Lake konserviertes Entenei, philippinisch insbesondere als itlog na maalat bekannt. Gemeint ist das ganze Ei; nicht Balut und nicht Salted-Egg-Pulver oder bloßes Salted-Egg-Aroma.","SPECIALTY_BROAD","Tobias prüft „gesalzenes Entenei“ in Rostock über Reissack – Goosun salted duck eggs 432 g und Warindo – cooked salted duck eggs 360 g, wobei die Evidenz eine vor dem Einkauf erneut zu prüfende Verfügbarkeit und Standardversand ausweist.","SPECIALTY","gesalzenes Entenei: Rostocker Bezugsweg über Reissack – Goosun salted duck eggs 432 g und Warindo – cooked salted duck eggs 360 g; dokumentiert sind eine vor dem Einkauf erneut zu prüfende Verfügbarkeit und Standardversand.","REQUIRED","gesalzenes Entenei Durch Salz beziehungsweise Lake konserviertes Entenei, philippinisch…; Tobias Rostock Ei genaue Tierart frisch konserviert; Entenei; Reissack – Goosun salted duck eggs 432 g | Warindo – cooked salted duck eggs 360 g; mehrere unabhängige Fachhändler Marktbreite; die konservierte Produktform","TOBIAS_ROSTOCK_PROFILE|SPECIALTY_MARKET_BREADTH|RESEARCH_REQUIRED"
"SALTY_LIQUORICE","Salzlakritz","APPLICABLE","Salzige Lakritzware mit Süßholz und typischerweise Salmiak (Ammoniumchlorid); bewusst von allgemeiner beziehungsweise rein süßer Lakritzware abgegrenzt.","GENERAL_LOCAL","Beim Einkauf von „Salzlakritz“ nutzt Tobias das Back-, Süßwaren- oder Brotregal eines gewöhnlichen großen Rostocker Supermarkts.","EASY","Salzlakritz: gewöhnlicher lokaler Bezugsweg über den Bereich »Salzlakritz«.","OPTIONAL","Salzlakritz Salzige Lakritzware mit Süßholz und typischerweise Salmiak (Ammoniumchlorid); Tobias Rostock Backware Süßungsmittel exakte Form; Lakritz; Das Back-, Süßwaren- oder Brotregal eines gewöhnlichen großen Rostocker Supermarkts; reguläres Sortiment Filialverfügbarkeit; die exakt festgelegte Darreichung","TOBIAS_ROSTOCK_PROFILE"
"SAMBAL","Sambal","APPLICABLE","Chilipaste oder Chilisauce mit je nach Variante unterschiedlicher Schärfe, Konsistenz und Aromatik; nicht auf Sambal Oelek beschränkt.","GENERAL_LOCAL","Die Beschaffung von „Sambal“ erfolgt in Rostock über das Saucen-, Essig- oder Feinkostregal eines gewöhnlichen großen Rostocker Supermarkts.","EASY","Sambal: gewöhnlicher lokaler Bezugsweg über den Bereich »Sambal«.","OPTIONAL","Sambal Chilipaste oder Chilisauce mit je nach Variante unterschiedlicher Schärfe…; Tobias Rostock Würzsauce Paste Essig exakte Sorte; Chilisauce oder -paste; Das Saucen-, Essig- oder Feinkostregal eines gewöhnlichen großen Rostocker Supermarkts; reguläres Sortiment Filialverfügbarkeit; die exakt festgelegte Darreichung","TOBIAS_ROSTOCK_PROFILE"
"SAMBAL_BRANDAL","Sambal Brandal","APPLICABLE","Gebratenes indonesisches Sambal mit Chili, Aromaten und häufig süßlich-würziger Tiefe; nicht Sambal Oelek.","SPECIALTY_BROAD","Tobias prüft „Sambal Brandal“ in Rostock über Asian Brand – Koningsvogel Sambal Brandal und Hollandshop24 – Conimex Sambal Brandal, wobei die Evidenz beim Abruf verfügbaren Bestand und Standardversand ausweist.","SPECIALTY","Sambal Brandal: Rostocker Bezugsweg über Asian Brand – Koningsvogel Sambal Brandal und Hollandshop24 – Conimex Sambal Brandal; dokumentiert sind beim Abruf verfügbaren Bestand und Standardversand.","REQUIRED","Sambal Brandal Gebratenes indonesisches Sambal mit Chili, Aromaten und häufig…; Tobias Rostock Lebensmittel genaue Produktform; Sambal; Asian Brand – Koningsvogel Sambal Brandal | Hollandshop24 – Conimex Sambal Brandal; mehrere unabhängige Fachhändler Marktbreite; die exakt festgelegte Darreichung","TOBIAS_ROSTOCK_PROFILE|SPECIALTY_MARKET_BREADTH|RESEARCH_REQUIRED"
"SAMBAL_OELEK","Sambal Oelek","APPLICABLE","Schlichte grobe Chilipaste vor allem aus roten Chilis, Salz und Säure; nicht süßes oder komplex gebratenes Sambal.","GENERAL_LOCAL","Sambal Oelek: das Saucen-, Würzpasten- oder internationale Regal großer Rostocker Supermärkte führt die schlichte grobe Chilipaste aus Chili, Salz und Säure regulär.","EASY","Sambal Oelek: das Saucen-, Würzpasten- oder internationale Regal großer Rostocker Supermärkte führt die schlichte grobe Chilipaste aus Chili, Salz und Säure regulär.","OPTIONAL","Sambal Oelek Schlichte grobe Chilipaste vor allem aus roten Chilis, Salz und Säure; Tobias Rostock Lebensmittel genaue Produktform; Sambal; Das passende Regal oder die Frischeabteilung eines gewöhnlichen großen Rostocker Supermarkts; reguläres Sortiment Filialverfügbarkeit; die exakt festgelegte Darreichung","TOBIAS_ROSTOCK_PROFILE"
"SARDINES","Sardinen","APPLICABLE","Sardinen als kleine fettreiche Meeresfische; frisch oder tiefgekühlt, Dosenware ist eine eigene Produktform.","GENERAL_BROAD","Tobias prüft „Sardinen“ in Rostock über Globus – Escal whole raw frozen sardines, wobei die Evidenz ein dokumentiertes laufendes Angebot und Tiefkühlversand ausweist.","PLANNED","Sardinen: Rostocker Bezugsweg über Globus – Escal whole raw frozen sardines; dokumentiert sind ein dokumentiertes laufendes Angebot und Tiefkühlversand.","REQUIRED","Sardinen Sardinen als kleine fettreiche Meeresfische; Tobias Rostock Fisch Seafood Frische TK genauer Zuschnitt; fettreicher Fisch; Globus – Escal whole raw frozen sardines; gezielter Einkauf Deutschland Wochenvorlauf; die zugelassene Frisch- oder Tiefkühlform","TOBIAS_ROSTOCK_PROFILE|FORM_SENSITIVE|RATING_RECONCILED_V2"
"SAUCES_AND_PASTES","Sauce, Würzmittel oder Paste","APPLICABLE","Offene Vorgabe für Saucen, Würzmittel und Pasten, die ein Gericht geschmacklich prägen; konkrete Basis bleibt offen.","GENERAL_LOCAL","Beim Einkauf von „Sauce, Würzmittel oder Paste“ nutzt Tobias das Saucen-, Essig- oder Feinkostregal eines gewöhnlichen großen Rostocker Supermarkts.","EASY","Sauce, Würzmittel oder Paste: gewöhnlicher lokaler Bezugsweg über den Bereich »Sauce, Würzmittel oder Paste«.","OPTIONAL","Sauce, Würzmittel oder Paste Offene Vorgabe für Saucen, Würzmittel und Pasten, die ein Gericht…; Tobias Rostock Würzsauce Paste Essig exakte Sorte; Saucen, Pasten und Würzen; Das Saucen-, Essig- oder Feinkostregal eines gewöhnlichen großen Rostocker Supermarkts; reguläres Sortiment Filialverfügbarkeit; die exakt festgelegte Darreichung","TOBIAS_ROSTOCK_PROFILE"
"SAUERKRAUT","Sauerkraut","APPLICABLE","Milchsauer fermentierter fein geschnittener Weißkohl mit deutlicher Säure; roh oder gegart verwendbar.","GENERAL_LOCAL","Für „Sauerkraut“ führt der Rostocker Marktweg über das Konserven-, Sauergemüse- oder Feinkostregal eines gewöhnlichen großen Rostocker Supermarkts, wobei die Evidenz die menschliche v2-Freigabe für diesen Weg und eine lokale Standortprüfung ausweist.","EASY","Sauerkraut: Konserve, Beutel oder Kühlware sind im allgemeinen lokalen Handel regelmäßig vorhanden.","OPTIONAL","Sauerkraut Milchsauer fermentierter fein geschnittener Weißkohl mit deutlicher Säure; Tobias Rostock Sauergemüse Konserve Ferment exakte Form; konservierte pflanzliche Zutat; Das Konserven-, Sauergemüse- oder Feinkostregal eines gewöhnlichen großen Rostocker Supermarkts; reguläres Sortiment Filialverfügbarkeit; die exakt festgelegte Darreichung","REFERENCE_ANCHOR|TOBIAS_ROSTOCK_PROFILE"
"SAUSAGE","Wurst","APPLICABLE","Offene Wurstfamilie; Tierart, Brüh-, Koch-, Brat- oder Reifeform und Würzung bleiben bewusst wählbar.","GENERAL_LOCAL","Für „Wurst“ wird das Angebot über die Fleischkühlung oder Bedientheke eines gewöhnlichen großen Rostocker Supermarkts kontrolliert.","EASY","Wurst: gewöhnlicher lokaler Bezugsweg über den Bereich »Wurst«.","OPTIONAL","Wurst Offene Wurstfamilie; Tierart, Brüh-, Koch-, Brat- oder Reifeform und Würzung…; Tobias Rostock Fleisch Wurst exakte Tierart Zuschnitt; Fleisch; Die Fleischkühlung oder Bedientheke eines gewöhnlichen großen Rostocker Supermarkts; reguläres Sortiment Filialverfügbarkeit; die präzise tierische Produktform","TOBIAS_ROSTOCK_PROFILE"
"SAVOY_CABBAGE","Wirsing","APPLICABLE","Wirsing mit gekräuselten zarten Blättern und mild-würzigem Kohlaroma; roh nur bei zarten Blättern, sonst gegart.","GENERAL_LOCAL","Der konkrete Bezug von „Wirsing“ läuft über die Gemüseabteilung eines gewöhnlichen großen Rostocker Supermarkts.","EASY","Wirsing: gewöhnlicher lokaler Bezugsweg über den Bereich »Wirsing«.","OPTIONAL","Wirsing Wirsing mit gekräuselten zarten Blättern und mild-würzigem Kohlaroma; Tobias Rostock Gemüse frisch TK genaue Sorte; Kohlgemüse; Die Gemüseabteilung eines gewöhnlichen großen Rostocker Supermarkts; reguläres Sortiment Filialverfügbarkeit; die exakt festgelegte Darreichung","TOBIAS_ROSTOCK_PROFILE"
"SCALLOPS","Jakobsmuscheln","APPLICABLE","Jakobsmuscheln mit festem, süßlichem Muskelfleisch; mit oder ohne Rogen und frisch oder tiefgekühlt verwendbar.","GENERAL_BROAD","Deutsche See – Jakobsmuschelfleisch TK 200 g belegt: Deutsche See führt verfügbares Jakobsmuschelfleisch der Art Pecten maximus roh, ohne Rogen, glasiert und einzeln tiefgefroren. Der Bezug erfolgt über Deutschland und Österreich; tiefgekühlte GO!-Express-Lieferung zum Wunschtermin; maßgeblich ist FROZEN_SHIPPING. Der Treffer deckt die Variante ohne Rogen ab; Schalen- und Frischware sind nicht garantiert, die Tiefkühlkette bleibt erforderlich.","PLANNED","Jakobsmuscheln: Deutsche See führt verfügbares Jakobsmuschelfleisch der Art Pecten maximus roh, ohne Rogen, glasiert und einzeln tiefgefroren.","REQUIRED","Jakobsmuschelfleisch Pecten maximus ohne Rogen tiefgekühlt Deutsche See verfügbar | Tobias Rostock | Deutsche See – Jakobsmuschelfleisch TK 200 g | IN_STOCK FROZEN_SHIPPING","TOBIAS_ROSTOCK_PROFILE|FORM_SENSITIVE|RESEARCH_REQUIRED"
"SEA_BASS","Wolfsbarsch","APPLICABLE","Wolfsbarsch mit mildem, festem und magerem Fleisch; ganz oder als Filet verwendbar.","GENERAL_BROAD","Deutsche See – frischer Wolfsbarsch belegt: Der aktuell verfügbare Wolfsbarsch kommt frisch als ganzer ausgenommener Fisch mit Haut und wird gekühlt zum gewählten Termin zugestellt. Der Bezug erfolgt über Deutschland und Österreich; gekühlte GO!-Express-Lieferung zum Wunschtermin; maßgeblich ist CHILLED_SHIPPING. Der Beleg betrifft die ganze Frischfischform, nicht ein jederzeit verfügbares Filet; Gewicht und Haltbarkeit erfordern Vorplanung.","PLANNED","Wolfsbarsch: Der aktuell verfügbare Wolfsbarsch kommt frisch als ganzer ausgenommener Fisch mit Haut und wird gekühlt zum gewählten Termin zugestellt.","REQUIRED","Wolfsbarsch frisch ganz ausgenommen Deutsche See verfügbar gekühlte Lieferung | Tobias Rostock | Deutsche See – frischer Wolfsbarsch | IN_STOCK CHILLED_SHIPPING","TOBIAS_ROSTOCK_PROFILE|RESEARCH_REQUIRED"
"SEA_BREAM","Dorade","APPLICABLE","Dorade beziehungsweise Meerbrasse mit festem, mildem Fleisch; ganz oder als Filet verwendbar.","GENERAL_BROAD","Deutsche See – Dorade Royal handfiletierte Portionen TK belegt: Die verfügbare Dorade Royal liegt als handfiletierte geschuppte Portion mit Haut praktisch grätenfrei und tiefgekühlt vor. Der Bezug erfolgt über Deutschland und Österreich; tiefgekühlte GO!-Express-Lieferung zum Wunschtermin; maßgeblich ist FROZEN_SHIPPING. Damit ist eine zulässige Filetform belegt, nicht jede ganze Meerbrasse; die Tiefkühlzustellung ist einzuplanen.","PLANNED","Dorade: Die verfügbare Dorade Royal liegt als handfiletierte geschuppte Portion mit Haut praktisch grätenfrei und tiefgekühlt vor.","REQUIRED","Dorade Royal Filet handfiletiert mit Haut tiefgekühlt Deutsche See verfügbar | Tobias Rostock | Deutsche See – Dorade Royal handfiletierte Portionen TK | IN_STOCK FROZEN_SHIPPING","TOBIAS_ROSTOCK_PROFILE|RESEARCH_REQUIRED"
"SEA_SNAILS","Meeresschnecken","APPLICABLE","Offene Vorgabe für kulinarisch verwendete Meeresschnecken; Art, Größe und Zuschnitt bleiben wählbar. Nicht Muscheln, Tintenfische oder Landschnecken.","NICHE_IMPORT","Tobias prüft „Meeresschnecken“ in Rostock über Fachhändler für Fisch und Meeresfrüchte, wobei die Evidenz die menschliche v2-Freigabe für diesen Weg und Importbeschränkungen, einen gezielten Händlerbesuch sowie Standardversand ausweist.","DIFFICULT","Meeresschnecken: Einige koreanische Dosenprodukte belegen Beschaffbarkeit aber der Markt bleibt eng und produktformspezifisch.","REQUIRED","Meeresschnecken Offene Vorgabe für kulinarisch verwendete Meeresschnecken; Tobias Rostock Fisch Seafood Frische TK genauer Zuschnitt; essbare Schnecken / Schalen- und Krustentiere; Spezialhandel für Fisch und Meeresfrüchte Nischenweg; Bestand Produktform Versandlogistik; den festgelegten Zuschnitt","REFERENCE_ANCHOR|TOBIAS_ROSTOCK_PROFILE|FORM_OR_LOGISTICS_RISK|RESEARCH_REQUIRED"
