"concept_code"	"display_name"	"review_applicability"	"previous_availability_georgia"	"proposed_availability_georgia"	"changed_georgia"	"previous_availability_tobias"	"proposed_availability_tobias"	"changed_tobias"	"person_difference"	"comparison_flags"
"PERSIMMON"	"Kaki"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"PESTO"	"Pesto"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"PICKLED_CHILI"	"eingelegte Chili"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"PICKLED_CUCUMBER"	"Gewürzgurke"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"PICKLED_GINGER"	"eingelegter Ingwer"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"PICKLED_HERRING"	"eingelegter Hering"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"PICKLED_MUSHROOMS"	"eingelegte Pilze"	"APPLICABLE"	"PLANNED"	"PLANNED"	"NO"	"PLANNED"	"PLANNED"	"NO"	"NO"	""
"PICKLED_SAUSAGE"	"eingelegte Wurst"	"APPLICABLE"	"DIFFICULT"	"SPECIALTY"	"YES"	"DIFFICULT"	"SPECIALTY"	"YES"	"NO"	""
"PIKEPERCH"	"Zander"	"APPLICABLE"	"PLANNED"	"PLANNED"	"NO"	"PLANNED"	"PLANNED"	"NO"	"NO"	""
"PILSNER_LAGER"	"Pilsner"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"PIMENT_D_ESPELETTE"	"Piment d’Espelette"	"APPLICABLE"	"PLANNED"	"PLANNED"	"NO"	"DIFFICULT"	"PLANNED"	"YES"	"NO"	""
"PINE_NUT"	"Pinienkerne"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"PINEAPPLE"	"Ananas"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"PINNEKJOTT"	"Pinnekjøtt"	"APPLICABLE"	"DIFFICULT"	"SPECIALTY"	"YES"	"DIFFICULT"	"SPECIALTY"	"YES"	"NO"	""
"PINTO_BEANS"	"Pintobohnen"	"APPLICABLE"	"PLANNED"	"EASY"	"YES"	"PLANNED"	"EASY"	"YES"	"NO"	""
"PIQUILLO_PEPPER"	"Piquillo-Paprika"	"APPLICABLE"	"PLANNED"	"PLANNED"	"NO"	"PLANNED"	"PLANNED"	"NO"	"NO"	""
"PISTACHIO"	"Pistazien"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"PITA"	"Pita"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"PLA_RA"	"Pla Ra"	"APPLICABLE"	"PLANNED"	"PLANNED"	"NO"	"DIFFICULT"	"SPECIALTY"	"YES"	"YES"	"REQUIRES_PERSON_SPECIFIC_JUSTIFICATION"
"PLAICE"	"Scholle"	"APPLICABLE"	"PLANNED"	"PLANNED"	"NO"	"PLANNED"	"PLANNED"	"NO"	"NO"	""
"PLANT_DRINKS"	"pflanzlicher Drink"	"NOT_APPLICABLE_STRUCTURE"	""	""	"NOT_APPLICABLE"	""	""	"NOT_APPLICABLE"	"NOT_APPLICABLE"	"STRUCTURE_NODE"
"PLANT_PROTEIN_PRODUCTS"	"pflanzliches Proteinprodukt"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"PLANTAIN"	"Kochbanane"	"APPLICABLE"	"EASY"	"PLANNED"	"YES"	"PLANNED"	"PLANNED"	"NO"	"NO"	""
"PLUM"	"Pflaume"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"PLUM_BUTTER"	"Pflaumenmus"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"POBLANO"	"Poblano"	"APPLICABLE"	"PLANNED"	"DIFFICULT"	"YES"	"DIFFICULT"	"DIFFICULT"	"NO"	"NO"	""
"POD_VEGETABLES"	"Hülsen- und Schotengemüse"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"POINTED_CABBAGE"	"Spitzkohl"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"POLENTA"	"Polenta"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"POLLOCK"	"Köhler (Seelachs)"	"APPLICABLE"	"EASY"	"PLANNED"	"YES"	"EASY"	"PLANNED"	"YES"	"NO"	""
"POME_FRUIT"	"Kernobst"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"POMEGRANATE"	"Granatapfel"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"POMEGRANATE_MOLASSES"	"Granatapfelmelasse"	"APPLICABLE"	"PLANNED"	"PLANNED"	"NO"	"PLANNED"	"PLANNED"	"NO"	"NO"	""
"POMELO"	"Pomelo"	"APPLICABLE"	"EASY"	"PLANNED"	"YES"	"EASY"	"PLANNED"	"YES"	"NO"	""
"PONZU"	"Ponzu"	"APPLICABLE"	"PLANNED"	"PLANNED"	"NO"	"PLANNED"	"PLANNED"	"NO"	"NO"	""
"POPPY_SEEDS"	"Mohn"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"PORCINI"	"Steinpilze"	"APPLICABLE"	"PLANNED"	"EASY"	"YES"	"PLANNED"	"EASY"	"YES"	"NO"	""
"PORK"	"Schweinefleisch"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"PORK_BELLY"	"Schweinebauch"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"PORK_CHEEK"	"Schweinebäckchen"	"APPLICABLE"	"PLANNED"	"PLANNED"	"NO"	"DIFFICULT"	"PLANNED"	"YES"	"NO"	""
"PORK_CHOP"	"Schweinekotelett"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"PORK_CUTLET"	"Schweineschnitzel"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"PORK_KNUCKLE"	"Schweinshaxe"	"APPLICABLE"	"PLANNED"	"EASY"	"YES"	"PLANNED"	"EASY"	"YES"	"NO"	""
"PORK_LIVER"	"Schweineleber"	"APPLICABLE"	"PLANNED"	"EASY"	"YES"	"PLANNED"	"EASY"	"YES"	"NO"	""
"PORK_LOIN"	"Schweinerücken"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"PORK_MINCE"	"Schweinehack"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"PORK_NECK"	"Schweinenacken"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"PORK_RIBS"	"Schweinerippchen"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"PORK_SHOULDER"	"Schweineschulter"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"PORK_STOCK"	"Schweinefond"	"APPLICABLE"	"PLANNED"	"PLANNED"	"NO"	"PLANNED"	"PLANNED"	"NO"	"NO"	""
"PORK_TENDERLOIN"	"Schweinefilet"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"PORK_TONGUE"	"Schweinezunge"	"APPLICABLE"	"DIFFICULT"	"PLANNED"	"YES"	"DIFFICULT"	"PLANNED"	"YES"	"NO"	""
"PORT_WINE"	"Portwein"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"PLANNED"	"EASY"	"YES"	"NO"	""
"POTATO"	"Kartoffel"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"POTATO_DUMPLING"	"Kartoffelknödel"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"POTATO_STARCH"	"Kartoffelstärke"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"POULTRY"	"Geflügel"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"PRESERVED_FISH"	"konservierter Fisch"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"PRESERVED_LEMON"	"Salzzitrone"	"APPLICABLE"	"PLANNED"	"PLANNED"	"NO"	"PLANNED"	"PLANNED"	"NO"	"NO"	""
"PRESERVED_PRODUCE"	"konservierte pflanzliche Zutat"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"PRETZEL"	"Laugenbrezel"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"PROSCIUTTO"	"Prosciutto"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"PRUNE"	"Trockenpflaumen"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"PUL_BIBER"	"Pul Biber"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"PLANNED"	"PLANNED"	"NO"	"YES"	"REQUIRES_PERSON_SPECIFIC_JUSTIFICATION"
"PUMPERNICKEL"	"Pumpernickel"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"PUMPKIN"	"Kürbis"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"PUMPKIN_SEEDS"	"Kürbiskerne"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"PURSLANE"	"Portulak"	"APPLICABLE"	"PLANNED"	"PLANNED"	"NO"	"DIFFICULT"	"PLANNED"	"YES"	"NO"	""
"QUAIL"	"Wachtel"	"APPLICABLE"	"PLANNED"	"PLANNED"	"NO"	"DIFFICULT"	"PLANNED"	"YES"	"NO"	""
"QUAIL_EGG"	"Wachtelei"	"APPLICABLE"	"EASY"	"PLANNED"	"YES"	"PLANNED"	"PLANNED"	"NO"	"NO"	""
"QUARK"	"Quark"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"QUINCE"	"Quitte"	"APPLICABLE"	"PLANNED"	"PLANNED"	"NO"	"PLANNED"	"PLANNED"	"NO"	"NO"	""
"QUINOA"	"Quinoa"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"RABBIT"	"Kaninchen"	"APPLICABLE"	"PLANNED"	"PLANNED"	"NO"	"PLANNED"	"PLANNED"	"NO"	"NO"	""
"RADICCHIO"	"Radicchio"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"RADISH"	"Rettich"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"RAISIN"	"Rosinen"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"RAKFISK"	"Rakfisk"	"APPLICABLE"	"DIFFICULT"	"UNAVAILABLE"	"YES"	"DIFFICULT"	"UNAVAILABLE"	"YES"	"NO"	""
"RAMEN_NOODLES"	"Ramennudeln"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"RAS_EL_HANOUT"	"Ras el-Hanout"	"APPLICABLE"	"PLANNED"	"EASY"	"YES"	"PLANNED"	"EASY"	"YES"	"NO"	""
"RASPBERRY"	"Himbeere"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"RAZOR_CLAMS"	"Schwertmuscheln"	"APPLICABLE"	"DIFFICULT"	"SPECIALTY"	"YES"	"DIFFICULT"	"SPECIALTY"	"YES"	"NO"	""
"READY_CURRY_PASTE"	"fertige Currypaste"	"APPLICABLE"	""	"EASY"	"YES"	""	"EASY"	"YES"	"NO"	""
"READY_SAUCES_AND_PASTES"	"fertige Sauce oder Würzpaste"	"NOT_APPLICABLE_STRUCTURE"	""	""	"NOT_APPLICABLE"	""	""	"NOT_APPLICABLE"	"NOT_APPLICABLE"	"STRUCTURE_NODE"
"RED_BELL_PEPPER"	"rote Paprika"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"RED_CABBAGE"	"Rotkohl"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"RED_CURRANT"	"rote Johannisbeere"	"APPLICABLE"	"PLANNED"	"EASY"	"YES"	"PLANNED"	"EASY"	"YES"	"NO"	""
"RED_LENTILS"	"rote Linsen"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"RED_ONION"	"rote Zwiebel"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"RED_WINE"	"Rotwein"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"RED_WINE_VINEGAR"	"Rotweinessig"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"REDFISH"	"Rotbarsch"	"APPLICABLE"	"EASY"	"PLANNED"	"YES"	"EASY"	"PLANNED"	"YES"	"NO"	""
"REINDEER"	"Rentierfleisch"	"APPLICABLE"	"DIFFICULT"	"SPECIALTY"	"YES"	"DIFFICULT"	"SPECIALTY"	"YES"	"NO"	""
"REMOULADE"	"Remoulade"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"RENDANG_PASTE"	"Rendang-Paste"	"APPLICABLE"	"PLANNED"	"PLANNED"	"NO"	"PLANNED"	"PLANNED"	"NO"	"NO"	""
"RHUBARB"	"Rhabarber"	"APPLICABLE"	"PLANNED"	"EASY"	"YES"	"PLANNED"	"EASY"	"YES"	"NO"	""
"RICE"	"Reis"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"RICE_CAKES"	"koreanische Reiskuchen"	"APPLICABLE"	"PLANNED"	"PLANNED"	"NO"	"PLANNED"	"PLANNED"	"NO"	"NO"	""
"RICE_FLOUR"	"Reismehl"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"RICE_NOODLES"	"Reisnudeln"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"RICE_PADDY_HERB"	"Reisfeldkraut"	"APPLICABLE"	"DIFFICULT"	"DIFFICULT"	"NO"	"DIFFICULT"	"DIFFICULT"	"NO"	"NO"	""
"RICE_PAPER"	"Reispapier"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"RICE_PRODUCTS"	"Reisprodukt"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"RICE_VINEGAR"	"Reisessig"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"RICOTTA"	"Ricotta"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"RILLETTES"	"Rillettes"	"APPLICABLE"	"PLANNED"	"PLANNED"	"NO"	"PLANNED"	"PLANNED"	"NO"	"NO"	""
"RISOTTO_RICE"	"Risottoreis"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"ROASTED_RED_PEPPER"	"geröstete Paprika"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"ROD_POLSE"	"Rød pølse"	"APPLICABLE"	"DIFFICULT"	"SPECIALTY"	"YES"	"PLANNED"	"SPECIALTY"	"YES"	"NO"	""
"ROMAINE_LETTUCE"	"Römersalat"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"ROMANESCO"	"Romanesco"	"APPLICABLE"	"PLANNED"	"EASY"	"YES"	"PLANNED"	"EASY"	"YES"	"NO"	""
"ROMESCO"	"Romesco-Sauce"	"APPLICABLE"	"PLANNED"	"PLANNED"	"NO"	"PLANNED"	"PLANNED"	"NO"	"NO"	""
"ROOKWORST"	"Rookworst"	"APPLICABLE"	"PLANNED"	"PLANNED"	"NO"	"DIFFICULT"	"PLANNED"	"YES"	"NO"	""
"ROOT_VEGETABLES"	"Wurzel- und Knollengemüse"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"ROQUEFORT"	"Roquefort"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"ROSEMARY"	"Rosmarin"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"RUM"	"Rum"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"RUTABAGA"	"Steckrübe"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"RYE_BREAD"	"Roggenbrot"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"RYE_FLOUR"	"Roggenmehl"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"SAFFRON"	"Safran"	"APPLICABLE"	"PLANNED"	"EASY"	"YES"	"PLANNED"	"EASY"	"YES"	"NO"	""
"SAGE"	"Salbei"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"SAI_UA"	"Sai Ua"	"APPLICABLE"	"PLANNED"	"SPECIALTY"	"YES"	"DIFFICULT"	"SPECIALTY"	"YES"	"NO"	""
"SAKE"	"Sake"	"APPLICABLE"	"PLANNED"	"PLANNED"	"NO"	"PLANNED"	"PLANNED"	"NO"	"NO"	""
"SALAD_GREENS"	"Blattsalat"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"SALAMI"	"Salami"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"SALMON"	"Lachs"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"SALMON_ROE"	"Lachsrogen"	"APPLICABLE"	"PLANNED"	"PLANNED"	"NO"	"DIFFICULT"	"PLANNED"	"YES"	"NO"	""
"SALSA"	"Salsa"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"SALTED_DUCK_EGG"	"gesalzenes Entenei"	"APPLICABLE"	"PLANNED"	"PLANNED"	"NO"	"DIFFICULT"	"SPECIALTY"	"YES"	"YES"	"REQUIRES_PERSON_SPECIFIC_JUSTIFICATION"
"SALTY_LIQUORICE"	"Salzlakritz"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"SAMBAL"	"Sambal"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"SAMBAL_BRANDAL"	"Sambal Brandal"	"APPLICABLE"	"PLANNED"	"PLANNED"	"NO"	"PLANNED"	"PLANNED"	"NO"	"NO"	""
"SAMBAL_OELEK"	"Sambal Oelek"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"SARDINES"	"Sardinen"	"APPLICABLE"	"EASY"	"PLANNED"	"YES"	"PLANNED"	"PLANNED"	"NO"	"NO"	""
"SAUCES_AND_PASTES"	"Sauce, Würzmittel oder Paste"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"SAUERKRAUT"	"Sauerkraut"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"SAUSAGE"	"Wurst"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"SAVOY_CABBAGE"	"Wirsing"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"SCALLOPS"	"Jakobsmuscheln"	"APPLICABLE"	"EASY"	"PLANNED"	"YES"	"EASY"	"PLANNED"	"YES"	"NO"	""
"SEA_BASS"	"Wolfsbarsch"	"APPLICABLE"	"PLANNED"	"PLANNED"	"NO"	"PLANNED"	"PLANNED"	"NO"	"NO"	""
"SEA_BREAM"	"Dorade"	"APPLICABLE"	"PLANNED"	"PLANNED"	"NO"	"PLANNED"	"PLANNED"	"NO"	"NO"	""
"SEA_SNAILS"	"Meeresschnecken"	"APPLICABLE"	"DIFFICULT"	"SPECIALTY"	"YES"	"DIFFICULT"	"SPECIALTY"	"YES"	"NO"	""
"SEAFOOD"	"Fisch und Meeresfrüchte"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"SEAWEED"	"Algen"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"SEEDS"	"Kerne und Samen"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"SEITAN"	"Seitan"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"SEMOLINA"	"Hartweizengrieß"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"SERRANO_CHILI"	"Serrano-Chili"	"APPLICABLE"	"PLANNED"	"PLANNED"	"NO"	"DIFFICULT"	"PLANNED"	"YES"	"NO"	""
"SERRANO_HAM"	"Serrano-Schinken"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"SESAME_OIL"	"Sesamöl"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"SESAME_SEEDS"	"Sesam"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"SHALLOT"	"Schalotte"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"SHAOXING_WINE"	"Shaoxing-Reiswein"	"APPLICABLE"	"PLANNED"	"PLANNED"	"NO"	"PLANNED"	"PLANNED"	"NO"	"NO"	""
"SHELLFISH"	"Schalen- und Krustentiere"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"SHERRY"	"Sherry"	"APPLICABLE"	"PLANNED"	"EASY"	"YES"	"PLANNED"	"EASY"	"YES"	"NO"	""
"SHERRY_VINEGAR"	"Sherryessig"	"APPLICABLE"	"PLANNED"	"PLANNED"	"NO"	"PLANNED"	"PLANNED"	"NO"	"NO"	""
"SHIITAKE"	"Shiitake"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"SHIMEJI"	"Shimeji"	"APPLICABLE"	"PLANNED"	"PLANNED"	"NO"	"PLANNED"	"PLANNED"	"NO"	"NO"	""
"SHIRATAKI"	"Shirataki-Nudeln"	"APPLICABLE"	"PLANNED"	"PLANNED"	"NO"	"PLANNED"	"PLANNED"	"NO"	"NO"	""
"SHRIMP"	"Garnelen"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"SHRIMP_PASTE"	"Garnelenpaste"	"APPLICABLE"	"EASY"	"PLANNED"	"YES"	"PLANNED"	"PLANNED"	"NO"	"NO"	""
"SICHUAN_PEPPER"	"Szechuanpfeffer"	"APPLICABLE"	"PLANNED"	"PLANNED"	"NO"	"PLANNED"	"PLANNED"	"NO"	"NO"	""
"SILKEN_TOFU"	"Seidentofu"	"APPLICABLE"	"PLANNED"	"PLANNED"	"NO"	"PLANNED"	"PLANNED"	"NO"	"NO"	""
"SLIVOVICE"	"Sliwowitz"	"APPLICABLE"	"PLANNED"	"PLANNED"	"NO"	"PLANNED"	"PLANNED"	"NO"	"NO"	""
"SMOKED_PAPRIKA"	"geräuchertes Paprikapulver"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"SMOKED_SALMON"	"Räucherlachs"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"SMOKED_TOFU"	"Räuchertofu"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"SMOKED_TROUT"	"Räucherforelle"	"APPLICABLE"	"PLANNED"	"PLANNED"	"NO"	"PLANNED"	"EASY"	"YES"	"YES"	"REQUIRES_PERSON_SPECIFIC_JUSTIFICATION"
"SOBA"	"Soba"	"APPLICABLE"	"EASY"	"PLANNED"	"YES"	"EASY"	"PLANNED"	"YES"	"NO"	""
"SOBRASADA"	"Sobrasada"	"APPLICABLE"	"PLANNED"	"SPECIALTY"	"YES"	"PLANNED"	"SPECIALTY"	"YES"	"NO"	""
"SOLE"	"Seezunge"	"APPLICABLE"	"PLANNED"	"PLANNED"	"NO"	"DIFFICULT"	"PLANNED"	"YES"	"NO"	""
"SOUR_CHERRY"	"Sauerkirsche"	"APPLICABLE"	"PLANNED"	"EASY"	"YES"	"PLANNED"	"EASY"	"YES"	"NO"	""
"SOUR_CREAM"	"saure Sahne"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"SOUR_RYE_STARTER"	"Żur-Saueransatz"	"APPLICABLE"	"PLANNED"	"PLANNED"	"NO"	"DIFFICULT"	"PLANNED"	"YES"	"NO"	""
"SOURDOUGH_BREAD"	"Sauerteigbrot"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"SOY_DRINK"	"Sojadrink"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"SOY_PRODUCTS"	"Sojazutat"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"SOY_SAUCE"	"Sojasauce"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"SOYBEANS"	"Sojabohnen"	"APPLICABLE"	"PLANNED"	"PLANNED"	"NO"	"PLANNED"	"PLANNED"	"NO"	"NO"	""
"SPAETZLE"	"Spätzle"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
