"concept_code","georgia_before","tobias_before","recommended_georgia","recommended_tobias","audit_reason","evidence_focus","audit_status"
"SPECULOOS","PLANNED","EASY","EASY","EASY","Für Spekulatius ist die erlaubte Form „Knuspriges karamellisiertes Gewürzgebäck der Spekulatius-/Speculoos-Familie“ gewöhnliche deutsche Basisversorgung. Die abweichende Schwelle ist nicht durch einen konkreten, nur einer Person offenstehenden Bezugsweg belegt.","Zwei gewöhnliche lokale Supermarktquellen je Wohnort für Spekulatius und die exakte Form prüfen; Spezialgeschäft, Onlineweg und bloßen Einzelfund nicht als EASY-Beleg zählen.","ALIGNMENT_CORRECTION_REQUIRED"
"SPELT","PLANNED","EASY","PLANNED","PLANNED","Bei Dinkel ist die Form „Dinkelkorn als Getreide mit nussigem Aroma“ über gut sortierte allgemeine Ketten, etablierten Fachhandel oder robusten allgemeinen Onlinehandel planbar, aber nicht mit nahezu universeller Nahmarktquote. Das Ortsprofil ändert diese Marktklasse nicht.","Aktuelles Sortiment einer breiten allgemeinen Kette oder eines nicht nischengebundenen Fach-/Onlinewegs für Dinkel; lokale Trefferquote und exakte Form getrennt belegen.","ALIGNMENT_CORRECTION_REQUIRED"
"STEM_VEGETABLES","PLANNED","EASY","EASY","EASY","Für Stängelgemüse ist die erlaubte Form „Offene Vorgabe für Gemüse mit kulinarisch prägendem Stiel, Spross oder verdickter Sprossachse“ gewöhnliche deutsche Basisversorgung. Die abweichende Schwelle ist nicht durch einen konkreten, nur einer Person offenstehenden Bezugsweg belegt.","Zwei gewöhnliche lokale Supermarktquellen je Wohnort für Stängelgemüse und die exakte Form prüfen; Spezialgeschäft, Onlineweg und bloßen Einzelfund nicht als EASY-Beleg zählen.","ALIGNMENT_CORRECTION_REQUIRED"
"SUGAR_SNAP_PEAS","PLANNED","EASY","EASY","EASY","Für Zuckerschoten ist die erlaubte Form „Zuckerschoten mit essbarer knackiger Hülse und süßen jungen Erbsen“ gewöhnliche deutsche Basisversorgung. Die abweichende Schwelle ist nicht durch einen konkreten, nur einer Person offenstehenden Bezugsweg belegt.","Zwei gewöhnliche lokale Supermarktquellen je Wohnort für Zuckerschoten und die exakte Form prüfen; Spezialgeschäft, Onlineweg und bloßen Einzelfund nicht als EASY-Beleg zählen.","ALIGNMENT_CORRECTION_REQUIRED"
"SUGARCANE_VINEGAR","SPECIALTY","DIFFICULT","SPECIALTY","SPECIALTY","Für Zuckerrohressig scheidet der allgemeine Handel bei der Form „Natürlich fermentierter Essig auf Basis von Zuckerrohr beziehungsweise Zuckerrohrsaft“ aus; mehrere einschlägige Spezialwege tragen aber einen breiten Spezialmarkt. Region oder Demografie allein begründen weder PLANNED noch einen Personenunterschied.","Mehrere unabhängige breit aufgestellte Spezialhändler für Zuckerrohressig, regulären Bestand, haushaltsübliche Menge und passenden Deutschlandversand beziehungsweise erreichbare Filiale prüfen.","ALIGNMENT_CORRECTION_REQUIRED"
"SUMAC","PLANNED","SPECIALTY","PLANNED","SPECIALTY","Der effektive menschlich freigegebene Anker AV2-030 ist verbindlich: Konkreter regionaler Fachmarktweg für Georgia; Tobias benötigt einschlägigen Spezialhandel. Persönliche Erfahrung macht die Quelle nicht zu EASY. Dieser konkrete Ankerweg rechtfertigt den Personenunterschied; eine katalogweite Übertragung auf Verwandte wäre unzulässig.","Anker AV2-030 als Kontrollsatz beibehalten; bei späterer Evidenzpflege den dort benannten konkreten Profilweg und die exakte Form „Getrocknete gemahlene Sumachfrüchte mit fruchtig-zitroniger Säure“ dokumentieren.","ANCHOR_PROFILE_DIFFERENCE_CONFIRMED"
"TAHINI","PLANNED","EASY","EASY","EASY","Für Tahini ist die erlaubte Form „Fein vermahlene Sesampaste, meist aus geschältem und geröstetem oder ungeröstetem Sesam“ gewöhnliche deutsche Basisversorgung. Die abweichende Schwelle ist nicht durch einen konkreten, nur einer Person offenstehenden Bezugsweg belegt.","Zwei gewöhnliche lokale Supermarktquellen je Wohnort für Tahini und die exakte Form prüfen; Spezialgeschäft, Onlineweg und bloßen Einzelfund nicht als EASY-Beleg zählen.","ALIGNMENT_CORRECTION_REQUIRED"
"TAPENADE","PLANNED","EASY","PLANNED","PLANNED","Bei Tapenade ist die Form „Mediterrane Olivenpaste mit typischerweise Kapern und häufig Sardellen“ über gut sortierte allgemeine Ketten, etablierten Fachhandel oder robusten allgemeinen Onlinehandel planbar, aber nicht mit nahezu universeller Nahmarktquote. Das Ortsprofil ändert diese Marktklasse nicht.","Aktuelles Sortiment einer breiten allgemeinen Kette oder eines nicht nischengebundenen Fach-/Onlinewegs für Tapenade; lokale Trefferquote und exakte Form getrennt belegen.","ALIGNMENT_CORRECTION_REQUIRED"
"TAPIOCA_STARCH","PLANNED","SPECIALTY","SPECIALTY","SPECIALTY","Für Tapiokastärke scheidet der allgemeine Handel bei der Form „Feine Stärke aus Maniok mit starker Bindung und elastischer Texturwirkung“ aus; mehrere einschlägige Spezialwege tragen aber einen breiten Spezialmarkt. Region oder Demografie allein begründen weder PLANNED noch einen Personenunterschied.","Mehrere unabhängige breit aufgestellte Spezialhändler für Tapiokastärke, regulären Bestand, haushaltsübliche Menge und passenden Deutschlandversand beziehungsweise erreichbare Filiale prüfen.","ALIGNMENT_CORRECTION_REQUIRED"
"TARRAGON","PLANNED","EASY","EASY","EASY","Für Estragon ist die erlaubte Form „Estragonblätter mit anisartigem, leicht bitterem Aroma“ gewöhnliche deutsche Basisversorgung. Die abweichende Schwelle ist nicht durch einen konkreten, nur einer Person offenstehenden Bezugsweg belegt.","Zwei gewöhnliche lokale Supermarktquellen je Wohnort für Estragon und die exakte Form prüfen; Spezialgeschäft, Onlineweg und bloßen Einzelfund nicht als EASY-Beleg zählen.","ALIGNMENT_CORRECTION_REQUIRED"
"TERIYAKI_SAUCE","EASY","PLANNED","EASY","EASY","Für Teriyakisauce ist die erlaubte Form „Japanisch geprägte süß-salzige Glasur- und Würzsauce auf Sojasaucenbasis“ gewöhnliche deutsche Basisversorgung. Die abweichende Schwelle ist nicht durch einen konkreten, nur einer Person offenstehenden Bezugsweg belegt.","Zwei gewöhnliche lokale Supermarktquellen je Wohnort für Teriyakisauce und die exakte Form prüfen; Spezialgeschäft, Onlineweg und bloßen Einzelfund nicht als EASY-Beleg zählen.","ALIGNMENT_CORRECTION_REQUIRED"
"THAI_BASIL","SPECIALTY","DIFFICULT","SPECIALTY","DIFFICULT","Der effektive menschlich freigegebene Anker AV2-033 ist verbindlich: Georgia kann große Asia-Frischmärkte in Köln/Düsseldorf gezielt nutzen; für Tobias machen wenige Frischewege und Transport die Beschaffung nischig und fragil. Dieser konkrete Ankerweg rechtfertigt den Personenunterschied; eine katalogweite Übertragung auf Verwandte wäre unzulässig.","Anker AV2-033 als Kontrollsatz beibehalten; bei späterer Evidenzpflege den dort benannten konkreten Profilweg und die exakte Form „Thai-Basilikum mit anis- beziehungsweise lakritzartigem Aroma und festerem Blatt“ dokumentieren.","ANCHOR_PROFILE_DIFFERENCE_CONFIRMED"
"THAI_EGGPLANT","SPECIALTY","DIFFICULT","SPECIALTY","DIFFICULT","Der effektive menschlich freigegebene Anker AV2-036 ist verbindlich: In großen Asia-Frischmärkten regelmäßig plausibel; für Tobias ist die frische exakte Form über enge und schwankende Wege zu beziehen. Dieser konkrete Ankerweg rechtfertigt den Personenunterschied; eine katalogweite Übertragung auf Verwandte wäre unzulässig.","Anker AV2-036 als Kontrollsatz beibehalten; bei späterer Evidenzpflege den dort benannten konkreten Profilweg und die exakte Form „Kleine runde Thai-Auberginen, meist grün-weiß und fest, die in Currys ihre Form behalten und leicht herb schmecken“ dokumentieren.","ANCHOR_PROFILE_DIFFERENCE_CONFIRMED"
"THAI_GREEN_CURRY_PASTE","PLANNED","SPECIALTY","PLANNED","PLANNED","Bei grüne Thai-Currypaste ist die Form „Grüne Thai-Currypaste mit frischen grünen Chilis, Kräutern und Aromaten“ über gut sortierte allgemeine Ketten, etablierten Fachhandel oder robusten allgemeinen Onlinehandel planbar, aber nicht mit nahezu universeller Nahmarktquote. Das Ortsprofil ändert diese Marktklasse nicht.","Aktuelles Sortiment einer breiten allgemeinen Kette oder eines nicht nischengebundenen Fach-/Onlinewegs für grüne Thai-Currypaste; lokale Trefferquote und exakte Form getrennt belegen.","ALIGNMENT_CORRECTION_REQUIRED"
"THAI_RED_CURRY_PASTE","PLANNED","SPECIALTY","PLANNED","PLANNED","Bei rote Thai-Currypaste ist die Form „Rote Thai-Currypaste auf Basis getrockneter roter Chilis, Aromaten und Gewürzen“ über gut sortierte allgemeine Ketten, etablierten Fachhandel oder robusten allgemeinen Onlinehandel planbar, aber nicht mit nahezu universeller Nahmarktquote. Das Ortsprofil ändert diese Marktklasse nicht.","Aktuelles Sortiment einer breiten allgemeinen Kette oder eines nicht nischengebundenen Fach-/Onlinewegs für rote Thai-Currypaste; lokale Trefferquote und exakte Form getrennt belegen.","ALIGNMENT_CORRECTION_REQUIRED"
"THAI_YELLOW_CURRY_PASTE","PLANNED","SPECIALTY","SPECIALTY","SPECIALTY","Für gelbe Thai-Currypaste scheidet der allgemeine Handel bei der Form „Gelbe Thai-Currypaste mit Kurkuma und warmen Gewürzen neben Chili und Aromaten“ aus; mehrere einschlägige Spezialwege tragen aber einen breiten Spezialmarkt. Region oder Demografie allein begründen weder PLANNED noch einen Personenunterschied.","Mehrere unabhängige breit aufgestellte Spezialhändler für gelbe Thai-Currypaste, regulären Bestand, haushaltsübliche Menge und passenden Deutschlandversand beziehungsweise erreichbare Filiale prüfen.","ALIGNMENT_CORRECTION_REQUIRED"
"TOFU","PLANNED","EASY","EASY","EASY","Für Tofu ist die erlaubte Form „Geronnener Sojabohnenquark; Festigkeit und Wassergehalt bleiben offen, fermentierte und geräucherte Formen sind getrennt.“ gewöhnliche deutsche Basisversorgung. Die abweichende Schwelle ist nicht durch einen konkreten, nur einer Person offenstehenden Bezugsweg belegt.","Zwei gewöhnliche lokale Supermarktquellen je Wohnort für Tofu und die exakte Form prüfen; Spezialgeschäft, Onlineweg und bloßen Einzelfund nicht als EASY-Beleg zählen.","ALIGNMENT_CORRECTION_REQUIRED"
"TRIPE","SPECIALTY","EASY","PLANNED","PLANNED","Bei Kutteln ist die Form „Gereinigte essbare Vormägen, meist vom Rind, mit fester wabenartiger Textur“ über gut sortierte allgemeine Ketten, etablierten Fachhandel oder robusten allgemeinen Onlinehandel planbar, aber nicht mit nahezu universeller Nahmarktquote. Das Ortsprofil ändert diese Marktklasse nicht.","Aktuelles Sortiment einer breiten allgemeinen Kette oder eines nicht nischengebundenen Fach-/Onlinewegs für Kutteln; lokale Trefferquote und exakte Form getrennt belegen.","ALIGNMENT_CORRECTION_REQUIRED"
"TROUT","PLANNED","EASY","PLANNED","PLANNED","Für Forelle belegt der Rostocker Vorteil einen gezielten Fischmarktweg, aber keine hohe Trefferquote in mehreren gewöhnlichen Supermärkten. Nach der verbindlichen Profilregel trägt ein dedizierter Fischhändler höchstens PLANNED; deshalb gilt PLANNED für Georgia und Tobias.","Den allgemeinen deutschen Fischfachhandel oder robuste Seafood-Versandwege für die exakte Form von Forelle belegen; dedizierten Fischmarkt und generische Kettenseite nicht als EASY-Nachweis verwenden.","ALIGNMENT_CORRECTION_REQUIRED"
"TUNA","PLANNED","EASY","PLANNED","PLANNED","Bei Thunfisch ist die Form „Gemeint ist Thunfisch als eigenständige Kochzutat, nicht zwingend Dosenware“ über gut sortierte allgemeine Ketten, etablierten Fachhandel oder robusten allgemeinen Onlinehandel planbar, aber nicht mit nahezu universeller Nahmarktquote. Das Ortsprofil ändert diese Marktklasse nicht.","Aktuelles Sortiment einer breiten allgemeinen Kette oder eines nicht nischengebundenen Fach-/Onlinewegs für Thunfisch; lokale Trefferquote und exakte Form getrennt belegen.","ALIGNMENT_CORRECTION_REQUIRED"
"TURKEY_MINCE","PLANNED","EASY","PLANNED","PLANNED","Bei Putenhack ist die Form „Zerkleinertes Putenfleisch mit geringem bis mittlerem Fettanteil“ über gut sortierte allgemeine Ketten, etablierten Fachhandel oder robusten allgemeinen Onlinehandel planbar, aber nicht mit nahezu universeller Nahmarktquote. Das Ortsprofil ändert diese Marktklasse nicht.","Aktuelles Sortiment einer breiten allgemeinen Kette oder eines nicht nischengebundenen Fach-/Onlinewegs für Putenhack; lokale Trefferquote und exakte Form getrennt belegen.","ALIGNMENT_CORRECTION_REQUIRED"
"TURNIP","PLANNED","EASY","PLANNED","PLANNED","Bei Speiserübe ist die Form „Speiserübe mit weißem bis gelblichem, mild scharfem Wurzelfleisch“ über gut sortierte allgemeine Ketten, etablierten Fachhandel oder robusten allgemeinen Onlinehandel planbar, aber nicht mit nahezu universeller Nahmarktquote. Das Ortsprofil ändert diese Marktklasse nicht.","Aktuelles Sortiment einer breiten allgemeinen Kette oder eines nicht nischengebundenen Fach-/Onlinewegs für Speiserübe; lokale Trefferquote und exakte Form getrennt belegen.","ALIGNMENT_CORRECTION_REQUIRED"
"VEAL_SWEETBREAD","PLANNED","DIFFICULT","DIFFICULT","DIFFICULT","Die exakte Form „Kalbsbries bezeichnet eine zarte Drüse des jungen Kalbes, vor allem den Thymus, mit feiner, cremiger Textur“ von Kalbsbries bleibt an wenige nationale, produktformspezifische oder frische/gekühlte Wege gebunden. Ohne konkret belegten breiteren Personenweg gilt der Engpass für Georgia und Tobias gleichermaßen.","Mindestens einen realen positiven Weg und eine negative Marktbreitenprüfung für Kalbsbries; Bestand, Formverwechslung, Ein-Wochen-Lieferung und Kühl-/Frischelogistik je Person dokumentieren.","ALIGNMENT_CORRECTION_REQUIRED"
"VIETNAMESE_CORIANDER","SPECIALTY","DIFFICULT","DIFFICULT","DIFFICULT","Die Evidenz zeigt einen nationalen Frischwarenversand und eine Lebendpflanze; beide Wege stehen beiden Personen offen. Ein Frischprodukt plus Pflanzenversand begründet weder einen Georgia-spezifischen Vorteil noch die für SPECIALTY verlangte breite Präsenz regulärer kulinarischer Blattware.","Für SPECIALTY mehrere unabhängige Endkundenwege mit wiederholt verfügbarer Rau-răm-Blattware und praktikabler Frischzustellung belegen; Lebendpflanze als abweichende Produkt-/Logistikform separat werten.","ALIGNMENT_CORRECTION_REQUIRED"
"VIETNAMESE_SOYBEAN_PASTE","DIFFICULT","SPECIALTY","DIFFICULT","DIFFICULT","Die exakt vietnamesische Tương-Form ist durch einzelne haltbare Listings beschaffbar, aber nicht als regulärer Artikel eines breiten allgemeinen Asia-Markts belegt; Tobias’ vietnamesisches Umfeld allein trägt SPECIALTY nicht.","Mehrere unabhängige breit aufgestellte Händler mit ausdrücklich vietnamesischer Tương/Tương nếp und aktuellem Deutschlandversand suchen; Thai-, Korea- und Miso-Pasten ausschließen.","ALIGNMENT_CORRECTION_REQUIRED"
"WAKAME","PLANNED","SPECIALTY","PLANNED","PLANNED","Bei Wakame ist die Form „Zarte grüne Braunalge mit mildem Meeresaroma, meist getrocknet erhältlich“ über gut sortierte allgemeine Ketten, etablierten Fachhandel oder robusten allgemeinen Onlinehandel planbar, aber nicht mit nahezu universeller Nahmarktquote. Das Ortsprofil ändert diese Marktklasse nicht.","Aktuelles Sortiment einer breiten allgemeinen Kette oder eines nicht nischengebundenen Fach-/Onlinewegs für Wakame; lokale Trefferquote und exakte Form getrennt belegen.","ALIGNMENT_CORRECTION_REQUIRED"
"WATER_SPINACH","SPECIALTY","DIFFICULT","DIFFICULT","DIFFICULT","Von zwei Treffern ist nur Asia Moin ein Endkunden-Frischweg; Havelland Express ist B2B-Großhandel und nach v2 kein haushaltsüblicher zweiter Bezugsweg. Der verbleibende nationale Weg ist für beide Personen gleich und zu eng für SPECIALTY.","Für SPECIALTY mehrere unabhängige haushaltsübliche Endkundenwege mit exakter Wasserspinat-/Kangkong-Frischware und belastbarer Zustellung belegen; B2B-Quelle nicht als zweite Marktbreite zählen.","ALIGNMENT_CORRECTION_REQUIRED"
"WHITE_SAUSAGE","PLANNED","EASY","PLANNED","PLANNED","Bei Weißwurst ist die Form „Helle Brühwurst nach Weißwurst-Art aus Kalb- und/oder Schweinefleisch“ über gut sortierte allgemeine Ketten, etablierten Fachhandel oder robusten allgemeinen Onlinehandel planbar, aber nicht mit nahezu universeller Nahmarktquote. Das Ortsprofil ändert diese Marktklasse nicht.","Aktuelles Sortiment einer breiten allgemeinen Kette oder eines nicht nischengebundenen Fach-/Onlinewegs für Weißwurst; lokale Trefferquote und exakte Form getrennt belegen.","ALIGNMENT_CORRECTION_REQUIRED"
"WOOD_EAR","PLANNED","SPECIALTY","PLANNED","PLANNED","Bei Mu-Err-Pilze ist die Form „Mu-Err- beziehungsweise Judasohren mit elastisch-knackiger Textur und mildem Geschmack“ über gut sortierte allgemeine Ketten, etablierten Fachhandel oder robusten allgemeinen Onlinehandel planbar, aber nicht mit nahezu universeller Nahmarktquote. Das Ortsprofil ändert diese Marktklasse nicht.","Aktuelles Sortiment einer breiten allgemeinen Kette oder eines nicht nischengebundenen Fach-/Onlinewegs für Mu-Err-Pilze; lokale Trefferquote und exakte Form getrennt belegen.","ALIGNMENT_CORRECTION_REQUIRED"
"YELLOW_LENTILS","EASY","PLANNED","PLANNED","PLANNED","Bei gelbe Linsen ist die Form „Gelbe geschälte Linsen mit kurzer Garzeit und cremig zerfallender Textur“ über gut sortierte allgemeine Ketten, etablierten Fachhandel oder robusten allgemeinen Onlinehandel planbar, aber nicht mit nahezu universeller Nahmarktquote. Das Ortsprofil ändert diese Marktklasse nicht.","Aktuelles Sortiment einer breiten allgemeinen Kette oder eines nicht nischengebundenen Fach-/Onlinewegs für gelbe Linsen; lokale Trefferquote und exakte Form getrennt belegen.","ALIGNMENT_CORRECTION_REQUIRED"
"YUZU","SPECIALTY","DIFFICULT","SPECIALTY","SPECIALTY","Feinkost Käfer und BOS FOOD führen zulässigen ungesüßten 100-%-Yuzusaft als haltbare Ware mit deutschlandweitem Standardversand. Diese erlaubte Form eröffnet beiden Personen denselben robusten Spezialweg; die Tobias-Notiz verengt fälschlich auf Frischware und erzeugt daraus einen nicht belegten Profilunterschied.","Beide unabhängigen Standardversand-Domains für sortenreinen 100-%-Yuzusaft als zulässige konservierte Form dokumentieren; gesüßte Getränke oder Aromaprodukte ausschließen, Frischfrucht nicht als notwendige Form behandeln.","ALIGNMENT_CORRECTION_REQUIRED"
"ZAATAR","PLANNED","SPECIALTY","PLANNED","SPECIALTY","Der effektive menschlich freigegebene Anker AV2-029 ist verbindlich: Georgias regionaler Fachmarktweg ist planbar; Tobias benötigt den breit etablierten arabischen Spezialmarkt. Dieser konkrete Ankerweg rechtfertigt den Personenunterschied; eine katalogweite Übertragung auf Verwandte wäre unzulässig.","Anker AV2-029 als Kontrollsatz beibehalten; bei späterer Evidenzpflege den dort benannten konkreten Profilweg und die exakte Form „Levantinische Gewürzmischung typischerweise aus Za’atar-Kraut beziehungsweise Thymian, Sumach, Sesam und Salz“ dokumentieren.","ANCHOR_PROFILE_DIFFERENCE_CONFIRMED"
