concept_code,display_name,active,random_draw_enabled,challenge_specificity,current_cooking_novelty,current_availability_georgia,current_availability_tobias,current_base_draw_weight,direct_parent_codes,direct_child_codes,curator_note,proposed_review_applicability,proposed_cooking_novelty,proposed_availability_georgia,proposed_availability_tobias,proposed_base_draw_weight_review,review_rationale,evidence,approval_status
SALTY_LIQUORICE,Salzlakritz,true,true,SPECIFIC,4,EASY,EASY,0.2000,LIQUORICE,,Salzige Lakritzware mit Süßholz und typischerweise Salmiak (Ammoniumchlorid); bewusst von allgemeiner beziehungsweise rein süßer Lakritzware abgegrenzt.,APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
SAMBAL,Sambal,true,true,SPECIFIC,2,EASY,EASY,0.6500,CHILI_CONDIMENTS,SAMBAL_BRANDAL|SAMBAL_OELEK,"Chilipaste oder Chilisauce mit je nach Variante unterschiedlicher Schärfe, Konsistenz und Aromatik; nicht auf Sambal Oelek beschränkt.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
SAMBAL_BRANDAL,Sambal Brandal,true,true,SPECIFIC,4,PLANNED,PLANNED,0.3500,SAMBAL,,"Gebratenes indonesisches Sambal mit Chili, Aromaten und häufig süßlich-würziger Tiefe; nicht Sambal Oelek.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
SAMBAL_OELEK,Sambal Oelek,true,true,SPECIFIC,1,EASY,EASY,0.5500,SAMBAL,,"Schlichte grobe Chilipaste vor allem aus roten Chilis, Salz und Säure; nicht süßes oder komplex gebratenes Sambal.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
SARDINES,Sardinen,true,true,SPECIFIC,2,EASY,PLANNED,0.7000,OILY_FISH,CANNED_SARDINES,"Sardinen als kleine fettreiche Meeresfische; frisch oder tiefgekühlt, Dosenware ist eine eigene Produktform.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
SAUCES_AND_PASTES,"Sauce, Würzmittel oder Paste",true,false,OPEN,1,EASY,EASY,0.3500,,FERMENTED_SEASONINGS|NUT_AND_SEED_PASTES|READY_SAUCES_AND_PASTES,"Offene Vorgabe für Saucen, Würzmittel und Pasten, die ein Gericht geschmacklich prägen; konkrete Basis bleibt offen.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
SAUERKRAUT,Sauerkraut,true,true,SPECIFIC,1,EASY,EASY,0.5500,PRESERVED_PRODUCE,,Milchsauer fermentierter fein geschnittener Weißkohl mit deutlicher Säure; roh oder gegart verwendbar.,APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
SAUSAGE,Wurst,true,true,OPEN,1,EASY,EASY,0.5500,MEAT,BLOOD_SAUSAGE|BRATWURST|CHORIZO|GIO_LUA|LEBERKAESE|LIVER_SAUSAGE|LONGGANISA|MERGUEZ|NDUJA|PICKLED_SAUSAGE|ROD_POLSE|ROOKWORST|SAI_UA|SALAMI|SOBRASADA|WHITE_SAUSAGE,"Offene Wurstfamilie; Tierart, Brüh-, Koch-, Brat- oder Reifeform und Würzung bleiben bewusst wählbar.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
SAVOY_CABBAGE,Wirsing,true,true,SPECIFIC,1,EASY,EASY,0.9500,CABBAGE_VEGETABLES,,"Wirsing mit gekräuselten zarten Blättern und mild-würzigem Kohlaroma; roh nur bei zarten Blättern, sonst gegart.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
SCALLOPS,Jakobsmuscheln,true,true,SPECIFIC,4,EASY,EASY,0.3000,BIVALVES,,"Jakobsmuscheln mit festem, süßlichem Muskelfleisch; mit oder ohne Rogen und frisch oder tiefgekühlt verwendbar.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
SEAFOOD,Fisch und Meeresfrüchte,true,false,OPEN,1,EASY,EASY,0.5500,,CUTTLEFISH|FISH|OCTOPUS|SHELLFISH|SQUID,"Offene Vorgabe für Fisch und essbare Meerestiere; konkrete Tiergruppe, Fettgehalt und Produktform bleiben wählbar.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
SEAWEED,Algen,true,true,OPEN,3,EASY,EASY,0.5000,VEGETABLES,DULSE|HIJIKI|KOMBU|NORI|WAKAME,Essbare Meeresalgen; konkrete Arten und Produkte können geschmacklich stark variieren.,APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
SEA_BASS,Wolfsbarsch,true,true,SPECIFIC,2,PLANNED,PLANNED,0.6500,WHITE_FISH,,"Wolfsbarsch mit mildem, festem und magerem Fleisch; ganz oder als Filet verwendbar.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
SEA_BREAM,Dorade,true,true,SPECIFIC,2,PLANNED,PLANNED,0.7000,WHITE_FISH,,"Dorade beziehungsweise Meerbrasse mit festem, mildem Fleisch; ganz oder als Filet verwendbar.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
SEA_SNAILS,Meeresschnecken,true,true,OPEN,5,DIFFICULT,DIFFICULT,0.1200,EDIBLE_SNAILS|SHELLFISH,,"Offene Vorgabe für kulinarisch verwendete Meeresschnecken; Art, Größe und Zuschnitt bleiben wählbar. Nicht Muscheln, Tintenfische oder Landschnecken.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
SEEDS,Kerne und Samen,true,false,OPEN,1,EASY,EASY,0.5500,,CHIA_SEEDS|EGUSI_SEEDS|FLAXSEED|HEMP_SEEDS|LOTUS_SEEDS|PINE_NUT|POPPY_SEEDS|PUMPKIN_SEEDS|SESAME_SEEDS|SUNFLOWER_SEEDS,"Offene Vorgabe für kulinarisch genutzte Kerne und Samen; Sorte, Röstung und Zerkleinerung bleiben wählbar.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
SEITAN,Seitan,true,true,SPECIFIC,3,EASY,EASY,0.5500,PLANT_PROTEIN_PRODUCTS,,Festes proteinreiches Lebensmittel aus ausgewaschenem oder isoliertem Weizengluten; natur oder neutral vorgewürzt verwendbar.,APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
SEMOLINA,Hartweizengrieß,true,true,SPECIFIC,1,EASY,EASY,0.6500,GRAINS,,"Körniger Hartweizengrieß für Teige, Breie oder Bindung; nicht feines Weizenmehl.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
SERRANO_CHILI,Serrano-Chili,true,true,SPECIFIC,4,PLANNED,DIFFICULT,0.3500,CHILI,,Schlanke frische Serrano-Chili mit mittlerer bis hoher Schärfe und frischem grünen Aroma.,APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
SERRANO_HAM,Serrano-Schinken,true,true,SPECIFIC,2,EASY,EASY,0.4500,HAM,,Spanischer luftgetrockneter Rohschinken nach Serrano-Art; nicht italienischer Prosciutto.,APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
SESAME_OIL,Sesamöl,true,true,SPECIFIC,2,EASY,EASY,0.5500,OILS,,"Öl aus Sesam; geröstetes Öl ist intensiv würzend, helles ungeröstetes Öl milder und hitzetauglicher.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
SESAME_SEEDS,Sesam,true,true,SPECIFIC,1,EASY,EASY,0.7000,SEEDS,TAHINI,"Sesamsamen mit nussigem Aroma; hell oder schwarz, roh oder geröstet verwendbar.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
SHALLOT,Schalotte,true,true,SPECIFIC,1,EASY,EASY,0.8500,ALLIUM_VEGETABLES,,"Kleine längliche Schalotte mit feinerem, milderem Zwiebelaroma; nicht Frühlingszwiebel.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
SHAOXING_WINE,Shaoxing-Reiswein,true,true,SPECIFIC,3,PLANNED,PLANNED,0.3000,COOKING_ALCOHOL,,"Chinesischer fermentierter Reiswein nach Shaoxing-Art mit nussig-oxidativem Aroma; als Kochwein, nicht Reisessig.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
SHELLFISH,Schalen- und Krustentiere,true,false,OPEN,2,EASY,EASY,0.6500,SEAFOOD,BIVALVES|CRUSTACEANS|FRESHWATER_SNAILS|SEA_SNAILS,"Offene Vorgabe für Schalen- und Krustentiere, insbesondere Krebstiere und zweischalige Muscheln.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
SHERRY,Sherry,true,true,SPECIFIC,3,PLANNED,PLANNED,0.2500,COOKING_ALCOHOL,,Aufgespriteter spanischer Wein nach Sherry-Art; trocken-oxidative bis süße Stile sind je nach Gericht möglich.,APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
SHERRY_VINEGAR,Sherryessig,true,true,SPECIFIC,2,PLANNED,PLANNED,0.4500,VINEGAR,,Aus Sherrywein erzeugter gereifter Essig mit nussig-komplexer Säure; nicht Sherry oder Rotweinessig.,APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
SHIITAKE,Shiitake,true,true,SPECIFIC,2,EASY,EASY,0.8000,MUSHROOMS,,"Shiitake mit fleischigem Biss und kräftigem Umami; frisch oder getrocknet, wobei Trockenware intensiver schmeckt.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
SHIMEJI,Shimeji,true,true,SPECIFIC,3,PLANNED,PLANNED,0.4000,MUSHROOMS,,Büschelig wachsende japanische Zuchtpilze mit festem Biss und mild-nussigem Aroma; braune und weiße Formen sind umfasst.,APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
SHIRATAKI,Shirataki-Nudeln,true,true,SPECIFIC,3,PLANNED,PLANNED,0.4500,NOODLES,,"Transparente, sehr stärkearme Nudeln aus Konjak mit elastischem Biss; nicht Glas- oder Reisnudeln.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
SHRIMP,Garnelen,true,true,SPECIFIC,1,EASY,EASY,1.0000,CRUSTACEANS,DRIED_SHRIMP|NORTHERN_PRAWN|NORTH_SEA_SHRIMP,"Garnelen als Krebstiere mit festem, leicht süßlichem Fleisch; Größe, Schale und frisch oder tiefgekühlt bleiben offen.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
SHRIMP_PASTE,Garnelenpaste,true,true,SPECIFIC,4,EASY,PLANNED,0.3500,FERMENTED_SEASONINGS|READY_SAUCES_AND_PASTES,BAGOONG_ALAMANG|BELACAN|MAM_RUOC|MAM_TOM,Offene Familie fermentierter Garnelenpasten mit sehr intensivem salzigem Umami; regionale feste und weiche Formen sind umfasst.,APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
SICHUAN_PEPPER,Szechuanpfeffer,true,true,SPECIFIC,3,PLANNED,PLANNED,0.4500,SPICES,,Aromatische Samenkapseln verschiedener Zanthoxylum-Arten mit zitrischem Duft und prickelnd-betäubender Wirkung; kein echter Pfeffer.,APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
SILKEN_TOFU,Seidentofu,true,true,SPECIFIC,2,PLANNED,PLANNED,0.6500,TOFU,,"Sehr weicher, kaum gepresster Tofu mit glatter puddingartiger Textur; nicht fester Tofu.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
SLIVOVICE,Sliwowitz,true,true,SPECIFIC,3,PLANNED,PLANNED,0.2500,COOKING_ALCOHOL,,Pflaumenbrand als generische Spirituosenart; nicht auf eine Marke beschränkt und nicht mit Pflaumenlikör gleichsetzen.,APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
SMOKED_PAPRIKA,geräuchertes Paprikapulver,true,true,SPECIFIC,2,EASY,EASY,0.5500,PAPRIKA_POWDER,,Geräuchertes Paprikapulver mit süßer bis scharfer Ausprägung und deutlichem Raucharoma.,APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
SMOKED_SALMON,Räucherlachs,true,true,SPECIFIC,2,EASY,EASY,0.5500,PRESERVED_FISH|SALMON,,Heiß- oder kaltgeräucherter Lachs mit salzigem Raucharoma; nicht bloß gebeizter Gravlax.,APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
SMOKED_TOFU,Räuchertofu,true,true,SPECIFIC,1,EASY,EASY,0.8000,TOFU,,"Fester Tofu mit deutlichem Raucharoma, durch Räuchern oder entsprechende Verarbeitung; nicht fermentierter Tofu.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
SMOKED_TROUT,Räucherforelle,true,true,SPECIFIC,3,PLANNED,PLANNED,0.4500,PRESERVED_FISH|TROUT,,"Geräucherte Forelle, ganz oder als Filet, mit festem Fleisch und mildem Raucharoma.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
SOBA,Soba,true,true,SPECIFIC,3,EASY,EASY,0.5500,NOODLES,,Japanische dünne Nudeln mit Buchweizen als typischem Teigbestandteil; Buchweizenanteil und Beimischung von Weizen können variieren.,APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
SOBRASADA,Sobrasada,true,true,SPECIFIC,4,PLANNED,PLANNED,0.2500,CURED_MEAT|PORK|SAUSAGE,,"Streichfähige, mit Paprika gewürzte luftgereifte Rohwurst der Balearen, typischerweise aus Schweinefleisch; nicht Chorizo und nicht ’Nduja.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
SOLE,Seezunge,true,true,SPECIFIC,4,PLANNED,DIFFICULT,0.3500,WHITE_FISH,,"Seezunge als feiner magerer Plattfisch mit zartem, festem Fleisch; nicht Scholle.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
SOURDOUGH_BREAD,Sauerteigbrot,true,true,SPECIFIC,1,EASY,EASY,0.7500,BREAD,,Brot mit Sauerteig als prägendem Trieb- und Aromamittel; Getreide und Säuregrad bleiben offen.,APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
SOUR_CHERRY,Sauerkirsche,true,true,SPECIFIC,2,PLANNED,PLANNED,0.5000,CHERRY,,"Sauerkirsche mit deutlich höherer Säure als Süßkirsche; frisch, tiefgekühlt oder ungesüßt konserviert verwendbar.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
SOUR_CREAM,saure Sahne,true,true,SPECIFIC,1,EASY,EASY,0.7500,CULTURED_DAIRY,,Gesäuerter Rahm mit frischer Säure und mittlerem Fettgehalt; nicht Crème fraîche oder Quark.,APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
SOUR_RYE_STARTER,Żur-Saueransatz,true,true,SPECIFIC,4,PLANNED,DIFFICULT,0.3000,FERMENTED_SEASONINGS,,Fermentierter Roggenmehl-Saueransatz (zakwas/żur) als flüssige Basis für żur/żurek; nicht die fertige Suppe. Gewürzzusätze können variieren.,APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
SOYBEANS,Sojabohnen,true,true,SPECIFIC,2,PLANNED,PLANNED,0.5000,BEANS|SOY_PRODUCTS,EDAMAME,Reife Sojabohnen als trockene oder vorgegarte Hülsenfrucht; nicht junge grüne Edamame.,APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
SOY_DRINK,Sojadrink,true,true,SPECIFIC,1,EASY,EASY,0.6000,PLANT_DRINKS,,Flüssiger Pflanzendrink aus Sojabohnen; gesüßte und ungesüßte Varianten sind umfasst.,APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
SOY_PRODUCTS,Sojazutat,true,true,OPEN,1,EASY,EASY,0.5500,LEGUMES,NATTO|SOYBEANS|TEMPEH|TOFU|TVP|VIETNAMESE_SOYBEAN_PASTE,Offene Vorgabe für Sojabohnen und daraus hergestellte kulinarische Produkte; konkrete Verarbeitung bleibt wählbar.,APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
SOY_SAUCE,Sojasauce,true,true,SPECIFIC,1,EASY,EASY,0.7000,FERMENTED_SEASONINGS|READY_SAUCES_AND_PASTES,DARK_SOY_SAUCE|KECAP_MANIS|LIGHT_SOY_SAUCE|TAMARI,"Fermentierte salzige Würzsauce auf Sojabohnenbasis; Stil, Weizenanteil, Farbe und Intensität bleiben offen.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
SPAETZLE,Spätzle,true,true,SPECIFIC,1,EASY,EASY,0.7500,NOODLES,,"Weiche unregelmäßige Eiernudeln aus zähflüssigem Teig; frisch, getrocknet oder vorgegart verwendbar.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
SPAGHETTI,Spaghetti,true,true,SPECIFIC,1,EASY,EASY,0.8500,WHEAT_PASTA,,Lange dünne runde Weizenpasta; Vollkorn- und gewöhnliche Hartweizenvarianten sind umfasst.,APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
SPAGHETTI_SQUASH,Spaghettikürbis,true,true,SPECIFIC,3,PLANNED,PLANNED,0.4500,PUMPKIN,,"Kürbis, dessen gegartes Fruchtfleisch in spaghettiartige Fasern zerfällt; nicht Pasta.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
SPECULAAS_SPICE,Spekulatiusgewürz,true,true,SPECIFIC,2,PLANNED,PLANNED,0.4000,SPICE_BLENDS,,"Gewürzmischung für Speculaas/Spekulatius, typischerweise auf Basis von Zimt mit weiteren warmen Gewürzen wie Nelke und Muskat; Zusammensetzung kann variieren und Zucker wird nicht vorausgesetzt.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
SPECULOOS,Spekulatius,true,true,SPECIFIC,1,EASY,EASY,0.5000,CONFECTIONERY,,"Knuspriges karamellisiertes Gewürzgebäck der Spekulatius-/Speculoos-Familie. Gemeint ist der fertige Keks, nicht eine Gewürzmischung; konkrete Gewürzzusammensetzung und Fettquelle können variieren.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
SPELT,Dinkel,true,true,SPECIFIC,1,EASY,EASY,0.6000,GRAINS,,"Dinkelkorn als Getreide mit nussigem Aroma; ganz, geschrotet oder als Flocken, nicht Dinkelmehl.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
SPICES,Gewürz oder trockenes Würzmittel,true,false,OPEN,1,,,0.4500,,AJWAIN|ALLSPICE|ANNATTO|CARAWAY|CARDAMOM|CINNAMON|CLOVES|CORIANDER_ROOT|CORIANDER_SEED|CUMIN|DRIED_CHILI|FENNEL_SEED|FENUGREEK|FINGERROOT|FLEUR_DE_SEL|FRESH_TURMERIC|GALANGAL|GARLIC_POWDER|GINGER|JUNIPER_BERRIES|MSG|MUSTARD_SEED|NORA_PEPPER|NUTMEG|NUTRITIONAL_YEAST|ONION_POWDER|PAPRIKA_POWDER|PEPPER|SAFFRON|SICHUAN_PEPPER|SPICE_BLENDS|STAR_ANISE|SUMAC|TURMERIC|VANILLA,"Offene Vorgabe für trockene Gewürze und Würzmittel; Pflanzenteil, Form und Aromaprofil bleiben wählbar.",NOT_APPLICABLE_STRUCTURE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,,,,PROPOSED_NOT_APPLICABLE
SPICE_BLENDS,Gewürzmischung,true,false,OPEN,2,EASY,EASY,0.3500,SPICES,BERBERE|CURRY_POWDER|FIVE_SPICE|GARAM_MASALA|HERBES_DE_PROVENCE|JERK_SEASONING|MUOI_TOM|RAS_EL_HANOUT|SPECULAAS_SPICE|ZAATAR,Offene Vorgabe für bewusst zusammengesetzte trockene Gewürzmischungen; Stil und Schärfe bleiben offen.,APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
SPINACH,Spinat,true,true,SPECIFIC,1,EASY,EASY,1.0000,LEAFY_GREENS,,"Spinatblätter mit mild-grünem, leicht mineralischem Geschmack; frisch oder tiefgekühlt verwendbar.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
SPLIT_PEAS,Spalterbsen,true,true,SPECIFIC,1,EASY,EASY,0.7000,PEAS,GREEN_SPLIT_PEAS|YELLOW_SPLIT_PEAS,"Getrocknete geschälte und halbierte Erbsen für Suppen, Pürees oder Eintöpfe; Farbe bleibt offen.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
SPRING_ONION,Frühlingszwiebel,true,true,SPECIFIC,1,EASY,EASY,0.8500,ALLIUM_VEGETABLES,,Frühlingszwiebel mit mildem Zwiebelaroma; weißer und grüner Teil sind essbar.,APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
SPROUTS,Sprossen,true,true,OPEN,2,EASY,EASY,0.4500,VEGETABLES,ALFALFA_SPROUTS|BEAN_SPROUTS,"Offene Vorgabe für essbare junge Keimlinge; Pflanzenart, Größe und roh oder gegart bleiben wählbar.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
SQUID,Tintenfisch,true,true,SPECIFIC,3,EASY,EASY,0.5000,MOLLUSCS|SEAFOOD,,"Kalmar mit röhrenförmigem Mantel und Armen; kurz oder sehr lange garen, nicht Oktopus oder Sepia.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
SRIRACHA,Sriracha,true,true,SPECIFIC,1,EASY,EASY,0.5500,CHILI_CONDIMENTS,,"Glatte fermentierte oder gereifte Chilisauce nach Sriracha-Art mit Knoblauch, Säure und leichter Süße.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
STARCHES,stärkehaltige Zutat oder Sättigungsbeilage,true,false,OPEN,1,EASY,EASY,0.4500,,BREAD|BREADCRUMBS|BREAD_DUMPLING|CASSAVA|CHESTNUT|DUMPLING_WRAPPERS|FLOUR|FRUIT_DUMPLING|GNOCCHI|GRAINS|JERUSALEM_ARTICHOKE|NOODLES|PLANTAIN|POTATO|RICE_PRODUCTS|STARCH_BINDERS|SWEET_POTATO|TARO|YAM,"Offene Vorgabe für stärkeprägende Zutaten oder Sättigungsbeilagen; Getreide, Knolle und Produktform bleiben wählbar.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
STARCH_BINDERS,Stärke oder Bindemittel,true,false,OPEN,1,EASY,EASY,0.4000,STARCHES,CORNSTARCH|POTATO_STARCH|TAPIOCA_STARCH,Offene Vorgabe für isolierte Stärke und andere neutrale Bindemittel; Rohstoff und Bindeeigenschaft bleiben offen.,APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
STARFRUIT,Sternfrucht oder Karambole,true,true,SPECIFIC,3,EASY,PLANNED,0.4500,TROPICAL_FRUIT,,"Saftig-knackige Sternfrucht mit je nach Reife deutlich säuerlichem bis mild süßem Geschmack; roh, in Salaten oder als säuernde Frucht in warmen Gerichten verwendbar.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
STAR_ANISE,Sternanis,true,true,SPECIFIC,2,EASY,EASY,0.4500,SPICES,,Sternförmige Frucht mit intensiv süßlichem Anisaroma; ganz oder gemahlen sparsam verwendbar.,APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
STEM_VEGETABLES,Stängelgemüse,true,true,OPEN,2,EASY,EASY,0.5000,VEGETABLES,ASPARAGUS|BAMBOO_SHOOTS|CELERY_STALK|FENNEL|RHUBARB,"Offene Vorgabe für Gemüse mit kulinarisch prägendem Stiel, Spross oder verdickter Sprossachse.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
STICKY_RICE,Klebreis,true,true,SPECIFIC,2,EASY,PLANNED,0.5500,RICE,,"Klebreis mit hohem Amylopektinanteil und stark haftender Textur; weiß, schwarz oder violett möglich, nicht Sushireis.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
STINKY_TOFU,Stinky Tofu,true,true,SPECIFIC,5,DIFFICULT,DIFFICULT,0.1200,FERMENTED_TOFU,,Intensiv fermentierter Tofu ostasiatischer Art mit markantem Geruch; Produktform und spätere Garung bleiben offen.,APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
STOCKFISH,Stockfisch,true,true,SPECIFIC,5,DIFFICULT,DIFFICULT,0.2200,COD|DRIED_FISH,,"Ungesalzener, luftgetrockneter Fisch, typischerweise Kabeljau; nicht mit gesalzenem und getrocknetem Klippfisch gleichsetzen.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
STOCKS,Brühe oder Fond,true,false,OPEN,1,EASY,EASY,0.3500,,BEEF_STOCK|CHICKEN_STOCK|DASHI|FISH_STOCK|MUSHROOM_STOCK|PORK_STOCK|VEGETABLE_STOCK,"Offene Vorgabe für Brühe oder Fond als aromatische Flüssigkeitsbasis; tierische, pflanzliche und pilzbasierte Formen sind möglich.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
STONE_FRUIT,Steinobst,true,true,OPEN,1,EASY,EASY,0.6500,FRUIT,APRICOT|CHERRY|MIRABELLE|NECTARINE|PEACH|PLUM,"Offene Vorgabe für Steinobst mit einem zentralen harten Kern; Art, Süße und Reifegrad bleiben wählbar.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
STRAWBERRY,Erdbeere,true,true,SPECIFIC,1,EASY,EASY,0.6500,BERRIES,,"Erdbeere mit süß-säuerlichem, aromatischem Fruchtfleisch; frisch oder ungesüßt tiefgekühlt verwendbar.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
STROOPWAFEL,Stroopwafel,true,true,SPECIFIC,2,EASY,PLANNED,0.4500,CONFECTIONERY|WAFFLES,,"Zwei dünne Waffeln mit süßer Sirup- oder Karamellfüllung; gemeint ist die fertige Süßware, nicht eine allgemeine Waffel oder der Sirup allein.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
SUGARCANE_VINEGAR,Zuckerrohressig,true,true,SPECIFIC,3,EASY,PLANNED,0.4000,VINEGAR,,Natürlich fermentierter Essig auf Basis von Zuckerrohr beziehungsweise Zuckerrohrsaft. Gemeint ist die generische Essigart; nicht auf Sukang Iloko oder eine bestimmte Marke beschränkt.,APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
SUGAR_SNAP_PEAS,Zuckerschoten,true,true,SPECIFIC,1,EASY,EASY,0.7500,PEAS|POD_VEGETABLES,,Zuckerschoten mit essbarer knackiger Hülse und süßen jungen Erbsen; nicht ausgelöste grüne Erbsen.,APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
SUMAC,Sumach,true,true,SPECIFIC,2,EASY,EASY,0.5000,SPICES,,Getrocknete gemahlene Sumachfrüchte mit fruchtig-zitroniger Säure; nicht giftiger Zier-Sumach.,APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
