"concept_code"	"display_name"	"review_applicability"	"product_form_basis"	"market_class_georgia"	"market_basis_georgia"	"proposed_availability_georgia"	"availability_note_georgia"	"evidence_requirement_georgia"	"availability_evidence_georgia"	"market_class_tobias"	"market_basis_tobias"	"proposed_availability_tobias"	"availability_note_tobias"	"evidence_requirement_tobias"	"availability_evidence_tobias"	"review_flags"	"approval_status"
"RADICCHIO"	"Radicchio"	"APPLICABLE"	"Rot-weißer Blattsalat aus der Zichorienfamilie mit markanter Bitterkeit; roh oder gegart verwendbar."	"GENERAL_LOCAL"	"Katalogpfad Blattsalat → Blattgemüse → Gemüse. Warengruppe Gemüse oder Pilz, formrelevanter Prüfhinweis aus der vollständigen Definition: »roh oder gegart verwendbar«. Regelweg in Bornheim über nahe Supermarktfilialen in Bornheim mit dem Bereich »Obst- und Gemüseabteilung«."	"EASY"	"Radicchio: gewöhnlicher lokaler Bezugsweg über den Bereich »Obst- und Gemüseabteilung«."	"OPTIONAL"	""	"GENERAL_LOCAL"	"Für „Radicchio“ wird das Angebot über die Gemüseabteilung eines gewöhnlichen großen Rostocker Supermarkts kontrolliert."	"EASY"	"Radicchio: gewöhnlicher lokaler Bezugsweg über den Bereich »Radicchio«."	"OPTIONAL"	""	"TOBIAS_ROSTOCK_PROFILE"	"PROPOSED_FOR_HUMAN_REVIEW"
"RADISH"	"Rettich"	"APPLICABLE"	"Offene Rettichvorgabe von kleinen Radieschen bis größeren weißen oder schwarzen Rettichen; Schärfe und Form bleiben wählbar."	"GENERAL_LOCAL"	"Katalogpfad Wurzel- und Knollengemüse → Gemüse. Warengruppe Gemüse oder Pilz, formrelevanter Prüfhinweis aus der vollständigen Definition: »Schärfe und Form bleiben wählbar«. Regelweg in Bornheim über den lokalen Supermarktbereich »Obst- und Gemüseabteilung« in Bornheim."	"EASY"	"Rettich: gewöhnlicher lokaler Bezugsweg über den Bereich »Obst- und Gemüseabteilung«."	"OPTIONAL"	""	"GENERAL_LOCAL"	"Der konkrete Bezug von „Rettich“ läuft über die Gemüseabteilung eines gewöhnlichen großen Rostocker Supermarkts."	"EASY"	"Rettich: gewöhnlicher lokaler Bezugsweg über den Bereich »Rettich«."	"OPTIONAL"	""	"TOBIAS_ROSTOCK_PROFILE"	"PROPOSED_FOR_HUMAN_REVIEW"
"RAISIN"	"Rosinen"	"APPLICABLE"	"Getrocknete Weintrauben mit konzentrierter Süße; helle und dunkle sowie kleine und große Formen sind umfasst."	"GENERAL_LOCAL"	"Katalogpfad Trockenfrüchte → Weintrauben → Obst. Warengruppe Trockenfrucht, formrelevanter Prüfhinweis aus der vollständigen Definition: »helle und dunkle sowie kleine und große Formen sind umfasst«. Regelweg in Bornheim über den lokalen Supermarktbereich »Trockenfrucht- und Backzutatenregal« in Bornheim."	"EASY"	"Rosinen: gewöhnlicher lokaler Bezugsweg über den Bereich »Trockenfrucht- und Backzutatenregal«."	"OPTIONAL"	""	"GENERAL_LOCAL"	"Beim Einkauf von „Rosinen“ nutzt Tobias das Trockenobst-, Tiefkühlobst- oder Obstkonservenregal eines gewöhnlichen großen Rostocker Supermarkts."	"EASY"	"Rosinen: gewöhnlicher lokaler Bezugsweg über den Bereich »Rosinen«."	"OPTIONAL"	""	"TOBIAS_ROSTOCK_PROFILE"	"PROPOSED_FOR_HUMAN_REVIEW"
"RAKFISK"	"Rakfisk"	"APPLICABLE"	"Professionell hergestellter, gesalzener und fermentierter Süßwasserfisch nach Rakfisk-Art. Gemeint ist ein handelsübliches verzehrfertiges Produkt; keine Aufforderung zur häuslichen Fischfermentation."	"NO_REAL_ROUTE"	"Katalogpfad konservierter Fisch → Fisch → Fisch und Meeresfrüchte. Warengruppe konservierter Fisch, formrelevanter Prüfhinweis aus der vollständigen Definition: »keine Aufforderung zur häuslichen Fischfermentation«. Der v2-Anker hält fest: Kein realistischer wiederholbarer deutscher/EU-Weg innerhalb des normalen Vorlaufs gekühlte Herkunftslandware reicht nicht."	"UNAVAILABLE"	"Rakfisk: Kein realistischer wiederholbarer deutscher/EU-Weg innerhalb des normalen Vorlaufs; gekühlte Herkunftslandware reicht nicht."	"REQUIRED"	"AV2E-094"	"NO_REAL_ROUTE"	"Rakfisk: Kein realistischer wiederholbarer deutscher/EU-Weg innerhalb des normalen Vorlaufs; gekühlte Herkunftslandware reicht nicht."	"UNAVAILABLE"	"Rakfisk: Kein realistischer wiederholbarer deutscher/EU-Weg innerhalb des normalen Vorlaufs; gekühlte Herkunftslandware reicht nicht."	"REQUIRED"	"AV2E-094"	"EVIDENCE_REQUIRED|FORM_OR_ROUTE_FRAGILE|NEGATIVE_ROUTE_SEARCH|REFERENCE_ANCHOR|REFERENCE_ANCHOR_V2|RESEARCH_REQUIRED|TOBIAS_ROSTOCK_PROFILE"	"RATING_APPROVED_NOTE_PROPOSED_REFERENCE_ANCHOR_V2"
"RAMEN_NOODLES"	"Ramennudeln"	"APPLICABLE"	"Japanische Weizennudeln für Ramen, typischerweise alkalisch und elastisch; frisch, getrocknet oder vorgegart verwendbar."	"GENERAL_LOCAL"	"Katalogpfad Nudeln → stärkehaltige Zutat oder Sättigungsbeilage. Warengruppe Getreide- oder Stärkeware, formrelevanter Prüfhinweis aus der vollständigen Definition: »frisch, getrocknet oder vorgegart verwendbar«. Regelweg in Bornheim über nahe Supermarktfilialen in Bornheim mit dem Bereich »Reis-, Mehl-, Nudel- oder Trockenwarenregal«."	"EASY"	"Ramennudeln: gewöhnlicher lokaler Bezugsweg über den Bereich »Reis-, Mehl-, Nudel- oder Trockenwarenregal«."	"OPTIONAL"	""	"GENERAL_LOCAL"	"Für „Ramennudeln“ führt der Rostocker Marktweg über das Getreide-, Mehl-, Reis- oder Teigwarenregal eines gewöhnlichen großen Rostocker Supermarkts."	"EASY"	"Ramennudeln: Rostocker Bezugsweg über das Getreide-, Mehl-, Reis- oder Teigwarenregal eines gewöhnlichen großen Rostocker Supermarkts."	"OPTIONAL"	""	"FORM_SENSITIVE|RATING_RECONCILED_V2|TOBIAS_ROSTOCK_PROFILE"	"PROPOSED_FOR_HUMAN_REVIEW"
"RAS_EL_HANOUT"	"Ras el-Hanout"	"APPLICABLE"	"Nordafrikanische Gewürzmischung aus zahlreichen warmen, erdigen und floralen Gewürzen; Rezeptur variiert stark."	"SPECIALTY_BROAD"	"Katalogpfad Gewürzmischung → Gewürz oder trockenes Würzmittel. Warengruppe Gewürz, formrelevanter Prüfhinweis aus der vollständigen Definition: »Rezeptur variiert stark«. Breiter einschlägiger Spezialmarkt über die voneinander unabhängigen Händler Mitte Meer – Mediterranean direct shop sowie Miori – Ras el Hanout blend."	"SPECIALTY"	"Ras el-Hanout ist im einschlägigen Spezialmarkt breit etabliert; dokumentierte reguläre Wege sind die voneinander unabhängigen Händler Mitte Meer – Mediterranean direct shop sowie Miori – Ras el Hanout blend."	"REQUIRED"	"AV2N-N-0091|AV2N-N-0092"	"SPECIALTY_BROAD"	"Tobias prüft „Ras el-Hanout“ in Rostock über Miori – Ras el Hanout blend und Mitte Meer – Mediterranean direct shop, wobei die Evidenz verfügbaren Bestand in einem laufenden Fachsortiment und Standardversand ausweist."	"SPECIALTY"	"Ras el-Hanout: Rostocker Bezugsweg über Miori – Ras el Hanout blend und Mitte Meer – Mediterranean direct shop; dokumentiert ist verfügbarer Bestand in einem laufenden Fachsortiment und Standardversand."	"REQUIRED"	"AV2N-N-0093|AV2N-N-0094"	"RATING_RECONCILED_V2|RESEARCH_REQUIRED|SPECIALTY_MARKET_BREADTH|TOBIAS_ROSTOCK_PROFILE"	"PROPOSED_FOR_HUMAN_REVIEW"
"RASPBERRY"	"Himbeere"	"APPLICABLE"	"Himbeere mit zarter Struktur und süß-säuerlichem Aroma; frisch oder ungesüßt tiefgekühlt verwendbar."	"GENERAL_LOCAL"	"Katalogpfad Beeren → Obst. Warengruppe Obst, formrelevanter Prüfhinweis aus der vollständigen Definition: »frisch oder ungesüßt tiefgekühlt verwendbar«. Regelweg in Bornheim über nahe Supermarktfilialen in Bornheim mit dem Bereich »Obst- und Gemüseabteilung«."	"EASY"	"Himbeere: gewöhnlicher lokaler Bezugsweg über den Bereich »Obst- und Gemüseabteilung«."	"OPTIONAL"	""	"GENERAL_LOCAL"	"Die Rostocker Warenprüfung für „Himbeere“ erfolgt über den Obst- oder Tiefkühlobstbereich eines gewöhnlichen großen Rostocker Supermarkts."	"EASY"	"Himbeere: gewöhnlicher lokaler Bezugsweg über den Bereich »Himbeere«."	"OPTIONAL"	""	"FORM_SENSITIVE|TOBIAS_ROSTOCK_PROFILE"	"PROPOSED_FOR_HUMAN_REVIEW"
"RAZOR_CLAMS"	"Schwertmuscheln"	"APPLICABLE"	"Längliche Schwert- beziehungsweise Messermuscheln mit zartem, leicht süßlichem Fleisch; frisch oder ausgelöst verwendbar."	"NICHE_IMPORT"	"Katalogpfad Muscheln → Weichtiere → Schalen- und Krustentiere → wirbellose Tiere. Warengruppe Fisch oder Meeresfrucht, formrelevanter Prüfhinweis aus der vollständigen Definition: »frisch oder ausgelöst verwendbar«. Die formtreuen Seiten bei Honest Catch – precooked razor clams frozen sind aktuell ausverkauft; Tiefkühlversand und wenige Händler machen den Weg fragil."	"DIFFICULT"	"Schwertmuscheln sind nur über einen derzeit ausverkauften TK-Nischenweg belegt; Bestand und Tiefkühllogistik verhindern einen robusten Bezug."	"REQUIRED"	"AV2N-N-0095"	"NICHE_IMPORT"	"Tobias prüft „Schwertmuscheln“ in Rostock über Honest Catch – precooked razor clams frozen, wobei die Evidenz nur einen beim Abruf ausverkauften Formtreffer und Tiefkühlversand ausweist."	"DIFFICULT"	"Schwertmuscheln sind nur über einen derzeit ausverkauften TK-Nischenweg belegt; Bestand und Tiefkühllogistik verhindern einen robusten Bezug."	"REQUIRED"	"AV2N-N-0096"	"EVIDENCE_REQUIRED|FORM_OR_LOGISTICS_RISK|FORM_OR_ROUTE_FRAGILE|FORM_SENSITIVE|RESEARCH_REQUIRED|TOBIAS_ROSTOCK_PROFILE"	"PROPOSED_FOR_HUMAN_REVIEW"
"READY_CURRY_PASTE"	"fertige Currypaste"	"APPLICABLE"	"Offene Familie verzehrfertiger Currypasten mit bereits kombinierter Gewürz- und Aromatenbasis; Küche, Farbe und Schärfe bleiben offen."	"GENERAL_BROAD"	"Die formgenaue Asiafoodland-Kategorie umfasst aktuell 61 fertige Currypasten mit bereits kombinierter Gewürz- und Aromatenbasis. Rote, grüne, gelbe, Massaman- und Panang-Varianten werden deutschlandweit als haltbare Ware versandt."	"PLANNED"	"Fertige Currypasten sind als haltbare rote, grüne, gelbe, Massaman- und Panang-Varianten im breiten deutschen Asia-Handel planbar."	"OPTIONAL"	""	"GENERAL_BROAD"	"Asiafoodland bündelt 61 fertige Currypasten verschiedener Küchen und Schärfen in einer formgenauen Kategorie. Tobias kann lagernde rote, grüne, gelbe, Massaman- oder Panang-Paste per Standard-DHL nach Rostock bestellen."	"PLANNED"	"Fertige Currypasten sind als haltbare rote, grüne, gelbe, Massaman- und Panang-Varianten im breiten deutschen Asia-Handel planbar."	"REQUIRED"	"AV2N-N-0097"	"RATING_RECONCILED_V2|RESEARCH_REQUIRED|SPECIALTY_MARKET_BREADTH|TOBIAS_ROSTOCK_PROFILE"	"PROPOSED_FOR_HUMAN_REVIEW"
"READY_SAUCES_AND_PASTES"	"fertige Sauce oder Würzpaste"	"NOT_APPLICABLE_STRUCTURE"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"APPROVED_NOT_APPLICABLE"
"RED_BELL_PEPPER"	"rote Paprika"	"APPLICABLE"	"Reif rote Gemüsepaprika mit süßem, fruchtigem Geschmack; frisch gemeint, nicht geröstete Konserve."	"GENERAL_LOCAL"	"Katalogpfad Paprika → Fruchtgemüse → Gemüse. Warengruppe Gemüse oder Pilz, formrelevanter Prüfhinweis aus der vollständigen Definition: »frisch gemeint, nicht geröstete Konserve«. Regelweg in Bornheim über den regulären Bornheimer Regalweg »Obst- und Gemüseabteilung«."	"EASY"	"rote Paprika: gewöhnlicher lokaler Bezugsweg über den Bereich »Obst- und Gemüseabteilung«."	"OPTIONAL"	""	"GENERAL_LOCAL"	"Tobias sucht „rote Paprika“ in Rostock über die Gemüseabteilung eines gewöhnlichen großen Rostocker Supermarkts gesucht."	"EASY"	"rote Paprika: gewöhnlicher lokaler Bezugsweg über den Bereich »rote Paprika«."	"OPTIONAL"	""	"FORM_SENSITIVE|TOBIAS_ROSTOCK_PROFILE"	"PROPOSED_FOR_HUMAN_REVIEW"
"RED_CABBAGE"	"Rotkohl"	"APPLICABLE"	"Rotkohl mit festen violetten Blättern und leicht pfeffrigem Geschmack; roh, geschmort oder fermentiert verwendbar."	"GENERAL_LOCAL"	"Katalogpfad Kohlgemüse → Gemüse. Warengruppe Gemüse oder Pilz, formrelevanter Prüfhinweis aus der vollständigen Definition: »roh, geschmort oder fermentiert verwendbar«. Regelweg in Bornheim über ortsübliche Vollsortimenter rund um Bornheim, konkret im Bereich »Obst- und Gemüseabteilung«."	"EASY"	"Rotkohl: gewöhnlicher lokaler Bezugsweg über den Bereich »Obst- und Gemüseabteilung«."	"OPTIONAL"	""	"GENERAL_LOCAL"	"Die Rostocker Warenprüfung für „Rotkohl“ erfolgt über die Gemüseabteilung eines gewöhnlichen großen Rostocker Supermarkts."	"EASY"	"Rotkohl: gewöhnlicher lokaler Bezugsweg über den Bereich »Rotkohl«."	"OPTIONAL"	""	"FORM_SENSITIVE|TOBIAS_ROSTOCK_PROFILE"	"PROPOSED_FOR_HUMAN_REVIEW"
"RED_CURRANT"	"rote Johannisbeere"	"APPLICABLE"	"Rote Johannisbeere mit klarer Säure und saftigem Fruchtfleisch; frisch oder ungesüßt tiefgekühlt."	"GENERAL_BROAD"	"Katalogpfad Beeren → Obst. Warengruppe Obst, formrelevanter Prüfhinweis aus der vollständigen Definition: »frisch oder ungesüßt tiefgekühlt«. Die Beschaffung erfolgt formgenau über „Obst- und Gemüseabteilung über eine vorab geprüfte Händlerroute“."	"PLANNED"	"rote Johannisbeere: Die Beschaffung erfolgt formgenau über „Obst- und Gemüseabteilung über eine vorab geprüfte Händlerroute“."	"OPTIONAL"	""	"GENERAL_BROAD"	"Der konkrete Bezug von „rote Johannisbeere“ läuft über gut sortierte Vollsortimenter und etablierte deutsche Frucht- oder Frischehändler."	"PLANNED"	"rote Johannisbeere: Der konkrete Bezug von „rote Johannisbeere“ läuft über gut sortierte Vollsortimenter und etablierte deutsche Frucht- oder Frischehändler."	"OPTIONAL"	""	"FORM_SENSITIVE|RATING_RECONCILED_V2|TOBIAS_ROSTOCK_PROFILE"	"PROPOSED_FOR_HUMAN_REVIEW"
"RED_LENTILS"	"rote Linsen"	"APPLICABLE"	"Geschälte rote Linsen, die schnell garen und meist cremig zerfallen; nicht formstabile ganze Linsen."	"GENERAL_LOCAL"	"Katalogpfad Linsen → Hülsenfrüchte. Warengruppe Hülsenfrucht, formrelevanter Prüfhinweis aus der vollständigen Definition: »nicht formstabile ganze Linsen«. Regelweg in Bornheim über den regulären Bornheimer Regalweg »Hülsenfrucht-, Konserven- oder Trockenwarenregal«."	"EASY"	"rote Linsen: gewöhnlicher lokaler Bezugsweg über den Bereich »Hülsenfrucht-, Konserven- oder Trockenwarenregal«."	"OPTIONAL"	""	"GENERAL_LOCAL"	"Die Rostocker Warenprüfung für „rote Linsen“ erfolgt über das Hülsenfrucht-, Konserven- oder Trockensortiment eines gewöhnlichen großen Rostocker Supermarkts."	"EASY"	"rote Linsen: gewöhnlicher lokaler Bezugsweg über den Bereich »rote Linsen«."	"OPTIONAL"	""	"TOBIAS_ROSTOCK_PROFILE"	"PROPOSED_FOR_HUMAN_REVIEW"
"RED_ONION"	"rote Zwiebel"	"APPLICABLE"	"Rote Zwiebel mit milderer Schärfe und violetter Farbe; roh und gegart verwendbar."	"GENERAL_LOCAL"	"Katalogpfad Zwiebel → Lauch- und Zwiebelgemüse → Gemüse. Warengruppe Gemüse oder Pilz, formrelevanter Prüfhinweis aus der vollständigen Definition: »roh und gegart verwendbar«. Regelweg in Bornheim über das örtliche Sortiment »Obst- und Gemüseabteilung« beim Wocheneinkauf in Bornheim."	"EASY"	"rote Zwiebel: gewöhnlicher lokaler Bezugsweg über den Bereich »Obst- und Gemüseabteilung«."	"OPTIONAL"	""	"GENERAL_LOCAL"	"Tobias prüft „rote Zwiebel“ in Rostock über die Gemüseabteilung eines gewöhnlichen großen Rostocker Supermarkts."	"EASY"	"rote Zwiebel: Rostocker Bezugsweg über die Gemüseabteilung eines gewöhnlichen großen Rostocker Supermarkts."	"OPTIONAL"	""	"TOBIAS_ROSTOCK_PROFILE"	"PROPOSED_FOR_HUMAN_REVIEW"
"RED_WINE"	"Rotwein"	"APPLICABLE"	"Rotwein als Kochzutat; Rebsorte, Körper und Trockenheitsgrad bleiben offen, kein aromatisiertes Weingetränk."	"GENERAL_LOCAL"	"Katalogpfad Kochalkohol. Warengruppe Kochalkohol, formrelevanter Prüfhinweis aus der vollständigen Definition: »Rebsorte, Körper und Trockenheitsgrad bleiben offen, kein aromatisiertes Weingetränk«. Regelweg in Bornheim über das örtliche Sortiment »Getränke-, Wein- oder Spirituosenregal« beim Wocheneinkauf in Bornheim."	"EASY"	"Rotwein: gewöhnlicher lokaler Bezugsweg über den Bereich »Getränke-, Wein- oder Spirituosenregal«."	"OPTIONAL"	""	"GENERAL_LOCAL"	"Die Beschaffung von „Rotwein“ erfolgt in Rostock über das Spirituosen- oder Weinregal eines gewöhnlichen großen Rostocker Supermarkts."	"EASY"	"Rotwein: gewöhnlicher lokaler Bezugsweg über den Bereich »Rotwein«."	"OPTIONAL"	""	"TOBIAS_ROSTOCK_PROFILE"	"PROPOSED_FOR_HUMAN_REVIEW"
"RED_WINE_VINEGAR"	"Rotweinessig"	"APPLICABLE"	"Aus Rotwein vergorener Essig mit fruchtig-herber Säure; nicht Rotwein oder Balsamico."	"GENERAL_LOCAL"	"Katalogpfad Essig. Warengruppe Speiseessig, formrelevanter Prüfhinweis aus der vollständigen Definition: »nicht Rotwein oder Balsamico«. Regelweg in Bornheim über den Bereich »Essig- und Ölregal« eines gewöhnlichen Bornheimer Vollsortimenters."	"EASY"	"Rotweinessig: gewöhnlicher lokaler Bezugsweg über den Bereich »Essig- und Ölregal«."	"OPTIONAL"	""	"GENERAL_LOCAL"	"Die Rostocker Warenprüfung für „Rotweinessig“ erfolgt über das Saucen-, Essig- oder Feinkostregal eines gewöhnlichen großen Rostocker Supermarkts."	"EASY"	"Rotweinessig: gewöhnlicher lokaler Bezugsweg über den Bereich »Rotweinessig«."	"OPTIONAL"	""	"TOBIAS_ROSTOCK_PROFILE"	"PROPOSED_FOR_HUMAN_REVIEW"
"REDFISH"	"Rotbarsch"	"APPLICABLE"	"Rotbarsch mit festem, mildem und relativ magerem Fleisch; meist als Filet erhältlich."	"GENERAL_BROAD"	"Deutsche See – Rotbarschfilets TK belegt formgenau: Die Produktseite führt hautlose, portionierte und vakuumierte Rotbarschfilets als verfügbaren Tiefkühlartikel. Für Georgia in Bornheim gilt: Deutschlandweiter Tiefkühl-Wunschterminversand nach Bornheim und Rostock; Mindestbestellwert 49 Euro; Logistik FROZEN_SHIPPING. Wunschtermin, Mindestbestellwert und minus-18-Grad-Kette verhindern spontane Beschaffung, bleiben aber robust planbar."	"PLANNED"	"Rotbarsch: Die Produktseite führt hautlose, portionierte und vakuumierte Rotbarschfilets als verfügbaren Tiefkühlartikel."	"REQUIRED"	"AV2N-N-0098|AV2N-P-0024"	"GENERAL_BROAD"	"Deutsche See – Rotbarschfilets TK belegt formgenau: Die Produktseite führt hautlose, portionierte und vakuumierte Rotbarschfilets als verfügbaren Tiefkühlartikel. Für Tobias in Rostock gilt: Deutschlandweiter Tiefkühl-Wunschterminversand nach Bornheim und Rostock; Mindestbestellwert 49 Euro; Logistik FROZEN_SHIPPING. Wunschtermin, Mindestbestellwert und minus-18-Grad-Kette verhindern spontane Beschaffung, bleiben aber robust planbar."	"PLANNED"	"Rotbarsch: Die Produktseite führt hautlose, portionierte und vakuumierte Rotbarschfilets als verfügbaren Tiefkühlartikel."	"REQUIRED"	"AV2N-N-0099|AV2N-P-0024"	"BORDERLINE_PLANNED|EVIDENCE_REQUIRED|RATING_RECONCILED_V2|TOBIAS_ROSTOCK_PROFILE"	"PROPOSED_FOR_HUMAN_REVIEW"
"REINDEER"	"Rentierfleisch"	"APPLICABLE"	"Rentierfleisch als frisches oder tiefgekühltes Fleischstück beziehungsweise geeignetes Gulasch-/Geschnetzeltesfleisch. Nicht Rentierwurst, Trockenfleisch oder ein bereits zubereitetes Rentiergericht."	"NICHE_IMPORT"	"Katalogpfad Wildfleisch → Fleisch. Warengruppe Fleisch, formrelevanter Prüfhinweis aus der vollständigen Definition: »Nicht Rentierwurst, Trockenfleisch oder ein bereits zubereitetes Rentiergericht«. Nur der schmale Händlerweg über Swedish Wild – reindeer meat range ist positiv belegt; Tiefkühlversand begrenzt Form, Bestand oder Logistik."	"DIFFICULT"	"Rentierfleisch: Nur der schmale Händlerweg über Swedish Wild – reindeer meat range ist positiv belegt; Tiefkühlversand begrenzt Form, Bestand oder Logistik."	"REQUIRED"	"AV2N-N-0100"	"NICHE_IMPORT"	"Tobias prüft „Rentierfleisch“ in Rostock über Swedish Wild – reindeer meat range, wobei die Evidenz eine vor dem Einkauf erneut zu prüfende Verfügbarkeit und Tiefkühlversand ausweist."	"DIFFICULT"	"Rentierfleisch: Rostocker Bezugsweg über Swedish Wild – reindeer meat range; dokumentiert sind eine vor dem Einkauf erneut zu prüfende Verfügbarkeit und Tiefkühlversand."	"REQUIRED"	"AV2N-N-0101"	"EVIDENCE_REQUIRED|FORM_OR_LOGISTICS_RISK|FORM_OR_ROUTE_FRAGILE|FORM_SENSITIVE|RESEARCH_REQUIRED|TOBIAS_ROSTOCK_PROFILE"	"PROPOSED_FOR_HUMAN_REVIEW"
"REMOULADE"	"Remoulade"	"APPLICABLE"	"Würzige mayonnaiseartige Sauce mit typischerweise Gurken/Pickles, Senf, Kräutern und weiteren Würzzutaten; konkrete Rezepturen können variieren."	"GENERAL_LOCAL"	"Katalogpfad fertige Sauce oder Würzpaste → Sauce, Würzmittel oder Paste. Warengruppe Sauce oder Würzpaste, formrelevanter Prüfhinweis aus der vollständigen Definition: »konkrete Rezepturen können variieren«. Regelweg in Bornheim über die gewöhnliche Bornheimer Auslage »Saucen-, Würzpasten- und Feinkostregal«."	"EASY"	"Remoulade: gewöhnlicher lokaler Bezugsweg über den Bereich »Saucen-, Würzpasten- und Feinkostregal«."	"OPTIONAL"	""	"GENERAL_LOCAL"	"Tobias prüft „Remoulade“ in Rostock über das Saucen-, Essig- oder Feinkostregal eines gewöhnlichen großen Rostocker Supermarkts."	"EASY"	"Remoulade: Rostocker Bezugsweg über das Saucen-, Essig- oder Feinkostregal eines gewöhnlichen großen Rostocker Supermarkts."	"OPTIONAL"	""	"TOBIAS_ROSTOCK_PROFILE"	"PROPOSED_FOR_HUMAN_REVIEW"
"RENDANG_PASTE"	"Rendang-Paste"	"APPLICABLE"	"Konzentrierte Gewürzpaste für Rendang mit Chili, Aromaten und Gewürzen; nicht das fertige Schmorgericht."	"SPECIALTY_BROAD"	"Katalogpfad fertige Currypaste → fertige Sauce oder Würzpaste → Sauce, Würzmittel oder Paste. Warengruppe Sauce oder Würzpaste, formrelevanter Prüfhinweis aus der vollständigen Definition: »nicht das fertige Schmorgericht«. Breiter einschlägiger Spezialmarkt über die voneinander unabhängigen Händler Asiashoponline – Munik Rendang paste 39 g sowie My-Asia-Shop – Asian Home Gourmet Rendang paste."	"SPECIALTY"	"Rendang-Paste ist im einschlägigen Spezialmarkt breit etabliert; dokumentierte reguläre Wege sind die voneinander unabhängigen Händler Asiashoponline – Munik Rendang paste 39 g sowie My-Asia-Shop – Asian Home Gourmet Rendang paste."	"REQUIRED"	"AV2N-N-0102|AV2N-N-0103"	"SPECIALTY_BROAD"	"Tobias prüft „Rendang-Paste“ in Rostock über Asiashoponline – Munik Rendang paste 39 g und My-Asia-Shop – Asian Home Gourmet Rendang paste, wobei die Evidenz verfügbaren Bestand in einem laufenden Fachsortiment und Standardversand ausweist."	"SPECIALTY"	"Rendang-Paste: Rostocker Bezugsweg über Asiashoponline – Munik Rendang paste 39 g und My-Asia-Shop – Asian Home Gourmet Rendang paste; dokumentiert ist verfügbarer Bestand in einem laufenden Fachsortiment und Standardversand."	"REQUIRED"	"AV2N-N-0104|AV2N-N-0105"	"EVIDENCE_REQUIRED|RESEARCH_REQUIRED|SPECIALTY_MARKET_BREADTH|TOBIAS_ROSTOCK_PROFILE"	"PROPOSED_FOR_HUMAN_REVIEW"
"RHUBARB"	"Rhabarber"	"APPLICABLE"	"Fleischige saure Blattstiele des Rhabarbers; nur die Stiele verwenden, nicht die Blätter."	"GENERAL_BROAD"	"Katalogpfad Stängelgemüse → Gemüse. Warengruppe Gemüse oder Pilz, formrelevanter Prüfhinweis aus der vollständigen Definition: »nur die Stiele verwenden, nicht die Blätter«. Allgemein planbarer, aber nicht lokal garantierter Weg über eine vorab zu prüfendes Sortiment im Bereich »Obst- und Gemüseabteilung« eines großen Bornheimer Markts."	"PLANNED"	"Rhabarber ist über ein vorab zu prüfendes Sortiment im Bereich »Obst- und Gemüseabteilung« eines großen Bornheimer Markts im allgemeinen deutschen Handel planbar, lokal aber kein verlässlicher Standardartikel."	"OPTIONAL"	""	"GENERAL_BROAD"	"Die Beschaffung von „Rhabarber“ erfolgt in Rostock über gut sortierte Vollsortimenter und etablierte deutsche Gemüse- oder Frischehändler."	"PLANNED"	"Rhabarber: Die Beschaffung von „Rhabarber“ erfolgt in Rostock über gut sortierte Vollsortimenter und etablierte deutsche Gemüse- oder Frischehändler."	"OPTIONAL"	""	"RATING_RECONCILED_V2|TOBIAS_ROSTOCK_PROFILE"	"PROPOSED_FOR_HUMAN_REVIEW"
"RICE"	"Reis"	"APPLICABLE"	"Reiskorn als Kochzutat; Sorte, Kornlänge, Vollkornanteil und Klebrigkeit bleiben bewusst wählbar."	"GENERAL_LOCAL"	"Katalogpfad Getreide oder Pseudogetreide → stärkehaltige Zutat oder Sättigungsbeilage. Warengruppe Getreide- oder Stärkeware, formrelevanter Prüfhinweis aus der vollständigen Definition: »Sorte, Kornlänge, Vollkornanteil und Klebrigkeit bleiben bewusst wählbar«. Regelweg in Bornheim über den Bereich »Reis-, Mehl-, Nudel- oder Trockenwarenregal« eines gewöhnlichen Bornheimer Vollsortimenters."	"EASY"	"Reis: Der offene Begriff lässt sich in jedem gewöhnlichen Supermarkt zuverlässig erfüllen."	"OPTIONAL"	"AV2E-011"	"GENERAL_LOCAL"	"Reis: Der offene Begriff lässt sich in jedem gewöhnlichen Supermarkt zuverlässig erfüllen."	"EASY"	"Reis: Der offene Begriff lässt sich in jedem gewöhnlichen Supermarkt zuverlässig erfüllen."	"OPTIONAL"	"AV2E-011"	"REFERENCE_ANCHOR|REFERENCE_ANCHOR_V2|TOBIAS_ROSTOCK_PROFILE"	"RATING_APPROVED_NOTE_PROPOSED_REFERENCE_ANCHOR_V2"
