"concept_code","display_name","challenge_specificity","direct_parent_codes","direct_child_codes","curator_note","review_applicability","availability_profile","product_form_context"
"SALAMI","Salami","SPECIFIC","CURED_MEAT|PORK|SAUSAGE","","Luftgetrocknete beziehungsweise gereifte Rohwurst der Salami-Familie; Tierart, Körnung und Würzung können variieren.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Luftgetrocknete beziehungsweise gereifte Rohwurst der Salami-Familie; Tierart, Körnung und Würzung können variieren."
"SALMON","Lachs","SPECIFIC","OILY_FISH","GRAVLAX|SMOKED_SALMON","Lachs als fettreicher Fisch mit festem, saftigem Fleisch; frisch oder tiefgekühlt, nicht bereits geräuchert oder gebeizt.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Lachs als fettreicher Fisch mit festem, saftigem Fleisch; frisch oder tiefgekühlt, nicht bereits geräuchert oder gebeizt."
"SALMON_ROE","Lachsrogen","SPECIFIC","FISH_ROE","","Lachsrogen mit großen orangefarbenen, salzig platzenden Eiern; meist gesalzen als Ikura erhältlich.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Lachsrogen mit großen orangefarbenen, salzig platzenden Eiern; meist gesalzen als Ikura erhältlich."
"SALSA","Salsa","SPECIFIC","READY_SAUCES_AND_PASTES","","Fertige oder frisch zubereitete mexikanisch geprägte Würzsauce; Tomaten-, Chili-, Frucht- und Rohvarianten sind möglich.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Fertige oder frisch zubereitete mexikanisch geprägte Würzsauce; Tomaten-, Chili-, Frucht- und Rohvarianten sind möglich."
"SALTED_DUCK_EGG","gesalzenes Entenei","SPECIFIC","DUCK_EGG","","Durch Salz beziehungsweise Lake konserviertes Entenei, philippinisch insbesondere als itlog na maalat bekannt. Gemeint ist das ganze Ei; nicht Balut und nicht Salted-Egg-Pulver oder bloßes Salted-Egg-Aroma.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Durch Salz beziehungsweise Lake konserviertes Entenei, philippinisch insbesondere als itlog na maalat bekannt. Gemeint ist das ganze Ei; nicht Balut und nicht Salted-Egg-Pulver oder bloßes Salted-Egg-Aroma."
"SALTY_LIQUORICE","Salzlakritz","SPECIFIC","LIQUORICE","","Salzige Lakritzware mit Süßholz und typischerweise Salmiak (Ammoniumchlorid); bewusst von allgemeiner beziehungsweise rein süßer Lakritzware abgegrenzt.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Salzige Lakritzware mit Süßholz und typischerweise Salmiak (Ammoniumchlorid); bewusst von allgemeiner beziehungsweise rein süßer Lakritzware abgegrenzt."
"SAMBAL","Sambal","SPECIFIC","CHILI_CONDIMENTS","SAMBAL_BRANDAL|SAMBAL_OELEK","Chilipaste oder Chilisauce mit je nach Variante unterschiedlicher Schärfe, Konsistenz und Aromatik; nicht auf Sambal Oelek beschränkt.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Chilipaste oder Chilisauce mit je nach Variante unterschiedlicher Schärfe, Konsistenz und Aromatik; nicht auf Sambal Oelek beschränkt."
"SAMBAL_BRANDAL","Sambal Brandal","SPECIFIC","SAMBAL","","Gebratenes indonesisches Sambal mit Chili, Aromaten und häufig süßlich-würziger Tiefe; nicht Sambal Oelek.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Gebratenes indonesisches Sambal mit Chili, Aromaten und häufig süßlich-würziger Tiefe; nicht Sambal Oelek."
"SAMBAL_OELEK","Sambal Oelek","SPECIFIC","SAMBAL","","Schlichte grobe Chilipaste vor allem aus roten Chilis, Salz und Säure; nicht süßes oder komplex gebratenes Sambal.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Schlichte grobe Chilipaste vor allem aus roten Chilis, Salz und Säure; nicht süßes oder komplex gebratenes Sambal."
"SARDINES","Sardinen","SPECIFIC","OILY_FISH","CANNED_SARDINES","Sardinen als kleine fettreiche Meeresfische; frisch oder tiefgekühlt, Dosenware ist eine eigene Produktform.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Sardinen als kleine fettreiche Meeresfische; frisch oder tiefgekühlt, Dosenware ist eine eigene Produktform."
"SAUCES_AND_PASTES","Sauce, Würzmittel oder Paste","OPEN","","FERMENTED_SEASONINGS|NUT_AND_SEED_PASTES|READY_SAUCES_AND_PASTES","Offene Vorgabe für Saucen, Würzmittel und Pasten, die ein Gericht geschmacklich prägen; konkrete Basis bleibt offen.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Offene Vorgabe für Saucen, Würzmittel und Pasten, die ein Gericht geschmacklich prägen; konkrete Basis bleibt offen."
"SAUERKRAUT","Sauerkraut","SPECIFIC","PRESERVED_PRODUCE","","Milchsauer fermentierter fein geschnittener Weißkohl mit deutlicher Säure; roh oder gegart verwendbar.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Milchsauer fermentierter fein geschnittener Weißkohl mit deutlicher Säure; roh oder gegart verwendbar."
"SAUSAGE","Wurst","OPEN","MEAT","BLOOD_SAUSAGE|BRATWURST|CHORIZO|GIO_LUA|LEBERKAESE|LIVER_SAUSAGE|LONGGANISA|MERGUEZ|NDUJA|PICKLED_SAUSAGE|ROD_POLSE|ROOKWORST|SAI_UA|SALAMI|SOBRASADA|WHITE_SAUSAGE","Offene Wurstfamilie; Tierart, Brüh-, Koch-, Brat- oder Reifeform und Würzung bleiben bewusst wählbar.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Offene Wurstfamilie; Tierart, Brüh-, Koch-, Brat- oder Reifeform und Würzung bleiben bewusst wählbar."
"SAVOY_CABBAGE","Wirsing","SPECIFIC","CABBAGE_VEGETABLES","","Wirsing mit gekräuselten zarten Blättern und mild-würzigem Kohlaroma; roh nur bei zarten Blättern, sonst gegart.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Wirsing mit gekräuselten zarten Blättern und mild-würzigem Kohlaroma; roh nur bei zarten Blättern, sonst gegart."
"SCALLOPS","Jakobsmuscheln","SPECIFIC","BIVALVES","","Jakobsmuscheln mit festem, süßlichem Muskelfleisch; mit oder ohne Rogen und frisch oder tiefgekühlt verwendbar.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Jakobsmuscheln mit festem, süßlichem Muskelfleisch; mit oder ohne Rogen und frisch oder tiefgekühlt verwendbar."
"SEA_BASS","Wolfsbarsch","SPECIFIC","WHITE_FISH","","Wolfsbarsch mit mildem, festem und magerem Fleisch; ganz oder als Filet verwendbar.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Wolfsbarsch mit mildem, festem und magerem Fleisch; ganz oder als Filet verwendbar."
"SEA_BREAM","Dorade","SPECIFIC","WHITE_FISH","","Dorade beziehungsweise Meerbrasse mit festem, mildem Fleisch; ganz oder als Filet verwendbar.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Dorade beziehungsweise Meerbrasse mit festem, mildem Fleisch; ganz oder als Filet verwendbar."
"SEA_SNAILS","Meeresschnecken","OPEN","EDIBLE_SNAILS|SHELLFISH","","Offene Vorgabe für kulinarisch verwendete Meeresschnecken; Art, Größe und Zuschnitt bleiben wählbar. Nicht Muscheln, Tintenfische oder Landschnecken.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Offene Vorgabe für kulinarisch verwendete Meeresschnecken; Art, Größe und Zuschnitt bleiben wählbar. Nicht Muscheln, Tintenfische oder Landschnecken."
"SEAFOOD","Fisch und Meeresfrüchte","OPEN","","CUTTLEFISH|FISH|OCTOPUS|SHELLFISH|SQUID","Offene Vorgabe für Fisch und essbare Meerestiere; konkrete Tiergruppe, Fettgehalt und Produktform bleiben wählbar.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Offene Vorgabe für Fisch und essbare Meerestiere; konkrete Tiergruppe, Fettgehalt und Produktform bleiben wählbar."
"SEAWEED","Algen","OPEN","VEGETABLES","DULSE|HIJIKI|KOMBU|NORI|WAKAME","Essbare Meeresalgen; konkrete Arten und Produkte können geschmacklich stark variieren.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Essbare Meeresalgen; konkrete Arten und Produkte können geschmacklich stark variieren."
"SEEDS","Kerne und Samen","OPEN","","CHIA_SEEDS|EGUSI_SEEDS|FLAXSEED|HEMP_SEEDS|LOTUS_SEEDS|PINE_NUT|POPPY_SEEDS|PUMPKIN_SEEDS|SESAME_SEEDS|SUNFLOWER_SEEDS","Offene Vorgabe für kulinarisch genutzte Kerne und Samen; Sorte, Röstung und Zerkleinerung bleiben wählbar.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Offene Vorgabe für kulinarisch genutzte Kerne und Samen; Sorte, Röstung und Zerkleinerung bleiben wählbar."
"SEITAN","Seitan","SPECIFIC","PLANT_PROTEIN_PRODUCTS","","Festes proteinreiches Lebensmittel aus ausgewaschenem oder isoliertem Weizengluten; natur oder neutral vorgewürzt verwendbar.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Festes proteinreiches Lebensmittel aus ausgewaschenem oder isoliertem Weizengluten; natur oder neutral vorgewürzt verwendbar."
"SEMOLINA","Hartweizengrieß","SPECIFIC","GRAINS","","Körniger Hartweizengrieß für Teige, Breie oder Bindung; nicht feines Weizenmehl.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Körniger Hartweizengrieß für Teige, Breie oder Bindung; nicht feines Weizenmehl."
"SERRANO_CHILI","Serrano-Chili","SPECIFIC","CHILI","","Schlanke frische Serrano-Chili mit mittlerer bis hoher Schärfe und frischem grünen Aroma.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Schlanke frische Serrano-Chili mit mittlerer bis hoher Schärfe und frischem grünen Aroma."
"SERRANO_HAM","Serrano-Schinken","SPECIFIC","HAM","","Spanischer luftgetrockneter Rohschinken nach Serrano-Art; nicht italienischer Prosciutto.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Spanischer luftgetrockneter Rohschinken nach Serrano-Art; nicht italienischer Prosciutto."
"SESAME_OIL","Sesamöl","SPECIFIC","OILS","","Öl aus Sesam; geröstetes Öl ist intensiv würzend, helles ungeröstetes Öl milder und hitzetauglicher.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Öl aus Sesam; geröstetes Öl ist intensiv würzend, helles ungeröstetes Öl milder und hitzetauglicher."
"SESAME_SEEDS","Sesam","SPECIFIC","SEEDS","TAHINI","Sesamsamen mit nussigem Aroma; hell oder schwarz, roh oder geröstet verwendbar.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Sesamsamen mit nussigem Aroma; hell oder schwarz, roh oder geröstet verwendbar."
"SHALLOT","Schalotte","SPECIFIC","ALLIUM_VEGETABLES","","Kleine längliche Schalotte mit feinerem, milderem Zwiebelaroma; nicht Frühlingszwiebel.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Kleine längliche Schalotte mit feinerem, milderem Zwiebelaroma; nicht Frühlingszwiebel."
"SHAOXING_WINE","Shaoxing-Reiswein","SPECIFIC","COOKING_ALCOHOL","","Chinesischer fermentierter Reiswein nach Shaoxing-Art mit nussig-oxidativem Aroma; als Kochwein, nicht Reisessig.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Chinesischer fermentierter Reiswein nach Shaoxing-Art mit nussig-oxidativem Aroma; als Kochwein, nicht Reisessig."
"SHELLFISH","Schalen- und Krustentiere","OPEN","SEAFOOD","BIVALVES|CRUSTACEANS|FRESHWATER_SNAILS|SEA_SNAILS","Offene Vorgabe für Schalen- und Krustentiere, insbesondere Krebstiere und zweischalige Muscheln.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Offene Vorgabe für Schalen- und Krustentiere, insbesondere Krebstiere und zweischalige Muscheln."
"SHERRY","Sherry","SPECIFIC","COOKING_ALCOHOL","","Aufgespriteter spanischer Wein nach Sherry-Art; trocken-oxidative bis süße Stile sind je nach Gericht möglich.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Aufgespriteter spanischer Wein nach Sherry-Art; trocken-oxidative bis süße Stile sind je nach Gericht möglich."
"SHERRY_VINEGAR","Sherryessig","SPECIFIC","VINEGAR","","Aus Sherrywein erzeugter gereifter Essig mit nussig-komplexer Säure; nicht Sherry oder Rotweinessig.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Aus Sherrywein erzeugter gereifter Essig mit nussig-komplexer Säure; nicht Sherry oder Rotweinessig."
"SHIITAKE","Shiitake","SPECIFIC","MUSHROOMS","","Shiitake mit fleischigem Biss und kräftigem Umami; frisch oder getrocknet, wobei Trockenware intensiver schmeckt.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Shiitake mit fleischigem Biss und kräftigem Umami; frisch oder getrocknet, wobei Trockenware intensiver schmeckt."
"SHIMEJI","Shimeji","SPECIFIC","MUSHROOMS","","Büschelig wachsende japanische Zuchtpilze mit festem Biss und mild-nussigem Aroma; braune und weiße Formen sind umfasst.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Büschelig wachsende japanische Zuchtpilze mit festem Biss und mild-nussigem Aroma; braune und weiße Formen sind umfasst."
"SHIRATAKI","Shirataki-Nudeln","SPECIFIC","NOODLES","","Transparente, sehr stärkearme Nudeln aus Konjak mit elastischem Biss; nicht Glas- oder Reisnudeln.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Transparente, sehr stärkearme Nudeln aus Konjak mit elastischem Biss; nicht Glas- oder Reisnudeln."
"SHRIMP","Garnelen","SPECIFIC","CRUSTACEANS","DRIED_SHRIMP|NORTHERN_PRAWN|NORTH_SEA_SHRIMP","Garnelen als Krebstiere mit festem, leicht süßlichem Fleisch; Größe, Schale und frisch oder tiefgekühlt bleiben offen.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Garnelen als Krebstiere mit festem, leicht süßlichem Fleisch; Größe, Schale und frisch oder tiefgekühlt bleiben offen."
"SHRIMP_PASTE","Garnelenpaste","SPECIFIC","FERMENTED_SEASONINGS|READY_SAUCES_AND_PASTES","BAGOONG_ALAMANG|BELACAN|MAM_RUOC|MAM_TOM","Offene Familie fermentierter Garnelenpasten mit sehr intensivem salzigem Umami; regionale feste und weiche Formen sind umfasst.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Offene Familie fermentierter Garnelenpasten mit sehr intensivem salzigem Umami; regionale feste und weiche Formen sind umfasst."
"SICHUAN_PEPPER","Szechuanpfeffer","SPECIFIC","SPICES","","Aromatische Samenkapseln verschiedener Zanthoxylum-Arten mit zitrischem Duft und prickelnd-betäubender Wirkung; kein echter Pfeffer.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Aromatische Samenkapseln verschiedener Zanthoxylum-Arten mit zitrischem Duft und prickelnd-betäubender Wirkung; kein echter Pfeffer."
"SILKEN_TOFU","Seidentofu","SPECIFIC","TOFU","","Sehr weicher, kaum gepresster Tofu mit glatter puddingartiger Textur; nicht fester Tofu.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Sehr weicher, kaum gepresster Tofu mit glatter puddingartiger Textur; nicht fester Tofu."
"SLIVOVICE","Sliwowitz","SPECIFIC","COOKING_ALCOHOL","","Pflaumenbrand als generische Spirituosenart; nicht auf eine Marke beschränkt und nicht mit Pflaumenlikör gleichsetzen.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Pflaumenbrand als generische Spirituosenart; nicht auf eine Marke beschränkt und nicht mit Pflaumenlikör gleichsetzen."
"SMOKED_PAPRIKA","geräuchertes Paprikapulver","SPECIFIC","PAPRIKA_POWDER","","Geräuchertes Paprikapulver mit süßer bis scharfer Ausprägung und deutlichem Raucharoma.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Geräuchertes Paprikapulver mit süßer bis scharfer Ausprägung und deutlichem Raucharoma."
"SMOKED_SALMON","Räucherlachs","SPECIFIC","PRESERVED_FISH|SALMON","","Heiß- oder kaltgeräucherter Lachs mit salzigem Raucharoma; nicht bloß gebeizter Gravlax.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Heiß- oder kaltgeräucherter Lachs mit salzigem Raucharoma; nicht bloß gebeizter Gravlax."
"SMOKED_TOFU","Räuchertofu","SPECIFIC","TOFU","","Fester Tofu mit deutlichem Raucharoma, durch Räuchern oder entsprechende Verarbeitung; nicht fermentierter Tofu.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Fester Tofu mit deutlichem Raucharoma, durch Räuchern oder entsprechende Verarbeitung; nicht fermentierter Tofu."
"SMOKED_TROUT","Räucherforelle","SPECIFIC","PRESERVED_FISH|TROUT","","Geräucherte Forelle, ganz oder als Filet, mit festem Fleisch und mildem Raucharoma.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Geräucherte Forelle, ganz oder als Filet, mit festem Fleisch und mildem Raucharoma."
"SOBA","Soba","SPECIFIC","NOODLES","","Japanische dünne Nudeln mit Buchweizen als typischem Teigbestandteil; Buchweizenanteil und Beimischung von Weizen können variieren.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Japanische dünne Nudeln mit Buchweizen als typischem Teigbestandteil; Buchweizenanteil und Beimischung von Weizen können variieren."
"SOBRASADA","Sobrasada","SPECIFIC","CURED_MEAT|PORK|SAUSAGE","","Streichfähige, mit Paprika gewürzte luftgereifte Rohwurst der Balearen, typischerweise aus Schweinefleisch; nicht Chorizo und nicht ’Nduja.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Streichfähige, mit Paprika gewürzte luftgereifte Rohwurst der Balearen, typischerweise aus Schweinefleisch; nicht Chorizo und nicht ’Nduja."
"SOLE","Seezunge","SPECIFIC","WHITE_FISH","","Seezunge als feiner magerer Plattfisch mit zartem, festem Fleisch; nicht Scholle.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Seezunge als feiner magerer Plattfisch mit zartem, festem Fleisch; nicht Scholle."
"SOUR_CHERRY","Sauerkirsche","SPECIFIC","CHERRY","","Sauerkirsche mit deutlich höherer Säure als Süßkirsche; frisch, tiefgekühlt oder ungesüßt konserviert verwendbar.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Sauerkirsche mit deutlich höherer Säure als Süßkirsche; frisch, tiefgekühlt oder ungesüßt konserviert verwendbar."
"SOUR_CREAM","saure Sahne","SPECIFIC","CULTURED_DAIRY","","Gesäuerter Rahm mit frischer Säure und mittlerem Fettgehalt; nicht Crème fraîche oder Quark.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Gesäuerter Rahm mit frischer Säure und mittlerem Fettgehalt; nicht Crème fraîche oder Quark."
"SOUR_RYE_STARTER","Żur-Saueransatz","SPECIFIC","FERMENTED_SEASONINGS","","Fermentierter Roggenmehl-Saueransatz (zakwas/żur) als flüssige Basis für żur/żurek; nicht die fertige Suppe. Gewürzzusätze können variieren.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Fermentierter Roggenmehl-Saueransatz (zakwas/żur) als flüssige Basis für żur/żurek; nicht die fertige Suppe. Gewürzzusätze können variieren."
"SOURDOUGH_BREAD","Sauerteigbrot","SPECIFIC","BREAD","","Brot mit Sauerteig als prägendem Trieb- und Aromamittel; Getreide und Säuregrad bleiben offen.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Brot mit Sauerteig als prägendem Trieb- und Aromamittel; Getreide und Säuregrad bleiben offen."
"SOY_DRINK","Sojadrink","SPECIFIC","PLANT_DRINKS","","Flüssiger Pflanzendrink aus Sojabohnen; gesüßte und ungesüßte Varianten sind umfasst.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Flüssiger Pflanzendrink aus Sojabohnen; gesüßte und ungesüßte Varianten sind umfasst."
"SOY_PRODUCTS","Sojazutat","OPEN","LEGUMES","NATTO|SOYBEANS|TEMPEH|TOFU|TVP|VIETNAMESE_SOYBEAN_PASTE","Offene Vorgabe für Sojabohnen und daraus hergestellte kulinarische Produkte; konkrete Verarbeitung bleibt wählbar.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Offene Vorgabe für Sojabohnen und daraus hergestellte kulinarische Produkte; konkrete Verarbeitung bleibt wählbar."
"SOY_SAUCE","Sojasauce","SPECIFIC","FERMENTED_SEASONINGS|READY_SAUCES_AND_PASTES","DARK_SOY_SAUCE|KECAP_MANIS|LIGHT_SOY_SAUCE|TAMARI","Fermentierte salzige Würzsauce auf Sojabohnenbasis; Stil, Weizenanteil, Farbe und Intensität bleiben offen.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Fermentierte salzige Würzsauce auf Sojabohnenbasis; Stil, Weizenanteil, Farbe und Intensität bleiben offen."
"SOYBEANS","Sojabohnen","SPECIFIC","BEANS|SOY_PRODUCTS","EDAMAME","Reife Sojabohnen als trockene oder vorgegarte Hülsenfrucht; nicht junge grüne Edamame.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Reife Sojabohnen als trockene oder vorgegarte Hülsenfrucht; nicht junge grüne Edamame."
"SPAETZLE","Spätzle","SPECIFIC","NOODLES","","Weiche unregelmäßige Eiernudeln aus zähflüssigem Teig; frisch, getrocknet oder vorgegart verwendbar.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Weiche unregelmäßige Eiernudeln aus zähflüssigem Teig; frisch, getrocknet oder vorgegart verwendbar."
