"concept_code"	"display_name"	"review_applicability"	"proposed_cooking_novelty"	"novelty_rationale"	"review_flags"	"approval_status"
"MATCHA"	"Matcha"	"APPLICABLE"	"3"	"In japanisch geprägten Süßspeisen und modernen Backwaren etabliert, als Pflichtzutat aber stark richtungsgebend."	"BOUNDARY_3_4"	"PROPOSED_FOR_HUMAN_REVIEW"
"MATJES"	"Matjes"	"APPLICABLE"	"2"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"MAYONNAISE"	"Mayonnaise"	"APPLICABLE"	"1"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"MEAT"	"Fleisch"	"APPLICABLE"	"1"	"Die offene Fleischvorgabe lässt zahlreiche vertraute Tierarten, Zuschnitte und Garmethoden zu."	"BROAD_CONCEPT"	"PROPOSED_FOR_HUMAN_REVIEW"
"MEAT_ASPIC"	"Fleischsülze"	"APPLICABLE"	"4"	"Die fertige kalte Sülze hat nur wenige naheliegende Rollen; eine neue erkennbare Gerichtsintegration ist stark konstruiert."	"LEVEL_4|PARENT_CHILD_OUTLIER|CHANGED_FROM_BASELINE"	"PROPOSED_FOR_HUMAN_REVIEW"
"MELONS"	"Melone"	"APPLICABLE"	"2"	"Die offene Melonenwahl besitzt mehrere vertraute kalte, süße und salzige Anwendungen."	"BROAD_CONCEPT|CHANGED_FROM_BASELINE"	"PROPOSED_FOR_HUMAN_REVIEW"
"MEMBRILLO"	"Quittenpaste"	"APPLICABLE"	"3"	"Als spanische Käsebegleitung und Süßkomponente konventionell, darüber hinaus aber deutlich kontextgebunden."	"BOUNDARY_3_4"	"PROPOSED_FOR_HUMAN_REVIEW"
"MERGUEZ"	"Merguez"	"APPLICABLE"	"2"	""	"CHANGED_FROM_BASELINE"	"PROPOSED_FOR_HUMAN_REVIEW"
"MILK"	"Milch"	"APPLICABLE"	"1"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"MILK_CHOCOLATE"	"Milchschokolade"	"APPLICABLE"	"2"	""	"CHANGED_FROM_BASELINE"	"PROPOSED_FOR_HUMAN_REVIEW"
"MILKFISH"	"Milchfisch oder Bangus"	"APPLICABLE"	"2"	"Bangus folgt vertrauten Fischrollen wie Braten, Grillen, Säuern und Schmoren; die Art ist nicht selbst ungewöhnlich zu verwenden."	"CHANGED_FROM_BASELINE|LARGE_CHANGE"	"PROPOSED_FOR_HUMAN_REVIEW"
"MILLET"	"Hirse"	"APPLICABLE"	"2"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"MINCED_MEAT"	"Hackfleisch"	"APPLICABLE"	"1"	"Die offene Hackfleischvorgabe lässt viele vertraute Gerichte und Tierarten zu."	"BROAD_CONCEPT"	"PROPOSED_FOR_HUMAN_REVIEW"
"MINT"	"Minze"	"APPLICABLE"	"1"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"MIRABELLE"	"Mirabelle"	"APPLICABLE"	"2"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"MIRIN"	"Mirin"	"APPLICABLE"	"2"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"MISO"	"Miso"	"APPLICABLE"	"2"	""	"APPROVED_ANCHOR"	"APPROVED_ANCHOR"
"MOLASSES"	"Melasse"	"APPLICABLE"	"2"	""	"CHANGED_FROM_BASELINE"	"PROPOSED_FOR_HUMAN_REVIEW"
"MOLE_PASTE"	"Mole-Paste"	"APPLICABLE"	"3"	"In mexikanischen Mole-Saucen konventionell, als konzentrierte Pflichtpaste aber stark richtungsgebend."	"CHANGED_FROM_BASELINE|LARGE_CHANGE"	"PROPOSED_FOR_HUMAN_REVIEW"
"MOLLUSCS"	"Weichtiere"	"APPLICABLE"	"2"	"Die offene Familie lässt vertraute Muschel- und Tintenfischwege zu, obwohl einzelne Schnecken deutlich ungewöhnlicher sind."	"BROAD_CONCEPT|PARENT_CHILD_OUTLIER"	"PROPOSED_FOR_HUMAN_REVIEW"
"MONKFISH"	"Seeteufel"	"APPLICABLE"	"2"	"Seeteufel ist ein klassischer festfleischiger Fisch für Pfanne, Grill, Suppe und Sauce."	"CHANGED_FROM_BASELINE|LARGE_CHANGE"	"PROPOSED_FOR_HUMAN_REVIEW"
"MOOSE"	"Elchfleisch"	"APPLICABLE"	"3"	"Als nordisches Wildfleisch konventionell, im gemeinsamen Alltag aber deutlich kontextgebunden."	"BOUNDARY_2_3|CHANGED_FROM_BASELINE"	"PROPOSED_FOR_HUMAN_REVIEW"
"MORCILLA"	"Morcilla"	"APPLICABLE"	"3"	"Als spanische Blutwurst konventionell, gemeinsam aber durch Blut, Würzung und fertige Form deutlich richtungsgebend."	"BOUNDARY_2_3|PARENT_CHILD_OUTLIER|CHANGED_FROM_BASELINE"	"PROPOSED_FOR_HUMAN_REVIEW"
"MOREL"	"Morcheln"	"APPLICABLE"	"2"	"Morcheln besitzen klassische Pilzrollen in Rahmsaucen, Ragouts, Pasta und Füllungen; Seltenheit bleibt außen vor."	"CHANGED_FROM_BASELINE|LARGE_CHANGE"	"PROPOSED_FOR_HUMAN_REVIEW"
"MORINGA_LEAVES"	"Moringablätter oder Malunggay"	"APPLICABLE"	"3"	"In philippinischen Suppen und Gemüsegerichten konventionell, gemeinsam aber klar kontextgebunden."	"PARENT_CHILD_OUTLIER|CHANGED_FROM_BASELINE"	"PROPOSED_FOR_HUMAN_REVIEW"
"MOZZARELLA"	"Mozzarella"	"APPLICABLE"	"1"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"MSG"	"Mononatriumglutamat"	"APPLICABLE"	"1"	""	"CHANGED_FROM_BASELINE"	"PROPOSED_FOR_HUMAN_REVIEW"
"MULBERRY"	"Maulbeeren"	"APPLICABLE"	"2"	"Maulbeeren folgen vertrauten Beerenrollen in Kompott, Sauce, Backwerk und Salat."	"CHANGED_FROM_BASELINE|LARGE_CHANGE"	"PROPOSED_FOR_HUMAN_REVIEW"
"MUNG_BEANS"	"Mungbohnen"	"APPLICABLE"	"2"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"MUOI_TOM"	"Muối tôm"	"APPLICABLE"	"3"	"Als vietnamesisches Dip- und Snackgewürz konventionell, gemeinsam aber durch Garnelen-Chili-Salz klar kontextgebunden."	"CHANGED_FROM_BASELINE"	"PROPOSED_FOR_HUMAN_REVIEW"
"MUSHROOM_STOCK"	"Pilzfond"	"APPLICABLE"	"1"	""	"CHANGED_FROM_BASELINE"	"PROPOSED_FOR_HUMAN_REVIEW"
"MUSHROOMS"	"Pilze"	"APPLICABLE"	"1"	"Die offene Pilzwahl bietet zahlreiche vertraute Arten und Kochrollen."	"BROAD_CONCEPT"	"PROPOSED_FOR_HUMAN_REVIEW"
"MUSSELS"	"Miesmuscheln"	"APPLICABLE"	"2"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"MUSTARD"	"Senf"	"APPLICABLE"	"1"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"MUSTARD_SEED"	"Senfsaat"	"APPLICABLE"	"1"	""	"CHANGED_FROM_BASELINE"	"PROPOSED_FOR_HUMAN_REVIEW"
"MYCOPROTEIN"	"Mykoprotein"	"APPLICABLE"	"2"	""	"CHANGED_FROM_BASELINE"	"PROPOSED_FOR_HUMAN_REVIEW"
"NAM_PRIK_PAO"	"Nam Prik Pao"	"APPLICABLE"	"3"	"In thailändischen Suppen, Saucen und Wokgerichten konventionell, gemeinsam aber deutlich richtungsgebend."	"BOUNDARY_2_3"	"PROPOSED_FOR_HUMAN_REVIEW"
"NAPA_CABBAGE"	"Chinakohl"	"APPLICABLE"	"1"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"NATA_DE_COCO"	"Nata de coco"	"APPLICABLE"	"4"	"Das gesüßte Kokosgel wird fast nur in Desserts und Getränken eingesetzt; als Pflichtkomponente ist seine Rolle eng und texturprägend."	"LEVEL_4|PARENT_CHILD_OUTLIER"	"PROPOSED_FOR_HUMAN_REVIEW"
"NATTO"	"Nattō"	"APPLICABLE"	"4"	"Die klebrige fermentierte Sojabohne hat nur wenige naheliegende traditionelle Rollen und ist ein deutlicher Twist."	"APPROVED_ANCHOR|LEVEL_4|PARENT_CHILD_OUTLIER|CHANGED_FROM_BASELINE"	"APPROVED_ANCHOR"
"NDUJA"	"’Nduja"	"APPLICABLE"	"2"	"’Nduja hat etablierte Rollen als streichfähige Würzwurst in Sauce, Füllung, Belag und Schmoransatz."	"CHANGED_FROM_BASELINE|LARGE_CHANGE"	"PROPOSED_FOR_HUMAN_REVIEW"
"NECTARINE"	"Nektarine"	"APPLICABLE"	"2"	""	"CHANGED_FROM_BASELINE"	"PROPOSED_FOR_HUMAN_REVIEW"
"NEUTRAL_OIL"	"neutrales Pflanzenöl"	"APPLICABLE"	"1"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"NEW_POTATOES"	"Frühkartoffeln"	"APPLICABLE"	"1"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"NIPA_PALM_VINEGAR"	"Nipapalmenessig"	"APPLICABLE"	"3"	"In philippinischen Säuerungs- und Würzrollen konventionell, gemeinsam aber klar kontextgebunden."	"BOUNDARY_2_3|PARENT_CHILD_OUTLIER|CHANGED_FROM_BASELINE|LARGE_CHANGE"	"PROPOSED_FOR_HUMAN_REVIEW"
"NOODLES"	"Nudeln"	"APPLICABLE"	"1"	"Die offene Nudelwahl lässt zahlreiche selbstverständliche Formen und Gerichte zu."	"BROAD_CONCEPT"	"PROPOSED_FOR_HUMAN_REVIEW"
"NORA_PEPPER"	"Ñora-Paprika"	"APPLICABLE"	"3"	"In spanischen Reis- und Saucengerichten als getrocknete Paprika konventionell, außerhalb davon klar kontextgebunden."	"BOUNDARY_2_3|CHANGED_FROM_BASELINE"	"PROPOSED_FOR_HUMAN_REVIEW"
"NORI"	"Nori"	"APPLICABLE"	"1"	"Nori ist im gemeinsamen ostasiatischen Kochhorizont eine selbstverständliche Hülle, Einlage und Würzkomponente."	"CHANGED_FROM_BASELINE|LARGE_CHANGE"	"PROPOSED_FOR_HUMAN_REVIEW"
"NORTH_SEA_SHRIMP"	"Nordseekrabbe"	"APPLICABLE"	"2"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"NORTHERN_PRAWN"	"Eismeergarnele"	"APPLICABLE"	"2"	""	"CHANGED_FROM_BASELINE"	"PROPOSED_FOR_HUMAN_REVIEW"
"NORWEGIAN_WAFFLE"	"Norwegische Waffel"	"APPLICABLE"	"4"	"Die fertige weiche Waffel ist normalerweise Gebäck; ihre erkennbare Integration in ein Gericht verlangt eine konstruierte Rolle."	"LEVEL_4|CHANGED_FROM_BASELINE|LARGE_CHANGE"	"PROPOSED_FOR_HUMAN_REVIEW"
"NUT_AND_SEED_PASTES"	"Nuss- oder Samenpaste"	"APPLICABLE"	"2"	"Die offene Familie besitzt viele etablierte Saucen-, Bindungs- und Aufstrichrollen."	"BROAD_CONCEPT"	"PROPOSED_FOR_HUMAN_REVIEW"
"NUTMEG"	"Muskatnuss"	"APPLICABLE"	"1"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"NUTRITIONAL_YEAST"	"Hefeflocken"	"APPLICABLE"	"2"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"NUTS"	"Nüsse"	"APPLICABLE"	"1"	"Die offene Nusswahl lässt viele selbstverständliche Textur-, Fett- und Aromarollen zu."	"BROAD_CONCEPT"	"PROPOSED_FOR_HUMAN_REVIEW"
"OAT_DRINK"	"Haferdrink"	"APPLICABLE"	"2"	""	"CHANGED_FROM_BASELINE"	"PROPOSED_FOR_HUMAN_REVIEW"
"OATS"	"Hafer"	"APPLICABLE"	"1"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"OCTOPUS"	"Oktopus"	"APPLICABLE"	"2"	"Oktopus besitzt mehrere klassische Grill-, Salat-, Schmor- und Reisrollen; die Gartechnik ist etabliert."	"CHANGED_FROM_BASELINE|LARGE_CHANGE"	"PROPOSED_FOR_HUMAN_REVIEW"
"OFFAL"	"Innereien"	"APPLICABLE"	"3"	"Die offene Organwahl besitzt klassische Anwendungen, verlangt aber stets eine bewusste, stark richtungsgebende Einordnung."	"BROAD_CONCEPT|PARENT_CHILD_OUTLIER"	"PROPOSED_FOR_HUMAN_REVIEW"
"OILS"	"Speiseöl"	"APPLICABLE"	"1"	"Die offene Speiseölwahl umfasst viele selbstverständliche Kochgrundlagen."	"BROAD_CONCEPT"	"PROPOSED_FOR_HUMAN_REVIEW"
"OILY_FISH"	"fettreicher Fisch"	"APPLICABLE"	"1"	"Die offene Familie lässt zahlreiche vertraute Fischarten und Zubereitungen zu."	"BROAD_CONCEPT|CHANGED_FROM_BASELINE"	"PROPOSED_FOR_HUMAN_REVIEW"
"OKRA"	"Okra"	"APPLICABLE"	"2"	""	"CHANGED_FROM_BASELINE"	"PROPOSED_FOR_HUMAN_REVIEW"
"OLIVE_OIL"	"Olivenöl"	"APPLICABLE"	"1"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"OLIVES"	"Oliven"	"APPLICABLE"	"1"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"OLOMOUC_TVARUZKY"	"Olmützer Quargel"	"APPLICABLE"	"3"	"Als tschechischer Reifkäse konventionell, gemeinsam aber durch das intensive Aroma und regionale Profil klar kontextgebunden."	"BOUNDARY_2_3|PARENT_CHILD_OUTLIER|CHANGED_FROM_BASELINE"	"PROPOSED_FOR_HUMAN_REVIEW"
"ONION"	"Zwiebel"	"APPLICABLE"	"1"	""	"APPROVED_ANCHOR"	"APPROVED_ANCHOR"
"ONION_POWDER"	"Zwiebelpulver"	"APPLICABLE"	"1"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"OOLONG_TEA"	"Oolongtee"	"APPLICABLE"	"4"	"Oolong wird überwiegend getrunken; seine erkennbare Kochrolle ist auf wenige Aufguss-, Räucher- und Dessertanwendungen begrenzt."	"LEVEL_4|CHANGED_FROM_BASELINE|LARGE_CHANGE"	"PROPOSED_FOR_HUMAN_REVIEW"
"ORANGE"	"Orange"	"APPLICABLE"	"1"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"OREGANO"	"Oregano"	"APPLICABLE"	"1"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"ORZO"	"Kritharaki oder Orzo"	"APPLICABLE"	"1"	""	"CHANGED_FROM_BASELINE"	"PROPOSED_FOR_HUMAN_REVIEW"
"OXTAIL"	"Ochsenschwanz"	"APPLICABLE"	"2"	"Ochsenschwanz besitzt eine klassische Brühen- und Schmorrolle; der Zuschnitt macht die Verwendung nicht experimentell."	"CHANGED_FROM_BASELINE|LARGE_CHANGE"	"PROPOSED_FOR_HUMAN_REVIEW"
"OYSTER"	"Austern"	"APPLICABLE"	"2"	"Austern haben klare rohe, gratinierte, gebratene und Saucenrollen; Luxus und Beschaffung bleiben getrennt."	"CHANGED_FROM_BASELINE|LARGE_CHANGE"	"PROPOSED_FOR_HUMAN_REVIEW"
"OYSTER_MUSHROOM"	"Austernpilze"	"APPLICABLE"	"2"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"OYSTER_SAUCE"	"Austernsauce"	"APPLICABLE"	"2"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"PADRON_PEPPER"	"Padrón-Paprika"	"APPLICABLE"	"2"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"PAK_CHOI"	"Pak Choi"	"APPLICABLE"	"1"	""	"CHANGED_FROM_BASELINE"	"PROPOSED_FOR_HUMAN_REVIEW"
"PALM_SUGAR"	"Palmzucker"	"APPLICABLE"	"2"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"PANCETTA"	"Pancetta"	"APPLICABLE"	"1"	"Pancetta ist eine breit etablierte Fett-, Würz- und Fleischkomponente in Pasta, Gemüse und Schmoransätzen."	"CHANGED_FROM_BASELINE|LARGE_CHANGE"	"PROPOSED_FOR_HUMAN_REVIEW"
"PANDAN_LEAVES"	"Pandanblätter"	"APPLICABLE"	"3"	"In südostasiatischen Reis- und Süßspeisen konventionell, außerhalb davon klar aromatisch und technikgebunden."	"BOUNDARY_2_3|CHANGED_FROM_BASELINE"	"PROPOSED_FOR_HUMAN_REVIEW"
"PANEER"	"Paneer"	"APPLICABLE"	"2"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"PANGASIUS"	"Pangasius"	"APPLICABLE"	"1"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"PANKO"	"Panko"	"APPLICABLE"	"1"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"PAPAYA"	"Papaya"	"APPLICABLE"	"2"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"PAPRIKA_POWDER"	"Paprikapulver"	"APPLICABLE"	"1"	"Die offene Gewürzfamilie umfasst mehrere sehr vertraute Varianten."	"BROAD_CONCEPT"	"PROPOSED_FOR_HUMAN_REVIEW"
"PARMESAN"	"Parmesan"	"APPLICABLE"	"1"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"PARSLEY"	"Petersilie"	"APPLICABLE"	"1"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"PARSLEY_ROOT"	"Petersilienwurzel"	"APPLICABLE"	"2"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"PARSNIP"	"Pastinake"	"APPLICABLE"	"1"	""	"CHANGED_FROM_BASELINE"	"PROPOSED_FOR_HUMAN_REVIEW"
"PASSION_FRUIT"	"Passionsfrucht"	"APPLICABLE"	"2"	""	"CHANGED_FROM_BASELINE"	"PROPOSED_FOR_HUMAN_REVIEW"
"PASTIS"	"Pastis"	"APPLICABLE"	"4"	"Die anisbetonte Spirituose wird überwiegend getrunken; als Kochzutat sind die etablierten Saucen- und Meeresfrüchterollen eng."	"LEVEL_4|CHANGED_FROM_BASELINE"	"PROPOSED_FOR_HUMAN_REVIEW"
"PEA_EGGPLANT"	"Erbsenaubergine"	"APPLICABLE"	"3"	"In thailändischen Currys konventionell, durch Bitterkeit und Form aber gemeinsam klar kontextgebunden."	"PARENT_CHILD_OUTLIER|CHANGED_FROM_BASELINE|LARGE_CHANGE"	"PROPOSED_FOR_HUMAN_REVIEW"
"PEACH"	"Pfirsich"	"APPLICABLE"	"2"	""	"CHANGED_FROM_BASELINE"	"PROPOSED_FOR_HUMAN_REVIEW"
"PEANUT"	"Erdnüsse"	"APPLICABLE"	"1"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"PEANUT_BUTTER"	"Erdnussbutter"	"APPLICABLE"	"1"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"PEANUT_SATAY_SAUCE"	"Erdnuss-Satay-Sauce"	"APPLICABLE"	"2"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"PEAR"	"Birne"	"APPLICABLE"	"1"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"PEARL_BARLEY"	"Graupen"	"APPLICABLE"	"2"	""	"CHANGED_FROM_BASELINE"	"PROPOSED_FOR_HUMAN_REVIEW"
"PEAS"	"Erbsen"	"APPLICABLE"	"1"	"Die offene Erbsenwahl bietet mehrere vertraute frische und getrocknete Rollen."	"BROAD_CONCEPT"	"PROPOSED_FOR_HUMAN_REVIEW"
"PECAN"	"Pekannüsse"	"APPLICABLE"	"2"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"PECORINO"	"Pecorino"	"APPLICABLE"	"2"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"PENNE"	"Penne"	"APPLICABLE"	"1"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"PEPPER"	"Pfeffer"	"APPLICABLE"	"1"	"Die offene Pfefferfamilie umfasst vertraute Würzformen."	"BROAD_CONCEPT"	"PROPOSED_FOR_HUMAN_REVIEW"
"PERILLA_LEAVES"	"Perillablätter"	"APPLICABLE"	"3"	"In koreanischen und japanischen Wickel-, Salat- und Würzrollen konventionell, gemeinsam aber klar kontextgebunden."	"BOUNDARY_2_3|CHANGED_FROM_BASELINE"	"PROPOSED_FOR_HUMAN_REVIEW"
"PERSIMMON"	"Kaki"	"APPLICABLE"	"2"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"PESTO"	"Pesto"	"APPLICABLE"	"1"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"PICKLED_CHILI"	"eingelegte Chili"	"APPLICABLE"	"2"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"PICKLED_CUCUMBER"	"Gewürzgurke"	"APPLICABLE"	"1"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"PICKLED_GINGER"	"eingelegter Ingwer"	"APPLICABLE"	"2"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"PICKLED_HERRING"	"eingelegter Hering"	"APPLICABLE"	"2"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"PICKLED_MUSHROOMS"	"eingelegte Pilze"	"APPLICABLE"	"2"	""	"CHANGED_FROM_BASELINE"	"PROPOSED_FOR_HUMAN_REVIEW"
"PICKLED_SAUSAGE"	"eingelegte Wurst"	"APPLICABLE"	"4"	"Die essiggereifte fertige Wurst hat eine enge kalte Snack- und Brotzeitrolle und ist als Pflichtzutat ein deutlicher Twist."	"APPROVED_ANCHOR|LEVEL_4|PARENT_CHILD_OUTLIER|CHANGED_FROM_BASELINE"	"APPROVED_ANCHOR"
"PIKEPERCH"	"Zander"	"APPLICABLE"	"1"	""	"CHANGED_FROM_BASELINE"	"PROPOSED_FOR_HUMAN_REVIEW"
"PILSNER_LAGER"	"Pilsner"	"APPLICABLE"	"4"	"Pilsner wird überwiegend getrunken; als verpflichtende Kochzutat sind die hopfenbetonten Anwendungen eng."	"LEVEL_4|CHANGED_FROM_BASELINE|LARGE_CHANGE"	"PROPOSED_FOR_HUMAN_REVIEW"
"PIMENT_D_ESPELETTE"	"Piment d’Espelette"	"APPLICABLE"	"2"	"Das Produkt erfüllt eine vertraute Rolle als mild-fruchtiges Chilipulver; die Herkunftsbindung erhöht Novelty nicht."	"CHANGED_FROM_BASELINE|LARGE_CHANGE"	"PROPOSED_FOR_HUMAN_REVIEW"
"PINE_NUT"	"Pinienkerne"	"APPLICABLE"	"1"	""	"CHANGED_FROM_BASELINE"	"PROPOSED_FOR_HUMAN_REVIEW"
"PINEAPPLE"	"Ananas"	"APPLICABLE"	"1"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"PINNEKJOTT"	"Pinnekjøtt"	"APPLICABLE"	"3"	"Als norwegisches Festtagsfleisch konventionell, gemeinsam aber durch Pökelung und Trocknung stark kontextgebunden."	"CHANGED_FROM_BASELINE|LARGE_CHANGE"	"PROPOSED_FOR_HUMAN_REVIEW"
"PINTO_BEANS"	"Pintobohnen"	"APPLICABLE"	"2"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"PIQUILLO_PEPPER"	"Piquillo-Paprika"	"APPLICABLE"	"2"	""	"CHANGED_FROM_BASELINE"	"PROPOSED_FOR_HUMAN_REVIEW"
"PISTACHIO"	"Pistazien"	"APPLICABLE"	"1"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"PITA"	"Pita"	"APPLICABLE"	"1"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"PLA_RA"	"Pla Ra"	"APPLICABLE"	"3"	"In der Isan-Küche konventionelle fermentierte Fischwürze, gemeinsam aber klar kontextgebunden und intensiv."	"CHANGED_FROM_BASELINE|LARGE_CHANGE"	"PROPOSED_FOR_HUMAN_REVIEW"
"PLAICE"	"Scholle"	"APPLICABLE"	"1"	""	"CHANGED_FROM_BASELINE"	"PROPOSED_FOR_HUMAN_REVIEW"
"PLANT_DRINKS"	"pflanzlicher Drink"	"NOT_APPLICABLE_STRUCTURE"	"NOT_APPLICABLE"	"Reiner, ausdrücklich freigegebener Strukturknoten."	""	"APPROVED_NOT_APPLICABLE"
"PLANT_PROTEIN_PRODUCTS"	"pflanzliches Proteinprodukt"	"APPLICABLE"	"2"	"Die offene Familie lässt mehrere vertraute Tofu-, Seitan- und Ersatzproduktrollen zu."	"BROAD_CONCEPT"	"PROPOSED_FOR_HUMAN_REVIEW"
"PLANTAIN"	"Kochbanane"	"APPLICABLE"	"2"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"PLUM"	"Pflaume"	"APPLICABLE"	"2"	""	"CHANGED_FROM_BASELINE"	"PROPOSED_FOR_HUMAN_REVIEW"
"PLUM_BUTTER"	"Pflaumenmus"	"APPLICABLE"	"2"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"POBLANO"	"Poblano"	"APPLICABLE"	"2"	"Poblano besitzt etablierte Rollen zum Füllen, Rösten, Braten und für Saucen."	"CHANGED_FROM_BASELINE|LARGE_CHANGE"	"PROPOSED_FOR_HUMAN_REVIEW"
"POD_VEGETABLES"	"Hülsen- und Schotengemüse"	"APPLICABLE"	"1"	"Die offene Familie umfasst viele vertraute Hülsen, Schoten und junge Samen."	"BROAD_CONCEPT"	"PROPOSED_FOR_HUMAN_REVIEW"
"POINTED_CABBAGE"	"Spitzkohl"	"APPLICABLE"	"1"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"POLENTA"	"Polenta"	"APPLICABLE"	"1"	""	"CHANGED_FROM_BASELINE"	"PROPOSED_FOR_HUMAN_REVIEW"
"POLLOCK"	"Köhler (Seelachs)"	"APPLICABLE"	"1"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"POME_FRUIT"	"Kernobst"	"APPLICABLE"	"1"	"Die offene Kernobstwahl bietet zahlreiche vertraute süße und herzhafte Rollen."	"BROAD_CONCEPT"	"PROPOSED_FOR_HUMAN_REVIEW"
"POMEGRANATE"	"Granatapfel"	"APPLICABLE"	"2"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"POMEGRANATE_MOLASSES"	"Granatapfelmelasse"	"APPLICABLE"	"3"	"In nahöstlichen Dressings, Marinaden und Saucen konventionell, gemeinsam aber deutlich richtungsgebend."	"APPROVED_ANCHOR"	"APPROVED_ANCHOR"
"POMELO"	"Pomelo"	"APPLICABLE"	"2"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"PONZU"	"Ponzu"	"APPLICABLE"	"2"	""	"CHANGED_FROM_BASELINE"	"PROPOSED_FOR_HUMAN_REVIEW"
"POPPY_SEEDS"	"Mohn"	"APPLICABLE"	"1"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"PORCINI"	"Steinpilze"	"APPLICABLE"	"2"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"PORK"	"Schweinefleisch"	"APPLICABLE"	"1"	"Die offene Schweinefleischvorgabe lässt zahlreiche vertraute Zuschnitte und Garmethoden zu."	"BROAD_CONCEPT"	"PROPOSED_FOR_HUMAN_REVIEW"
"PORK_BELLY"	"Schweinebauch"	"APPLICABLE"	"1"	""	"CHANGED_FROM_BASELINE"	"PROPOSED_FOR_HUMAN_REVIEW"
"PORK_CHEEK"	"Schweinebäckchen"	"APPLICABLE"	"2"	""	"CHANGED_FROM_BASELINE"	"PROPOSED_FOR_HUMAN_REVIEW"
"PORK_CHOP"	"Schweinekotelett"	"APPLICABLE"	"1"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"PORK_CUTLET"	"Schweineschnitzel"	"APPLICABLE"	"1"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"PORK_KNUCKLE"	"Schweinshaxe"	"APPLICABLE"	"2"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"PORK_LIVER"	"Schweineleber"	"APPLICABLE"	"2"	""	"CHANGED_FROM_BASELINE"	"PROPOSED_FOR_HUMAN_REVIEW"
"PORK_LOIN"	"Schweinerücken"	"APPLICABLE"	"1"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
