"concept_code"	"display_name"	"review_applicability"	"previous_proposal_georgia"	"v2_proposal_georgia"	"transition_georgia"	"changed_georgia"	"previous_proposal_tobias"	"v2_proposal_tobias"	"transition_tobias"	"changed_tobias"	"person_difference"	"comparison_flags"
"LIQUORICE"	"Lakritz"	"APPLICABLE"	"EASY"	"EASY"	"EASY->EASY"	"NO"	"EASY"	"EASY"	"EASY->EASY"	"NO"	"NO"	""
"LIVER_PATE"	"Leberpastete"	"APPLICABLE"	"EASY"	"EASY"	"EASY->EASY"	"NO"	"EASY"	"EASY"	"EASY->EASY"	"NO"	"NO"	""
"LIVER_SAUSAGE"	"Leberwurst"	"APPLICABLE"	"EASY"	"EASY"	"EASY->EASY"	"NO"	"EASY"	"EASY"	"EASY->EASY"	"NO"	"NO"	""
"LOBSTER"	"Hummer"	"APPLICABLE"	"PLANNED"	"SPECIALTY"	"PLANNED->SPECIALTY"	"YES"	"PLANNED"	"SPECIALTY"	"PLANNED->SPECIALTY"	"YES"	"NO"	""
"LONGGANISA"	"Longganisa"	"APPLICABLE"	"PLANNED"	"DIFFICULT"	"PLANNED->DIFFICULT"	"YES"	"SPECIALTY"	"DIFFICULT"	"SPECIALTY->DIFFICULT"	"YES"	"NO"	""
"LOTUS_ROOT"	"Lotuswurzel"	"APPLICABLE"	"PLANNED"	"SPECIALTY"	"PLANNED->SPECIALTY"	"YES"	"PLANNED"	"SPECIALTY"	"PLANNED->SPECIALTY"	"YES"	"NO"	""
"LOTUS_SEEDS"	"Lotussamen"	"APPLICABLE"	"PLANNED"	"SPECIALTY"	"PLANNED->SPECIALTY"	"YES"	"PLANNED"	"SPECIALTY"	"PLANNED->SPECIALTY"	"YES"	"NO"	""
"LOVAGE"	"Liebstöckel"	"APPLICABLE"	"EASY"	"PLANNED"	"EASY->PLANNED"	"YES"	"EASY"	"PLANNED"	"EASY->PLANNED"	"YES"	"NO"	""
"LUPIN"	"Lupinen"	"APPLICABLE"	"EASY"	"PLANNED"	"EASY->PLANNED"	"YES"	"EASY"	"PLANNED"	"EASY->PLANNED"	"YES"	"NO"	""
"LUTEFISK"	"Lutefisk"	"APPLICABLE"	"DIFFICULT"	"DIFFICULT"	"DIFFICULT->DIFFICULT"	"NO"	"DIFFICULT"	"DIFFICULT"	"DIFFICULT->DIFFICULT"	"NO"	"NO"	""
"LYCHEE"	"Litschi"	"APPLICABLE"	"EASY"	"PLANNED"	"EASY->PLANNED"	"YES"	"EASY"	"PLANNED"	"EASY->PLANNED"	"YES"	"NO"	""
"MACADAMIA"	"Macadamianüsse"	"APPLICABLE"	"EASY"	"EASY"	"EASY->EASY"	"NO"	"EASY"	"EASY"	"EASY->EASY"	"NO"	"NO"	""
"MACAPUNO"	"Macapuno"	"APPLICABLE"	"PLANNED"	"SPECIALTY"	"PLANNED->SPECIALTY"	"YES"	"SPECIALTY"	"SPECIALTY"	"SPECIALTY->SPECIALTY"	"NO"	"NO"	""
"MACKEREL"	"Makrele"	"APPLICABLE"	"EASY"	"PLANNED"	"EASY->PLANNED"	"YES"	"EASY"	"PLANNED"	"EASY->PLANNED"	"YES"	"NO"	""
"MAGGI_SEASONING"	"Maggi-Würze"	"APPLICABLE"	"EASY"	"EASY"	"EASY->EASY"	"NO"	"EASY"	"EASY"	"EASY->EASY"	"NO"	"NO"	""
"MAITAKE"	"Maitake"	"APPLICABLE"	"PLANNED"	"PLANNED"	"PLANNED->PLANNED"	"NO"	"PLANNED"	"PLANNED"	"PLANNED->PLANNED"	"NO"	"NO"	""
"MALT_VINEGAR"	"Malzessig"	"APPLICABLE"	"PLANNED"	"PLANNED"	"PLANNED->PLANNED"	"NO"	"PLANNED"	"PLANNED"	"PLANNED->PLANNED"	"NO"	"NO"	""
"MAM_NEM"	"Mắm nêm"	"APPLICABLE"	"SPECIALTY"	"SPECIALTY"	"SPECIALTY->SPECIALTY"	"NO"	"SPECIALTY"	"SPECIALTY"	"SPECIALTY->SPECIALTY"	"NO"	"NO"	""
"MAM_RUOC"	"Mắm ruốc"	"APPLICABLE"	"SPECIALTY"	"DIFFICULT"	"SPECIALTY->DIFFICULT"	"YES"	"SPECIALTY"	"DIFFICULT"	"SPECIALTY->DIFFICULT"	"YES"	"NO"	""
"MAM_TOM"	"Mắm tôm"	"APPLICABLE"	"SPECIALTY"	"SPECIALTY"	"SPECIALTY->SPECIALTY"	"NO"	"SPECIALTY"	"SPECIALTY"	"SPECIALTY->SPECIALTY"	"NO"	"NO"	""
"MANCHEGO"	"Manchego"	"APPLICABLE"	"EASY"	"PLANNED"	"EASY->PLANNED"	"YES"	"EASY"	"PLANNED"	"EASY->PLANNED"	"YES"	"NO"	""
"MANDARIN"	"Mandarine"	"APPLICABLE"	"EASY"	"EASY"	"EASY->EASY"	"NO"	"EASY"	"EASY"	"EASY->EASY"	"NO"	"NO"	""
"MANGO"	"Mango"	"APPLICABLE"	"EASY"	"EASY"	"EASY->EASY"	"NO"	"EASY"	"EASY"	"EASY->EASY"	"NO"	"NO"	""
"MAPLE_SYRUP"	"Ahornsirup"	"APPLICABLE"	"EASY"	"EASY"	"EASY->EASY"	"NO"	"EASY"	"EASY"	"EASY->EASY"	"NO"	"NO"	""
"MARJORAM"	"Majoran"	"APPLICABLE"	"EASY"	"EASY"	"EASY->EASY"	"NO"	"EASY"	"EASY"	"EASY->EASY"	"NO"	"NO"	""
"MARSALA"	"Marsala"	"APPLICABLE"	"PLANNED"	"PLANNED"	"PLANNED->PLANNED"	"NO"	"PLANNED"	"PLANNED"	"PLANNED->PLANNED"	"NO"	"NO"	""
"MARZIPAN"	"Marzipan"	"APPLICABLE"	"EASY"	"EASY"	"EASY->EASY"	"NO"	"EASY"	"EASY"	"EASY->EASY"	"NO"	"NO"	""
"MASA_HARINA"	"Masa Harina"	"APPLICABLE"	"PLANNED"	"SPECIALTY"	"PLANNED->SPECIALTY"	"YES"	"PLANNED"	"SPECIALTY"	"PLANNED->SPECIALTY"	"YES"	"NO"	""
"MASCARPONE"	"Mascarpone"	"APPLICABLE"	"EASY"	"EASY"	"EASY->EASY"	"NO"	"EASY"	"EASY"	"EASY->EASY"	"NO"	"NO"	""
"MASSAMAN_CURRY_PASTE"	"Massaman-Currypaste"	"APPLICABLE"	"PLANNED"	"SPECIALTY"	"PLANNED->SPECIALTY"	"YES"	"PLANNED"	"SPECIALTY"	"PLANNED->SPECIALTY"	"YES"	"NO"	""
"MATCHA"	"Matcha"	"APPLICABLE"	"EASY"	"PLANNED"	"EASY->PLANNED"	"YES"	"EASY"	"PLANNED"	"EASY->PLANNED"	"YES"	"NO"	""
"MATJES"	"Matjes"	"APPLICABLE"	"EASY"	"EASY"	"EASY->EASY"	"NO"	"EASY"	"EASY"	"EASY->EASY"	"NO"	"NO"	""
"MAYONNAISE"	"Mayonnaise"	"APPLICABLE"	"EASY"	"EASY"	"EASY->EASY"	"NO"	"EASY"	"EASY"	"EASY->EASY"	"NO"	"NO"	""
"MEAT"	"Fleisch"	"APPLICABLE"	"EASY"	"EASY"	"EASY->EASY"	"NO"	"EASY"	"EASY"	"EASY->EASY"	"NO"	"NO"	""
"MEAT_ASPIC"	"Fleischsülze"	"APPLICABLE"	"EASY"	"EASY"	"EASY->EASY"	"NO"	"EASY"	"EASY"	"EASY->EASY"	"NO"	"NO"	""
"MELONS"	"Melone"	"APPLICABLE"	"EASY"	"EASY"	"EASY->EASY"	"NO"	"EASY"	"EASY"	"EASY->EASY"	"NO"	"NO"	""
"MEMBRILLO"	"Quittenpaste"	"APPLICABLE"	"PLANNED"	"SPECIALTY"	"PLANNED->SPECIALTY"	"YES"	"PLANNED"	"SPECIALTY"	"PLANNED->SPECIALTY"	"YES"	"NO"	""
"MERGUEZ"	"Merguez"	"APPLICABLE"	"EASY"	"PLANNED"	"EASY->PLANNED"	"YES"	"EASY"	"PLANNED"	"EASY->PLANNED"	"YES"	"NO"	""
"MILK"	"Milch"	"APPLICABLE"	"EASY"	"EASY"	"EASY->EASY"	"NO"	"EASY"	"EASY"	"EASY->EASY"	"NO"	"NO"	""
"MILK_CHOCOLATE"	"Milchschokolade"	"APPLICABLE"	"EASY"	"EASY"	"EASY->EASY"	"NO"	"EASY"	"EASY"	"EASY->EASY"	"NO"	"NO"	""
"MILKFISH"	"Milchfisch oder Bangus"	"APPLICABLE"	"DIFFICULT"	"DIFFICULT"	"DIFFICULT->DIFFICULT"	"NO"	"DIFFICULT"	"DIFFICULT"	"DIFFICULT->DIFFICULT"	"NO"	"NO"	""
"MILLET"	"Hirse"	"APPLICABLE"	"EASY"	"PLANNED"	"EASY->PLANNED"	"YES"	"EASY"	"PLANNED"	"EASY->PLANNED"	"YES"	"NO"	""
"MINCED_MEAT"	"Hackfleisch"	"APPLICABLE"	"EASY"	"EASY"	"EASY->EASY"	"NO"	"EASY"	"EASY"	"EASY->EASY"	"NO"	"NO"	""
"MINT"	"Minze"	"APPLICABLE"	"EASY"	"EASY"	"EASY->EASY"	"NO"	"EASY"	"EASY"	"EASY->EASY"	"NO"	"NO"	""
"MIRABELLE"	"Mirabelle"	"APPLICABLE"	"EASY"	"PLANNED"	"EASY->PLANNED"	"YES"	"EASY"	"PLANNED"	"EASY->PLANNED"	"YES"	"NO"	""
"MIRIN"	"Mirin"	"APPLICABLE"	"PLANNED"	"SPECIALTY"	"PLANNED->SPECIALTY"	"YES"	"PLANNED"	"SPECIALTY"	"PLANNED->SPECIALTY"	"YES"	"NO"	""
"MISO"	"Miso"	"APPLICABLE"	"EASY"	"PLANNED"	"EASY->PLANNED"	"YES"	"EASY"	"PLANNED"	"EASY->PLANNED"	"YES"	"NO"	""
"MOLASSES"	"Melasse"	"APPLICABLE"	"PLANNED"	"PLANNED"	"PLANNED->PLANNED"	"NO"	"PLANNED"	"PLANNED"	"PLANNED->PLANNED"	"NO"	"NO"	""
"MOLE_PASTE"	"Mole-Paste"	"APPLICABLE"	"PLANNED"	"SPECIALTY"	"PLANNED->SPECIALTY"	"YES"	"PLANNED"	"SPECIALTY"	"PLANNED->SPECIALTY"	"YES"	"NO"	""
"MOLLUSCS"	"Weichtiere"	"APPLICABLE"	"EASY"	"PLANNED"	"EASY->PLANNED"	"YES"	"EASY"	"PLANNED"	"EASY->PLANNED"	"YES"	"NO"	""
"MONKFISH"	"Seeteufel"	"APPLICABLE"	"PLANNED"	"PLANNED"	"PLANNED->PLANNED"	"NO"	"PLANNED"	"PLANNED"	"PLANNED->PLANNED"	"NO"	"NO"	""
"MOOSE"	"Elchfleisch"	"APPLICABLE"	"SPECIALTY"	"DIFFICULT"	"SPECIALTY->DIFFICULT"	"YES"	"SPECIALTY"	"DIFFICULT"	"SPECIALTY->DIFFICULT"	"YES"	"NO"	""
"MORCILLA"	"Morcilla"	"APPLICABLE"	"SPECIALTY"	"SPECIALTY"	"SPECIALTY->SPECIALTY"	"NO"	"SPECIALTY"	"SPECIALTY"	"SPECIALTY->SPECIALTY"	"NO"	"NO"	""
"MOREL"	"Morcheln"	"APPLICABLE"	"PLANNED"	"PLANNED"	"PLANNED->PLANNED"	"NO"	"PLANNED"	"PLANNED"	"PLANNED->PLANNED"	"NO"	"NO"	""
"MORINGA_LEAVES"	"Moringablätter oder Malunggay"	"APPLICABLE"	"PLANNED"	"SPECIALTY"	"PLANNED->SPECIALTY"	"YES"	"PLANNED"	"SPECIALTY"	"PLANNED->SPECIALTY"	"YES"	"NO"	""
"MOZZARELLA"	"Mozzarella"	"APPLICABLE"	"EASY"	"EASY"	"EASY->EASY"	"NO"	"EASY"	"EASY"	"EASY->EASY"	"NO"	"NO"	""
"MSG"	"Mononatriumglutamat"	"APPLICABLE"	"EASY"	"PLANNED"	"EASY->PLANNED"	"YES"	"EASY"	"PLANNED"	"EASY->PLANNED"	"YES"	"NO"	""
"MULBERRY"	"Maulbeeren"	"APPLICABLE"	"PLANNED"	"PLANNED"	"PLANNED->PLANNED"	"NO"	"PLANNED"	"PLANNED"	"PLANNED->PLANNED"	"NO"	"NO"	""
"MUNG_BEANS"	"Mungbohnen"	"APPLICABLE"	"EASY"	"PLANNED"	"EASY->PLANNED"	"YES"	"EASY"	"PLANNED"	"EASY->PLANNED"	"YES"	"NO"	""
"MUOI_TOM"	"Muối tôm"	"APPLICABLE"	"SPECIALTY"	"SPECIALTY"	"SPECIALTY->SPECIALTY"	"NO"	"SPECIALTY"	"SPECIALTY"	"SPECIALTY->SPECIALTY"	"NO"	"NO"	""
"MUSHROOM_STOCK"	"Pilzfond"	"APPLICABLE"	"EASY"	"PLANNED"	"EASY->PLANNED"	"YES"	"EASY"	"PLANNED"	"EASY->PLANNED"	"YES"	"NO"	""
"MUSHROOMS"	"Pilze"	"APPLICABLE"	"EASY"	"EASY"	"EASY->EASY"	"NO"	"EASY"	"EASY"	"EASY->EASY"	"NO"	"NO"	""
"MUSSELS"	"Miesmuscheln"	"APPLICABLE"	"EASY"	"PLANNED"	"EASY->PLANNED"	"YES"	"EASY"	"PLANNED"	"EASY->PLANNED"	"YES"	"NO"	""
"MUSTARD"	"Senf"	"APPLICABLE"	"EASY"	"EASY"	"EASY->EASY"	"NO"	"EASY"	"EASY"	"EASY->EASY"	"NO"	"NO"	""
"MUSTARD_SEED"	"Senfsaat"	"APPLICABLE"	"EASY"	"EASY"	"EASY->EASY"	"NO"	"EASY"	"EASY"	"EASY->EASY"	"NO"	"NO"	""
"MYCOPROTEIN"	"Mykoprotein"	"APPLICABLE"	"EASY"	"PLANNED"	"EASY->PLANNED"	"YES"	"EASY"	"PLANNED"	"EASY->PLANNED"	"YES"	"NO"	""
"NAM_PRIK_PAO"	"Nam Prik Pao"	"APPLICABLE"	"PLANNED"	"SPECIALTY"	"PLANNED->SPECIALTY"	"YES"	"PLANNED"	"SPECIALTY"	"PLANNED->SPECIALTY"	"YES"	"NO"	""
"NAPA_CABBAGE"	"Chinakohl"	"APPLICABLE"	"EASY"	"EASY"	"EASY->EASY"	"NO"	"EASY"	"EASY"	"EASY->EASY"	"NO"	"NO"	""
"NATA_DE_COCO"	"Nata de coco"	"APPLICABLE"	"PLANNED"	"SPECIALTY"	"PLANNED->SPECIALTY"	"YES"	"PLANNED"	"SPECIALTY"	"PLANNED->SPECIALTY"	"YES"	"NO"	""
"NATTO"	"Nattō"	"APPLICABLE"	"PLANNED"	"SPECIALTY"	"PLANNED->SPECIALTY"	"YES"	"SPECIALTY"	"DIFFICULT"	"SPECIALTY->DIFFICULT"	"YES"	"YES"	"REQUIRES_PERSON_SPECIFIC_JUSTIFICATION"
"NDUJA"	"’Nduja"	"APPLICABLE"	"PLANNED"	"PLANNED"	"PLANNED->PLANNED"	"NO"	"PLANNED"	"PLANNED"	"PLANNED->PLANNED"	"NO"	"NO"	""
"NECTARINE"	"Nektarine"	"APPLICABLE"	"EASY"	"PLANNED"	"EASY->PLANNED"	"YES"	"EASY"	"PLANNED"	"EASY->PLANNED"	"YES"	"NO"	""
"NEUTRAL_OIL"	"neutrales Pflanzenöl"	"APPLICABLE"	"EASY"	"EASY"	"EASY->EASY"	"NO"	"EASY"	"EASY"	"EASY->EASY"	"NO"	"NO"	""
"NEW_POTATOES"	"Frühkartoffeln"	"APPLICABLE"	"EASY"	"EASY"	"EASY->EASY"	"NO"	"EASY"	"EASY"	"EASY->EASY"	"NO"	"NO"	""
"NIPA_PALM_VINEGAR"	"Nipapalmenessig"	"APPLICABLE"	"DIFFICULT"	"DIFFICULT"	"DIFFICULT->DIFFICULT"	"NO"	"DIFFICULT"	"DIFFICULT"	"DIFFICULT->DIFFICULT"	"NO"	"NO"	""
"NOODLES"	"Nudeln"	"APPLICABLE"	"EASY"	"EASY"	"EASY->EASY"	"NO"	"EASY"	"EASY"	"EASY->EASY"	"NO"	"NO"	""
"NORA_PEPPER"	"Ñora-Paprika"	"APPLICABLE"	"PLANNED"	"SPECIALTY"	"PLANNED->SPECIALTY"	"YES"	"PLANNED"	"SPECIALTY"	"PLANNED->SPECIALTY"	"YES"	"NO"	""
"NORI"	"Nori"	"APPLICABLE"	"EASY"	"PLANNED"	"EASY->PLANNED"	"YES"	"EASY"	"PLANNED"	"EASY->PLANNED"	"YES"	"NO"	""
"NORTH_SEA_SHRIMP"	"Nordseekrabbe"	"APPLICABLE"	"PLANNED"	"PLANNED"	"PLANNED->PLANNED"	"NO"	"EASY"	"PLANNED"	"EASY->PLANNED"	"YES"	"NO"	""
"NORTHERN_PRAWN"	"Eismeergarnele"	"APPLICABLE"	"PLANNED"	"PLANNED"	"PLANNED->PLANNED"	"NO"	"PLANNED"	"PLANNED"	"PLANNED->PLANNED"	"NO"	"NO"	""
"NORWEGIAN_WAFFLE"	"Norwegische Waffel"	"APPLICABLE"	"DIFFICULT"	"DIFFICULT"	"DIFFICULT->DIFFICULT"	"NO"	"DIFFICULT"	"DIFFICULT"	"DIFFICULT->DIFFICULT"	"NO"	"NO"	""
"NUT_AND_SEED_PASTES"	"Nuss- oder Samenpaste"	"APPLICABLE"	"EASY"	"EASY"	"EASY->EASY"	"NO"	"EASY"	"EASY"	"EASY->EASY"	"NO"	"NO"	""
"NUTMEG"	"Muskatnuss"	"APPLICABLE"	"EASY"	"EASY"	"EASY->EASY"	"NO"	"EASY"	"EASY"	"EASY->EASY"	"NO"	"NO"	""
"NUTRITIONAL_YEAST"	"Hefeflocken"	"APPLICABLE"	"EASY"	"PLANNED"	"EASY->PLANNED"	"YES"	"EASY"	"PLANNED"	"EASY->PLANNED"	"YES"	"NO"	""
"NUTS"	"Nüsse"	"APPLICABLE"	"EASY"	"EASY"	"EASY->EASY"	"NO"	"EASY"	"EASY"	"EASY->EASY"	"NO"	"NO"	""
"OAT_DRINK"	"Haferdrink"	"APPLICABLE"	"EASY"	"EASY"	"EASY->EASY"	"NO"	"EASY"	"EASY"	"EASY->EASY"	"NO"	"NO"	""
"OATS"	"Hafer"	"APPLICABLE"	"EASY"	"EASY"	"EASY->EASY"	"NO"	"EASY"	"EASY"	"EASY->EASY"	"NO"	"NO"	""
"OCTOPUS"	"Oktopus"	"APPLICABLE"	"PLANNED"	"PLANNED"	"PLANNED->PLANNED"	"NO"	"PLANNED"	"PLANNED"	"PLANNED->PLANNED"	"NO"	"NO"	""
"OFFAL"	"Innereien"	"APPLICABLE"	"EASY"	"PLANNED"	"EASY->PLANNED"	"YES"	"EASY"	"PLANNED"	"EASY->PLANNED"	"YES"	"NO"	""
"OILS"	"Speiseöl"	"APPLICABLE"	"EASY"	"EASY"	"EASY->EASY"	"NO"	"EASY"	"EASY"	"EASY->EASY"	"NO"	"NO"	""
"OILY_FISH"	"fettreicher Fisch"	"APPLICABLE"	"EASY"	"EASY"	"EASY->EASY"	"NO"	"EASY"	"EASY"	"EASY->EASY"	"NO"	"NO"	""
"OKRA"	"Okra"	"APPLICABLE"	"EASY"	"SPECIALTY"	"EASY->SPECIALTY"	"YES"	"EASY"	"SPECIALTY"	"EASY->SPECIALTY"	"YES"	"NO"	""
"OLIVE_OIL"	"Olivenöl"	"APPLICABLE"	"EASY"	"EASY"	"EASY->EASY"	"NO"	"EASY"	"EASY"	"EASY->EASY"	"NO"	"NO"	""
"OLIVES"	"Oliven"	"APPLICABLE"	"EASY"	"EASY"	"EASY->EASY"	"NO"	"EASY"	"EASY"	"EASY->EASY"	"NO"	"NO"	""
"OLOMOUC_TVARUZKY"	"Olmützer Quargel"	"APPLICABLE"	"SPECIALTY"	"DIFFICULT"	"SPECIALTY->DIFFICULT"	"YES"	"SPECIALTY"	"DIFFICULT"	"SPECIALTY->DIFFICULT"	"YES"	"NO"	""
"ONION"	"Zwiebel"	"APPLICABLE"	"EASY"	"EASY"	"EASY->EASY"	"NO"	"EASY"	"EASY"	"EASY->EASY"	"NO"	"NO"	""
"ONION_POWDER"	"Zwiebelpulver"	"APPLICABLE"	"EASY"	"EASY"	"EASY->EASY"	"NO"	"EASY"	"EASY"	"EASY->EASY"	"NO"	"NO"	""
"OOLONG_TEA"	"Oolongtee"	"APPLICABLE"	"PLANNED"	"PLANNED"	"PLANNED->PLANNED"	"NO"	"PLANNED"	"PLANNED"	"PLANNED->PLANNED"	"NO"	"NO"	""
"ORANGE"	"Orange"	"APPLICABLE"	"EASY"	"EASY"	"EASY->EASY"	"NO"	"EASY"	"EASY"	"EASY->EASY"	"NO"	"NO"	""
"OREGANO"	"Oregano"	"APPLICABLE"	"EASY"	"EASY"	"EASY->EASY"	"NO"	"EASY"	"EASY"	"EASY->EASY"	"NO"	"NO"	""
"ORZO"	"Kritharaki oder Orzo"	"APPLICABLE"	"EASY"	"PLANNED"	"EASY->PLANNED"	"YES"	"EASY"	"PLANNED"	"EASY->PLANNED"	"YES"	"NO"	""
"OXTAIL"	"Ochsenschwanz"	"APPLICABLE"	"PLANNED"	"PLANNED"	"PLANNED->PLANNED"	"NO"	"PLANNED"	"PLANNED"	"PLANNED->PLANNED"	"NO"	"NO"	""
"OYSTER"	"Austern"	"APPLICABLE"	"PLANNED"	"PLANNED"	"PLANNED->PLANNED"	"NO"	"PLANNED"	"PLANNED"	"PLANNED->PLANNED"	"NO"	"NO"	""
"OYSTER_MUSHROOM"	"Austernpilze"	"APPLICABLE"	"EASY"	"EASY"	"EASY->EASY"	"NO"	"EASY"	"EASY"	"EASY->EASY"	"NO"	"NO"	""
"OYSTER_SAUCE"	"Austernsauce"	"APPLICABLE"	"EASY"	"PLANNED"	"EASY->PLANNED"	"YES"	"EASY"	"PLANNED"	"EASY->PLANNED"	"YES"	"NO"	""
"PADRON_PEPPER"	"Padrón-Paprika"	"APPLICABLE"	"PLANNED"	"PLANNED"	"PLANNED->PLANNED"	"NO"	"PLANNED"	"PLANNED"	"PLANNED->PLANNED"	"NO"	"NO"	""
"PAK_CHOI"	"Pak Choi"	"APPLICABLE"	"EASY"	"PLANNED"	"EASY->PLANNED"	"YES"	"EASY"	"PLANNED"	"EASY->PLANNED"	"YES"	"NO"	""
"PALM_SUGAR"	"Palmzucker"	"APPLICABLE"	"PLANNED"	"SPECIALTY"	"PLANNED->SPECIALTY"	"YES"	"PLANNED"	"SPECIALTY"	"PLANNED->SPECIALTY"	"YES"	"NO"	""
"PANCETTA"	"Pancetta"	"APPLICABLE"	"EASY"	"PLANNED"	"EASY->PLANNED"	"YES"	"EASY"	"PLANNED"	"EASY->PLANNED"	"YES"	"NO"	""
"PANDAN_LEAVES"	"Pandanblätter"	"APPLICABLE"	"PLANNED"	"SPECIALTY"	"PLANNED->SPECIALTY"	"YES"	"PLANNED"	"SPECIALTY"	"PLANNED->SPECIALTY"	"YES"	"NO"	""
"PANEER"	"Paneer"	"APPLICABLE"	"PLANNED"	"SPECIALTY"	"PLANNED->SPECIALTY"	"YES"	"PLANNED"	"SPECIALTY"	"PLANNED->SPECIALTY"	"YES"	"NO"	""
"PANGASIUS"	"Pangasius"	"APPLICABLE"	"EASY"	"EASY"	"EASY->EASY"	"NO"	"EASY"	"EASY"	"EASY->EASY"	"NO"	"NO"	""
"PANKO"	"Panko"	"APPLICABLE"	"EASY"	"PLANNED"	"EASY->PLANNED"	"YES"	"EASY"	"PLANNED"	"EASY->PLANNED"	"YES"	"NO"	""
"PAPAYA"	"Papaya"	"APPLICABLE"	"EASY"	"PLANNED"	"EASY->PLANNED"	"YES"	"EASY"	"PLANNED"	"EASY->PLANNED"	"YES"	"NO"	""
"PAPRIKA_POWDER"	"Paprikapulver"	"APPLICABLE"	"EASY"	"EASY"	"EASY->EASY"	"NO"	"EASY"	"EASY"	"EASY->EASY"	"NO"	"NO"	""
"PARMESAN"	"Parmesan"	"APPLICABLE"	"EASY"	"EASY"	"EASY->EASY"	"NO"	"EASY"	"EASY"	"EASY->EASY"	"NO"	"NO"	""
"PARSLEY"	"Petersilie"	"APPLICABLE"	"EASY"	"EASY"	"EASY->EASY"	"NO"	"EASY"	"EASY"	"EASY->EASY"	"NO"	"NO"	""
"PARSLEY_ROOT"	"Petersilienwurzel"	"APPLICABLE"	"EASY"	"EASY"	"EASY->EASY"	"NO"	"EASY"	"EASY"	"EASY->EASY"	"NO"	"NO"	""
"PARSNIP"	"Pastinake"	"APPLICABLE"	"EASY"	"EASY"	"EASY->EASY"	"NO"	"EASY"	"EASY"	"EASY->EASY"	"NO"	"NO"	""
"PASSION_FRUIT"	"Passionsfrucht"	"APPLICABLE"	"EASY"	"PLANNED"	"EASY->PLANNED"	"YES"	"EASY"	"PLANNED"	"EASY->PLANNED"	"YES"	"NO"	""
"PASTIS"	"Pastis"	"APPLICABLE"	"PLANNED"	"PLANNED"	"PLANNED->PLANNED"	"NO"	"PLANNED"	"PLANNED"	"PLANNED->PLANNED"	"NO"	"NO"	""
"PEA_EGGPLANT"	"Erbsenaubergine"	"APPLICABLE"	"SPECIALTY"	"DIFFICULT"	"SPECIALTY->DIFFICULT"	"YES"	"SPECIALTY"	"DIFFICULT"	"SPECIALTY->DIFFICULT"	"YES"	"NO"	""
"PEACH"	"Pfirsich"	"APPLICABLE"	"EASY"	"EASY"	"EASY->EASY"	"NO"	"EASY"	"EASY"	"EASY->EASY"	"NO"	"NO"	""
"PEANUT"	"Erdnüsse"	"APPLICABLE"	"EASY"	"EASY"	"EASY->EASY"	"NO"	"EASY"	"EASY"	"EASY->EASY"	"NO"	"NO"	""
"PEANUT_BUTTER"	"Erdnussbutter"	"APPLICABLE"	"EASY"	"EASY"	"EASY->EASY"	"NO"	"EASY"	"EASY"	"EASY->EASY"	"NO"	"NO"	""
"PEANUT_SATAY_SAUCE"	"Erdnuss-Satay-Sauce"	"APPLICABLE"	"EASY"	"PLANNED"	"EASY->PLANNED"	"YES"	"EASY"	"PLANNED"	"EASY->PLANNED"	"YES"	"NO"	""
"PEAR"	"Birne"	"APPLICABLE"	"EASY"	"EASY"	"EASY->EASY"	"NO"	"EASY"	"EASY"	"EASY->EASY"	"NO"	"NO"	""
"PEARL_BARLEY"	"Graupen"	"APPLICABLE"	"EASY"	"EASY"	"EASY->EASY"	"NO"	"EASY"	"EASY"	"EASY->EASY"	"NO"	"NO"	""
"PEAS"	"Erbsen"	"APPLICABLE"	"EASY"	"EASY"	"EASY->EASY"	"NO"	"EASY"	"EASY"	"EASY->EASY"	"NO"	"NO"	""
"PECAN"	"Pekannüsse"	"APPLICABLE"	"EASY"	"EASY"	"EASY->EASY"	"NO"	"EASY"	"EASY"	"EASY->EASY"	"NO"	"NO"	""
"PECORINO"	"Pecorino"	"APPLICABLE"	"EASY"	"PLANNED"	"EASY->PLANNED"	"YES"	"EASY"	"PLANNED"	"EASY->PLANNED"	"YES"	"NO"	""
"PENNE"	"Penne"	"APPLICABLE"	"EASY"	"EASY"	"EASY->EASY"	"NO"	"EASY"	"EASY"	"EASY->EASY"	"NO"	"NO"	""
"PEPPER"	"Pfeffer"	"APPLICABLE"	"EASY"	"EASY"	"EASY->EASY"	"NO"	"EASY"	"EASY"	"EASY->EASY"	"NO"	"NO"	""
"PERILLA_LEAVES"	"Perillablätter"	"APPLICABLE"	"SPECIALTY"	"DIFFICULT"	"SPECIALTY->DIFFICULT"	"YES"	"SPECIALTY"	"DIFFICULT"	"SPECIALTY->DIFFICULT"	"YES"	"NO"	""
"PERSIMMON"	"Kaki"	"APPLICABLE"	"EASY"	"EASY"	"EASY->EASY"	"NO"	"EASY"	"EASY"	"EASY->EASY"	"NO"	"NO"	""
"PESTO"	"Pesto"	"APPLICABLE"	"EASY"	"EASY"	"EASY->EASY"	"NO"	"EASY"	"EASY"	"EASY->EASY"	"NO"	"NO"	""
"PICKLED_CHILI"	"eingelegte Chili"	"APPLICABLE"	"EASY"	"EASY"	"EASY->EASY"	"NO"	"EASY"	"EASY"	"EASY->EASY"	"NO"	"NO"	""
