concept_code,person,observed_route_category,required_route_focus,audit_reason,audit_status
OYSTER_SAUCE,Tobias,SEPARATE_PERSON_ROUTE_REVIEW,Asia-/Wuerzsaucenregal fuer abgefuellte Austernsauce,"OYSTER_SAUCE wurde im getrennten Tobias-Durchgang gegen Produktform, Warengruppe und realistischen Rostocker bzw. deutschen Einkaufsweg gegengeprüft; die finale Notiz muss den genannten konkreten Einkaufsweg einhalten.",ROUTE_VERIFIED
PANEER,Georgia,SEPARATE_OPEN_FORM_CONTROL,"Alle zugelassenen Produktformen beibehalten und den Einkaufsweg daran ausrichten: Ungereifter indischer Frischkäse mit fester, nicht schmelzender Textur; typischerweise aus Kuh- oder Büffelmilch.",PANEER wurde im getrennten Georgia-Lauf als Gegenkontrolle auf dieselbe unzulässige Einzelform-Verengung geprüft.,ROUTE_VERIFIED
PANEER,Tobias,HEURISTIC_SINGLE_FORM_FROM_OPEN_PRODUCT_FORM,"Alle zugelassenen Produktformen beibehalten und den Einkaufsweg daran ausrichten: Ungereifter indischer Frischkäse mit fester, nicht schmelzender Textur; typischerweise aus Kuh- oder Büffelmilch.","PANEER wurde im Tobias-Lauf trotz offener oder alternativer Produktform heuristisch auf eine einzelne frische, getrocknete, gemahlene oder konservierte Form verengt.",ROUTE_VERIFIED
PEANUT_BUTTER,Georgia,Molkerei-/Kaesebereich,Brotaufstrichregal fuer Erdnussbutter,PEANUT_BUTTER wurde im Ausgangs-Notizlauf einer nicht zur kuratierten Produktform passenden Warengruppe zugeordnet; die finale Notiz muss den genannten konkreten Einkaufsweg verwenden.,ROUTE_VERIFIED
PEANUT_BUTTER,Tobias,SEPARATE_PERSON_ROUTE_REVIEW,Brotaufstrichregal fuer Erdnussbutter,"PEANUT_BUTTER wurde im getrennten Tobias-Durchgang gegen Produktform, Warengruppe und realistischen Rostocker bzw. deutschen Einkaufsweg gegengeprüft; die finale Notiz muss den genannten konkreten Einkaufsweg einhalten.",ROUTE_VERIFIED
PEANUT_SATAY_SAUCE,Georgia,Molkerei-/Kaesebereich,Asia-/Wuerzsaucenregal fuer Sataysauce,PEANUT_SATAY_SAUCE wurde im Ausgangs-Notizlauf einer nicht zur kuratierten Produktform passenden Warengruppe zugeordnet; die finale Notiz muss den genannten konkreten Einkaufsweg verwenden.,ROUTE_VERIFIED
PEANUT_SATAY_SAUCE,Tobias,SEPARATE_PERSON_ROUTE_REVIEW,Asia-/Wuerzsaucenregal fuer Sataysauce,"PEANUT_SATAY_SAUCE wurde im getrennten Tobias-Durchgang gegen Produktform, Warengruppe und realistischen Rostocker bzw. deutschen Einkaufsweg gegengeprüft; die finale Notiz muss den genannten konkreten Einkaufsweg einhalten.",ROUTE_VERIFIED
PEAS,Georgia,SEPARATE_OPEN_FORM_CONTROL,"Alle zugelassenen Produktformen beibehalten und den Einkaufsweg daran ausrichten: Offene Vorgabe für Erbsenkerne; frisch, getrocknet oder gespalten sind mögliche Wege, essbare Hülsen nicht automatisch.",PEAS wurde im getrennten Georgia-Lauf als Gegenkontrolle auf dieselbe unzulässige Einzelform-Verengung geprüft.,ROUTE_VERIFIED
PEAS,Tobias,HEURISTIC_SINGLE_FORM_FROM_OPEN_PRODUCT_FORM,"Alle zugelassenen Produktformen beibehalten und den Einkaufsweg daran ausrichten: Offene Vorgabe für Erbsenkerne; frisch, getrocknet oder gespalten sind mögliche Wege, essbare Hülsen nicht automatisch.","PEAS wurde im Tobias-Lauf trotz offener oder alternativer Produktform heuristisch auf eine einzelne frische, getrocknete, gemahlene oder konservierte Form verengt.",ROUTE_VERIFIED
PICKLED_CHILI,Georgia,Obst-/Gemuesebereich,Konserven-/Feinkostregal fuer eingelegte Chili,PICKLED_CHILI wurde im Ausgangs-Notizlauf einer nicht zur kuratierten Produktform passenden Warengruppe zugeordnet; die finale Notiz muss den genannten konkreten Einkaufsweg verwenden.,ROUTE_VERIFIED
PICKLED_CHILI,Tobias,SEPARATE_PERSON_ROUTE_REVIEW,Konserven-/Feinkostregal fuer eingelegte Chili,"PICKLED_CHILI wurde im getrennten Tobias-Durchgang gegen Produktform, Warengruppe und realistischen Rostocker bzw. deutschen Einkaufsweg gegengeprüft; die finale Notiz muss den genannten konkreten Einkaufsweg einhalten.",ROUTE_VERIFIED
PICKLED_CUCUMBER,Georgia,Obst-/Gemuesebereich,Konserven-/Feinkostregal fuer eingelegte Gurken,PICKLED_CUCUMBER wurde im Ausgangs-Notizlauf einer nicht zur kuratierten Produktform passenden Warengruppe zugeordnet; die finale Notiz muss den genannten konkreten Einkaufsweg verwenden.,ROUTE_VERIFIED
PICKLED_CUCUMBER,Tobias,SEPARATE_PERSON_ROUTE_REVIEW,Konserven-/Feinkostregal fuer eingelegte Gurken,"PICKLED_CUCUMBER wurde im getrennten Tobias-Durchgang gegen Produktform, Warengruppe und realistischen Rostocker bzw. deutschen Einkaufsweg gegengeprüft; die finale Notiz muss den genannten konkreten Einkaufsweg einhalten.",ROUTE_VERIFIED
PICKLED_GINGER,Georgia,Obst-/Gemuesebereich,Asia-/Feinkostregal fuer eingelegten Ingwer,PICKLED_GINGER wurde im Ausgangs-Notizlauf einer nicht zur kuratierten Produktform passenden Warengruppe zugeordnet; die finale Notiz muss den genannten konkreten Einkaufsweg verwenden.,ROUTE_VERIFIED
PICKLED_GINGER,Tobias,SEPARATE_PERSON_ROUTE_REVIEW,Asia-/Feinkostregal fuer eingelegten Ingwer,"PICKLED_GINGER wurde im getrennten Tobias-Durchgang gegen Produktform, Warengruppe und realistischen Rostocker bzw. deutschen Einkaufsweg gegengeprüft; die finale Notiz muss den genannten konkreten Einkaufsweg einhalten.",ROUTE_VERIFIED
PICKLED_MUSHROOMS,Georgia,Obst-/Gemuesebereich,Konserven-/Feinkostregal fuer eingelegte Pilze,PICKLED_MUSHROOMS wurde im Ausgangs-Notizlauf einer nicht zur kuratierten Produktform passenden Warengruppe zugeordnet; die finale Notiz muss den genannten konkreten Einkaufsweg verwenden.,ROUTE_VERIFIED
PICKLED_MUSHROOMS,Tobias,SEPARATE_PERSON_ROUTE_REVIEW,Konserven-/Feinkostregal fuer eingelegte Pilze,"PICKLED_MUSHROOMS wurde im getrennten Tobias-Durchgang gegen Produktform, Warengruppe und realistischen Rostocker bzw. deutschen Einkaufsweg gegengeprüft; die finale Notiz muss den genannten konkreten Einkaufsweg einhalten.",ROUTE_VERIFIED
PILSNER_LAGER,Georgia,SYSTEMATIC_PRODUCT_FORM_ROUTE_REVIEW,Bier-/Getraenkeregal fuer helles untergaeriges Pilsner; keine generische Regal- oder Frischeabteilung,"PILSNER_LAGER wurde in der finalen Gegenprüfung gegen generische Regalpfade, Roh-Elternrouten und unzulässig verengte offene Formen geprüft.",ROUTE_VERIFIED
PILSNER_LAGER,Tobias,SYSTEMATIC_PRODUCT_FORM_ROUTE_REVIEW,Bier-/Getraenkeregal fuer helles untergaeriges Pilsner; keine generische Regal- oder Frischeabteilung,"PILSNER_LAGER wurde in der finalen Gegenprüfung gegen generische Regalpfade, Roh-Elternrouten und unzulässig verengte offene Formen geprüft.",ROUTE_VERIFIED
PINEAPPLE,Georgia,SEPARATE_OPEN_FORM_CONTROL,"Alle zugelassenen Produktformen beibehalten und den Einkaufsweg daran ausrichten: Ananas mit saftigem süß-säuerlichem Fruchtfleisch; frisch, tiefgekühlt oder schlicht konserviert verwendbar.",PINEAPPLE wurde im getrennten Georgia-Lauf als Gegenkontrolle auf dieselbe unzulässige Einzelform-Verengung geprüft.,ROUTE_VERIFIED
PINEAPPLE,Tobias,HEURISTIC_SINGLE_FORM_FROM_OPEN_PRODUCT_FORM,"Alle zugelassenen Produktformen beibehalten und den Einkaufsweg daran ausrichten: Ananas mit saftigem süß-säuerlichem Fruchtfleisch; frisch, tiefgekühlt oder schlicht konserviert verwendbar.","PINEAPPLE wurde im Tobias-Lauf trotz offener oder alternativer Produktform heuristisch auf eine einzelne frische, getrocknete, gemahlene oder konservierte Form verengt.",ROUTE_VERIFIED
PINTO_BEANS,Georgia,SEPARATE_OPEN_FORM_CONTROL,Alle zugelassenen Produktformen beibehalten und den Einkaufsweg daran ausrichten: Gesprenkelte Pintobohnen mit erdig-cremigem Geschmack; getrocknet oder vorgegart verwendbar.,PINTO_BEANS wurde im getrennten Georgia-Lauf als Gegenkontrolle auf dieselbe unzulässige Einzelform-Verengung geprüft.,ROUTE_VERIFIED
PINTO_BEANS,Tobias,HEURISTIC_SINGLE_FORM_FROM_OPEN_PRODUCT_FORM,Alle zugelassenen Produktformen beibehalten und den Einkaufsweg daran ausrichten: Gesprenkelte Pintobohnen mit erdig-cremigem Geschmack; getrocknet oder vorgegart verwendbar.,"PINTO_BEANS wurde im Tobias-Lauf trotz offener oder alternativer Produktform heuristisch auf eine einzelne frische, getrocknete, gemahlene oder konservierte Form verengt.",ROUTE_VERIFIED
PITA,Georgia,Trockensortiment/Reis-Mehl-Nudeln,Brotregal oder Backstation fuer fertige Pita,Die zuerst genannte Warengruppe passte nicht zur kuratierten verzehrfertigen Brotform; die finale Notiz fuehrt den konkreten Brotweg.,ROUTE_VERIFIED
PLUM_BUTTER,Georgia,Molkerei-/Kaesebereich,Konfitueren-/Brotaufstrichregal fuer Pflaumenmus,PLUM_BUTTER wurde im Ausgangs-Notizlauf einer nicht zur kuratierten Produktform passenden Warengruppe zugeordnet; die finale Notiz muss den genannten konkreten Einkaufsweg verwenden.,ROUTE_VERIFIED
PLUM_BUTTER,Tobias,SEPARATE_PERSON_ROUTE_REVIEW,Konfitueren-/Brotaufstrichregal fuer Pflaumenmus,"PLUM_BUTTER wurde im getrennten Tobias-Durchgang gegen Produktform, Warengruppe und realistischen Rostocker bzw. deutschen Einkaufsweg gegengeprüft; die finale Notiz muss den genannten konkreten Einkaufsweg einhalten.",ROUTE_VERIFIED
POD_VEGETABLES,Georgia,SEPARATE_OPEN_FORM_CONTROL,"Alle zugelassenen Produktformen beibehalten und den Einkaufsweg daran ausrichten: Offene Vorgabe für Gemüse aus jungen Hülsen, Schoten oder darin enthaltenen frischen Samen.",POD_VEGETABLES wurde im getrennten Georgia-Lauf als Gegenkontrolle auf dieselbe unzulässige Einzelform-Verengung geprüft.,ROUTE_VERIFIED
POD_VEGETABLES,Tobias,HEURISTIC_SINGLE_FORM_FROM_OPEN_PRODUCT_FORM,"Alle zugelassenen Produktformen beibehalten und den Einkaufsweg daran ausrichten: Offene Vorgabe für Gemüse aus jungen Hülsen, Schoten oder darin enthaltenen frischen Samen.","POD_VEGETABLES wurde im Tobias-Lauf trotz offener oder alternativer Produktform heuristisch auf eine einzelne frische, getrocknete, gemahlene oder konservierte Form verengt.",ROUTE_VERIFIED
POLENTA,Georgia,SYSTEMATIC_PRODUCT_FORM_ROUTE_REVIEW,Getreide-/Maisgriess-/Trockenwarenregal fuer Maisgriess oder vorbereitete Polenta; keine Rohmais-/Gemueseroute,"POLENTA wurde in der finalen Gegenprüfung gegen generische Regalpfade, Roh-Elternrouten und unzulässig verengte offene Formen geprüft.",ROUTE_VERIFIED
POLENTA,Tobias,SYSTEMATIC_PRODUCT_FORM_ROUTE_REVIEW,Getreide-/Maisgriess-/Trockenwarenregal fuer Maisgriess oder vorbereitete Polenta; keine Rohmais-/Gemueseroute,"POLENTA wurde in der finalen Gegenprüfung gegen generische Regalpfade, Roh-Elternrouten und unzulässig verengte offene Formen geprüft.",ROUTE_VERIFIED
PORCINI,Georgia,SEPARATE_OPEN_FORM_CONTROL,Alle zugelassenen Produktformen beibehalten und den Einkaufsweg daran ausrichten: Steinpilze mit festem Fleisch und intensiv nussig-umamireichem Waldpilzaroma; frisch oder getrocknet verwendbar.,PORCINI wurde im getrennten Georgia-Lauf als Gegenkontrolle auf dieselbe unzulässige Einzelform-Verengung geprüft.,ROUTE_VERIFIED
PORCINI,Tobias,HEURISTIC_SINGLE_FORM_FROM_OPEN_PRODUCT_FORM,Alle zugelassenen Produktformen beibehalten und den Einkaufsweg daran ausrichten: Steinpilze mit festem Fleisch und intensiv nussig-umamireichem Waldpilzaroma; frisch oder getrocknet verwendbar.,"PORCINI wurde im Tobias-Lauf trotz offener oder alternativer Produktform heuristisch auf eine einzelne frische, getrocknete, gemahlene oder konservierte Form verengt.",ROUTE_VERIFIED
PORK_STOCK,Georgia,Fleischtheke/Metzgereisortiment,Bruehen-/Suppenregal fuer Schweinefond oder Schweinebruehe,PORK_STOCK wurde im Ausgangs-Notizlauf einer nicht zur kuratierten Produktform passenden Warengruppe zugeordnet; die finale Notiz muss den genannten konkreten Einkaufsweg verwenden.,ROUTE_VERIFIED
PORK_STOCK,Tobias,SEPARATE_PERSON_ROUTE_REVIEW,Bruehen-/Suppenregal fuer Schweinefond oder Schweinebruehe,"PORK_STOCK wurde im getrennten Tobias-Durchgang gegen Produktform, Warengruppe und realistischen Rostocker bzw. deutschen Einkaufsweg gegengeprüft; die finale Notiz muss den genannten konkreten Einkaufsweg einhalten.",ROUTE_VERIFIED
POTATO_DUMPLING,Georgia,Obst-/Gemuesebereich,Kuehl-/Trocken-/Teigwarenbereich fuer Kartoffelknoedel,POTATO_DUMPLING wurde im Ausgangs-Notizlauf einer nicht zur kuratierten Produktform passenden Warengruppe zugeordnet; die finale Notiz muss den genannten konkreten Einkaufsweg verwenden.,ROUTE_VERIFIED
POTATO_DUMPLING,Tobias,SEPARATE_PERSON_ROUTE_REVIEW,Kuehl-/Trocken-/Teigwarenbereich fuer Kartoffelknoedel,"POTATO_DUMPLING wurde im getrennten Tobias-Durchgang gegen Produktform, Warengruppe und realistischen Rostocker bzw. deutschen Einkaufsweg gegengeprüft; die finale Notiz muss den genannten konkreten Einkaufsweg einhalten.",ROUTE_VERIFIED
PRESERVED_FISH,Georgia,Fischtheke/-kuehlung,"Je nach konkreter haltbarer Form Fischkonserven-, Kuehl- oder Feinkostregal; nicht pauschal Frischfisch",PRESERVED_FISH wurde im Ausgangs-Notizlauf einer nicht zur kuratierten Produktform passenden Warengruppe zugeordnet; die finale Notiz muss den genannten konkreten Einkaufsweg verwenden.,ROUTE_VERIFIED
PRESERVED_FISH,Tobias,SEPARATE_PERSON_ROUTE_REVIEW,"Je nach konkreter haltbarer Form Fischkonserven-, Kuehl- oder Feinkostregal; nicht pauschal Frischfisch","PRESERVED_FISH wurde im getrennten Tobias-Durchgang gegen Produktform, Warengruppe und realistischen Rostocker bzw. deutschen Einkaufsweg gegengeprüft; die finale Notiz muss den genannten konkreten Einkaufsweg einhalten.",ROUTE_VERIFIED
PRETZEL,Georgia,Trockensortiment/Reis-Mehl-Nudeln,Backstation oder Baeckereitheke fuer eine fertige Brezel,Die zuerst genannte Warengruppe passte nicht zur kuratierten verzehrfertigen Backwarenform; die finale Notiz fuehrt den konkreten Backwarenweg.,ROUTE_VERIFIED
PUMPERNICKEL,Georgia,Trockensortiment/Reis-Mehl-Nudeln,Brotregal oder Baeckereitheke fuer abgepackten oder frisch angebotenen Pumpernickel,Die zuerst genannte Warengruppe passte nicht zur kuratierten Brotform; die finale Notiz fuehrt den konkreten Brotweg.,ROUTE_VERIFIED
PURSLANE,Georgia,SEPARATE_OPEN_FORM_CONTROL,"Alle zugelassenen Produktformen beibehalten und den Einkaufsweg daran ausrichten: Portulak mit fleischigen Blättern, frischer Säure und leicht salzigem Geschmack; roh oder kurz gegart verwendbar.",PURSLANE wurde im getrennten Georgia-Lauf als Gegenkontrolle auf dieselbe unzulässige Einzelform-Verengung geprüft.,ROUTE_VERIFIED
PURSLANE,Tobias,HEURISTIC_SINGLE_FORM_FROM_OPEN_PRODUCT_FORM,"Alle zugelassenen Produktformen beibehalten und den Einkaufsweg daran ausrichten: Portulak mit fleischigen Blättern, frischer Säure und leicht salzigem Geschmack; roh oder kurz gegart verwendbar.","PURSLANE wurde im Tobias-Lauf trotz offener oder alternativer Produktform heuristisch auf eine einzelne frische, getrocknete, gemahlene oder konservierte Form verengt.",ROUTE_VERIFIED
RAMEN_NOODLES,Georgia,SEPARATE_OPEN_FORM_CONTROL,"Alle zugelassenen Produktformen beibehalten und den Einkaufsweg daran ausrichten: Japanische Weizennudeln für Ramen, typischerweise alkalisch und elastisch; frisch, getrocknet oder vorgegart verwendbar.",RAMEN_NOODLES wurde im getrennten Georgia-Lauf als Gegenkontrolle auf dieselbe unzulässige Einzelform-Verengung geprüft.,ROUTE_VERIFIED
RAMEN_NOODLES,Tobias,HEURISTIC_SINGLE_FORM_FROM_OPEN_PRODUCT_FORM,"Alle zugelassenen Produktformen beibehalten und den Einkaufsweg daran ausrichten: Japanische Weizennudeln für Ramen, typischerweise alkalisch und elastisch; frisch, getrocknet oder vorgegart verwendbar.","RAMEN_NOODLES wurde im Tobias-Lauf trotz offener oder alternativer Produktform heuristisch auf eine einzelne frische, getrocknete, gemahlene oder konservierte Form verengt.",ROUTE_VERIFIED
RASPBERRY,Georgia,Getraenke-/Weinregal,Obst-/Gemuesebereich oder Tiefkuehlung fuer Himbeeren,RASPBERRY wurde im Ausgangs-Notizlauf einer nicht zur kuratierten Produktform passenden Warengruppe zugeordnet; die finale Notiz muss den genannten konkreten Einkaufsweg verwenden.,ROUTE_VERIFIED
RASPBERRY,Tobias,SEPARATE_PERSON_ROUTE_REVIEW,Obst-/Gemuesebereich oder Tiefkuehlung fuer Himbeeren,"RASPBERRY wurde im getrennten Tobias-Durchgang gegen Produktform, Warengruppe und realistischen Rostocker bzw. deutschen Einkaufsweg gegengeprüft; die finale Notiz muss den genannten konkreten Einkaufsweg einhalten.",ROUTE_VERIFIED
RED_CURRANT,Georgia,Getraenke-/Weinregal,Obst-/Gemuesebereich oder Tiefkuehlung fuer rote Johannisbeeren,RED_CURRANT wurde im Ausgangs-Notizlauf einer nicht zur kuratierten Produktform passenden Warengruppe zugeordnet; die finale Notiz muss den genannten konkreten Einkaufsweg verwenden.,ROUTE_VERIFIED
RED_CURRANT,Tobias,SEPARATE_PERSON_ROUTE_REVIEW,Obst-/Gemuesebereich oder Tiefkuehlung fuer rote Johannisbeeren,"RED_CURRANT wurde im getrennten Tobias-Durchgang gegen Produktform, Warengruppe und realistischen Rostocker bzw. deutschen Einkaufsweg gegengeprüft; die finale Notiz muss den genannten konkreten Einkaufsweg einhalten.",ROUTE_VERIFIED
RED_WINE_VINEGAR,Georgia,Getraenke-/Weinregal,Essig-/Oel- oder Wuerzregal fuer Rotweinessig,RED_WINE_VINEGAR wurde im Ausgangs-Notizlauf einer nicht zur kuratierten Produktform passenden Warengruppe zugeordnet; die finale Notiz muss den genannten konkreten Einkaufsweg verwenden.,ROUTE_VERIFIED
RED_WINE_VINEGAR,Tobias,SEPARATE_PERSON_ROUTE_REVIEW,Essig-/Oel- oder Wuerzregal fuer Rotweinessig,"RED_WINE_VINEGAR wurde im getrennten Tobias-Durchgang gegen Produktform, Warengruppe und realistischen Rostocker bzw. deutschen Einkaufsweg gegengeprüft; die finale Notiz muss den genannten konkreten Einkaufsweg einhalten.",ROUTE_VERIFIED
RICE_NOODLES,Georgia,SEPARATE_OPEN_FORM_CONTROL,"Alle zugelassenen Produktformen beibehalten und den Einkaufsweg daran ausrichten: Nudeln überwiegend auf Reisbasis; Breite, Form und Frisch- oder Trockenware bleiben offen.",RICE_NOODLES wurde im getrennten Georgia-Lauf als Gegenkontrolle auf dieselbe unzulässige Einzelform-Verengung geprüft.,ROUTE_VERIFIED
RICE_NOODLES,Tobias,HEURISTIC_SINGLE_FORM_FROM_OPEN_PRODUCT_FORM,"Alle zugelassenen Produktformen beibehalten und den Einkaufsweg daran ausrichten: Nudeln überwiegend auf Reisbasis; Breite, Form und Frisch- oder Trockenware bleiben offen.","RICE_NOODLES wurde im Tobias-Lauf trotz offener oder alternativer Produktform heuristisch auf eine einzelne frische, getrocknete, gemahlene oder konservierte Form verengt.",ROUTE_VERIFIED
RICOTTA,Georgia,SEPARATE_OPEN_FORM_CONTROL,"Alle zugelassenen Produktformen beibehalten und den Einkaufsweg daran ausrichten: Milder italienischer Molkenfrischkäse mit körnig-cremiger Textur; Kuh-, Schaf- oder andere Milchbasis möglich.",RICOTTA wurde im getrennten Georgia-Lauf als Gegenkontrolle auf dieselbe unzulässige Einzelform-Verengung geprüft.,ROUTE_VERIFIED
RICOTTA,Tobias,HEURISTIC_SINGLE_FORM_FROM_OPEN_PRODUCT_FORM,"Alle zugelassenen Produktformen beibehalten und den Einkaufsweg daran ausrichten: Milder italienischer Molkenfrischkäse mit körnig-cremiger Textur; Kuh-, Schaf- oder andere Milchbasis möglich.","RICOTTA wurde im Tobias-Lauf trotz offener oder alternativer Produktform heuristisch auf eine einzelne frische, getrocknete, gemahlene oder konservierte Form verengt.",ROUTE_VERIFIED
ROASTED_RED_PEPPER,Georgia,Obst-/Gemuesebereich,Konserven-/Feinkostregal fuer geroestete Paprika,ROASTED_RED_PEPPER wurde im Ausgangs-Notizlauf einer nicht zur kuratierten Produktform passenden Warengruppe zugeordnet; die finale Notiz muss den genannten konkreten Einkaufsweg verwenden.,ROUTE_VERIFIED
ROASTED_RED_PEPPER,Tobias,SEPARATE_PERSON_ROUTE_REVIEW,Konserven-/Feinkostregal fuer geroestete Paprika,"ROASTED_RED_PEPPER wurde im getrennten Tobias-Durchgang gegen Produktform, Warengruppe und realistischen Rostocker bzw. deutschen Einkaufsweg gegengeprüft; die finale Notiz muss den genannten konkreten Einkaufsweg einhalten.",ROUTE_VERIFIED
ROSEMARY,Georgia,SEPARATE_OPEN_FORM_CONTROL,"Alle zugelassenen Produktformen beibehalten und den Einkaufsweg daran ausrichten: Rosmarinnadeln mit harzigem, kampferartigem Aroma; frisch oder getrocknet sparsam verwendbar.",ROSEMARY wurde im getrennten Georgia-Lauf als Gegenkontrolle auf dieselbe unzulässige Einzelform-Verengung geprüft.,ROUTE_VERIFIED
ROSEMARY,Tobias,HEURISTIC_SINGLE_FORM_FROM_OPEN_PRODUCT_FORM,"Alle zugelassenen Produktformen beibehalten und den Einkaufsweg daran ausrichten: Rosmarinnadeln mit harzigem, kampferartigem Aroma; frisch oder getrocknet sparsam verwendbar.","ROSEMARY wurde im Tobias-Lauf trotz offener oder alternativer Produktform heuristisch auf eine einzelne frische, getrocknete, gemahlene oder konservierte Form verengt.",ROUTE_VERIFIED
RYE_BREAD,Georgia,Trockensortiment/Reis-Mehl-Nudeln,Brotregal oder Baeckereitheke fuer fertiges Roggenbrot,Die zuerst genannte Warengruppe passte nicht zur kuratierten verzehrfertigen Brotform; die finale Notiz fuehrt den konkreten Brotweg.,ROUTE_VERIFIED
SAGE,Georgia,SEPARATE_OPEN_FORM_CONTROL,"Alle zugelassenen Produktformen beibehalten und den Einkaufsweg daran ausrichten: Salbeiblätter mit kräftig herbem, kampferartigem Aroma; frisch oder getrocknet und meist sparsam verwendet.",SAGE wurde im getrennten Georgia-Lauf als Gegenkontrolle auf dieselbe unzulässige Einzelform-Verengung geprüft.,ROUTE_VERIFIED
SAGE,Tobias,HEURISTIC_SINGLE_FORM_FROM_OPEN_PRODUCT_FORM,"Alle zugelassenen Produktformen beibehalten und den Einkaufsweg daran ausrichten: Salbeiblätter mit kräftig herbem, kampferartigem Aroma; frisch oder getrocknet und meist sparsam verwendet.","SAGE wurde im Tobias-Lauf trotz offener oder alternativer Produktform heuristisch auf eine einzelne frische, getrocknete, gemahlene oder konservierte Form verengt.",ROUTE_VERIFIED
SALSA,Georgia,Obst-/Gemuesebereich,Saucen-/Internationalregal fuer Salsa,SALSA wurde im Ausgangs-Notizlauf einer nicht zur kuratierten Produktform passenden Warengruppe zugeordnet; die finale Notiz muss den genannten konkreten Einkaufsweg verwenden.,ROUTE_VERIFIED
SALSA,Tobias,SEPARATE_PERSON_ROUTE_REVIEW,Saucen-/Internationalregal fuer Salsa,"SALSA wurde im getrennten Tobias-Durchgang gegen Produktform, Warengruppe und realistischen Rostocker bzw. deutschen Einkaufsweg gegengeprüft; die finale Notiz muss den genannten konkreten Einkaufsweg einhalten.",ROUTE_VERIFIED
SALTY_LIQUORICE,Georgia,Gewuerzregal,Suesswarenregal fuer Salzlakritz,SALTY_LIQUORICE wurde im Ausgangs-Notizlauf einer nicht zur kuratierten Produktform passenden Warengruppe zugeordnet; die finale Notiz muss den genannten konkreten Einkaufsweg verwenden.,ROUTE_VERIFIED
SALTY_LIQUORICE,Tobias,SEPARATE_PERSON_ROUTE_REVIEW,Suesswarenregal fuer Salzlakritz,"SALTY_LIQUORICE wurde im getrennten Tobias-Durchgang gegen Produktform, Warengruppe und realistischen Rostocker bzw. deutschen Einkaufsweg gegengeprüft; die finale Notiz muss den genannten konkreten Einkaufsweg einhalten.",ROUTE_VERIFIED
SAMBAL,Georgia,Obst-/Gemuesebereich,Asia-/Wuerzpastenregal fuer Sambal,SAMBAL wurde im Ausgangs-Notizlauf einer nicht zur kuratierten Produktform passenden Warengruppe zugeordnet; die finale Notiz muss den genannten konkreten Einkaufsweg verwenden.,ROUTE_VERIFIED
SAMBAL,Tobias,SEPARATE_PERSON_ROUTE_REVIEW,Asia-/Wuerzpastenregal fuer Sambal,"SAMBAL wurde im getrennten Tobias-Durchgang gegen Produktform, Warengruppe und realistischen Rostocker bzw. deutschen Einkaufsweg gegengeprüft; die finale Notiz muss den genannten konkreten Einkaufsweg einhalten.",ROUTE_VERIFIED
SAMBAL_OELEK,Georgia,Obst-/Gemuesebereich,Asia-/Wuerzpastenregal fuer Sambal Oelek,SAMBAL_OELEK wurde im Ausgangs-Notizlauf einer nicht zur kuratierten Produktform passenden Warengruppe zugeordnet; die finale Notiz muss den genannten konkreten Einkaufsweg verwenden.,ROUTE_VERIFIED
SAMBAL_OELEK,Tobias,SEPARATE_PERSON_ROUTE_REVIEW,Asia-/Wuerzpastenregal fuer Sambal Oelek,"SAMBAL_OELEK wurde im getrennten Tobias-Durchgang gegen Produktform, Warengruppe und realistischen Rostocker bzw. deutschen Einkaufsweg gegengeprüft; die finale Notiz muss den genannten konkreten Einkaufsweg einhalten.",ROUTE_VERIFIED
SEAWEED,Georgia,Obst-/Gemuesebereich,Internationales/Trockenwarenregal passend zur getrockneten Algenform,SEAWEED wurde im Ausgangs-Notizlauf einer nicht zur kuratierten Produktform passenden Warengruppe zugeordnet; die finale Notiz muss den genannten konkreten Einkaufsweg verwenden.,ROUTE_VERIFIED
SEAWEED,Tobias,SEPARATE_PERSON_ROUTE_REVIEW,Internationales/Trockenwarenregal passend zur getrockneten Algenform,"SEAWEED wurde im getrennten Tobias-Durchgang gegen Produktform, Warengruppe und realistischen Rostocker bzw. deutschen Einkaufsweg gegengeprüft; die finale Notiz muss den genannten konkreten Einkaufsweg einhalten.",ROUTE_VERIFIED
SHIITAKE,Georgia,SEPARATE_OPEN_FORM_CONTROL,"Alle zugelassenen Produktformen beibehalten und den Einkaufsweg daran ausrichten: Shiitake mit fleischigem Biss und kräftigem Umami; frisch oder getrocknet, wobei Trockenware intensiver schmeckt.",SHIITAKE wurde im getrennten Georgia-Lauf als Gegenkontrolle auf dieselbe unzulässige Einzelform-Verengung geprüft.,ROUTE_VERIFIED
SHIITAKE,Tobias,HEURISTIC_SINGLE_FORM_FROM_OPEN_PRODUCT_FORM,"Alle zugelassenen Produktformen beibehalten und den Einkaufsweg daran ausrichten: Shiitake mit fleischigem Biss und kräftigem Umami; frisch oder getrocknet, wobei Trockenware intensiver schmeckt.","SHIITAKE wurde im Tobias-Lauf trotz offener oder alternativer Produktform heuristisch auf eine einzelne frische, getrocknete, gemahlene oder konservierte Form verengt.",ROUTE_VERIFIED
