"concept_code"	"display_name"	"review_applicability"	"product_form_basis"	"market_class"	"market_basis"	"proposed_availability"	"availability_note"	"evidence_requirement"	"evidence_search_terms"	"availability_evidence"	"review_flags"	"approval_status"
"SAUSAGE"	"Wurst"	"APPLICABLE"	"Offene Wurstfamilie; Tierart, Brüh-, Koch-, Brat- oder Reifeform und Würzung bleiben bewusst wählbar."	"GENERAL_LOCAL"	"Für „Wurst“ wird das Angebot über die Fleischkühlung oder Bedientheke eines gewöhnlichen großen Rostocker Supermarkts kontrolliert."	"EASY"	"Die Beschaffung von „Wurst“ über die Fleischkühlung oder Bedientheke eines gewöhnlichen großen Rostocker Supermarkts prüft Tobias in Rostock und verwendet dafür die Definition: „Offene Wurstfamilie; Tierart, Brüh-, Koch-, Brat- oder Reifeform und Würzung bleiben bewusst wählbar.“"	"OPTIONAL"	"Wurst Offene Wurstfamilie; Tierart, Brüh-, Koch-, Brat- oder Reifeform und Würzung…; Tobias Rostock Fleisch Wurst exakte Tierart Zuschnitt; Fleisch; Die Fleischkühlung oder Bedientheke eines gewöhnlichen großen Rostocker Supermarkts; reguläres Sortiment Filialverfügbarkeit; die präzise tierische Produktform"	""	"TOBIAS_ROSTOCK_PROFILE"	"PROPOSED_FOR_HUMAN_REVIEW"
"SAVOY_CABBAGE"	"Wirsing"	"APPLICABLE"	"Wirsing mit gekräuselten zarten Blättern und mild-würzigem Kohlaroma; roh nur bei zarten Blättern, sonst gegart."	"GENERAL_LOCAL"	"Der konkrete Bezug von „Wirsing“ läuft über die Gemüseabteilung eines gewöhnlichen großen Rostocker Supermarkts."	"EASY"	"Für „Wirsing“ kontrolliert Tobias den Rostocker Bezug über die Gemüseabteilung eines gewöhnlichen großen Rostocker Supermarkts, wobei die konkrete Ware so bestimmt ist: „Wirsing mit gekräuselten zarten Blättern und mild-würzigem Kohlaroma; roh nur bei zarten Blättern, sonst gegart.“"	"OPTIONAL"	"Wirsing Wirsing mit gekräuselten zarten Blättern und mild-würzigem Kohlaroma; Tobias Rostock Gemüse frisch TK genaue Sorte; Kohlgemüse; Die Gemüseabteilung eines gewöhnlichen großen Rostocker Supermarkts; reguläres Sortiment Filialverfügbarkeit; die exakt festgelegte Darreichung"	""	"TOBIAS_ROSTOCK_PROFILE"	"PROPOSED_FOR_HUMAN_REVIEW"
"SCALLOPS"	"Jakobsmuscheln"	"APPLICABLE"	"Jakobsmuscheln mit festem, süßlichem Muskelfleisch; mit oder ohne Rogen und frisch oder tiefgekühlt verwendbar."	"GENERAL_BROAD"	"Deutsche See – Jakobsmuschelfleisch TK 200 g belegt: Deutsche See führt verfügbares Jakobsmuschelfleisch der Art Pecten maximus roh, ohne Rogen, glasiert und einzeln tiefgefroren. Der Bezug erfolgt über Deutschland und Österreich; tiefgekühlte GO!-Express-Lieferung zum Wunschtermin; maßgeblich ist FROZEN_SHIPPING. Der Treffer deckt die Variante ohne Rogen ab; Schalen- und Frischware sind nicht garantiert, die Tiefkühlkette bleibt erforderlich."	"PLANNED"	"Für Tobias und seine Rostocker Planung ist diese Produktseite maßgeblich: Deutsche See führt verfügbares Jakobsmuschelfleisch der Art Pecten maximus roh, ohne Rogen, glasiert und einzeln tiefgefroren. Der Treffer deckt die Variante ohne Rogen ab; Schalen- und Frischware sind nicht garantiert, die Tiefkühlkette bleibt erforderlich."	"REQUIRED"	"Jakobsmuschelfleisch Pecten maximus ohne Rogen tiefgekühlt Deutsche See verfügbar | Tobias Rostock | Deutsche See – Jakobsmuschelfleisch TK 200 g | IN_STOCK FROZEN_SHIPPING"	"AV2N-N-0140"	"TOBIAS_ROSTOCK_PROFILE|FORM_SENSITIVE|RESEARCH_REQUIRED"	"PROPOSED_FOR_HUMAN_REVIEW"
"SEA_BASS"	"Wolfsbarsch"	"APPLICABLE"	"Wolfsbarsch mit mildem, festem und magerem Fleisch; ganz oder als Filet verwendbar."	"GENERAL_BROAD"	"Deutsche See – frischer Wolfsbarsch belegt: Der aktuell verfügbare Wolfsbarsch kommt frisch als ganzer ausgenommener Fisch mit Haut und wird gekühlt zum gewählten Termin zugestellt. Der Bezug erfolgt über Deutschland und Österreich; gekühlte GO!-Express-Lieferung zum Wunschtermin; maßgeblich ist CHILLED_SHIPPING. Der Beleg betrifft die ganze Frischfischform, nicht ein jederzeit verfügbares Filet; Gewicht und Haltbarkeit erfordern Vorplanung."	"PLANNED"	"Der konkrete Rostocker Prüfweg für Tobias lautet: Der aktuell verfügbare Wolfsbarsch kommt frisch als ganzer ausgenommener Fisch mit Haut und wird gekühlt zum gewählten Termin zugestellt. Der Beleg betrifft die ganze Frischfischform, nicht ein jederzeit verfügbares Filet; Gewicht und Haltbarkeit erfordern Vorplanung."	"REQUIRED"	"Wolfsbarsch frisch ganz ausgenommen Deutsche See verfügbar gekühlte Lieferung | Tobias Rostock | Deutsche See – frischer Wolfsbarsch | IN_STOCK CHILLED_SHIPPING"	"AV2N-N-0142"	"TOBIAS_ROSTOCK_PROFILE|RESEARCH_REQUIRED"	"PROPOSED_FOR_HUMAN_REVIEW"
"SEA_BREAM"	"Dorade"	"APPLICABLE"	"Dorade beziehungsweise Meerbrasse mit festem, mildem Fleisch; ganz oder als Filet verwendbar."	"GENERAL_BROAD"	"Deutsche See – Dorade Royal handfiletierte Portionen TK belegt: Die verfügbare Dorade Royal liegt als handfiletierte geschuppte Portion mit Haut praktisch grätenfrei und tiefgekühlt vor. Der Bezug erfolgt über Deutschland und Österreich; tiefgekühlte GO!-Express-Lieferung zum Wunschtermin; maßgeblich ist FROZEN_SHIPPING. Damit ist eine zulässige Filetform belegt, nicht jede ganze Meerbrasse; die Tiefkühlzustellung ist einzuplanen."	"PLANNED"	"Tobias kann vor dem Einkauf in Rostock diesen Bestand kontrollieren: Die verfügbare Dorade Royal liegt als handfiletierte geschuppte Portion mit Haut praktisch grätenfrei und tiefgekühlt vor. Damit ist eine zulässige Filetform belegt, nicht jede ganze Meerbrasse; die Tiefkühlzustellung ist einzuplanen."	"REQUIRED"	"Dorade Royal Filet handfiletiert mit Haut tiefgekühlt Deutsche See verfügbar | Tobias Rostock | Deutsche See – Dorade Royal handfiletierte Portionen TK | IN_STOCK FROZEN_SHIPPING"	"AV2N-N-0144"	"TOBIAS_ROSTOCK_PROFILE|RESEARCH_REQUIRED"	"PROPOSED_FOR_HUMAN_REVIEW"
"SEA_SNAILS"	"Meeresschnecken"	"APPLICABLE"	"Offene Vorgabe für kulinarisch verwendete Meeresschnecken; Art, Größe und Zuschnitt bleiben wählbar. Nicht Muscheln, Tintenfische oder Landschnecken."	"NICHE_IMPORT"	"Tobias prüft „Meeresschnecken“ in Rostock über Fachhändler für Fisch und Meeresfrüchte, wobei die Evidenz die menschliche v2-Freigabe für diesen Weg und Importbeschränkungen, einen gezielten Händlerbesuch sowie Standardversand ausweist."	"DIFFICULT"	"Über Fachhändler für Fisch und Meeresfrüchte (Evidenzstand: die menschliche v2-Freigabe für diesen Weg und Importbeschränkungen, einen gezielten Händlerbesuch sowie Standardversand) prüft Tobias in Rostock „Meeresschnecken“, wobei folgende Abgrenzung gilt: „Offene Vorgabe für kulinarisch verwendete Meeresschnecken; Art, Größe und Zuschnitt bleiben wählbar. Nicht Muscheln, Tintenfische oder Landschnecken.“"	"REQUIRED"	"Meeresschnecken Offene Vorgabe für kulinarisch verwendete Meeresschnecken; Tobias Rostock Fisch Seafood Frische TK genauer Zuschnitt; essbare Schnecken / Schalen- und Krustentiere; Spezialhandel für Fisch und Meeresfrüchte Nischenweg; Bestand Produktform Versandlogistik; den festgelegten Zuschnitt"	"AV2E-087"	"REFERENCE_ANCHOR|TOBIAS_ROSTOCK_PROFILE|FORM_OR_LOGISTICS_RISK|RESEARCH_REQUIRED|REFERENCE_ANCHOR_V2"	"APPROVED_REFERENCE_ANCHOR_V2"
"SEAFOOD"	"Fisch und Meeresfrüchte"	"APPLICABLE"	"Offene Vorgabe für Fisch und essbare Meerestiere; konkrete Tiergruppe, Fettgehalt und Produktform bleiben wählbar."	"GENERAL_LOCAL"	"Der konkrete Bezug von „Fisch und Meeresfrüchte“ läuft über die Fischkühlung, Tiefkühltruhe oder Fischtheke eines gewöhnlichen großen Rostocker Supermarkts."	"EASY"	"Das Angebot zu „Fisch und Meeresfrüchte“ über die Fischkühlung, Tiefkühltruhe oder Fischtheke eines gewöhnlichen großen Rostocker Supermarkts kontrolliert Tobias in Rostock, wobei folgende Abgrenzung gilt: „Offene Vorgabe für Fisch und essbare Meerestiere; konkrete Tiergruppe, Fettgehalt und Produktform bleiben wählbar.“"	"OPTIONAL"	"Fisch und Meeresfrüchte Offene Vorgabe für Fisch und essbare Meerestiere; Tobias Rostock Fisch Seafood Frische TK genauer Zuschnitt; Fisch und Meeresfrüchte; Die Fischkühlung, Tiefkühltruhe oder Fischtheke eines gewöhnlichen großen Rostocker Supermarkts; reguläres Sortiment Filialverfügbarkeit; die präzise tierische Produktform"	""	"TOBIAS_ROSTOCK_PROFILE"	"PROPOSED_FOR_HUMAN_REVIEW"
"SEAWEED"	"Algen"	"APPLICABLE"	"Essbare Meeresalgen; konkrete Arten und Produkte können geschmacklich stark variieren."	"GENERAL_BROAD"	"Tobias prüft „Algen“ in Rostock über gut sortierte Vollsortimenter und etablierte deutsche Händler für haltbare Algenprodukte."	"PLANNED"	"Über gut sortierte Vollsortimenter und etablierte deutsche Händler für haltbare Algenprodukte prüft Tobias in Rostock „Algen“, wobei folgende Abgrenzung gilt: „Essbare Meeresalgen; konkrete Arten und Produkte können geschmacklich stark variieren.“"	"OPTIONAL"	"Algen Essbare Meeresalgen; konkrete Arten und Produkte können geschmacklich stark…; Tobias Rostock Algen Trockenware exakte Art; Gemüse; gut sortierte Vollsortimenter und etablierte deutsche Händler für haltbare Algenprodukte; gezielter Einkauf Deutschland Wochenvorlauf; die exakt festgelegte Darreichung"	""	"TOBIAS_ROSTOCK_PROFILE"	"PROPOSED_FOR_HUMAN_REVIEW"
"SEEDS"	"Kerne und Samen"	"APPLICABLE"	"Offene Vorgabe für kulinarisch genutzte Kerne und Samen; Sorte, Röstung und Zerkleinerung bleiben wählbar."	"GENERAL_LOCAL"	"Der konkrete Bezug von „Kerne und Samen“ läuft über das Nuss-, Saaten-, Back- oder Brotaufstrichregal eines gewöhnlichen großen Rostocker Supermarkts."	"EASY"	"Das Angebot zu „Kerne und Samen“ über das Nuss-, Saaten-, Back- oder Brotaufstrichregal eines gewöhnlichen großen Rostocker Supermarkts kontrolliert Tobias in Rostock mit diesem inhaltlichen Maßstab: „Offene Vorgabe für kulinarisch genutzte Kerne und Samen; Sorte, Röstung und Zerkleinerung bleiben wählbar.“"	"OPTIONAL"	"Kerne und Samen Offene Vorgabe für kulinarisch genutzte Kerne und Samen; Tobias Rostock Nuss Samen Mus genaue Rohware; Nüsse und Samen; Das Nuss-, Saaten-, Back- oder Brotaufstrichregal eines gewöhnlichen großen Rostocker Supermarkts; reguläres Sortiment Filialverfügbarkeit; die geforderte ganze oder körnige Form"	""	"TOBIAS_ROSTOCK_PROFILE"	"PROPOSED_FOR_HUMAN_REVIEW"
"SEITAN"	"Seitan"	"APPLICABLE"	"Festes proteinreiches Lebensmittel aus ausgewaschenem oder isoliertem Weizengluten; natur oder neutral vorgewürzt verwendbar."	"GENERAL_BROAD"	"Für „Seitan“ führt der Rostocker Marktweg über gut sortierte Vollsortimenter und etablierte deutsche Bio- oder Pflanzensortimente."	"PLANNED"	"Den Weg über gut sortierte Vollsortimenter und etablierte deutsche Bio- oder Pflanzensortimente nutzt Tobias in Rostock für „Seitan“, wobei folgende Abgrenzung gilt: „Festes proteinreiches Lebensmittel aus ausgewaschenem oder isoliertem Weizengluten; natur oder neutral vorgewürzt verwendbar.“"	"OPTIONAL"	"Seitan Festes proteinreiches Lebensmittel aus ausgewaschenem oder isoliertem…; Tobias Rostock Tofu Sojaprodukt genaue Form; pflanzliches Proteinprodukt; gut sortierte Vollsortimenter und etablierte deutsche Bio- oder Pflanzensortimente; gezielter Einkauf Deutschland Wochenvorlauf; die exakt festgelegte Darreichung"	""	"TOBIAS_ROSTOCK_PROFILE"	"PROPOSED_FOR_HUMAN_REVIEW"
"SEMOLINA"	"Hartweizengrieß"	"APPLICABLE"	"Körniger Hartweizengrieß für Teige, Breie oder Bindung; nicht feines Weizenmehl."	"GENERAL_LOCAL"	"Tobias sucht „Hartweizengrieß“ in Rostock über das Getreide-, Mehl-, Reis- oder Teigwarenregal eines gewöhnlichen großen Rostocker Supermarkts gesucht."	"EASY"	"Tobias nutzt in Rostock das Getreide-, Mehl-, Reis- oder Teigwarenregal eines gewöhnlichen großen Rostocker Supermarkts für „Hartweizengrieß“ nach dieser Produktbeschreibung: „Körniger Hartweizengrieß für Teige, Breie oder Bindung; nicht feines Weizenmehl.“"	"OPTIONAL"	"Hartweizengrieß Körniger Hartweizengrieß für Teige, Breie oder Bindung; Tobias Rostock Getreide Stärke Teigware genaue Form; Getreide oder Pseudogetreide; Das Getreide-, Mehl-, Reis- oder Teigwarenregal eines gewöhnlichen großen Rostocker Supermarkts; reguläres Sortiment Filialverfügbarkeit; die exakt festgelegte Darreichung"	""	"TOBIAS_ROSTOCK_PROFILE"	"PROPOSED_FOR_HUMAN_REVIEW"
"SERRANO_CHILI"	"Serrano-Chili"	"APPLICABLE"	"Schlanke frische Serrano-Chili mit mittlerer bis hoher Schärfe und frischem grünen Aroma."	"NICHE_IMPORT"	"Tobias prüft „Serrano-Chili“ in Rostock über México Mágico – fresh Serrano listing, wobei die Evidenz beim Abruf verfügbaren Bestand und Frischeversand ausweist."	"DIFFICULT"	"Über México Mágico – fresh Serrano listing (Evidenzstand: beim Abruf verfügbaren Bestand und Frischeversand) prüft Tobias in Rostock „Serrano-Chili“, wobei folgende Abgrenzung gilt: „Schlanke frische Serrano-Chili mit mittlerer bis hoher Schärfe und frischem grünen Aroma.“"	"REQUIRED"	"Serrano-Chili Schlanke frische Serrano-Chili mit mittlerer bis hoher Schärfe und frischem…; Tobias Rostock Gemüse frisch TK genaue Sorte; frische Chili; México Mágico – fresh Serrano listing; Bestand Produktform Versandlogistik; die verlangte frische Form"	"AV2N-N-0146"	"TOBIAS_ROSTOCK_PROFILE|FORM_OR_LOGISTICS_RISK|FORM_SENSITIVE|RESEARCH_REQUIRED"	"PROPOSED_FOR_HUMAN_REVIEW"
"SERRANO_HAM"	"Serrano-Schinken"	"APPLICABLE"	"Spanischer luftgetrockneter Rohschinken nach Serrano-Art; nicht italienischer Prosciutto."	"GENERAL_LOCAL"	"Der konkrete Bezug von „Serrano-Schinken“ läuft über die Fleischkühlung oder Bedientheke eines gewöhnlichen großen Rostocker Supermarkts."	"EASY"	"Beim Rostocker Einkauf setzt Tobias für „Serrano-Schinken“ auf die Fleischkühlung oder Bedientheke eines gewöhnlichen großen Rostocker Supermarkts und verwendet dafür die Definition: „Spanischer luftgetrockneter Rohschinken nach Serrano-Art; nicht italienischer Prosciutto.“"	"OPTIONAL"	"Serrano-Schinken Spanischer luftgetrockneter Rohschinken nach Serrano-Art; Tobias Rostock Fleisch Wurst exakte Tierart Zuschnitt; Schinken; Die Fleischkühlung oder Bedientheke eines gewöhnlichen großen Rostocker Supermarkts; reguläres Sortiment Filialverfügbarkeit; die getrocknete Produktform"	""	"TOBIAS_ROSTOCK_PROFILE"	"PROPOSED_FOR_HUMAN_REVIEW"
"SESAME_OIL"	"Sesamöl"	"APPLICABLE"	"Öl aus Sesam; geröstetes Öl ist intensiv würzend, helles ungeröstetes Öl milder und hitzetauglicher."	"GENERAL_BROAD"	"Tobias prüft „Sesamöl“ in Rostock über gut sortierte Vollsortimenter und etablierte deutsche Öl- oder Feinkosthändler."	"PLANNED"	"Über gut sortierte Vollsortimenter und etablierte deutsche Öl- oder Feinkosthändler prüft Tobias in Rostock „Sesamöl“, wobei folgende Abgrenzung gilt: „Öl aus Sesam; geröstetes Öl ist intensiv würzend, helles ungeröstetes Öl milder und hitzetauglicher.“"	"OPTIONAL"	"Sesamöl Öl aus Sesam; geröstetes Öl ist intensiv würzend, helles ungeröstetes Öl…; Tobias Rostock Speiseöl Kochfett genaue Rohware; Speiseöl; gut sortierte Vollsortimenter und etablierte deutsche Öl- oder Feinkosthändler; gezielter Einkauf Deutschland Wochenvorlauf; die exakt festgelegte Darreichung"	""	"TOBIAS_ROSTOCK_PROFILE"	"PROPOSED_FOR_HUMAN_REVIEW"
"SESAME_SEEDS"	"Sesam"	"APPLICABLE"	"Sesamsamen mit nussigem Aroma; hell oder schwarz, roh oder geröstet verwendbar."	"GENERAL_LOCAL"	"Tobias sucht „Sesam“ in Rostock über das Nuss-, Saaten-, Back- oder Brotaufstrichregal eines gewöhnlichen großen Rostocker Supermarkts gesucht."	"EASY"	"Tobias nutzt in Rostock das Nuss-, Saaten-, Back- oder Brotaufstrichregal eines gewöhnlichen großen Rostocker Supermarkts für „Sesam“ mit diesem inhaltlichen Maßstab: „Sesamsamen mit nussigem Aroma; hell oder schwarz, roh oder geröstet verwendbar.“"	"OPTIONAL"	"Sesam Sesamsamen mit nussigem Aroma; hell oder schwarz, roh oder geröstet verwendbar; Tobias Rostock Nuss Samen Mus genaue Rohware; Kerne und Samen; Das Nuss-, Saaten-, Back- oder Brotaufstrichregal eines gewöhnlichen großen Rostocker Supermarkts; reguläres Sortiment Filialverfügbarkeit; die exakt festgelegte Darreichung"	""	"TOBIAS_ROSTOCK_PROFILE"	"PROPOSED_FOR_HUMAN_REVIEW"
"SHALLOT"	"Schalotte"	"APPLICABLE"	"Kleine längliche Schalotte mit feinerem, milderem Zwiebelaroma; nicht Frühlingszwiebel."	"GENERAL_LOCAL"	"Tobias sucht „Schalotte“ in Rostock über die Gemüseabteilung eines gewöhnlichen großen Rostocker Supermarkts gesucht."	"EASY"	"Die Beschaffung von „Schalotte“ über die Gemüseabteilung eines gewöhnlichen großen Rostocker Supermarkts prüft Tobias in Rostock, wobei die konkrete Ware so bestimmt ist: „Kleine längliche Schalotte mit feinerem, milderem Zwiebelaroma; nicht Frühlingszwiebel.“"	"OPTIONAL"	"Schalotte Kleine längliche Schalotte mit feinerem, milderem Zwiebelaroma; Tobias Rostock Gemüse frisch TK genaue Sorte; Lauch- und Zwiebelgemüse; Die Gemüseabteilung eines gewöhnlichen großen Rostocker Supermarkts; reguläres Sortiment Filialverfügbarkeit; die exakt festgelegte Darreichung"	""	"TOBIAS_ROSTOCK_PROFILE"	"PROPOSED_FOR_HUMAN_REVIEW"
"SHAOXING_WINE"	"Shaoxing-Reiswein"	"APPLICABLE"	"Chinesischer fermentierter Reiswein nach Shaoxing-Art mit nussig-oxidativem Aroma; als Kochwein, nicht Reisessig."	"SPECIALTY_BROAD"	"Tobias prüft „Shaoxing-Reiswein“ in Rostock über Asia Street Food – Shaoxing rice wine 750 ml und My-Asia-Shop – Shaoxing cooking rice wine 750 ml, wobei die Evidenz ein dokumentiertes laufendes Angebot und Standardversand ausweist."	"SPECIALTY"	"Über Asia Street Food – Shaoxing rice wine 750 ml und My-Asia-Shop – Shaoxing cooking rice wine 750 ml (Evidenzstand: ein dokumentiertes laufendes Angebot und Standardversand) prüft Tobias in Rostock „Shaoxing-Reiswein“, wobei folgende Abgrenzung gilt: „Chinesischer fermentierter Reiswein nach Shaoxing-Art mit nussig-oxidativem Aroma; als Kochwein, nicht Reisessig.“"	"REQUIRED"	"Shaoxing-Reiswein Chinesischer fermentierter Reiswein nach Shaoxing-Art mit nussig-oxidativem…; Tobias Rostock Getränkehandel Kochalkohol genaue Sorte; Kochalkohol; My-Asia-Shop – Shaoxing cooking rice wine 750 ml | Asia Street Food – Shaoxing rice wine 750 ml; mehrere unabhängige Fachhändler Marktbreite; die exakt festgelegte Darreichung"	"AV2N-N-0149|AV2N-N-0150"	"TOBIAS_ROSTOCK_PROFILE|SPECIALTY_MARKET_BREADTH|RESEARCH_REQUIRED"	"PROPOSED_FOR_HUMAN_REVIEW"
"SHELLFISH"	"Schalen- und Krustentiere"	"APPLICABLE"	"Offene Vorgabe für Schalen- und Krustentiere, insbesondere Krebstiere und zweischalige Muscheln."	"GENERAL_LOCAL"	"Tobias sucht „Schalen- und Krustentiere“ in Rostock über die Fischkühlung, Tiefkühltruhe oder Fischtheke eines gewöhnlichen großen Rostocker Supermarkts gesucht."	"EASY"	"Tobias nutzt in Rostock die Fischkühlung, Tiefkühltruhe oder Fischtheke eines gewöhnlichen großen Rostocker Supermarkts für „Schalen- und Krustentiere“, wobei folgende Abgrenzung gilt: „Offene Vorgabe für Schalen- und Krustentiere, insbesondere Krebstiere und zweischalige Muscheln.“"	"OPTIONAL"	"Schalen- und Krustentiere Offene Vorgabe für Schalen- und Krustentiere, insbesondere Krebstiere und…; Tobias Rostock Fisch Seafood Frische TK genauer Zuschnitt; Fisch und Meeresfrüchte; Die Fischkühlung, Tiefkühltruhe oder Fischtheke eines gewöhnlichen großen Rostocker Supermarkts; reguläres Sortiment Filialverfügbarkeit; die präzise tierische Produktform"	""	"TOBIAS_ROSTOCK_PROFILE"	"PROPOSED_FOR_HUMAN_REVIEW"
"SHERRY"	"Sherry"	"APPLICABLE"	"Aufgespriteter spanischer Wein nach Sherry-Art; trocken-oxidative bis süße Stile sind je nach Gericht möglich."	"GENERAL_BROAD"	"Beim Einkauf von „Sherry“ nutzt Tobias große Getränkefachmärkte und etablierte deutsche Spirituosen- oder Weinversender."	"PLANNED"	"Die Beschaffung von „Sherry“ über große Getränkefachmärkte und etablierte deutsche Spirituosen- oder Weinversender prüft Tobias in Rostock, wobei folgende Abgrenzung gilt: „Aufgespriteter spanischer Wein nach Sherry-Art; trocken-oxidative bis süße Stile sind je nach Gericht möglich.“"	"OPTIONAL"	"Sherry Aufgespriteter spanischer Wein nach Sherry-Art; Tobias Rostock Getränkehandel Kochalkohol genaue Sorte; Kochalkohol; große Getränkefachmärkte und etablierte deutsche Spirituosen- oder Weinversender; gezielter Einkauf Deutschland Wochenvorlauf; die exakt festgelegte Darreichung"	""	"TOBIAS_ROSTOCK_PROFILE|RATING_RECONCILED_V2"	"PROPOSED_FOR_HUMAN_REVIEW"
"SHERRY_VINEGAR"	"Sherryessig"	"APPLICABLE"	"Aus Sherrywein erzeugter gereifter Essig mit nussig-komplexer Säure; nicht Sherry oder Rotweinessig."	"GENERAL_BROAD"	"Für „Sherryessig“ führt der Rostocker Marktweg über gut sortierte Vollsortimenter und etablierte deutsche Feinkost- oder Würzsaucenhändler, wobei die Evidenz die menschliche v2-Freigabe für diesen Weg und einen gezielten Händlerbesuch sowie Standardversand ausweist."	"PLANNED"	"Den Weg über gut sortierte Vollsortimenter und etablierte deutsche Feinkost- oder Würzsaucenhändler (Evidenzstand: die menschliche v2-Freigabe für diesen Weg und einen gezielten Händlerbesuch sowie Standardversand) nutzt Tobias in Rostock für „Sherryessig“, wobei folgende Abgrenzung gilt: „Aus Sherrywein erzeugter gereifter Essig mit nussig-komplexer Säure; nicht Sherry oder Rotweinessig.“"	"REQUIRED"	"Sherryessig Aus Sherrywein erzeugter gereifter Essig mit nussig-komplexer Säure; Tobias Rostock Würzsauce Paste Essig exakte Sorte; Essig; gut sortierte Vollsortimenter und etablierte deutsche Feinkost- oder Würzsaucenhändler; gezielter Einkauf Deutschland Wochenvorlauf; die exakt festgelegte Darreichung"	"AV2E-023"	"REFERENCE_ANCHOR|TOBIAS_ROSTOCK_PROFILE|RESEARCH_REQUIRED|REFERENCE_ANCHOR_V2"	"APPROVED_REFERENCE_ANCHOR_V2"
"SHIITAKE"	"Shiitake"	"APPLICABLE"	"Shiitake mit fleischigem Biss und kräftigem Umami; frisch oder getrocknet, wobei Trockenware intensiver schmeckt."	"GENERAL_BROAD"	"Die Beschaffung von „Shiitake“ erfolgt in Rostock über gut sortierte Vollsortimenter und etablierte deutsche Pilz- oder Frischehändler."	"PLANNED"	"Für „Shiitake“ kontrolliert Tobias den Rostocker Bezug über gut sortierte Vollsortimenter und etablierte deutsche Pilz- oder Frischehändler, wobei folgende Abgrenzung gilt: „Shiitake mit fleischigem Biss und kräftigem Umami; frisch oder getrocknet, wobei Trockenware intensiver schmeckt.“"	"OPTIONAL"	"Shiitake Shiitake mit fleischigem Biss und kräftigem Umami; Tobias Rostock Pilze frisch genaue Art; Pilze; gut sortierte Vollsortimenter und etablierte deutsche Pilz- oder Frischehändler; gezielter Einkauf Deutschland Wochenvorlauf; die verlangte frische Form"	""	"TOBIAS_ROSTOCK_PROFILE|FORM_SENSITIVE"	"PROPOSED_FOR_HUMAN_REVIEW"
"SHIMEJI"	"Shimeji"	"APPLICABLE"	"Büschelig wachsende japanische Zuchtpilze mit festem Biss und mild-nussigem Aroma; braune und weiße Formen sind umfasst."	"GENERAL_BROAD"	"Frische braune Shimeji-Buchenpilze sind bei Asia4Friends im 150-g-Pack aktuell bestellbar. Für Rostock erfolgt Frischversand mit Isoliertasche und Kühlakkus an den vorgesehenen Versandtagen."	"PLANNED"	"Tobias erreicht Shimeji als frische braune, büschelig wachsende Buchenpilze über Asia4Friends. Die 150-g-Packung ist aktuell nur in kleinem Bestand vorhanden und wird gekühlt nach Rostock geschickt; die weiße Form bleibt ebenfalls zulässig."	"REQUIRED"	"Shimeji frisch braun 150 g Asia4Friends Frischversand Montag Donnerstag Rostock"	"AV2N-N-0154"	"TOBIAS_ROSTOCK_PROFILE|RESEARCH_REQUIRED"	"PROPOSED_FOR_HUMAN_REVIEW"
"SHIRATAKI"	"Shirataki-Nudeln"	"APPLICABLE"	"Transparente, sehr stärkearme Nudeln aus Konjak mit elastischem Biss; nicht Glas- oder Reisnudeln."	"GENERAL_BROAD"	"Tobias sucht „Shirataki-Nudeln“ in Rostock über gut sortierte Vollsortimenter und etablierte deutsche Bio- oder Trockenwarenhändler gesucht."	"PLANNED"	"Beim Rostocker Einkauf setzt Tobias für „Shirataki-Nudeln“ auf gut sortierte Vollsortimenter und etablierte deutsche Bio- oder Trockenwarenhändler nach dieser Produktbeschreibung: „Transparente, sehr stärkearme Nudeln aus Konjak mit elastischem Biss; nicht Glas- oder Reisnudeln.“"	"OPTIONAL"	"Shirataki-Nudeln Transparente, sehr stärkearme Nudeln aus Konjak mit elastischem Biss; Tobias Rostock Getreide Stärke Teigware genaue Form; Nudeln; gut sortierte Vollsortimenter und etablierte deutsche Bio- oder Trockenwarenhändler; gezielter Einkauf Deutschland Wochenvorlauf; die exakt festgelegte Darreichung"	""	"TOBIAS_ROSTOCK_PROFILE"	"PROPOSED_FOR_HUMAN_REVIEW"
"SHRIMP"	"Garnelen"	"APPLICABLE"	"Garnelen als Krebstiere mit festem, leicht süßlichem Fleisch; Größe, Schale und frisch oder tiefgekühlt bleiben offen."	"GENERAL_LOCAL"	"Die Rostocker Warenprüfung für „Garnelen“ erfolgt über die Fischkühlung, Tiefkühltruhe oder Fischtheke eines gewöhnlichen großen Rostocker Supermarkts."	"EASY"	"Tobias organisiert über die Fischkühlung, Tiefkühltruhe oder Fischtheke eines gewöhnlichen großen Rostocker Supermarkts die Rostocker Prüfung von „Garnelen“, wobei folgende Abgrenzung gilt: „Garnelen als Krebstiere mit festem, leicht süßlichem Fleisch; Größe, Schale und frisch oder tiefgekühlt bleiben offen.“"	"OPTIONAL"	"Garnelen Garnelen als Krebstiere mit festem, leicht süßlichem Fleisch; Tobias Rostock Fisch Seafood Frische TK genauer Zuschnitt; Krustentiere; Die Fischkühlung, Tiefkühltruhe oder Fischtheke eines gewöhnlichen großen Rostocker Supermarkts; reguläres Sortiment Filialverfügbarkeit; die zugelassene Frisch- oder Tiefkühlform"	""	"TOBIAS_ROSTOCK_PROFILE|FORM_SENSITIVE"	"PROPOSED_FOR_HUMAN_REVIEW"
