concept_code	display_name	review_applicability	cooking_novelty	availability_georgia	availability_tobias	availability_note_georgia	availability_note_tobias	novelty_approval_origin	availability_georgia_approval_origin	availability_tobias_approval_origin	availability_note_georgia_approval_origin	availability_note_tobias_approval_origin	overall_approval_origin	final_acceptance_status	base_draw_weight_review	source_provenance	catalog_commit	review_version
SALMON	Lachs	APPLICABLE	1	EASY	EASY	Lachs: gewöhnlicher lokaler Bezugsweg über den Bereich »Fischkühlung, Fischtheke oder Tiefkühlabteilung«.	Lachs: gewöhnlicher lokaler Bezugsweg über den Bereich »Lachs«.	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	APPROVED_FINAL		AI_REVIEW_BASE	f8855121af336a7c13cd799cafede5f9b9420f28	AVAILABILITY_NOVELTY_V1_20260907
SALMON_ROE	Lachsrogen	APPLICABLE	3	PLANNED	PLANNED	Lachsrogen: Der verfügbare Keta-Wildlachs-Kaviar enthält große bernsteinfarbene Lachsrogeneier und wird gekühlt bei minus drei bis plus drei Grad Celsius geführt.	Lachsrogen: Der verfügbare Keta-Wildlachs-Kaviar enthält große bernsteinfarbene Lachsrogeneier und wird gekühlt bei minus drei bis plus drei Grad Celsius geführt.	HUMAN_EXPLICIT	HUMAN_EXPLICIT	HUMAN_EXPLICIT	HUMAN_EXPLICIT	HUMAN_EXPLICIT	HUMAN_EXPLICIT	APPROVED_FINAL		AI_REVIEW_BASE|HUMAN_CHARGE_2	f8855121af336a7c13cd799cafede5f9b9420f28	AVAILABILITY_NOVELTY_V1_20260907
SALSA	Salsa	APPLICABLE	1	EASY	EASY	Salsa: gewöhnlicher lokaler Bezugsweg über den Bereich »Saucen-, Würzpasten- und Feinkostregal«.	Salsa: Rostocker Bezugsweg über das Saucen-, Essig- oder Feinkostregal eines gewöhnlichen großen Rostocker Supermarkts.	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	APPROVED_FINAL		AI_REVIEW_BASE	f8855121af336a7c13cd799cafede5f9b9420f28	AVAILABILITY_NOVELTY_V1_20260907
SALTED_DUCK_EGG	gesalzenes Entenei	APPLICABLE	3	SPECIALTY	SPECIALTY	gesalzenes Entenei ist im einschlägigen Spezialmarkt breit etabliert; dokumentierte reguläre Wege sind die voneinander unabhängigen Händler Reissack – Goosun salted duck eggs 432 g sowie Warindo – cooked salted duck eggs 360 g.	gesalzenes Entenei: Rostocker Bezugsweg über Reissack – Goosun salted duck eggs 432 g und Warindo – cooked salted duck eggs 360 g; dokumentiert sind eine vor dem Einkauf erneut zu prüfende Verfügbarkeit und Standardversand.	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	APPROVED_FINAL		AI_REVIEW_BASE	f8855121af336a7c13cd799cafede5f9b9420f28	AVAILABILITY_NOVELTY_V1_20260907
SALTY_LIQUORICE	Salzlakritz	APPLICABLE	5	EASY	EASY	Salzlakritz: gewöhnlicher lokaler Bezugsweg über den Bereich »Backzutaten-, Süßwaren- oder Kakaoregal«.	Salzlakritz: gewöhnlicher lokaler Bezugsweg über den Bereich »Salzlakritz«.	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	APPROVED_FINAL		AI_REVIEW_BASE	f8855121af336a7c13cd799cafede5f9b9420f28	AVAILABILITY_NOVELTY_V1_20260907
SAMBAL	Sambal	APPLICABLE	2	EASY	EASY	Sambal: gewöhnlicher lokaler Bezugsweg über den Bereich »Saucen-, Würzpasten- und Feinkostregal«.	Sambal: gewöhnlicher lokaler Bezugsweg über den Bereich »Sambal«.	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	APPROVED_FINAL		AI_REVIEW_BASE	f8855121af336a7c13cd799cafede5f9b9420f28	AVAILABILITY_NOVELTY_V1_20260907
SAMBAL_BRANDAL	Sambal Brandal	APPLICABLE	3	SPECIALTY	SPECIALTY	Sambal Brandal ist im einschlägigen Spezialmarkt breit etabliert; dokumentierte reguläre Wege sind die voneinander unabhängigen Händler Asian Brand – Koningsvogel Sambal Brandal sowie Hollandshop24 – Conimex Sambal Brandal.	Sambal Brandal: Rostocker Bezugsweg über Asian Brand – Koningsvogel Sambal Brandal und Hollandshop24 – Conimex Sambal Brandal; dokumentiert sind beim Abruf verfügbaren Bestand und Standardversand.	HUMAN_EXPLICIT	HUMAN_EXPLICIT	HUMAN_EXPLICIT	HUMAN_EXPLICIT	HUMAN_EXPLICIT	HUMAN_EXPLICIT	APPROVED_FINAL		AI_REVIEW_BASE|HUMAN_CHARGE_3	f8855121af336a7c13cd799cafede5f9b9420f28	AVAILABILITY_NOVELTY_V1_20260907
SAMBAL_OELEK	Sambal Oelek	APPLICABLE	1	EASY	EASY	Sambal Oelek: gewöhnlicher lokaler Bezugsweg über den Bereich »Saucen-, Würzpasten- und Feinkostregal«.	Sambal Oelek: das Saucen-, Würzpasten- oder internationale Regal großer Rostocker Supermärkte führt die schlichte grobe Chilipaste aus Chili, Salz und Säure regulär.	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	APPROVED_FINAL		AI_REVIEW_BASE	f8855121af336a7c13cd799cafede5f9b9420f28	AVAILABILITY_NOVELTY_V1_20260907
SARDINES	Sardinen	APPLICABLE	2	PLANNED	PLANNED	Sardinen ist über eine gezielte Bestellung oder Sortimentsprüfung bei Globus – Escal whole raw frozen sardines im allgemeinen deutschen Handel planbar, lokal aber kein verlässlicher Standardartikel.	Sardinen: Rostocker Bezugsweg über Globus – Escal whole raw frozen sardines; dokumentiert sind ein dokumentiertes laufendes Angebot und Tiefkühlversand.	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	APPROVED_FINAL		AI_REVIEW_BASE	f8855121af336a7c13cd799cafede5f9b9420f28	AVAILABILITY_NOVELTY_V1_20260907
SAUCES_AND_PASTES	Sauce, Würzmittel oder Paste	APPLICABLE	2	EASY	EASY	Sauce, Würzmittel oder Paste: gewöhnlicher lokaler Bezugsweg über den Bereich »Saucen-, Würzpasten- und Feinkostregal«.	Sauce, Würzmittel oder Paste: gewöhnlicher lokaler Bezugsweg über den Bereich »Sauce, Würzmittel oder Paste«.	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	APPROVED_FINAL		AI_REVIEW_BASE	f8855121af336a7c13cd799cafede5f9b9420f28	AVAILABILITY_NOVELTY_V1_20260907
SAUERKRAUT	Sauerkraut	APPLICABLE	2	EASY	EASY	Sauerkraut: Konserve, Beutel oder Kühlware sind im allgemeinen lokalen Handel regelmäßig vorhanden.	Sauerkraut: Konserve, Beutel oder Kühlware sind im allgemeinen lokalen Handel regelmäßig vorhanden.	HUMAN_EXPLICIT	HUMAN_EXPLICIT	HUMAN_EXPLICIT	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	HUMAN_EXPLICIT	APPROVED_FINAL		AI_REVIEW_BASE|NOVELTY_REFERENCE_ANCHOR_HUMAN|AVAILABILITY_V2_ANCHOR_HUMAN	f8855121af336a7c13cd799cafede5f9b9420f28	AVAILABILITY_NOVELTY_V1_20260907
SAUSAGE	Wurst	APPLICABLE	1	EASY	EASY	Wurst: gewöhnlicher lokaler Bezugsweg über den Bereich »Wurstkühlung oder Bedientheke«.	Wurst: gewöhnlicher lokaler Bezugsweg über den Bereich »Wurst«.	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	APPROVED_FINAL		AI_REVIEW_BASE	f8855121af336a7c13cd799cafede5f9b9420f28	AVAILABILITY_NOVELTY_V1_20260907
SAVOY_CABBAGE	Wirsing	APPLICABLE	1	EASY	EASY	Wirsing: gewöhnlicher lokaler Bezugsweg über den Bereich »Obst- und Gemüseabteilung«.	Wirsing: gewöhnlicher lokaler Bezugsweg über den Bereich »Wirsing«.	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	APPROVED_FINAL		AI_REVIEW_BASE	f8855121af336a7c13cd799cafede5f9b9420f28	AVAILABILITY_NOVELTY_V1_20260907
SCALLOPS	Jakobsmuscheln	APPLICABLE	2	PLANNED	PLANNED	Jakobsmuscheln: Deutsche See führt verfügbares Jakobsmuschelfleisch der Art Pecten maximus roh, ohne Rogen, glasiert und einzeln tiefgefroren.	Jakobsmuscheln: Deutsche See führt verfügbares Jakobsmuschelfleisch der Art Pecten maximus roh, ohne Rogen, glasiert und einzeln tiefgefroren.	HUMAN_EXPLICIT	HUMAN_EXPLICIT	HUMAN_EXPLICIT	HUMAN_EXPLICIT	HUMAN_EXPLICIT	HUMAN_EXPLICIT	APPROVED_FINAL		AI_REVIEW_BASE|HUMAN_CHARGE_4	f8855121af336a7c13cd799cafede5f9b9420f28	AVAILABILITY_NOVELTY_V1_20260907
SEAFOOD	Fisch und Meeresfrüchte	APPLICABLE	1	EASY	EASY	Fisch und Meeresfrüchte: gewöhnlicher lokaler Bezugsweg über den Bereich »Fischkühlung, Fischtheke oder Tiefkühlabteilung«.	Fisch und Meeresfrüchte: gewöhnlicher lokaler Bezugsweg über den Bereich »Fisch und Meeresfrüchte«.	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	APPROVED_FINAL		AI_REVIEW_BASE	f8855121af336a7c13cd799cafede5f9b9420f28	AVAILABILITY_NOVELTY_V1_20260907
SEAWEED	Algen	APPLICABLE	2	PLANNED	PLANNED	Algen ist über eine reguläre Onlinebestellung im allgemeinen Handel mit formgenauer Artikelsuche im allgemeinen deutschen Handel planbar, lokal aber kein verlässlicher Standardartikel.	Algen: Rostocker Bezugsweg über gut sortierte Vollsortimenter und etablierte deutsche Händler für haltbare Algenprodukte.	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	APPROVED_FINAL		AI_REVIEW_BASE	f8855121af336a7c13cd799cafede5f9b9420f28	AVAILABILITY_NOVELTY_V1_20260907
SEA_BASS	Wolfsbarsch	APPLICABLE	1	PLANNED	PLANNED	Wolfsbarsch: Der aktuell verfügbare Wolfsbarsch kommt frisch als ganzer ausgenommener Fisch mit Haut und wird gekühlt zum gewählten Termin zugestellt.	Wolfsbarsch: Der aktuell verfügbare Wolfsbarsch kommt frisch als ganzer ausgenommener Fisch mit Haut und wird gekühlt zum gewählten Termin zugestellt.	HUMAN_EXPLICIT	HUMAN_EXPLICIT	HUMAN_EXPLICIT	HUMAN_EXPLICIT	HUMAN_EXPLICIT	HUMAN_EXPLICIT	APPROVED_FINAL		AI_REVIEW_BASE|HUMAN_CHARGE_4	f8855121af336a7c13cd799cafede5f9b9420f28	AVAILABILITY_NOVELTY_V1_20260907
SEA_BREAM	Dorade	APPLICABLE	1	PLANNED	PLANNED	Dorade: Die verfügbare Dorade Royal liegt als handfiletierte geschuppte Portion mit Haut praktisch grätenfrei und tiefgekühlt vor.	Dorade: Die verfügbare Dorade Royal liegt als handfiletierte geschuppte Portion mit Haut praktisch grätenfrei und tiefgekühlt vor.	HUMAN_EXPLICIT	HUMAN_EXPLICIT	HUMAN_EXPLICIT	HUMAN_EXPLICIT	HUMAN_EXPLICIT	HUMAN_EXPLICIT	APPROVED_FINAL		AI_REVIEW_BASE|HUMAN_CHARGE_4	f8855121af336a7c13cd799cafede5f9b9420f28	AVAILABILITY_NOVELTY_V1_20260907
SEA_SNAILS	Meeresschnecken	APPLICABLE	3	DIFFICULT	DIFFICULT	Meeresschnecken: Einige koreanische Dosenprodukte belegen Beschaffbarkeit aber der Markt bleibt eng und produktformspezifisch.	Meeresschnecken: Einige koreanische Dosenprodukte belegen Beschaffbarkeit aber der Markt bleibt eng und produktformspezifisch.	HUMAN_EXPLICIT	HUMAN_EXPLICIT	HUMAN_EXPLICIT	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	HUMAN_EXPLICIT	APPROVED_FINAL		AI_REVIEW_BASE|NOVELTY_REFERENCE_ANCHOR_HUMAN|AVAILABILITY_V2_ANCHOR_HUMAN	f8855121af336a7c13cd799cafede5f9b9420f28	AVAILABILITY_NOVELTY_V1_20260907
SEEDS	Kerne und Samen	APPLICABLE	1	EASY	EASY	Kerne und Samen: gewöhnlicher lokaler Bezugsweg über den Bereich »Nuss-, Saaten- oder Nussmusregal«.	Kerne und Samen: gewöhnlicher lokaler Bezugsweg über den Bereich »Kerne und Samen«.	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	APPROVED_FINAL		AI_REVIEW_BASE	f8855121af336a7c13cd799cafede5f9b9420f28	AVAILABILITY_NOVELTY_V1_20260907
SEITAN	Seitan	APPLICABLE	2	PLANNED	PLANNED	Seitan ist über eine konkrete Vorbestellung oder Bestandsabfrage für pflanzliches Proteinprodukt im allgemeinen deutschen Handel planbar, lokal aber kein verlässlicher Standardartikel.	Seitan: Rostocker Bezugsweg über gut sortierte Vollsortimenter und etablierte deutsche Bio- oder Pflanzensortimente.	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	APPROVED_FINAL		AI_REVIEW_BASE	f8855121af336a7c13cd799cafede5f9b9420f28	AVAILABILITY_NOVELTY_V1_20260907
SEMOLINA	Hartweizengrieß	APPLICABLE	1	EASY	EASY	Hartweizengrieß: gewöhnlicher lokaler Bezugsweg über den Bereich »Reis-, Mehl-, Nudel- oder Trockenwarenregal«.	Hartweizengrieß: gewöhnlicher lokaler Bezugsweg über den Bereich »Hartweizengrieß«.	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	APPROVED_FINAL		AI_REVIEW_BASE	f8855121af336a7c13cd799cafede5f9b9420f28	AVAILABILITY_NOVELTY_V1_20260907
SERRANO_CHILI	Serrano-Chili	APPLICABLE	2	DIFFICULT	DIFFICULT	Serrano-Chili: Nur der schmale Händlerweg über México Mágico – fresh Serrano listing ist positiv belegt; Frischeversand begrenzt Form, Bestand oder Logistik.	Serrano-Chili: Rostocker Bezugsweg über México Mágico – fresh Serrano listing; dokumentiert sind beim Abruf verfügbaren Bestand und Frischeversand.	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	APPROVED_FINAL		AI_REVIEW_BASE	f8855121af336a7c13cd799cafede5f9b9420f28	AVAILABILITY_NOVELTY_V1_20260907
SERRANO_HAM	Serrano-Schinken	APPLICABLE	2	EASY	EASY	Serrano-Schinken: gewöhnlicher lokaler Bezugsweg über den Bereich »Wurstkühlung oder Bedientheke«.	Serrano-Schinken: gewöhnlicher lokaler Bezugsweg über den Bereich »Serrano-Schinken«.	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	APPROVED_FINAL		AI_REVIEW_BASE	f8855121af336a7c13cd799cafede5f9b9420f28	AVAILABILITY_NOVELTY_V1_20260907
SESAME_OIL	Sesamöl	APPLICABLE	2	PLANNED	PLANNED	Sesamöl ist über eine konkrete Vorbestellung oder Bestandsabfrage für Speiseöl oder Kochfett im allgemeinen deutschen Handel planbar, lokal aber kein verlässlicher Standardartikel.	Sesamöl: Rostocker Bezugsweg über gut sortierte Vollsortimenter und etablierte deutsche Öl- oder Feinkosthändler.	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	APPROVED_FINAL		AI_REVIEW_BASE	f8855121af336a7c13cd799cafede5f9b9420f28	AVAILABILITY_NOVELTY_V1_20260907
SESAME_SEEDS	Sesam	APPLICABLE	1	EASY	EASY	Sesam: gewöhnlicher lokaler Bezugsweg über den Bereich »Nuss-, Saaten- oder Nussmusregal«.	Sesam: gewöhnlicher lokaler Bezugsweg über den Bereich »Sesam«.	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	APPROVED_FINAL		AI_REVIEW_BASE	f8855121af336a7c13cd799cafede5f9b9420f28	AVAILABILITY_NOVELTY_V1_20260907
SHALLOT	Schalotte	APPLICABLE	1	EASY	EASY	Schalotte: gewöhnlicher lokaler Bezugsweg über den Bereich »Obst- und Gemüseabteilung«.	Schalotte: gewöhnlicher lokaler Bezugsweg über den Bereich »Schalotte«.	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	APPROVED_FINAL		AI_REVIEW_BASE	f8855121af336a7c13cd799cafede5f9b9420f28	AVAILABILITY_NOVELTY_V1_20260907
SHAOXING_WINE	Shaoxing-Reiswein	APPLICABLE	2	SPECIALTY	SPECIALTY	Shaoxing-Reiswein ist im einschlägigen Spezialmarkt breit etabliert; dokumentierte reguläre Wege sind die voneinander unabhängigen Händler My-Asia-Shop – Shaoxing cooking rice wine 750 ml sowie Asia Street Food – Shaoxing rice wine 750 ml.	Shaoxing-Reiswein: Rostocker Bezugsweg über Asia Street Food – Shaoxing rice wine 750 ml und My-Asia-Shop – Shaoxing cooking rice wine 750 ml; dokumentiert sind ein dokumentiertes laufendes Angebot und Standardversand.	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	APPROVED_FINAL		AI_REVIEW_BASE	f8855121af336a7c13cd799cafede5f9b9420f28	AVAILABILITY_NOVELTY_V1_20260907
SHELLFISH	Schalen- und Krustentiere	APPLICABLE	1	EASY	EASY	Schalen- und Krustentiere: gewöhnlicher lokaler Bezugsweg über die regulären lokalen Sortimente REWE ja! – Eismeergarnelen 100 g sowie EDEKA – Eismeer-Garnelen 225 g.	Schalen- und Krustentiere: gewöhnlicher lokaler Bezugsweg über den Bereich »Schalen- und Krustentiere«.	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	APPROVED_FINAL		AI_REVIEW_BASE	f8855121af336a7c13cd799cafede5f9b9420f28	AVAILABILITY_NOVELTY_V1_20260907
SHERRY	Sherry	APPLICABLE	3	PLANNED	PLANNED	Sherry ist über eine gezielte Bestellung oder Sortimentsprüfung bei REWE – Lustau Medium Dry Sherry 0.75 l im allgemeinen deutschen Handel planbar, lokal aber kein verlässlicher Standardartikel.	Sherry: Beim Einkauf von „Sherry“ nutzt Tobias große Getränkefachmärkte und etablierte deutsche Spirituosen- oder Weinversender.	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	APPROVED_FINAL		AI_REVIEW_BASE	f8855121af336a7c13cd799cafede5f9b9420f28	AVAILABILITY_NOVELTY_V1_20260907
SHERRY_VINEGAR	Sherryessig	APPLICABLE	2	PLANNED	PLANNED	Sherryessig: Breiter allgemeiner Feinkost- und deutscher Onlinehandel ohne Abhängigkeit von einem engen spanischen Importmarkt.	Sherryessig: Breiter allgemeiner Feinkost- und deutscher Onlinehandel ohne Abhängigkeit von einem engen spanischen Importmarkt.	AI_BULK_ACCEPTED	HUMAN_EXPLICIT	HUMAN_EXPLICIT	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	MIXED	APPROVED_FINAL		AI_REVIEW_BASE|AVAILABILITY_V2_ANCHOR_HUMAN	f8855121af336a7c13cd799cafede5f9b9420f28	AVAILABILITY_NOVELTY_V1_20260907
SHIITAKE	Shiitake	APPLICABLE	1	PLANNED	PLANNED	Shiitake ist über eine konkrete Vorbestellung oder Bestandsabfrage für Gemüse oder Pilz im allgemeinen deutschen Handel planbar, lokal aber kein verlässlicher Standardartikel.	Shiitake: Die Beschaffung von „Shiitake“ erfolgt in Rostock über gut sortierte Vollsortimenter und etablierte deutsche Pilz- oder Frischehändler.	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	APPROVED_FINAL		AI_REVIEW_BASE	f8855121af336a7c13cd799cafede5f9b9420f28	AVAILABILITY_NOVELTY_V1_20260907
SHIMEJI	Shimeji	APPLICABLE	3	SPECIALTY	SPECIALTY	Frische Shimeji sind über breite Asia-Frischsortimente und spezialisierte Frischeversender erhältlich; ein belastbarer allgemeiner Supermarktweg für die exakte Pilzform ist nicht belegt.	Frische Shimeji sind über breite Asia-Frischsortimente und spezialisierte Frischeversender erhältlich; ein belastbarer allgemeiner Supermarktweg für die exakte Pilzform ist nicht belegt.	HUMAN_EXPLICIT	HUMAN_EXPLICIT	HUMAN_EXPLICIT	HUMAN_EXPLICIT	HUMAN_EXPLICIT	HUMAN_EXPLICIT	APPROVED_FINAL		AI_REVIEW_BASE|HUMAN_CHARGE_5	f8855121af336a7c13cd799cafede5f9b9420f28	AVAILABILITY_NOVELTY_V1_20260907
SHIRATAKI	Shirataki-Nudeln	APPLICABLE	2	PLANNED	PLANNED	Shirataki-Nudeln ist über eine konkrete Vorbestellung oder Bestandsabfrage für Getreide- oder Stärkeware im allgemeinen deutschen Handel planbar, lokal aber kein verlässlicher Standardartikel.	Shirataki-Nudeln: Tobias sucht „Shirataki-Nudeln“ in Rostock über gut sortierte Vollsortimenter und etablierte deutsche Bio- oder Trockenwarenhändler gesucht.	HUMAN_EXPLICIT	HUMAN_EXPLICIT	HUMAN_EXPLICIT	HUMAN_EXPLICIT	HUMAN_EXPLICIT	HUMAN_EXPLICIT	APPROVED_FINAL		AI_REVIEW_BASE|HUMAN_CHARGE_5	f8855121af336a7c13cd799cafede5f9b9420f28	AVAILABILITY_NOVELTY_V1_20260907
SHRIMP	Garnelen	APPLICABLE	1	EASY	EASY	Garnelen: gewöhnlicher lokaler Bezugsweg über den Bereich »Fischkühlung, Fischtheke oder Tiefkühlabteilung«.	Garnelen: gewöhnlicher lokaler Bezugsweg über den Bereich »Garnelen«.	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	APPROVED_FINAL		AI_REVIEW_BASE	f8855121af336a7c13cd799cafede5f9b9420f28	AVAILABILITY_NOVELTY_V1_20260907
SHRIMP_PASTE	Garnelenpaste	APPLICABLE	3	SPECIALTY	SPECIALTY	Garnelenpaste ist im einschlägigen Spezialmarkt breit etabliert; dokumentierte reguläre Wege sind die voneinander unabhängigen Händler Village Foods – Por Kwan shrimp paste 200 g sowie Asiashoponline – Mae Pranom shrimp paste 350 g.	Garnelenpaste: Rostocker Bezugsweg über Asiashoponline – Mae Pranom shrimp paste 350 g und Village Foods – Por Kwan shrimp paste 200 g; dokumentiert sind ein dokumentiertes laufendes Angebot und Standardversand.	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	APPROVED_FINAL		AI_REVIEW_BASE	f8855121af336a7c13cd799cafede5f9b9420f28	AVAILABILITY_NOVELTY_V1_20260907
SICHUAN_PEPPER	Szechuanpfeffer	APPLICABLE	2	SPECIALTY	SPECIALTY	Szechuanpfeffer ist im einschlägigen Spezialmarkt breit etabliert; dokumentierte reguläre Wege sind die voneinander unabhängigen Händler Asiafoodland – whole wild Sichuan pepper 50 g sowie Gewürze der Welt – Sichuan pepper range.	Szechuanpfeffer: Rostocker Bezugsweg über Asiafoodland – whole wild Sichuan pepper 50 g und Gewürze der Welt – Sichuan pepper range; dokumentiert sind ein dokumentiertes laufendes Angebot und Standardversand.	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	APPROVED_FINAL		AI_REVIEW_BASE	f8855121af336a7c13cd799cafede5f9b9420f28	AVAILABILITY_NOVELTY_V1_20260907
SILKEN_TOFU	Seidentofu	APPLICABLE	2	PLANNED	PLANNED	Seidentofu ist über ein vorab zu prüfendes Sortiment im Bereich »Kühlregal für Tofu und pflanzliche Proteinprodukte« eines großen Bornheimer Markts im allgemeinen deutschen Handel planbar, lokal aber kein verlässlicher Standardartikel.	Seidentofu: Die Rostocker Warenprüfung für „Seidentofu“ erfolgt über gut sortierte Vollsortimenter und etablierte deutsche Bio- oder Trockenwarenhändler.	HUMAN_EXPLICIT	HUMAN_EXPLICIT	HUMAN_EXPLICIT	HUMAN_EXPLICIT	HUMAN_EXPLICIT	HUMAN_EXPLICIT	APPROVED_FINAL		AI_REVIEW_BASE|HUMAN_CHARGE_5	f8855121af336a7c13cd799cafede5f9b9420f28	AVAILABILITY_NOVELTY_V1_20260907
SLIVOVICE	Sliwowitz	APPLICABLE	4	PLANNED	PLANNED	Sliwowitz: Weinquelles formgenaue Kategorie „Obstbrand aus Pflaumen“ enthält mehrere lagernde Flaschen; deutschlandweiter Versand in üblicherweise 1–3 Werktagen eröffnet Georgia einen planbaren Spirituosenweg nach Bornheim.	Sliwowitz: Weinquelles formgenaue Kategorie „Obstbrand aus Pflaumen“ zeigt mehrere lagernde Flaschen; der deutschlandweite Versand in üblicherweise 1–3 Werktagen ist für Rostock ein belastbarer geplanter Spirituosenweg.	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	APPROVED_FINAL		AI_REVIEW_BASE	f8855121af336a7c13cd799cafede5f9b9420f28	AVAILABILITY_NOVELTY_V1_20260907
